osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,bridge,geometry,junction
348033494,SH 51,State Highway 51,primary,50,False,False,5.982,,,"LINESTRING (176.9139899 -39.5789377, 176.9140033 -39.5789905)",
"[813281415, 813281416, 85633357, 85633358, 269052885]",SH 51,"['State Highway 51', 'Main Road']",primary,50,False,True,521.5779999999999,2,yes,"LINESTRING (176.9161807 -39.5834458, 176.9162633 -39.5833335, 176.9163342 -39.5832226, 176.9164007 -39.5830918, 176.9165316 -39.5828185, 176.9166011 -39.5826683, 176.9166326 -39.5825677, 176.9166408 -39.5824661, 176.9166402 -39.5823687, 176.9166064 -39.5822634, 176.9165662 -39.5821851, 176.9165112 -39.5821118, 176.9164384 -39.5820276, 176.9154342 -39.5808906, 176.9153875 -39.5808347, 176.9146215 -39.5799926, 176.9145133 -39.5798614, 176.9144254 -39.5797575, 176.9143238 -39.5796212, 176.9142359 -39.579487, 176.9141811 -39.5793875)",
87326926,,School Road,residential,50,False,False,17.042,2,,"LINESTRING (176.9161807 -39.5834458, 176.9162479 -39.5834771, 176.9163521 -39.5835235)",
256256519,SH 51,Main Road,primary,50,False,False,87.874,2,,"LINESTRING (176.9161807 -39.5834458, 176.9160926 -39.583515, 176.9160041 -39.5835759, 176.9158862 -39.5836194, 176.9157074 -39.5837118, 176.9154805 -39.5838249, 176.9153417 -39.5838933)",
109349335,,Tucker Lane,residential,50,False,True,235.104,,,"LINESTRING (176.9133922 -39.5849122, 176.913454 -39.5849518, 176.9135321 -39.5850025, 176.9154651 -39.5862972)",
256256519,SH 51,Main Road,primary,50,False,True,202.577,2,,"LINESTRING (176.9133922 -39.5849122, 176.913452 -39.5848606, 176.9135078 -39.5848054, 176.9136139 -39.5847407, 176.913733 -39.5846794, 176.9153417 -39.5838933)",
"[192573349, 813281414]",,Farndon Road,tertiary,50,False,False,246.492,,,"LINESTRING (176.9113116 -39.5806735, 176.9115729 -39.5805003, 176.9125831 -39.5798309, 176.9132964 -39.5793546, 176.9134932 -39.579229)",
192573349,,Farndon Road,tertiary,50,False,True,62.248999999999995,,,"LINESTRING (176.9113116 -39.5806735, 176.9112437 -39.5807181, 176.9109716 -39.5808903, 176.9107517 -39.5810301)",
293807806,,Waitaha Place,residential,50,False,False,148.56499999999997,,,"LINESTRING (176.9113116 -39.5806735, 176.9112695 -39.5806296, 176.9111422 -39.5805185, 176.9110992 -39.5804633, 176.91109 -39.5804135, 176.9110992 -39.5803604, 176.9111287 -39.5803152, 176.9117125 -39.5797067, 176.9118781 -39.5796142)",
256256525,,School Road,residential,50,False,False,95.848,2,,"LINESTRING (176.9163521 -39.5835235, 176.9173154 -39.5839615)",
