osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,junction,ref,service
30701393,Haven Road,unclassified,False,True,188.15000000000003,"LINESTRING (173.2788976 -41.271053, 173.278946 -41.2710916, 173.2790887 -41.2711795, 173.2791418 -41.2712053, 173.2795366 -41.2713728, 173.2800689 -41.2715355, 173.2806118 -41.2716945, 173.2806814 -41.2717204, 173.2807285 -41.271759, 173.2807499 -41.2717983, 173.2807606 -41.271887)",,,,,,
153884991,Saint Vincent Street,tertiary,True,False,41.916,"LINESTRING (173.2788976 -41.271053, 173.2789194 -41.2709876, 173.278953 -41.2709406, 173.2789791 -41.2708833, 173.2789872 -41.2708362, 173.2789907 -41.2707857, 173.2789746 -41.2706889)",2,50,,,,
153884993,Saint Vincent Street,tertiary,False,False,95.255,"LINESTRING (173.2788976 -41.271053, 173.2787235 -41.2711403, 173.2785989 -41.2712002, 173.2785393 -41.2712371, 173.2784849 -41.271277, 173.2784007 -41.2713515, 173.2781096 -41.2716564)",2,50,,,,
19691792,Halifax Street,secondary,False,True,134.76,"LINESTRING (173.2840298 -41.2707868, 173.2834602 -41.2707721, 173.2834066 -41.2707707, 173.2824183 -41.2707451)",2,,,,,
19781449,Halifax Street,tertiary,False,False,172.15300000000002,"LINESTRING (173.2840298 -41.2707868, 173.284646 -41.2707902, 173.2850198 -41.2707999, 173.2853974 -41.2708091, 173.2856624 -41.270815, 173.2860887 -41.2708292)",2,,,,,
"[1096904688, 393286347, 66231509, 66231510]",Trafalgar Street,secondary,False,True,195.034,"LINESTRING (173.2840298 -41.2707868, 173.2840533 -41.2700928, 173.284056 -41.2700505, 173.2840728 -41.2696808, 173.2840837 -41.2693388, 173.2840874 -41.2692194, 173.2840837 -41.2691267, 173.2840719 -41.2690339)",2,,yes,,,
393283523,Trafalgar Street,unclassified,False,False,101.251,"LINESTRING (173.2840298 -41.2707868, 173.2839919 -41.2715074, 173.2839834 -41.2716967)",2,30,,,,
153885000,,unclassified,False,True,12.669,"LINESTRING (173.2788094 -41.2700087, 173.2789569 -41.2699824)",2,50,,,,
19691425,Haven Road,secondary,True,False,118.84899999999999,"LINESTRING (173.2788094 -41.2700087, 173.2787602 -41.269927, 173.2787031 -41.2698502, 173.2786993 -41.2698452, 173.2782609 -41.2693035, 173.2782079 -41.2692239, 173.2781647 -41.2691434, 173.2781383 -41.2690705)",1,50,,,,
19781449,Halifax Street,tertiary,False,True,80.804,"LINESTRING (173.2870538 -41.2708684, 173.2867051 -41.2708448, 173.2860887 -41.2708292)",2,,,,,
393283520,Collingwood Street,tertiary,False,True,110.581,"LINESTRING (173.2870538 -41.2708684, 173.28708 -41.2700722, 173.2870751 -41.2698742)",2,,,,,
393285059,Collingwood Street,tertiary,False,False,100.706,"LINESTRING (173.2870538 -41.2708684, 173.2870314 -41.2716909, 173.2870143 -41.2717729)",2,,,,,
19691402,Selwyn Place,tertiary,False,True,56.808,"LINESTRING (173.2868648 -41.2752825, 173.2861853 -41.2752678)",2,30,,,,
689766415,Collingwood Street,tertiary,False,True,99.73,"LINESTRING (173.2868648 -41.2752825, 173.2869083 -41.2743862)",2,,,,,
19691867,Halifax Street,secondary,False,True,122.27700000000002,"LINESTRING (173.2791289 -41.2706533, 173.2791697 -41.2706528, 173.2794311 -41.2706495, 173.2804447 -41.2706799, 173.2804721 -41.2706807, 173.280591 -41.2706849)",2,50,,,,
393287681,,secondary,True,False,4.279,"LINESTRING (173.2791289 -41.2706533, 173.2791206 -41.2706715, 173.2791058 -41.2706872)",2,50,,roundabout,,
19691425,Haven Road,secondary,True,False,66.486,"LINESTRING (173.2789736 -41.2705921, 173.2789356 -41.2704233, 173.2789046 -41.2702684, 173.2788702 -41.2701381, 173.2788094 -41.2700087)",1,50,,,,
393287681,,secondary,True,False,8.677999999999999,"LINESTRING (173.2789736 -41.2705921, 173.2789942 -41.2705802, 173.2790184 -41.2705731, 173.2790443 -41.2705715, 173.2790697 -41.2705753)",2,50,,roundabout,,
982364942,,trunk,True,False,3.186,"LINESTRING (173.277794 -41.2671844, 173.2778321 -41.2671852)",2,50,,roundabout,SH 6,
19792083,Queen Elizabeth II Drive,trunk,True,False,33.114,"LINESTRING (173.2778321 -41.2671852, 173.2779494 -41.2671218, 173.2780272 -41.2670724, 173.2781591 -41.2670189)",2,50,,,SH 6,
519176801,,trunk,True,False,16.472,"LINESTRING (173.2778321 -41.2671852, 173.2778696 -41.2671944, 173.277902 -41.2672113, 173.2779265 -41.2672345, 173.2779411 -41.267262, 173.2779445 -41.2672915)",2,50,,roundabout,SH 6,
"[623966328, 623966331]",,trunk,True,False,17.805,"LINESTRING (173.2779384 -41.2673164, 173.2779193 -41.267345, 173.2778892 -41.2673677, 173.2778513 -41.2673823, 173.2778092 -41.2673873, 173.2777671 -41.2673823)",,50,,roundabout,SH 6,
