osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,ref
48668286,Lakeside Road,tertiary,40,False,True,383.05,"LINESTRING (169.1363029 -44.6939087, 169.1362845 -44.6938829, 169.1362457 -44.6938307, 169.1361726 -44.6937297, 169.1361344 -44.6936614, 169.1360976 -44.6935752, 169.1360609 -44.6934134, 169.1360216 -44.6931976, 169.1359808 -44.6929955, 169.1359364 -44.6928117, 169.1359196 -44.6927509, 169.135899 -44.6926964, 169.1358693 -44.6926281, 169.1358233 -44.6925562, 169.1357537 -44.6924615, 169.1357112 -44.6924083, 169.135557 -44.6922262, 169.1353193 -44.6919499, 169.1351156 -44.6917192, 169.1349526 -44.6915299, 169.1347824 -44.6913295, 169.1346379 -44.6911575, 169.1345532 -44.6910659, 169.1344683 -44.6909882, 169.1343605 -44.690901, 169.1342755 -44.6908465)",,,
813838920,,secondary,,True,False,17.126,"LINESTRING (169.1363029 -44.6939087, 169.1363406 -44.6938994, 169.1363752 -44.6939001, 169.1364079 -44.6939075, 169.1364332 -44.6939212, 169.1364559 -44.6939429, 169.1364671 -44.6939687)",1,roundabout,
39095129,Ballantyne Road,tertiary,40,False,False,110.96600000000001,"LINESTRING (169.1417455 -44.694295, 169.1417742 -44.6943491, 169.1418029 -44.6944033, 169.1418658 -44.6945036, 169.1419222 -44.6946049, 169.1421466 -44.6949853, 169.1422738 -44.6952194)",,,
"[17037235, 1247481327]",Wānaka Luggate Highway,primary,50,False,True,50.936,"LINESTRING (169.1417455 -44.694295, 169.1416013 -44.6943341, 169.1414992 -44.6943546, 169.1414418 -44.6943662, 169.1412928 -44.694386, 169.1411205 -44.6943945)",,,
1247481328,Wānaka Luggate Highway,primary,50,False,False,36.21,"LINESTRING (169.1417455 -44.694295, 169.1419089 -44.6942479, 169.1419539 -44.6942345, 169.1421617 -44.6941596)",,,SH 84
"[1247481325, 1180142829, 1180142830, 16952591]",Ardmore Street,secondary,40,False,False,179.91,"LINESTRING (169.1329888 -44.6959973, 169.1336009 -44.6956148, 169.1338514 -44.695455, 169.1340507 -44.6953351, 169.1341488 -44.6952758, 169.1344357 -44.6950857, 169.1345345 -44.6950226, 169.1346929 -44.694925)","['2', '3']",,
"[1247481360, 1247481359]",Dungarvon Street,residential,40,False,False,104.856,"LINESTRING (169.1329888 -44.6959973, 169.1330379 -44.6960415, 169.1331283 -44.6961228, 169.1332332 -44.696218, 169.1336091 -44.6965785, 169.1337879 -44.6967499)","['2', '3']",,
28624423,Dunmore Street,residential,40,False,False,181.452,"LINESTRING (169.1337879 -44.6967499, 169.1338642 -44.6967064, 169.1343923 -44.6964053, 169.1345784 -44.6963031, 169.1351227 -44.6960088, 169.135523 -44.6957851, 169.1355958 -44.6957444)",2,,
"[1247481360, 1247481359]",Dungarvon Street,residential,40,False,True,104.856,"LINESTRING (169.1337879 -44.6967499, 169.1336091 -44.6965785, 169.1332332 -44.696218, 169.1331283 -44.6961228, 169.1330379 -44.6960415, 169.1329888 -44.6959973)","['2', '3']",,
"[1247481361, 1247481339]",Dungarvon Street,residential,40,False,False,121.50299999999999,"LINESTRING (169.1337879 -44.6967499, 169.13395 -44.696897, 169.1341902 -44.697115, 169.1344129 -44.6973152, 169.1346795 -44.6975666, 169.1347294 -44.6976136)","['2', '3']",,
