osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name
26673845,1,28,secondary,60,roundabout,True,False,15.177999999999999,"LINESTRING (174.5874373 -36.7628021, 174.58743 -36.7627881, 174.5874258 -36.7627733, 174.5874247 -36.7627582, 174.5874269 -36.7627431, 174.5874322 -36.7627286, 174.5874405 -36.7627149, 174.5874516 -36.7627026, 174.5874651 -36.762692, 174.5874806 -36.7626833)",
26673861,1,,tertiary,60,,True,False,40.038,"LINESTRING (174.5874373 -36.7628021, 174.587378 -36.762772, 174.5873072 -36.7627416, 174.5872368 -36.7627158, 174.5871755 -36.7626962, 174.5871141 -36.7626785, 174.5870276 -36.7626579)",Riverhead Road
26673845,1,28,secondary,60,roundabout,True,False,1.879,"LINESTRING (174.5874806 -36.7626833, 174.5874998 -36.7626763)",
26673845,1,28,secondary,60,roundabout,True,False,1.621,"LINESTRING (174.5876394 -36.7627268, 174.5876449 -36.7627407)",
26673845,1,28,secondary,60,roundabout,True,False,13.033999999999997,"LINESTRING (174.5875746 -36.7628447, 174.5875581 -36.7628484, 174.587541 -36.7628501, 174.5875238 -36.7628496, 174.5875069 -36.762847, 174.5874907 -36.7628424, 174.5874756 -36.7628358, 174.5874619 -36.7628275, 174.587445 -36.7628117)",
31434797,2,28,secondary,50,,False,False,99.15,"LINESTRING (174.5918899 -36.7580356, 174.5919223 -36.7579736, 174.5919449 -36.7579017, 174.5919557 -36.7578116, 174.5919622 -36.7577266, 174.5919566 -36.757634, 174.591942 -36.7575549, 174.5918626 -36.757158)",Coatesville-Riverhead Highway
"[617226469, 617226470]","['2', '3']",28,secondary,50,,False,True,90.02799999999999,"LINESTRING (174.5918899 -36.7580356, 174.5918494 -36.758099, 174.5918143 -36.7581385, 174.5916745 -36.758267, 174.591262 -36.7586678)",Coatesville-Riverhead Highway
625369492,,,residential,50,,False,True,23.545,"LINESTRING (174.5918899 -36.7580356, 174.5919388 -36.7580485, 174.592145 -36.7580907)",Great North Road
31731566,,,residential,50,,False,False,225.191,"LINESTRING (174.5930073 -36.762228, 174.5928064 -36.7611381, 174.5926269 -36.7602259)",Great North Road
31731582,,,residential,50,,False,False,79.405,"LINESTRING (174.5930073 -36.762228, 174.5930584 -36.7622221, 174.5938895 -36.7621258)",Princes Street
31731582,,,residential,50,,False,True,459.796,"LINESTRING (174.5930073 -36.762228, 174.592963 -36.7622324, 174.5912661 -36.7624036, 174.5910375 -36.7624203, 174.590925 -36.7624213, 174.59081 -36.7624123, 174.5905938 -36.7623753, 174.5888898 -36.7620305, 174.5880185 -36.7618492, 174.5879597 -36.7618185)",Princes Street
31731566,,,residential,50,,False,False,68.256,"LINESTRING (174.5922397 -36.7586946, 174.5922276 -36.758644, 174.5921275 -36.7582256, 174.5921299 -36.7581428, 174.592145 -36.7580907)",Great North Road
31731566,,,residential,50,,False,True,173.732,"LINESTRING (174.5922397 -36.7586946, 174.5922566 -36.7587616, 174.5926269 -36.7602259)",Great North Road
31731573,,,residential,50,,False,False,87.27,"LINESTRING (174.5922397 -36.7586946, 174.5918031 -36.7586911, 174.5915088 -36.7586903, 174.5913564 -36.7586812, 174.591262 -36.7586678)",Arthur Street
31731573,,,residential,50,,False,True,257.743,"LINESTRING (174.5922397 -36.7586946, 174.5923929 -36.7587103, 174.5927592 -36.7587736, 174.5950531 -36.7592316)",Arthur Street
31731588,,,residential,50,,False,True,280.364,"LINESTRING (174.592145 -36.7580907, 174.5952069 -36.7586735)",Queen Street
31731566,,,residential,50,,False,True,68.256,"LINESTRING (174.592145 -36.7580907, 174.5921299 -36.7581428, 174.5921275 -36.7582256, 174.5922276 -36.758644, 174.5922397 -36.7586946)",Great North Road
625369492,,,residential,50,,False,False,23.545,"LINESTRING (174.592145 -36.7580907, 174.5919388 -36.7580485, 174.5918899 -36.7580356)",Great North Road
173225102,,,residential,,,False,True,63.552,"LINESTRING (174.5950531 -36.7592316, 174.5952069 -36.7586735)",George Street
31731573,,,residential,50,,False,False,257.743,"LINESTRING (174.5950531 -36.7592316, 174.5927592 -36.7587736, 174.5923929 -36.7587103, 174.5922397 -36.7586946)",Arthur Street
"[31731604, 31731573]",,,residential,50,,False,True,335.871,"LINESTRING (174.5950531 -36.7592316, 174.5968853 -36.7596177, 174.596997 -36.7596586, 174.597019 -36.7597083, 174.5970212 -36.7597803, 174.5969228 -36.7598692, 174.5957303 -36.7605285)","['Sussex Terrace', 'Arthur Street']"
"[173225104, 173225095]",,,residential,50,,False,True,243.11900000000003,"LINESTRING (174.5950531 -36.7592316, 174.5950855 -36.7598923, 174.5950237 -36.7599444, 174.5932286 -36.760154)","['Alexandra Street', 'George Street']"
617226470,2,28,secondary,50,,False,True,22.834,"LINESTRING (174.591262 -36.7586678, 174.5910962 -36.7588244)",Coatesville-Riverhead Highway
31731573,,,residential,50,,False,True,87.27000000000001,"LINESTRING (174.591262 -36.7586678, 174.5913564 -36.7586812, 174.5915088 -36.7586903, 174.5918031 -36.7586911, 174.5922397 -36.7586946)",Arthur Street
"[617226469, 617226470]","['2', '3']",28,secondary,50,,False,False,90.02799999999999,"LINESTRING (174.591262 -36.7586678, 174.5916745 -36.758267, 174.5918143 -36.7581385, 174.5918494 -36.758099, 174.5918899 -36.7580356)",Coatesville-Riverhead Highway
617226470,2,28,secondary,50,,False,False,10.602,"LINESTRING (174.5910192 -36.7588971, 174.5910962 -36.7588244)",Coatesville-Riverhead Highway
617226470,2,28,secondary,50,,False,True,174.211,"LINESTRING (174.5910192 -36.7588971, 174.5897652 -36.7600993)",Coatesville-Riverhead Highway
31731582,,,residential,50,,False,False,459.79599999999994,"LINESTRING (174.5879597 -36.7618185, 174.5880185 -36.7618492, 174.5888898 -36.7620305, 174.5905938 -36.7623753, 174.59081 -36.7624123, 174.590925 -36.7624213, 174.5910375 -36.7624203, 174.5912661 -36.7624036, 174.592963 -36.7622324, 174.5930073 -36.762228)",Princes Street
617226470,2,28,secondary,50,,False,False,249.881,"LINESTRING (174.5879597 -36.7618185, 174.5880566 -36.7617095, 174.5888848 -36.7609216, 174.5897652 -36.7600993)",Coatesville-Riverhead Highway
