osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,bridge
23275531,The Strand,unclassified,50,False,True,8.042,,"LINESTRING (177.0002029 -37.9504634, 177.0001112 -37.9504619)",,
28396535,Commerce Street,secondary,50,False,True,124.022,2,"LINESTRING (176.9955699 -37.9543759, 176.9953613 -37.9551075, 176.9952791 -37.9553279, 176.9952266 -37.9554572)",,
37059889,Pyne Street,unclassified,50,False,False,80.426,,"LINESTRING (176.9955699 -37.9543759, 176.995494 -37.9543737, 176.9946736 -37.9543676, 176.9946527 -37.9543674)",,
392159972,Commerce Street,secondary,50,False,False,147.831,,"LINESTRING (176.9955699 -37.9543759, 176.9957469 -37.953858, 176.9959686 -37.9530844)",,
37059889,Pyne Street,unclassified,50,False,True,80.426,,"LINESTRING (176.9946527 -37.9543674, 176.9946736 -37.9543676, 176.995494 -37.9543737, 176.9955699 -37.9543759)",,
37059891,Boon Street,unclassified,50,False,True,102.804,,"LINESTRING (176.9946527 -37.9543674, 176.9946505 -37.9543012, 176.9946536 -37.9538856, 176.9946568 -37.9534429)",,
392036687,Pyne Street,unclassified,50,False,False,165.633,,"LINESTRING (176.9946527 -37.9543674, 176.9937144 -37.9543635, 176.9930068 -37.9543605, 176.9927636 -37.9543595)",,
37059890,Richardson Street,unclassified,50,False,True,214.29000000000002,,"LINESTRING (176.9946568 -37.9534429, 176.9945982 -37.9534421, 176.9941562 -37.9534351, 176.9937521 -37.9534307, 176.9937037 -37.9534267, 176.9936795 -37.9534127, 176.9936635 -37.9534034, 176.9936507 -37.9533866, 176.9936353 -37.9533664, 176.9936228 -37.9533224, 176.9936238 -37.9524572, 176.9936239 -37.9523877, 176.993624 -37.9523184, 176.9936236 -37.9522747)",,
37059891,Boon Street,unclassified,50,False,False,102.804,,"LINESTRING (176.9946568 -37.9534429, 176.9946536 -37.9538856, 176.9946505 -37.9543012, 176.9946527 -37.9543674)",,
37059891,Boon Street,unclassified,50,False,True,41.620000000000005,,"LINESTRING (176.9946568 -37.9534429, 176.9946564 -37.9532543, 176.9946561 -37.9530686)",,
37059895,McAlister Street,secondary,50,False,True,72.244,,"LINESTRING (176.9909328 -37.9554468, 176.9909353 -37.9547971)",,
