osmid,name,highway,maxspeed,oneway,reversed,length,access,geometry,lanes,junction,bridge
891758776,Peraki Street,residential,50,False,False,117.57600000000002,,"LINESTRING (172.6536066 -43.3832463, 172.6536538 -43.3831832, 172.653668 -43.3831699, 172.6537043 -43.3831354, 172.6537385 -43.3831041, 172.6537559 -43.3830792, 172.6537696 -43.3830543, 172.6538021 -43.3829754, 172.6538291 -43.3828966, 172.6538526 -43.3828238, 172.6539076 -43.3826939, 172.6539449 -43.3826291, 172.6539754 -43.3825813, 172.6540015 -43.3825338, 172.654027 -43.3824757, 172.6540527 -43.3823898, 172.6540768 -43.3823006, 172.6540885 -43.382259)",2,,
"[1097869681, 1084138074, 4752809]",Peraki Street,"['residential', 'living_street']",50,False,True,303.451,,"LINESTRING (172.6536066 -43.3832463, 172.6535659 -43.3833283, 172.653526 -43.3834153, 172.6535031 -43.3834649, 172.6534388 -43.3835963, 172.6531856 -43.3841548, 172.6531532 -43.3842226, 172.6531059 -43.3843237, 172.6530928 -43.3843593, 172.6530832 -43.3844008, 172.6530595 -43.3844961, 172.6530306 -43.3845988, 172.6529929 -43.3846992, 172.6529208 -43.3848627, 172.6528618 -43.3849707, 172.6528157 -43.3850489, 172.652766 -43.3851249, 172.6526956 -43.3852432, 172.6526638 -43.3852965, 172.6526081 -43.3854072, 172.6525546 -43.3855316, 172.6525177 -43.3856229, 172.6524775 -43.385756, 172.6524463 -43.3858362)",2,,
892901677,Fuller Street,residential,50,False,False,76.038,,"LINESTRING (172.6516611 -43.381385, 172.6510669 -43.3808548)",2,,
4747812,Fuller Street,residential,50,False,True,259.918,,"LINESTRING (172.6516611 -43.381385, 172.6524036 -43.3820947, 172.6526469 -43.3823276, 172.6531083 -43.3827694, 172.6534969 -43.3831371, 172.6536066 -43.3832463)",2,,
"[892887533, 4752815]",Akaroa Street,residential,50,False,True,123.665,,"LINESTRING (172.6516611 -43.381385, 172.6515545 -43.381465, 172.6515142 -43.3815013, 172.6514872 -43.3815402, 172.6514631 -43.3815879, 172.6514398 -43.3816421, 172.6510947 -43.3824049)",2,,
892901677,Fuller Street,residential,50,False,True,76.038,,"LINESTRING (172.6510669 -43.3808548, 172.6516611 -43.381385)",2,,
4752819,Evans Place,residential,50,False,False,91.24100000000001,,"LINESTRING (172.6510669 -43.3808548, 172.6507269 -43.3810508, 172.6502373 -43.3813266, 172.6501732 -43.3813557)",2,,
"[892901677, 892901679]",Fuller Street,residential,50,False,False,187.56799999999998,,"LINESTRING (172.6510669 -43.3808548, 172.6503173 -43.3801574, 172.6502363 -43.3800917, 172.6501639 -43.3800444, 172.6500653 -43.3799952, 172.6499205 -43.3799411, 172.649374 -43.3797574)",2,,
892901679,Fuller Street,residential,50,False,False,172.246,,"LINESTRING (172.649374 -43.3797574, 172.6474319 -43.3791194)",2,,
650941934,Otaki Street,residential,50,False,True,113.712,yes,"LINESTRING (172.649374 -43.3797574, 172.6493404 -43.3798295, 172.6489223 -43.3807259)",,,
"[892901677, 892901679]",Fuller Street,residential,50,False,True,187.56799999999998,,"LINESTRING (172.649374 -43.3797574, 172.6499205 -43.3799411, 172.6500653 -43.3799952, 172.6501639 -43.3800444, 172.6502363 -43.3800917, 172.6503173 -43.3801574, 172.6510669 -43.3808548)",2,,
204350996,Wesley Street,residential,50,False,True,193.369,,"LINESTRING (172.6474319 -43.3791194, 172.6466575 -43.3807648)",2,,
892901679,Fuller Street,residential,50,False,True,172.246,,"LINESTRING (172.6474319 -43.3791194, 172.649374 -43.3797574)",2,,
4752809,Peraki Street,living_street,50,False,False,42.355,,"LINESTRING (172.6522537 -43.3861902, 172.6522841 -43.3861297, 172.6523434 -43.3860312, 172.6523991 -43.3859361, 172.6524463 -43.3858362)",2,,
4752816,Hugh Street,residential,50,False,True,221.344,,"LINESTRING (172.6522537 -43.3861902, 172.6521642 -43.3861684, 172.6521166 -43.3861567, 172.6496538 -43.3855638)",2,,
"[1097869681, 4752809, 1084138074]",Peraki Street,"['living_street', 'residential']",50,False,False,303.45099999999996,,"LINESTRING (172.6524463 -43.3858362, 172.6524775 -43.385756, 172.6525177 -43.3856229, 172.6525546 -43.3855316, 172.6526081 -43.3854072, 172.6526638 -43.3852965, 172.6526956 -43.3852432, 172.652766 -43.3851249, 172.6528157 -43.3850489, 172.6528618 -43.3849707, 172.6529208 -43.3848627, 172.6529929 -43.3846992, 172.6530306 -43.3845988, 172.6530595 -43.3844961, 172.6530832 -43.3844008, 172.6530928 -43.3843593, 172.6531059 -43.3843237, 172.6531532 -43.3842226, 172.6531856 -43.3841548, 172.6534388 -43.3835963, 172.6535031 -43.3834649, 172.653526 -43.3834153, 172.6535659 -43.3833283, 172.6536066 -43.3832463)",2,,
4752809,Peraki Street,living_street,50,False,True,42.355,,"LINESTRING (172.6524463 -43.3858362, 172.6523991 -43.3859361, 172.6523434 -43.3860312, 172.6522841 -43.3861297, 172.6522537 -43.3861902)",2,,
4752810,Carew Street,residential,50,False,False,115.743,,"LINESTRING (172.6524463 -43.3858362, 172.6525555 -43.385863, 172.6528065 -43.3859246, 172.6529993 -43.3859712, 172.6530722 -43.385982, 172.6534104 -43.3860152, 172.6538411 -43.3860493)",2,,
4752810,Carew Street,residential,50,False,False,132.185,,"LINESTRING (172.6538411 -43.3860493, 172.6539652 -43.3860591, 172.6540555 -43.3860735, 172.6542115 -43.3861069, 172.6548192 -43.3862547, 172.6554029 -43.3863955)",2,,
4752810,Carew Street,residential,50,False,True,115.743,,"LINESTRING (172.6538411 -43.3860493, 172.6534104 -43.3860152, 172.6530722 -43.385982, 172.6529993 -43.3859712, 172.6528065 -43.3859246, 172.6525555 -43.385863, 172.6524463 -43.3858362)",2,,
4752834,Broom Street,residential,50,False,True,223.582,,"LINESTRING (172.6494815 -43.3859421, 172.6468498 -43.3853216)",2,,
4752815,Akaroa Street,residential,50,False,False,44.309999999999995,,"LINESTRING (172.6494815 -43.3859421, 172.649514 -43.3858706, 172.6496538 -43.3855638)",2,,
4752815,Akaroa Street,residential,50,False,True,163.066,,"LINESTRING (172.6494815 -43.3859421, 172.6494474 -43.3860173, 172.6492058 -43.3865496, 172.6488833 -43.3872603, 172.6488495 -43.3873348)",2,,
4752815,Akaroa Street,residential,50,False,False,245.755,,"LINESTRING (172.6496538 -43.3855638, 172.6496853 -43.3854933, 172.6499047 -43.3850111, 172.6499837 -43.3848394, 172.6500915 -43.3845982, 172.6502354 -43.3842822, 172.6503148 -43.3841065, 172.6506125 -43.3834664)",2,,
4752815,Akaroa Street,residential,50,False,True,44.309999999999995,,"LINESTRING (172.6496538 -43.3855638, 172.649514 -43.3858706, 172.6494815 -43.3859421)",2,,
4752816,Hugh Street,residential,50,False,False,221.344,,"LINESTRING (172.6496538 -43.3855638, 172.6521166 -43.3861567, 172.6521642 -43.3861684, 172.6522537 -43.3861902)",2,,
4752815,Akaroa Street,residential,50,False,False,43.874,,"LINESTRING (172.6506125 -43.3834664, 172.6507771 -43.3830904)",2,,
4752817,Ashley Place,living_street,,False,False,101.802,,"LINESTRING (172.6506125 -43.3834664, 172.6518094 -43.3837519)",,,
4752815,Akaroa Street,residential,50,False,True,245.75499999999997,,"LINESTRING (172.6506125 -43.3834664, 172.6503148 -43.3841065, 172.6502354 -43.3842822, 172.6500915 -43.3845982, 172.6499837 -43.3848394, 172.6499047 -43.3850111, 172.6496853 -43.3854933, 172.6496538 -43.3855638)",2,,
4752815,Akaroa Street,residential,50,False,False,80.43,,"LINESTRING (172.6507771 -43.3830904, 172.6510947 -43.3824049)",2,,
4752815,Akaroa Street,residential,50,False,True,43.874,,"LINESTRING (172.6507771 -43.3830904, 172.6506125 -43.3834664)",2,,
4752818,Hodgson Avenue,residential,50,False,False,104.416,,"LINESTRING (172.6507771 -43.3830904, 172.6495463 -43.3828047)",2,,
4752817,Ashley Place,living_street,,False,True,101.802,,"LINESTRING (172.6518094 -43.3837519, 172.6506125 -43.3834664)",,,
4752818,Hodgson Avenue,residential,50,False,True,104.416,,"LINESTRING (172.6495463 -43.3828047, 172.6507771 -43.3830904)",2,,
62332119,Porter Place,residential,50,False,True,35.0,,"LINESTRING (172.6495463 -43.3828047, 172.6496808 -43.3825055)",2,,
62332119,Porter Place,residential,50,False,False,196.70700000000002,,"LINESTRING (172.6495463 -43.3828047, 172.6493344 -43.3833162, 172.6488101 -43.3843588, 172.6488101 -43.3844836)",2,,
62332119,Porter Place,residential,50,False,True,196.707,,"LINESTRING (172.6488101 -43.3844836, 172.6488101 -43.3843588, 172.6493344 -43.3833162, 172.6495463 -43.3828047)",2,,
4752834,Broom Street,residential,50,False,False,223.582,,"LINESTRING (172.6468498 -43.3853216, 172.6494815 -43.3859421)",2,,
650941934,Otaki Street,residential,50,False,False,473.57899999999995,yes,"LINESTRING (172.6468498 -43.3853216, 172.6471911 -43.3845585, 172.64728 -43.3843578, 172.6478146 -43.3831693, 172.6478938 -43.3829829, 172.6482957 -43.3820851, 172.6486653 -43.3812722)",,,
650941934,Otaki Street,residential,50,False,True,162.11599999999999,yes,"LINESTRING (172.6468498 -43.3853216, 172.6467006 -43.3856556, 172.646269 -43.3866218, 172.6462291 -43.386708)",,,
4752832,Cressy Avenue,residential,50,False,True,171.793,,"LINESTRING (172.6486653 -43.3812722, 172.6466575 -43.3807648)",2,,
650941934,Otaki Street,residential,50,False,False,64.199,yes,"LINESTRING (172.6486653 -43.3812722, 172.6489223 -43.3807259)",,,
650941934,Otaki Street,residential,50,False,True,473.57900000000006,yes,"LINESTRING (172.6486653 -43.3812722, 172.6482957 -43.3820851, 172.6478938 -43.3829829, 172.6478146 -43.3831693, 172.64728 -43.3843578, 172.6471911 -43.3845585, 172.6468498 -43.3853216)",,,
204350996,Wesley Street,residential,50,False,False,53.248,,"LINESTRING (172.6464322 -43.3812148, 172.6466575 -43.3807648)",2,,
4752832,Cressy Avenue,residential,50,False,False,171.793,,"LINESTRING (172.6466575 -43.3807648, 172.6486653 -43.3812722)",2,,
204350996,Wesley Street,residential,50,False,False,193.369,,"LINESTRING (172.6466575 -43.3807648, 172.6474319 -43.3791194)",2,,
204350996,Wesley Street,residential,50,False,True,53.248,,"LINESTRING (172.6466575 -43.3807648, 172.6464322 -43.3812148)",2,,
4752923,Black Street,residential,50,False,True,121.73599999999998,,"LINESTRING (172.6553663 -43.3813315, 172.6552761 -43.3813806, 172.6548894 -43.3815964, 172.6545098 -43.3818072, 172.6544099 -43.3818554, 172.654322 -43.3819027, 172.654276 -43.3819337, 172.654231 -43.381968, 172.6541932 -43.3820118)",2,,
"[818015304, 891758774]",Raven Quay,residential,50,False,True,218.498,,"LINESTRING (172.6553663 -43.3813315, 172.6554626 -43.381416, 172.6562555 -43.382174, 172.6563348 -43.3822479, 172.6563697 -43.3822803, 172.6566854 -43.3825742, 172.6568118 -43.3826758, 172.6569552 -43.382774, 172.6570787 -43.3828462)",2,,
"[1222392433, 891758775]",Raven Quay,"['residential', 'living_street']",50,False,False,218.624,,"LINESTRING (172.6553663 -43.3813315, 172.6545801 -43.3805685, 172.6540979 -43.3801258, 172.6540329 -43.3800662, 172.653715 -43.3797744)",2,,
4752907,Rich Street,residential,50,False,True,120.588,,"LINESTRING (172.653715 -43.3797744, 172.6536099 -43.3798317, 172.6526332 -43.3803637, 172.6525226 -43.3804263)",2,,
"[832466192, 62333498]",Revell Street,unclassified,,False,False,64.399,,"LINESTRING (172.653715 -43.3797744, 172.6538798 -43.3796827, 172.6539727 -43.3796628, 172.6540251 -43.3796612, 172.6540789 -43.3796687, 172.6541494 -43.3796914, 172.6544311 -43.3797821)",,,
"[1222392433, 891758775]",Raven Quay,"['living_street', 'residential']",50,False,True,218.624,,"LINESTRING (172.653715 -43.3797744, 172.6540329 -43.3800662, 172.6540979 -43.3801258, 172.6545801 -43.3805685, 172.6553663 -43.3813315)",2,,
279493633,Hilton Street,residential,50,False,True,24.692,,"LINESTRING (172.6541932 -43.3820118, 172.6543795 -43.3821878)",2,,
4752923,Black Street,residential,50,False,False,121.73600000000002,,"LINESTRING (172.6541932 -43.3820118, 172.654231 -43.381968, 172.654276 -43.3819337, 172.654322 -43.3819027, 172.6544099 -43.3818554, 172.6545098 -43.3818072, 172.6548894 -43.3815964, 172.6552761 -43.3813806, 172.6553663 -43.3813315)",2,,
891758771,Hilton Street,residential,50,False,False,222.06,,"LINESTRING (172.6541932 -43.3820118, 172.6541051 -43.3819256, 172.6525226 -43.3804263)",2,,
891758776,Peraki Street,residential,50,False,True,28.767,,"LINESTRING (172.6541932 -43.3820118, 172.6541682 -43.3820654, 172.6541609 -43.3820811, 172.6541496 -43.3821056, 172.6541122 -43.3821967, 172.6540885 -43.382259)",2,,
4752907,Rich Street,residential,50,False,False,120.588,,"LINESTRING (172.6525226 -43.3804263, 172.6526332 -43.3803637, 172.6536099 -43.3798317, 172.653715 -43.3797744)",2,,
891758771,Hilton Street,residential,50,False,False,173.38,,"LINESTRING (172.6525226 -43.3804263, 172.6524287 -43.3803372, 172.6516709 -43.379618, 172.6512182 -43.3791884)",2,,
891758771,Hilton Street,residential,50,False,True,222.06,,"LINESTRING (172.6525226 -43.3804263, 172.6541051 -43.3819256, 172.6541932 -43.3820118)",2,,
891758771,Hilton Street,residential,50,False,True,173.38,,"LINESTRING (172.6512182 -43.3791884, 172.6516709 -43.379618, 172.6524287 -43.3803372, 172.6525226 -43.3804263)",2,,
4752969,Charles Street,tertiary,50,False,False,173.30199999999996,,"LINESTRING (172.6571433 -43.3805985, 172.6573692 -43.3808608, 172.6576041 -43.381125, 172.6576517 -43.3811786, 172.657758 -43.3812982, 172.6579013 -43.3814515, 172.6580152 -43.3815734, 172.658059 -43.3816156, 172.6581623 -43.3817121, 172.6582756 -43.3818239, 172.6583433 -43.3818891)",2,,
62332043,Alexander Lane,living_street,,False,False,80.469,,"LINESTRING (172.6480251 -43.3804499, 172.6480354 -43.3804703, 172.648052 -43.3804926, 172.6480736 -43.3805078, 172.6481078 -43.380522, 172.6489223 -43.3807259)",,,
650941934,Otaki Street,residential,50,False,True,64.199,yes,"LINESTRING (172.6489223 -43.3807259, 172.6486653 -43.3812722)",,,
62332043,Alexander Lane,living_street,,False,True,80.46900000000001,,"LINESTRING (172.6489223 -43.3807259, 172.6481078 -43.380522, 172.6480736 -43.3805078, 172.648052 -43.3804926, 172.6480354 -43.3804703, 172.6480251 -43.3804499)",,,
650941934,Otaki Street,residential,50,False,False,113.712,yes,"LINESTRING (172.6489223 -43.3807259, 172.6493404 -43.3798295, 172.649374 -43.3797574)",,,
62332119,Porter Place,residential,50,False,False,35.0,,"LINESTRING (172.6496808 -43.3825055, 172.6495463 -43.3828047)",2,,
"[832466192, 62333498]",Revell Street,unclassified,,False,True,64.399,,"LINESTRING (172.6544311 -43.3797821, 172.6541494 -43.3796914, 172.6540789 -43.3796687, 172.6540251 -43.3796612, 172.6539727 -43.3796628, 172.6538798 -43.3796827, 172.653715 -43.3797744)",,,
662584191,,unclassified,,False,False,184.29899999999998,,"LINESTRING (172.6544311 -43.3797821, 172.6545141 -43.3800025, 172.6545287 -43.3800249, 172.6545472 -43.3800421, 172.6545792 -43.3800539, 172.6552026 -43.3801842, 172.6552424 -43.3802027, 172.6552664 -43.3802266, 172.6552772 -43.3802652, 172.6552766 -43.3803413, 172.6552641 -43.3804065, 172.6552065 -43.3806258, 172.6552017 -43.3806654, 172.6552045 -43.3807094, 172.6552129 -43.3807594, 172.6552462 -43.3808443, 172.6553062 -43.3809286, 172.6553902 -43.3810064)",,,
4752969,Charles Street,tertiary,50,False,True,173.302,,"LINESTRING (172.6583433 -43.3818891, 172.6582756 -43.3818239, 172.6581623 -43.3817121, 172.658059 -43.3816156, 172.6580152 -43.3815734, 172.6579013 -43.3814515, 172.657758 -43.3812982, 172.6576517 -43.3811786, 172.6576041 -43.381125, 172.6573692 -43.3808608, 172.6571433 -43.3805985)",2,,
"[626349644, 4728606, 4728607]",Williams Street,secondary,50,False,True,138.887,,"LINESTRING (172.6583299 -43.3819957, 172.6582334 -43.3820463, 172.6580765 -43.3821339, 172.6578671 -43.3822577, 172.6577581 -43.3823264, 172.6577434 -43.382337, 172.6572166 -43.3827255, 172.6571837 -43.3827488, 172.6571209 -43.382803, 172.6570787 -43.3828462)",2,,yes
185442815,Williams Street,secondary,50,True,False,13.353000000000002,,"LINESTRING (172.6583299 -43.3819957, 172.6583118 -43.3819756, 172.6583039 -43.3819523, 172.6583069 -43.3819283, 172.6583205 -43.3819065, 172.6583433 -43.3818891)",,roundabout,
204350994,Alpine Lane,living_street,,False,False,81.851,,"LINESTRING (172.6501321 -43.382176, 172.6510947 -43.3824049)",,,
4752815,Akaroa Street,residential,50,False,True,80.43,,"LINESTRING (172.6510947 -43.3824049, 172.6507771 -43.3830904)",2,,
204350994,Alpine Lane,living_street,,False,True,81.851,,"LINESTRING (172.6510947 -43.3824049, 172.6501321 -43.382176)",,,
"[892887533, 4752815]",Akaroa Street,residential,50,False,False,123.665,,"LINESTRING (172.6510947 -43.3824049, 172.6514398 -43.3816421, 172.6514631 -43.3815879, 172.6514872 -43.3815402, 172.6515142 -43.3815013, 172.6515545 -43.381465, 172.6516611 -43.381385)",2,,
4752819,Evans Place,residential,50,False,True,91.241,,"LINESTRING (172.6501732 -43.3813557, 172.6502373 -43.3813266, 172.6507269 -43.3810508, 172.6510669 -43.3808548)",2,,
991416120,Evans Place,residential,50,True,False,63.43700000000001,,"LINESTRING (172.6501732 -43.3813557, 172.6501477 -43.3813815, 172.6501115 -43.3814061, 172.6500037 -43.3814631, 172.6499684 -43.381473, 172.6499267 -43.381469, 172.6498966 -43.3814579, 172.6498755 -43.3814345, 172.6498674 -43.3814037, 172.6498791 -43.3813708, 172.6499068 -43.3813478, 172.6499582 -43.3813383, 172.65008 -43.381334, 172.6501168 -43.3813364, 172.6501732 -43.3813557)",2,,
4728590,Williams Street,secondary,50,False,True,24.272,,"LINESTRING (172.6564195 -43.384184, 172.656388 -43.3842566, 172.6563263 -43.3843915)",2,,
626349643,,secondary,50,True,False,13.088000000000001,,"LINESTRING (172.6564195 -43.384184, 172.6563964 -43.3841738, 172.6563789 -43.3841589, 172.6563688 -43.3841407, 172.6563672 -43.3841211, 172.6563742 -43.3841022, 172.6563891 -43.3840858)",1,roundabout,
4752899,Hilton Street,unclassified,50,False,True,31.189999999999998,,"LINESTRING (172.6565114 -43.3841695, 172.6565574 -43.3842093, 172.6565874 -43.3842359, 172.6567676 -43.3843792)",2,,
626349643,,secondary,50,True,False,8.035,,"LINESTRING (172.6565114 -43.3841695, 172.6564917 -43.3841806, 172.6564685 -43.384187, 172.6564437 -43.3841881, 172.6564195 -43.384184)",1,roundabout,
626349643,,secondary,50,True,False,13.272,,"LINESTRING (172.6564811 -43.3840704, 172.6565047 -43.3840805, 172.6565225 -43.3840956, 172.6565327 -43.3841141, 172.6565342 -43.384134, 172.6565269 -43.3841531, 172.6565114 -43.3841695)",1,roundabout,
626349644,Williams Street,secondary,50,False,False,144.493,,"LINESTRING (172.6564811 -43.3840704, 172.6565786 -43.3838648, 172.6569904 -43.3829924, 172.6570263 -43.3829314, 172.6570538 -43.3828846, 172.6570787 -43.3828462)",2,,
650941934,Otaki Street,residential,50,False,False,63.874,yes,"LINESTRING (172.6459864 -43.3872546, 172.6461772 -43.3868122, 172.6461883 -43.3867899, 172.6462291 -43.386708)",,,
662584191,,unclassified,,False,True,184.299,,"LINESTRING (172.6553902 -43.3810064, 172.6553062 -43.3809286, 172.6552462 -43.3808443, 172.6552129 -43.3807594, 172.6552045 -43.3807094, 172.6552017 -43.3806654, 172.6552065 -43.3806258, 172.6552641 -43.3804065, 172.6552766 -43.3803413, 172.6552772 -43.3802652, 172.6552664 -43.3802266, 172.6552424 -43.3802027, 172.6552026 -43.3801842, 172.6545792 -43.3800539, 172.6545472 -43.3800421, 172.6545287 -43.3800249, 172.6545141 -43.3800025, 172.6544311 -43.3797821)",,,
891758776,Peraki Street,residential,50,False,False,28.767,,"LINESTRING (172.6540885 -43.382259, 172.6541122 -43.3821967, 172.6541496 -43.3821056, 172.6541609 -43.3820811, 172.6541682 -43.3820654, 172.6541932 -43.3820118)",2,,
891758776,Peraki Street,residential,50,False,True,117.576,,"LINESTRING (172.6540885 -43.382259, 172.6540768 -43.3823006, 172.6540527 -43.3823898, 172.654027 -43.3824757, 172.6540015 -43.3825338, 172.6539754 -43.3825813, 172.6539449 -43.3826291, 172.6539076 -43.3826939, 172.6538526 -43.3828238, 172.6538291 -43.3828966, 172.6538021 -43.3829754, 172.6537696 -43.3830543, 172.6537559 -43.3830792, 172.6537385 -43.3831041, 172.6537043 -43.3831354, 172.653668 -43.3831699, 172.6536538 -43.3831832, 172.6536066 -43.3832463)",2,,
279493633,Hilton Street,residential,50,False,False,24.692,,"LINESTRING (172.6543795 -43.3821878, 172.6541932 -43.3820118)",2,,
279493633,Hilton Street,residential,50,False,True,266.301,,"LINESTRING (172.6543795 -43.3821878, 172.6544863 -43.3822886, 172.6545586 -43.3823569, 172.6548576 -43.3826394, 172.6553151 -43.3830714, 172.6562746 -43.3839776, 172.6563132 -43.3840141, 172.6563891 -43.3840858)",2,,
921965343,Peraki Street,residential,50,True,False,26.208,,"LINESTRING (172.6543795 -43.3821878, 172.6543354 -43.3821808, 172.6542775 -43.3821808, 172.6542645 -43.3821833, 172.654226 -43.3821908, 172.6541918 -43.3822021, 172.6541681 -43.38221, 172.6541266 -43.3822356, 172.6540885 -43.382259)",,,
4752899,Hilton Street,unclassified,50,False,False,31.189999999999998,,"LINESTRING (172.6567676 -43.3843792, 172.6565874 -43.3842359, 172.6565574 -43.3842093, 172.6565114 -43.3841695)",2,,
991565016,Hilton Street,unclassified,,True,False,39.658,,"LINESTRING (172.6567676 -43.3843792, 172.656704 -43.3843533, 172.656639 -43.3843342, 172.6565822 -43.3843248, 172.6565398 -43.3843221, 172.6564727 -43.3843229, 172.6564196 -43.3843319, 172.6563703 -43.3843556, 172.6563263 -43.3843915)",,,
4728590,Williams Street,secondary,50,False,False,24.272,,"LINESTRING (172.6563263 -43.3843915, 172.656388 -43.3842566, 172.6564195 -43.384184)",2,,
4728590,Williams Street,secondary,50,False,True,110.602,,"LINESTRING (172.6563263 -43.3843915, 172.6562947 -43.3844608, 172.6560982 -43.3848904, 172.6558926 -43.3853349)",2,,
