osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
"[176375569, 148400010, 176375563]",False,2,SH 1,Beach Road,trunk,50,False,49.536,yes,"LINESTRING (173.6799244 -42.399476, 173.6800289 -42.3994109, 173.6800863 -42.3993655, 173.6801584 -42.3993086, 173.6802363 -42.3992383, 173.6802804 -42.3991846, 173.6803106 -42.3991389)"
"[1020429765, 1020429767]",False,3,SH 1,Churchill Street,trunk,50,False,45.434,,"LINESTRING (173.6799244 -42.399476, 173.6796794 -42.3996088, 173.6796219 -42.3996424, 173.6795737 -42.399676, 173.6795346 -42.3997098, 173.6795078 -42.3997406)"
142987616,False,,,Ludstone Road,unclassified,50,True,29.936999999999998,,"LINESTRING (173.6795078 -42.3997406, 173.67943 -42.3997208, 173.6792901 -42.399692, 173.6792233 -42.3996828, 173.6791542 -42.3996824)"
"[1020429765, 1020429767]",False,3,SH 1,Churchill Street,trunk,50,True,45.434,,"LINESTRING (173.6795078 -42.3997406, 173.6795346 -42.3997098, 173.6795737 -42.399676, 173.6796219 -42.3996424, 173.6796794 -42.3996088, 173.6799244 -42.399476)"
"[1103720840, 1255809906, 1255809907, 1255809914, 19782907]",False,2,SH 1,Churchill Street,trunk,50,False,297.604,,"LINESTRING (173.6795078 -42.3997406, 173.6794824 -42.3997843, 173.6794679 -42.3998389, 173.6794636 -42.399884, 173.6794662 -42.3999348, 173.6794781 -42.3999917, 173.6795059 -42.4000708, 173.679559 -42.4001686, 173.6796896 -42.4003892, 173.6797291 -42.4004553, 173.6799078 -42.4007597, 173.680269 -42.4013862, 173.6804365 -42.4016903, 173.68048 -42.4018082, 173.6805042 -42.4019262, 173.6805184 -42.402029, 173.6805218 -42.4021423, 173.6805251 -42.4022626)"
133094098,False,,,Bayview Street,residential,50,True,72.992,,"LINESTRING (173.6764841 -42.4039261, 173.6756062 -42.4040294)"
133094098,False,,,Bayview Street,residential,50,False,204.18,,"LINESTRING (173.6764841 -42.4039261, 173.6786765 -42.4036356, 173.6788654 -42.4036125, 173.6789321 -42.4036033)"
133094103,False,,,Hastings Street,residential,50,False,103.286,,"LINESTRING (173.6764841 -42.4039261, 173.6766466 -42.4046987, 173.6766694 -42.40477, 173.6767161 -42.4048352)"
133094086,False,,,Chance Haven,residential,50,False,41.913000000000004,,"LINESTRING (173.6791455 -42.4023502, 173.6790217 -42.4024161, 173.6787883 -42.4026164)"
133094099,False,,,Kiwi Street,residential,50,True,101.03,,"LINESTRING (173.6779387 -42.3998959, 173.6781972 -42.4006353, 173.6781599 -42.4007776)"
142987616,False,,,Ludstone Road,unclassified,50,False,102.601,,"LINESTRING (173.6779387 -42.3998959, 173.6790721 -42.3996939, 173.6791542 -42.3996824)"
142987616,False,,,Ludstone Road,unclassified,50,True,39.903,,"LINESTRING (173.6779387 -42.3998959, 173.677686 -42.3999471, 173.677474 -42.4000003)"
19782907,False,2,SH 1,Churchill Street,trunk,50,True,170.64199999999997,,"LINESTRING (173.6800959 -42.4037623, 173.680293 -42.4031561, 173.6803844 -42.4028557, 173.6804774 -42.402552, 173.6805108 -42.4024115, 173.6805251 -42.4022626)"
133094098,False,,,Bayview Street,residential,50,True,97.273,,"LINESTRING (173.6800959 -42.4037623, 173.680037 -42.4037557, 173.6790632 -42.4036099, 173.67899 -42.4036044, 173.6789321 -42.4036033)"
133094094,False,,,,residential,,False,127.61000000000001,,"LINESTRING (173.67635 -42.4015725, 173.6762919 -42.4011295, 173.6762795 -42.4010004, 173.6762388 -42.4008539, 173.6761246 -42.4004388)"
133094094,False,,,,residential,,True,127.61000000000001,,"LINESTRING (173.6761246 -42.4004388, 173.6762388 -42.4008539, 173.6762795 -42.4010004, 173.6762919 -42.4011295, 173.67635 -42.4015725)"
142987616,False,,,Ludstone Road,unclassified,50,False,121.05799999999999,,"LINESTRING (173.6761246 -42.4004388, 173.6768024 -42.4002168, 173.6772068 -42.4000886, 173.677474 -42.4000003)"
142987616,False,,,Ludstone Road,unclassified,50,True,89.314,,"LINESTRING (173.6761246 -42.4004388, 173.6751796 -42.4007376, 173.6751246 -42.4007548)"
133094086,False,,,Chance Haven,residential,50,True,41.913000000000004,,"LINESTRING (173.6787883 -42.4026164, 173.6790217 -42.4024161, 173.6791455 -42.4023502)"
133094087,False,,,Fyffe Avenue,residential,50,False,111.93,,"LINESTRING (173.6787883 -42.4026164, 173.6788504 -42.4026915, 173.6788936 -42.4027796, 173.6789124 -42.4028717, 173.6789134 -42.4030345, 173.6789288 -42.403533, 173.6789321 -42.4036033)"
