osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name,bridge,junction
28042285,residential,50,False,True,140.44500000000002,"LINESTRING (175.4006729 -39.4176464, 175.4006452 -39.4176745, 175.4000278 -39.4182905, 175.3999952 -39.4183234, 175.3997236 -39.4185965, 175.399674 -39.4186463)",,,Miro Street,,
814493201,residential,,True,False,8.94,"LINESTRING (175.4006729 -39.4176464, 175.4006563 -39.4176309, 175.4006482 -39.4176118, 175.4006497 -39.4175918, 175.4006606 -39.4175735)",,,,,roundabout
872067644,primary,50,False,False,175.34,"LINESTRING (175.3984609 -39.4180401, 175.3983919 -39.4179905, 175.3983041 -39.4179266, 175.3982376 -39.4178817, 175.398105 -39.4177831, 175.3980465 -39.4177333, 175.3980143 -39.4177059, 175.3979136 -39.4176157, 175.3978576 -39.4175569, 175.3978066 -39.4174942, 175.3977335 -39.4173816, 175.3975717 -39.4171312, 175.3975338 -39.4170853, 175.3974879 -39.4170393, 175.3974344 -39.4169963, 175.3973681 -39.4169524, 175.3972764 -39.4168963, 175.397179 -39.4168396)",2,SH 49,Clyde Street,,
"[872067648, 872067645, 872067646]",primary,50,False,True,124.66,"LINESTRING (175.3984609 -39.4180401, 175.3986216 -39.418157, 175.3987126 -39.4182145, 175.3987865 -39.4182565, 175.3988631 -39.4182948, 175.3991667 -39.4184269, 175.3994558 -39.4185476, 175.399674 -39.4186463)","['2', '3']",SH 49,Clyde Street,,
"[1232313005, 28042263]",tertiary,50,False,True,152.406,"LINESTRING (175.3984609 -39.4180401, 175.3985171 -39.4179927, 175.3985913 -39.4179227, 175.3987806 -39.4177258, 175.3988053 -39.4177022, 175.3988286 -39.4176844, 175.3988562 -39.4176707, 175.398892 -39.4176559, 175.398925 -39.4176447, 175.3989538 -39.4176308, 175.39898 -39.4176127, 175.3990084 -39.4175882, 175.3991069 -39.4174881, 175.3992668 -39.4173247, 175.3995213 -39.4170645, 175.399567 -39.4170131, 175.3995865 -39.4169931)",2,,Goldfinch Street,,
28042285,residential,50,False,False,140.445,"LINESTRING (175.399674 -39.4186463, 175.3997236 -39.4185965, 175.3999952 -39.4183234, 175.4000278 -39.4182905, 175.4006452 -39.4176745, 175.4006729 -39.4176464)",,,Miro Street,,
"[39877093, 872067647]",primary,50,False,True,128.84,"LINESTRING (175.399674 -39.4186463, 175.3999158 -39.4187545, 175.4000765 -39.4188194, 175.4002432 -39.4188797, 175.4004088 -39.4189294, 175.4010568 -39.4190818)","['2', '3']",SH 49,Clyde Street,,
"[872067648, 872067645, 872067646]",primary,50,False,False,124.66,"LINESTRING (175.399674 -39.4186463, 175.3994558 -39.4185476, 175.3991667 -39.4184269, 175.3988631 -39.4182948, 175.3987865 -39.4182565, 175.3987126 -39.4182145, 175.3986216 -39.418157, 175.3984609 -39.4180401)","['2', '3']",SH 49,Clyde Street,,
28582694,residential,50,False,True,69.011,"LINESTRING (175.3964833 -39.4170782, 175.3965003 -39.4170419, 175.3965079 -39.4169977, 175.3965073 -39.4169207, 175.3965006 -39.4166303, 175.3965137 -39.4165472, 175.3965312 -39.4165069, 175.3965591 -39.4164688)",,,,,
28582695,residential,50,False,False,221.913,"LINESTRING (175.3964833 -39.4170782, 175.3964586 -39.4171066, 175.3964179 -39.4171288, 175.3963673 -39.4171423, 175.3963067 -39.4171466, 175.3961498 -39.4171461, 175.3956731 -39.4171473, 175.3955903 -39.4171475, 175.393932 -39.4171351)",,,Moore Street,,
144351073,residential,50,False,False,120.134,"LINESTRING (175.397179 -39.4168396, 175.3972241 -39.4168234, 175.3972602 -39.4168073, 175.3973068 -39.4167783, 175.3973827 -39.4167028, 175.3975914 -39.4164848, 175.3980283 -39.4160571, 175.398074 -39.416019)",,,Rata Street,,
821530906,residential,50,True,False,66.272,"LINESTRING (175.397179 -39.4168396, 175.3970999 -39.4168579, 175.3970332 -39.4168815, 175.3966312 -39.4170586, 175.3965933 -39.4170722, 175.3965475 -39.4170795, 175.3964833 -39.4170782)",,,Moore Street,,
821530908,primary,50,False,False,67.355,"LINESTRING (175.397179 -39.4168396, 175.396955 -39.41671, 175.396711 -39.416564, 175.3965591 -39.4164688)",2,SH 49,Clyde Street,,
872067644,primary,50,False,True,175.34,"LINESTRING (175.397179 -39.4168396, 175.3972764 -39.4168963, 175.3973681 -39.4169524, 175.3974344 -39.4169963, 175.3974879 -39.4170393, 175.3975338 -39.4170853, 175.3975717 -39.4171312, 175.3977335 -39.4173816, 175.3978066 -39.4174942, 175.3978576 -39.4175569, 175.3979136 -39.4176157, 175.3980143 -39.4177059, 175.3980465 -39.4177333, 175.398105 -39.4177831, 175.3982376 -39.4178817, 175.3983041 -39.4179266, 175.3983919 -39.4179905, 175.3984609 -39.4180401)",2,SH 49,Clyde Street,,
28583430,residential,50,False,False,111.75200000000001,"LINESTRING (175.4010568 -39.4190818, 175.4010791 -39.4190341, 175.4011173 -39.4189817, 175.4018234 -39.4182732)",2,,Arawa Street,,
"[39877093, 872067647]",primary,50,False,False,128.84,"LINESTRING (175.4010568 -39.4190818, 175.4004088 -39.4189294, 175.4002432 -39.4188797, 175.4000765 -39.4188194, 175.3999158 -39.4187545, 175.399674 -39.4186463)","['2', '3']",SH 49,Clyde Street,,
39877093,primary,50,False,True,144.03099999999998,"LINESTRING (175.4010568 -39.4190818, 175.4017487 -39.4192492, 175.4019654 -39.4193045, 175.4021737 -39.4193649, 175.4026384 -39.4195095)",2,SH 49,Clyde Street,,
"[435907882, 435907883, 144351061]",tertiary,50,False,False,284.591,"LINESTRING (175.404309 -39.4126208, 175.4035797 -39.4132687, 175.4034659 -39.4133675, 175.4034109 -39.4134177, 175.4021199 -39.4145417)",2,,Goldfinch Street,yes,
144351082,residential,,False,True,121.783,"LINESTRING (175.404309 -39.4126208, 175.4043737 -39.4126476, 175.4044167 -39.4126707, 175.4054102 -39.4133086)",,,Wye Street,,
28042267,residential,50,False,True,385.436,"LINESTRING (175.4054102 -39.4133086, 175.4024225 -39.4158946)",,,Miro Street,,
144351082,residential,,False,False,121.783,"LINESTRING (175.4054102 -39.4133086, 175.4044167 -39.4126707, 175.4043737 -39.4126476, 175.404309 -39.4126208)",,,Wye Street,,
144351081,residential,50,False,True,147.248,"LINESTRING (175.4008003 -39.4137191, 175.4009524 -39.4137647, 175.4010074 -39.4137898, 175.4010486 -39.4138194, 175.4010801 -39.413856, 175.4011116 -39.4138972, 175.401161 -39.4139446, 175.4012185 -39.4139858, 175.4012959 -39.4140281, 175.4013692 -39.4140619, 175.4014266 -39.4140926, 175.4015013 -39.4141415, 175.4020644 -39.4145062, 175.4021199 -39.4145417)",,,Ti Kouka Place,,
435907883,tertiary,50,False,False,102.473,"LINESTRING (175.4021199 -39.4145417, 175.4013305 -39.4152326)",2,,Goldfinch Street,,
144351081,residential,50,False,False,147.248,"LINESTRING (175.4021199 -39.4145417, 175.4020644 -39.4145062, 175.4015013 -39.4141415, 175.4014266 -39.4140926, 175.4013692 -39.4140619, 175.4012959 -39.4140281, 175.4012185 -39.4139858, 175.401161 -39.4139446, 175.4011116 -39.4138972, 175.4010801 -39.413856, 175.4010486 -39.4138194, 175.4010074 -39.4137898, 175.4009524 -39.4137647, 175.4008003 -39.4137191)",,,Ti Kouka Place,,
"[435907882, 435907883, 144351061]",tertiary,50,False,True,284.591,"LINESTRING (175.4021199 -39.4145417, 175.4034109 -39.4134177, 175.4034659 -39.4133675, 175.4035797 -39.4132687, 175.404309 -39.4126208)",2,,Goldfinch Street,yes,
144351059,residential,50,False,True,106.685,"LINESTRING (175.400357 -39.414638, 175.4012793 -39.4152111, 175.4013305 -39.4152326)",,,Conway Street,,
435907883,tertiary,50,False,False,120.065,"LINESTRING (175.4013305 -39.4152326, 175.4004612 -39.4160781)",2,,Goldfinch Street,,
435907883,tertiary,50,False,True,102.473,"LINESTRING (175.4013305 -39.4152326, 175.4021199 -39.4145417)",2,,Goldfinch Street,,
144351059,residential,50,False,False,106.685,"LINESTRING (175.4013305 -39.4152326, 175.4012793 -39.4152111, 175.400357 -39.414638)",,,Conway Street,,
144351059,residential,50,False,True,119.25800000000001,"LINESTRING (175.4013305 -39.4152326, 175.401373 -39.4152553, 175.402358 -39.4158589, 175.4024225 -39.4158946)",,,Conway Street,,
28583430,residential,50,False,True,108.243,"LINESTRING (175.4043836 -39.4158386, 175.4035383 -39.4165605)",2,,Arawa Street,,
872067649,residential,50,False,False,102.398,"LINESTRING (175.4043836 -39.4158386, 175.4044343 -39.4158739, 175.4050566 -39.4162977, 175.4051243 -39.416349, 175.4051779 -39.4164002, 175.4052413 -39.4164735)",,,Manuka Street,,
28042267,residential,50,False,False,385.436,"LINESTRING (175.4024225 -39.4158946, 175.4054102 -39.4133086)",,,Miro Street,,
28042267,residential,50,False,True,234.057,"LINESTRING (175.4024225 -39.4158946, 175.4007853 -39.4175309, 175.4007546 -39.417559)",,,Miro Street,,
144351059,residential,50,False,False,119.25800000000001,"LINESTRING (175.4024225 -39.4158946, 175.402358 -39.4158589, 175.401373 -39.4152553, 175.4013305 -39.4152326)",,,Conway Street,,
144351059,residential,50,False,True,121.122,"LINESTRING (175.4024225 -39.4158946, 175.4024718 -39.4159226, 175.4034845 -39.4165283, 175.4035383 -39.4165605)",,,Conway Street,,
"[144351080, 144351073]",residential,50,False,"[False, True]",274.95899999999995,"LINESTRING (175.398074 -39.416019, 175.3981138 -39.415977, 175.3986509 -39.4154098, 175.3987293 -39.4153454, 175.3988024 -39.4153081, 175.3988748 -39.4152812, 175.3989748 -39.4152675, 175.3990655 -39.4152712, 175.3991484 -39.4152926, 175.3991948 -39.4153138, 175.3992493 -39.4153387, 175.4004194 -39.4160504, 175.4004612 -39.4160781)",,,"['Rata Street', 'Tay Street']",,
144351073,residential,50,False,True,120.13399999999999,"LINESTRING (175.398074 -39.416019, 175.3980283 -39.4160571, 175.3975914 -39.4164848, 175.3973827 -39.4167028, 175.3973068 -39.4167783, 175.3972602 -39.4168073, 175.3972241 -39.4168234, 175.397179 -39.4168396)",,,Rata Street,,
814492977,residential,50,False,True,125.46,"LINESTRING (175.398074 -39.416019, 175.3970369 -39.415387, 175.3969734 -39.4153507, 175.3969247 -39.4153229)",,,Ayr Street,,
"[1237374420, 1105441327]",residential,50,False,False,161.641,"LINESTRING (175.398074 -39.416019, 175.3992513 -39.4167304, 175.3994429 -39.4168462, 175.3995336 -39.4168924, 175.3995605 -39.4169098)",2,,Ayr Street,,
435907883,tertiary,50,False,True,120.065,"LINESTRING (175.4004612 -39.4160781, 175.4013305 -39.4152326)",2,,Goldfinch Street,,
"[144351080, 144351073]",residential,50,False,"[False, True]",274.959,"LINESTRING (175.4004612 -39.4160781, 175.4004194 -39.4160504, 175.3992493 -39.4153387, 175.3991948 -39.4153138, 175.3991484 -39.4152926, 175.3990655 -39.4152712, 175.3989748 -39.4152675, 175.3988748 -39.4152812, 175.3988024 -39.4153081, 175.3987293 -39.4153454, 175.3986509 -39.4154098, 175.3981138 -39.415977, 175.398074 -39.416019)",,,"['Rata Street', 'Tay Street']",,
435907883,tertiary,50,False,False,115.25099999999999,"LINESTRING (175.4004612 -39.4160781, 175.3997561 -39.4167905, 175.3996677 -39.4168801, 175.3996449 -39.4169006)",2,,Goldfinch Street,,
144351069,residential,50,False,False,119.624,"LINESTRING (175.3939392 -39.4160594, 175.3939371 -39.4161172, 175.3939351 -39.4170985, 175.393932 -39.4171351)",,,Milton Street,,
171838045,unclassified,50,False,True,202.255,"LINESTRING (175.3939392 -39.4160594, 175.3942658 -39.4160658, 175.3962351 -39.4160601, 175.3962933 -39.4160563)",,,Burns Street,,
28583430,residential,50,False,False,108.243,"LINESTRING (175.4035383 -39.4165605, 175.4043836 -39.4158386)",2,,Arawa Street,,
28583430,residential,50,False,True,50.387,"LINESTRING (175.4035383 -39.4165605, 175.4031809 -39.4169198)",2,,Arawa Street,,
144351059,residential,50,False,False,121.122,"LINESTRING (175.4035383 -39.4165605, 175.4034845 -39.4165283, 175.4024718 -39.4159226, 175.4024225 -39.4158946)",,,Conway Street,,
28583430,residential,50,False,False,50.387,"LINESTRING (175.4031809 -39.4169198, 175.4035383 -39.4165605)",2,,Arawa Street,,
28583430,residential,50,False,True,190.384,"LINESTRING (175.4031809 -39.4169198, 175.4018234 -39.4182732)",2,,Arawa Street,,
144351063,residential,50,False,False,184.21,"LINESTRING (175.4031809 -39.4169198, 175.4032419 -39.4169572, 175.4037308 -39.4172564, 175.4039162 -39.4173158, 175.404067 -39.4173517, 175.4043586 -39.4173713, 175.4045337 -39.4173983, 175.4047427 -39.4174757, 175.4049118 -39.4175647, 175.4050412 -39.4176576)",,,Karamu Place,,
28582695,residential,50,False,True,221.91300000000004,"LINESTRING (175.393932 -39.4171351, 175.3955903 -39.4171475, 175.3956731 -39.4171473, 175.3961498 -39.4171461, 175.3963067 -39.4171466, 175.3963673 -39.4171423, 175.3964179 -39.4171288, 175.3964586 -39.4171066, 175.3964833 -39.4170782)",,,Moore Street,,
144351069,residential,50,False,True,119.624,"LINESTRING (175.393932 -39.4171351, 175.3939351 -39.4170985, 175.3939371 -39.4161172, 175.3939392 -39.4160594)",,,Milton Street,,
28583430,residential,50,False,False,190.384,"LINESTRING (175.4018234 -39.4182732, 175.4031809 -39.4169198)",2,,Arawa Street,,
28583430,residential,50,False,True,111.752,"LINESTRING (175.4018234 -39.4182732, 175.4011173 -39.4189817, 175.4010791 -39.4190341, 175.4010568 -39.4190818)",2,,Arawa Street,,
814493202,residential,50,False,True,114.621,"LINESTRING (175.4018234 -39.4182732, 175.4017607 -39.4182351, 175.4008129 -39.4176589, 175.4007756 -39.417635)",,,Ayr Street,,
39877093,primary,50,False,False,144.031,"LINESTRING (175.4026384 -39.4195095, 175.4021737 -39.4193649, 175.4019654 -39.4193045, 175.4017487 -39.4192492, 175.4010568 -39.4190818)",2,SH 49,Clyde Street,,
144351062,residential,50,False,False,188.743,"LINESTRING (175.4026384 -39.4195095, 175.4027815 -39.4192253, 175.4029975 -39.4187847, 175.4030729 -39.4186392, 175.4031479 -39.4185311, 175.403199 -39.4185014, 175.4032961 -39.4184895, 175.4035983 -39.4184843, 175.4036587 -39.4184695, 175.4037787 -39.4182545)",,,Heartwood Lane,,
191364520,primary,50,False,True,138.55100000000004,"LINESTRING (175.3962967 -39.4128874, 175.3964854 -39.413062, 175.3966535 -39.4132235, 175.3967571 -39.4133351, 175.3968196 -39.4134051, 175.3969102 -39.4135199, 175.3969771 -39.4136323, 175.3970424 -39.4137622, 175.3970836 -39.4138573, 175.397109 -39.4139463)",2,SH 49,Tohunga Road,,
171838045,unclassified,50,False,False,202.255,"LINESTRING (175.3962933 -39.4160563, 175.3962351 -39.4160601, 175.3942658 -39.4160658, 175.3939392 -39.4160594)",,,Burns Street,,
821530907,primary,50,False,False,101.665,"LINESTRING (175.3962933 -39.4160563, 175.3962974 -39.4159786, 175.396312 -39.4159121, 175.3963385 -39.4158427, 175.3963724 -39.4157798, 175.3964244 -39.415716, 175.3964844 -39.4156554, 175.3965614 -39.4155907, 175.3968208 -39.4154171, 175.3968738 -39.4153732, 175.3969247 -39.4153229)",2,SH 49,Clyde Street,,
821530907,primary,50,False,True,52.694,"LINESTRING (175.3962933 -39.4160563, 175.3963012 -39.4161079, 175.3963191 -39.4161827, 175.3963507 -39.4162505, 175.3963904 -39.4163118, 175.3964321 -39.4163639, 175.3964835 -39.4164138, 175.3965591 -39.4164688)",2,SH 49,Clyde Street,,
872067649,residential,50,False,True,102.398,"LINESTRING (175.4052413 -39.4164735, 175.4051779 -39.4164002, 175.4051243 -39.416349, 175.4050566 -39.4162977, 175.4044343 -39.4158739, 175.4043836 -39.4158386)",,,Manuka Street,,
144351063,residential,50,False,True,184.21,"LINESTRING (175.4050412 -39.4176576, 175.4049118 -39.4175647, 175.4047427 -39.4174757, 175.4045337 -39.4173983, 175.4043586 -39.4173713, 175.404067 -39.4173517, 175.4039162 -39.4173158, 175.4037308 -39.4172564, 175.4032419 -39.4169572, 175.4031809 -39.4169198)",,,Karamu Place,,
1232316652,residential,50,True,False,73.441,"LINESTRING (175.4050412 -39.4176576, 175.4051303 -39.4176993, 175.4052178 -39.417743, 175.4052859 -39.4178096, 175.4052982 -39.4178418, 175.4052787 -39.4178815, 175.4052263 -39.417896, 175.4051714 -39.4178848, 175.4051277 -39.4178444, 175.4050648 -39.4177325, 175.4050412 -39.4176576)",,,Karamu Place,,
144351062,residential,50,False,True,188.743,"LINESTRING (175.4037787 -39.4182545, 175.4036587 -39.4184695, 175.4035983 -39.4184843, 175.4032961 -39.4184895, 175.403199 -39.4185014, 175.4031479 -39.4185311, 175.4030729 -39.4186392, 175.4029975 -39.4187847, 175.4027815 -39.4192253, 175.4026384 -39.4195095)",,,Heartwood Lane,,
814492976,tertiary,,True,False,7.901000000000001,"LINESTRING (175.3995605 -39.4169098, 175.3995787 -39.4168989, 175.3996006 -39.4168935, 175.3996236 -39.416894, 175.3996449 -39.4169006)",,,,,roundabout
"[1237374420, 1105441327]",residential,50,False,True,161.641,"LINESTRING (175.3995605 -39.4169098, 175.3995336 -39.4168924, 175.3994429 -39.4168462, 175.3992513 -39.4167304, 175.398074 -39.416019)",2,,Ayr Street,,
28042200,residential,50,False,False,108.459,"LINESTRING (175.3996672 -39.4169715, 175.3996927 -39.416988, 175.399772 -39.417035, 175.4000796 -39.4172214, 175.4006256 -39.4175528, 175.4006606 -39.4175735)",2,,Ayr Street,,
814492976,tertiary,,True,False,7.930000000000001,"LINESTRING (175.3996672 -39.4169715, 175.3996556 -39.4169825, 175.3996404 -39.4169907, 175.399623 -39.4169954, 175.3996046 -39.4169962, 175.3995865 -39.4169931)",,,,,roundabout
435907883,tertiary,50,False,True,115.25099999999999,"LINESTRING (175.3996449 -39.4169006, 175.3996677 -39.4168801, 175.3997561 -39.4167905, 175.4004612 -39.4160781)",2,,Goldfinch Street,,
814492976,tertiary,,True,False,8.968,"LINESTRING (175.3996449 -39.4169006, 175.3996608 -39.4169111, 175.3996717 -39.4169248, 175.3996767 -39.4169405, 175.3996751 -39.4169565, 175.3996672 -39.4169715)",,,,,roundabout
28042200,residential,50,False,True,108.45899999999999,"LINESTRING (175.4006606 -39.4175735, 175.4006256 -39.4175528, 175.4000796 -39.4172214, 175.399772 -39.417035, 175.3996927 -39.416988, 175.3996672 -39.4169715)",2,,Ayr Street,,
814493201,residential,,True,False,9.014999999999999,"LINESTRING (175.4006606 -39.4175735, 175.4006796 -39.4175595, 175.4007039 -39.4175519, 175.4007301 -39.4175517, 175.4007546 -39.417559)",,,,,roundabout
814493201,residential,,True,False,9.977,"LINESTRING (175.4007756 -39.417635, 175.4007548 -39.4176506, 175.4007275 -39.4176584, 175.4006985 -39.4176569, 175.4006729 -39.4176464)",,,,,roundabout
814493202,residential,50,False,False,114.621,"LINESTRING (175.4007756 -39.417635, 175.4008129 -39.4176589, 175.4017607 -39.4182351, 175.4018234 -39.4182732)",,,Ayr Street,,
28042267,residential,50,False,False,234.057,"LINESTRING (175.4007546 -39.417559, 175.4007853 -39.4175309, 175.4024225 -39.4158946)",,,Miro Street,,
814493201,residential,,True,False,9.579,"LINESTRING (175.4007546 -39.417559, 175.4007748 -39.4175738, 175.400786 -39.4175936, 175.4007862 -39.4176151, 175.4007756 -39.417635)",,,,,roundabout
