osmid,lanes,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed
1064498659,1,trunk,roundabout,True,False,48.515,"LINESTRING (169.192371 -45.0341972, 169.1922946 -45.0342458, 169.1922001 -45.0342747, 169.1920976 -45.0342807, 169.1919977 -45.0342632, 169.191911 -45.0342241, 169.1918464 -45.0341674)",,,
482924707,,trunk_link,,True,False,106.80499999999999,"LINESTRING (169.1960627 -45.035219, 169.1958357 -45.0352401, 169.1957092 -45.0352379, 169.195592 -45.0352275, 169.1951213 -45.0351621, 169.1950314 -45.0351621, 169.1949362 -45.0351773, 169.1948611 -45.0352029, 169.1947597 -45.0352659)",,,
771471699,,trunk,,False,True,97.177,"LINESTRING (169.1960627 -45.035219, 169.1956 -45.0351782, 169.1951508 -45.0351176, 169.1948508 -45.0350543)",SH 8B,State Highway 8B,80
771471700,2,trunk,,False,False,184.83100000000002,"LINESTRING (169.1960627 -45.035219, 169.1965093 -45.0352389, 169.1970055 -45.0352342, 169.1972241 -45.0352266, 169.1974494 -45.0352114, 169.1976962 -45.0351906, 169.1979564 -45.0351574, 169.1983931 -45.0350798)",SH 8B,State Highway 8B,80
819926755,2,trunk,,False,True,45.131,"LINESTRING (169.2011712 -45.0345993, 169.200615 -45.0347005)",SH 8B,State Highway 8B,80
482924703,,trunk_link,,True,False,99.305,"LINESTRING (169.2011712 -45.0345993, 169.201275 -45.0345673, 169.2014915 -45.0345006, 169.2020883 -45.0344106, 169.2021741 -45.0343821, 169.2022291 -45.0343471, 169.2023206 -45.0342767)",,,
771471706,2,trunk,,False,False,91.97,"LINESTRING (169.2011712 -45.0345993, 169.201274 -45.034583, 169.2017638 -45.0345054, 169.2023169 -45.0344308)",SH 8B,State Highway 8B,80
834223381,2,tertiary,,False,False,113.395,"LINESTRING (169.1993457 -45.0363977, 169.1995003 -45.036121, 169.1995512 -45.0360038, 169.1995888 -45.035891, 169.1996137 -45.0357793, 169.1996244 -45.0356604, 169.1996197 -45.0355079, 169.1996148 -45.0354089)",,Barry Avenue,50
1156345908,2,tertiary,,False,True,59.989000000000004,"LINESTRING (169.1993457 -45.0363977, 169.1992894 -45.0364931, 169.1990654 -45.0368995)",,Barry Avenue,50
1156345909,2,unclassified,,False,False,69.944,"LINESTRING (169.1993457 -45.0363977, 169.1992645 -45.0363802, 169.1986292 -45.0362649, 169.1984837 -45.0362412)",,Murray Terrace,50
23158107,2,unclassified,,False,True,339.98800000000006,"LINESTRING (169.194853 -45.0370623, 169.1947864 -45.0370684, 169.1947751 -45.0370694, 169.1946379 -45.0370821, 169.1939512 -45.0371569, 169.1937795 -45.037162, 169.1936239 -45.0371558, 169.1935003 -45.0371366, 169.1931443 -45.0370648, 169.1926157 -45.0369691, 169.1925475 -45.0369431, 169.1925061 -45.0369095, 169.1924812 -45.0368725, 169.192471 -45.0368377, 169.1924697 -45.0367938, 169.1924824 -45.0367463, 169.192573 -45.036521, 169.1926152 -45.036416, 169.1926886 -45.0362967, 169.1927783 -45.0361745, 169.1931049 -45.0357793, 169.1931256 -45.0357543, 169.1931816 -45.0356856)",,Elspeth Street,50
23158108,2,unclassified,,False,False,105.323,"LINESTRING (169.194853 -45.0370623, 169.1948752 -45.0375155, 169.1948739 -45.0379077, 169.1948755 -45.0379313, 169.1948809 -45.0380091)",,Murray Terrace,50
23158108,2,unclassified,,False,True,54.208999999999996,"LINESTRING (169.194853 -45.0370623, 169.1948564 -45.0367136, 169.1948585 -45.0366724, 169.1948769 -45.0366255, 169.1949159 -45.0365851)",,Murray Terrace,50
23075055,2,residential,,False,False,112.552,"LINESTRING (169.1994224 -45.0396294, 169.1981198 -45.0393856, 169.1980377 -45.0393702)",,Neplusultra Street,
23075055,2,residential,,False,True,227.844,"LINESTRING (169.1994224 -45.0396294, 169.2001306 -45.0397619, 169.2001447 -45.0397645, 169.2022256 -45.0401539)",,Neplusultra Street,
23075061,2,residential,,False,False,260.549,"LINESTRING (169.1994224 -45.0396294, 169.1998408 -45.0385198, 169.1998537 -45.038464, 169.1998547 -45.0384089, 169.1998417 -45.0383591, 169.1998132 -45.038299, 169.1997678 -45.0382468, 169.1997073 -45.0382017, 169.1996264 -45.0381638, 169.1995307 -45.0381383, 169.1989606 -45.0380259, 169.1986504 -45.0379636, 169.1985707 -45.0379467)",,Mead Avenue,50
23075055,2,residential,,False,True,112.552,"LINESTRING (169.1980377 -45.0393702, 169.1981198 -45.0393856, 169.1994224 -45.0396294)",,Neplusultra Street,
"[1220109744, 181020188]",2,tertiary,,False,False,119.77,"LINESTRING (169.1980377 -45.0393702, 169.1980951 -45.0392169, 169.1981908 -45.0389611, 169.1984165 -45.0383269)",,Barry Avenue,50
181020188,2,tertiary,,False,True,100.461,"LINESTRING (169.1980377 -45.0393702, 169.1979308 -45.0396557, 169.1977106 -45.0402436)",,Barry Avenue,50
181020188,2,tertiary,,False,False,100.966,"LINESTRING (169.1973819 -45.0411214, 169.1977106 -45.0402436)",,Barry Avenue,50
1220109744,2,tertiary,,False,True,43.978,"LINESTRING (169.1985707 -45.0379467, 169.1984165 -45.0383269)",,Barry Avenue,50
23075061,2,residential,,False,True,260.549,"LINESTRING (169.1985707 -45.0379467, 169.1986504 -45.0379636, 169.1989606 -45.0380259, 169.1995307 -45.0381383, 169.1996264 -45.0381638, 169.1997073 -45.0382017, 169.1997678 -45.0382468, 169.1998132 -45.038299, 169.1998417 -45.0383591, 169.1998547 -45.0384089, 169.1998537 -45.038464, 169.1998408 -45.0385198, 169.1994224 -45.0396294)",,Mead Avenue,50
1156345911,2,tertiary,,False,False,122.76400000000001,"LINESTRING (169.1985707 -45.0379467, 169.1987355 -45.0375893, 169.1988804 -45.0372786, 169.1988852 -45.0372687, 169.1990654 -45.0368995)",,Barry Avenue,50
1064498658,1,trunk,roundabout,True,False,23.93,"LINESTRING (169.1994783 -45.0350722, 169.1994111 -45.0350669, 169.1993602 -45.0350541, 169.1993099 -45.0350298, 169.19927 -45.0349972, 169.1992432 -45.0349585)",,,80
23076102,2,residential,,False,False,97.05700000000002,"LINESTRING (169.1926878 -45.0383707, 169.1927427 -45.0384765, 169.1928607 -45.0387037, 169.1929467 -45.0388789, 169.1930174 -45.0390434, 169.1930618 -45.0392011)",,Cairnmuir Crescent,50
1224638224,2,residential,,False,False,176.99,"LINESTRING (169.1926878 -45.0383707, 169.1938808 -45.038163, 169.1942422 -45.0381042, 169.1946 -45.0380443, 169.1948809 -45.0380091)",,Waenga Drive,50
23076102,2,residential,,False,False,49.57300000000001,"LINESTRING (169.1930618 -45.0392011, 169.1930801 -45.0393111, 169.1930868 -45.0394073, 169.1930863 -45.0395054, 169.1930772 -45.0396459)",,Cairnmuir Crescent,50
23076102,2,residential,,False,True,97.057,"LINESTRING (169.1930618 -45.0392011, 169.1930174 -45.0390434, 169.1929467 -45.0388789, 169.1928607 -45.0387037, 169.1927427 -45.0384765, 169.1926878 -45.0383707)",,Cairnmuir Crescent,50
23076103,2,residential,,False,False,78.976,"LINESTRING (169.1930618 -45.0392011, 169.1933669 -45.0391693, 169.1938413 -45.0391045, 169.1940524 -45.0390817)",,Orchard Place,50
23076102,2,residential,,False,True,49.573,"LINESTRING (169.1930772 -45.0396459, 169.1930863 -45.0395054, 169.1930868 -45.0394073, 169.1930801 -45.0393111, 169.1930618 -45.0392011)",,Cairnmuir Crescent,50
23076106,2,residential,,False,False,212.73,"LINESTRING (169.1930772 -45.0396459, 169.1921905 -45.0396322, 169.191973 -45.0396414, 169.1918003 -45.0396573, 169.1916069 -45.0396845, 169.1914143 -45.0397314, 169.1911979 -45.0398076, 169.1913997 -45.0401928, 169.1913633 -45.040335)",,Sarita Place,50
23076103,2,residential,,False,False,92.323,"LINESTRING (169.1940524 -45.0390817, 169.1941959 -45.0390652, 169.1943381 -45.0390576, 169.1944913 -45.0390563, 169.1950342 -45.0390634, 169.1952063 -45.0390052)",,Orchard Place,50
23076103,2,residential,,False,True,78.976,"LINESTRING (169.1940524 -45.0390817, 169.1938413 -45.0391045, 169.1933669 -45.0391693, 169.1930618 -45.0392011)",,Orchard Place,50
23076105,2,residential,,False,False,109.88699999999999,"LINESTRING (169.1940524 -45.0390817, 169.1940405 -45.0396069, 169.1940451 -45.0396688, 169.1940645 -45.0397318, 169.1941502 -45.0399374, 169.194132 -45.0400589)",,Goodger Court,50
23076103,2,residential,,False,True,92.32300000000001,"LINESTRING (169.1952063 -45.0390052, 169.1950342 -45.0390634, 169.1944913 -45.0390563, 169.1943381 -45.0390576, 169.1941959 -45.0390652, 169.1940524 -45.0390817)",,Orchard Place,50
23076105,2,residential,,False,True,109.887,"LINESTRING (169.194132 -45.0400589, 169.1941502 -45.0399374, 169.1940645 -45.0397318, 169.1940451 -45.0396688, 169.1940405 -45.0396069, 169.1940524 -45.0390817)",,Goodger Court,50
