osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,access
"[32481472, 818863147]",Thackeray Street,secondary,50,False,False,158.56400000000002,"LINESTRING (175.283238 -37.7917117, 175.2829214 -37.7918417, 175.282795 -37.7918893, 175.2826676 -37.7919384, 175.2825657 -37.7919762, 175.28251 -37.7919969, 175.2822055 -37.7921107, 175.2821909 -37.7921162, 175.2821105 -37.7921465, 175.2820547 -37.7921671, 175.2817472 -37.7922855, 175.2816158 -37.792336)",,,,
32481472,Thackeray Street,secondary,50,False,True,29.603,"LINESTRING (175.283238 -37.7917117, 175.2833662 -37.7916133, 175.2833782 -37.7916006, 175.2834606 -37.791513)",,,,
117893845,Anglesea Street,secondary,50,False,True,56.685,"LINESTRING (175.284045 -37.7921349, 175.2836601 -37.7917258)",,,,
26949508,Knox Street,unclassified,30,False,True,248.751,"LINESTRING (175.284045 -37.7921349, 175.2844469 -37.7918847, 175.2847386 -37.7917138, 175.2847915 -37.7916835, 175.2848373 -37.7916573, 175.2849914 -37.791569, 175.2851203 -37.7914952, 175.2851755 -37.7914612, 175.285263 -37.7914073, 175.2854695 -37.7912802, 175.2854681 -37.7912811, 175.2862001 -37.7908263, 175.2862858 -37.790773)",,,,
26949508,Knox Street,unclassified,30,False,False,8.006,"LINESTRING (175.2863585 -37.7907296, 175.2862858 -37.790773)",,,,
378425877,Victoria Street,tertiary,50,True,False,107.292,"LINESTRING (175.2863585 -37.7907296, 175.2868283 -37.7912182, 175.2870943 -37.7914996)",2,4,,
195682765,Victoria Street,tertiary,50,True,False,43.105,"LINESTRING (175.2856553 -37.7899852, 175.2859525 -37.7902936)",2,4,,
1162910025,Hood Street,tertiary,30,False,True,8.153,"LINESTRING (175.2856553 -37.7899852, 175.2855777 -37.7900254)",,,,
378270954,Anglesea Street,secondary,50,False,False,18.258,"LINESTRING (175.2833391 -37.7913798, 175.2834606 -37.791513)",,,,
28269321,Hood Street,tertiary,30,False,False,34.721999999999994,"LINESTRING (175.2833391 -37.7913798, 175.2834575 -37.7913074, 175.2834799 -37.7912937, 175.2836516 -37.7911887)",,,,
226221377,Anglesea Street,secondary,50,False,True,23.197,"LINESTRING (175.2833391 -37.7913798, 175.2833201 -37.7913591, 175.2833011 -37.7913383, 175.2831843 -37.7912108)",,,,
"[195682763, 819253886]",Collingwood Street,tertiary,50,False,False,225.606,"LINESTRING (175.2816701 -37.7895796, 175.2816136 -37.7896133, 175.2813804 -37.78976, 175.2812637 -37.7898334, 175.2811677 -37.7898938, 175.2809486 -37.7900316, 175.2808581 -37.7900885, 175.2806415 -37.7902248, 175.280489 -37.7903207, 175.280406 -37.7903729, 175.2803469 -37.7904101, 175.2799766 -37.790643, 175.2798964 -37.7906935, 175.2796602 -37.790842)",,,,
226221377,Anglesea Street,secondary,50,False,False,224.96300000000002,"LINESTRING (175.2816701 -37.7895796, 175.2821262 -37.7900558, 175.2824901 -37.790453, 175.2827305 -37.7907155, 175.2828749 -37.7908731, 175.2831843 -37.7912108)",,,,
226224552,Anglesea Street,secondary,50,False,True,119.77699999999999,"LINESTRING (175.2816701 -37.7895796, 175.28135 -37.7892366, 175.2812777 -37.7891601, 175.280864 -37.788711)",,,,
814593182,Collingwood Street,tertiary,30,False,True,107.68400000000001,"LINESTRING (175.2816701 -37.7895796, 175.2826013 -37.7890314, 175.2826537 -37.789002)",,,,
32005252,Hill Street,unclassified,40,False,False,315.291,"LINESTRING (175.2765479 -37.7920036, 175.2767934 -37.7916111, 175.2768867 -37.791462, 175.2769715 -37.7913264, 175.2770436 -37.7912111, 175.277304 -37.7907948, 175.2774591 -37.7905569, 175.2775468 -37.7904153, 175.277564 -37.7903876, 175.2776928 -37.7901828, 175.2777013 -37.7901693, 175.2778757 -37.789882, 175.2779259 -37.7898006, 175.2780083 -37.7896939, 175.2780325 -37.7896713, 175.2782591 -37.7895378)",,,,
32005449,Bryce Street,tertiary,30,False,False,123.129,"LINESTRING (175.280919 -37.7850087, 175.2797879 -37.7856622)",,,,
653894707,Bryce Street,unclassified,30,False,True,8.645,"LINESTRING (175.280919 -37.7850087, 175.2809983 -37.7849627)",,,,
"[799381593, 378113254]",Victoria Street,secondary,50,True,False,202.41800000000003,"LINESTRING (175.280919 -37.7850087, 175.2800551 -37.784064, 175.2799878 -37.7839872, 175.2797384 -37.7837136, 175.2796431 -37.7836153, 175.2795998 -37.783521)",2,4,,
"[1247837864, 117793514, 117789603, 1247837863]",Bryce Street,tertiary,50,False,True,240.11999999999998,"LINESTRING (175.2764557 -37.7875708, 175.2770359 -37.7872414, 175.2774191 -37.7870206, 175.2776876 -37.7868684, 175.2777202 -37.78685, 175.2777952 -37.7868072, 175.2779984 -37.7866913, 175.2784273 -37.7864467, 175.278499 -37.7864058, 175.2785244 -37.7863913, 175.2786716 -37.7863073)",,,,
117796892,Tristram Street,secondary,50,False,True,121.68499999999999,"LINESTRING (175.2764557 -37.7875708, 175.2768194 -37.7879679, 175.2772077 -37.788382, 175.2772745 -37.7884533)",,,,
"[378113248, 117789587]",Anglesea Street,secondary,50,False,True,242.93000000000004,"LINESTRING (175.2786716 -37.7863073, 175.2785708 -37.7861932, 175.2785548 -37.7861751, 175.2783541 -37.7859479, 175.2780996 -37.7856709, 175.2780551 -37.7856227, 175.2779407 -37.7854989, 175.2778887 -37.7854426, 175.2777931 -37.7853392, 175.2777226 -37.7852629, 175.2775976 -37.7851276, 175.2775176 -37.7850417, 175.2773511 -37.7848638, 175.2772945 -37.7847996, 175.2770519 -37.784537)",,,,
