osmid,highway,maxspeed,oneway,reversed,length,geometry,name,lanes
23220620,secondary,50,False,False,25.179000000000002,"LINESTRING (174.1203321 -35.3124182, 174.120363 -35.3124713, 174.1204002 -35.3125193, 174.1204583 -35.3125685, 174.1204969 -35.3125971)",,
23220620,secondary,50,False,True,25.179000000000002,"LINESTRING (174.1204969 -35.3125971, 174.1204583 -35.3125685, 174.1204002 -35.3125193, 174.120363 -35.3124713, 174.1203321 -35.3124182)",,
"[832140098, 106486372, 373524969, 1004827381, 1004827382]",residential,50,False,True,776.746,"LINESTRING (174.1204969 -35.3125971, 174.1204422 -35.3126351, 174.1203573 -35.3127256, 174.1201738 -35.3129159, 174.1200484 -35.3130108, 174.1199627 -35.313069, 174.1198721 -35.3131061, 174.1197101 -35.3131585, 174.119355 -35.3132733, 174.1192439 -35.3132992, 174.1188845 -35.3133534, 174.1185831 -35.3133642, 174.1184819 -35.3133611, 174.118036 -35.3133212, 174.1175521 -35.3133248, 174.117498 -35.3132063, 174.117468 -35.3129358, 174.1174331 -35.3127947, 174.1173988 -35.3127223, 174.117338 -35.3126314, 174.1172427 -35.3125623, 174.1171814 -35.3125091, 174.1171052 -35.3123865, 174.1170421 -35.3122802, 174.1169583 -35.3121878, 174.1168259 -35.3120913, 174.116685 -35.3120205, 174.1165154 -35.3119615, 174.1164168 -35.3119061, 174.1162964 -35.3117953, 174.1161498 -35.3117025, 174.1160434 -35.3116375, 174.1158066 -35.3115338, 174.1157516 -35.3114942, 174.1157216 -35.3114547, 174.1157221 -35.3114052, 174.1157457 -35.3113475, 174.1157869 -35.3112844, 174.1158541 -35.3112293, 174.1159399 -35.311181, 174.1161175 -35.3111208, 174.1161763 -35.3110862, 174.1162146 -35.3110383, 174.1162202 -35.310994, 174.1162092 -35.310937, 174.1161727 -35.3108794, 174.1160375 -35.3107178, 174.1159962 -35.3106469, 174.115969 -35.3105427, 174.1159437 -35.3104057, 174.1159419 -35.3101726, 174.1159592 -35.3099214)","['Richardson Street', 'Beechey Street']",
"[1004827379, 1016784782]",secondary,50,True,False,70.18599999999999,"LINESTRING (174.1204969 -35.3125971, 174.1205831 -35.3125463, 174.1206774 -35.3125245, 174.1207906 -35.312502, 174.1209115 -35.3124902, 174.1210287 -35.3125035, 174.1211089 -35.3125193, 174.1211828 -35.3125394, 174.1212263 -35.3125629)",Beechey Street,1
106486370,unclassified,,False,False,9.736,"LINESTRING (174.1211283 -35.3127532, 174.1211719 -35.3128332)",Baffin Street,
615737625,secondary,50,True,False,82.602,"LINESTRING (174.1211283 -35.3127532, 174.1211562 -35.3127461, 174.1211757 -35.3127321, 174.1211929 -35.3127062, 174.1211971 -35.3126664, 174.1211807 -35.3126316, 174.121156 -35.3126071, 174.121109 -35.3125809, 174.1210353 -35.3125584, 174.120948 -35.3125443, 174.1208801 -35.3125386, 174.1208143 -35.3125406, 174.1207389 -35.3125523, 174.120598 -35.312591, 174.1204969 -35.3125971)",Beechey Street,2
"[1004827384, 1016784778, 1016784781]",secondary,50,True,False,302.08699999999993,"LINESTRING (174.1185538 -35.3141811, 174.1186362 -35.3141096, 174.1188127 -35.3139966, 174.1189461 -35.3139111, 174.1191198 -35.31381, 174.1191663 -35.313784, 174.1193817 -35.3136851, 174.1195141 -35.3136287, 174.119639 -35.3135864, 174.1198866 -35.3135245, 174.1199414 -35.313504, 174.1199983 -35.313475, 174.1200334 -35.3134447, 174.1200623 -35.3134144, 174.1201231 -35.3133107, 174.1202593 -35.3131046, 174.1202768 -35.3130795, 174.1203837 -35.3129265, 174.1204242 -35.3128833, 174.120471 -35.3128418, 174.1205308 -35.3127992, 174.1205969 -35.3127601, 174.1206619 -35.3127344, 174.1207297 -35.3127186, 174.1208038 -35.3127079, 174.1208845 -35.3127093, 174.1209575 -35.3127263, 174.1210431 -35.3127512, 174.1210958 -35.3127607, 174.1211283 -35.3127532)",Franklin Street,"['1', '2']"
1016784779,secondary,50,False,False,31.669,"LINESTRING (174.1185538 -35.3141811, 174.1183163 -35.3142817, 174.1182408 -35.3143066)",Franklin Street,
106486370,unclassified,,False,True,555.3919999999999,"LINESTRING (174.1173246 -35.3160825, 174.1173382 -35.3160645, 174.1173668 -35.3160376, 174.1174368 -35.3160063, 174.1175246 -35.3159906, 174.1176055 -35.3159996, 174.1177713 -35.3160578, 174.117892 -35.3160969, 174.1179496 -35.3161081, 174.1180202 -35.3161143, 174.1180939 -35.3161065, 174.1181822 -35.3160888, 174.1182868 -35.3160645, 174.1184335 -35.3160141, 174.1184697 -35.3159932, 174.1185089 -35.3159705, 174.1185618 -35.3159258, 174.1186048 -35.3158895, 174.11869 -35.3157804, 174.1187818 -35.3156383, 174.1189198 -35.3154351, 174.1190106 -35.31529, 174.1190793 -35.3152098, 174.1191464 -35.3151583, 174.1192602 -35.3150901, 174.1193412 -35.3150452, 174.1195318 -35.3149287, 174.1196974 -35.314813, 174.119857 -35.3146932, 174.1201855 -35.3144331, 174.1203333 -35.3142945, 174.1204658 -35.3141496, 174.1205847 -35.3139917, 174.1207159 -35.3138366, 174.1209126 -35.3136328, 174.1210248 -35.3134965, 174.1211056 -35.3133486, 174.1211664 -35.3132138, 174.1211951 -35.3131062, 174.1212138 -35.3129789, 174.1212055 -35.3129275, 174.1211846 -35.3128684, 174.1211719 -35.3128332)",Baffin Street,
138371740,residential,,False,True,426.51899999999995,"LINESTRING (174.1173246 -35.3160825, 174.1171852 -35.3159772, 174.1169874 -35.3158046, 174.1168335 -35.3156765, 174.1167242 -35.3155903, 174.1166568 -35.3155264, 174.1166205 -35.3154651, 174.1166053 -35.3153846, 174.116611 -35.3153146, 174.1166256 -35.3152439, 174.1166539 -35.3151852, 174.1167062 -35.3151268, 174.1167743 -35.3150871, 174.1169327 -35.3150197, 174.1169944 -35.3150064, 174.1170494 -35.3150078, 174.1171107 -35.3150246, 174.1173203 -35.3151504, 174.1174011 -35.3151782, 174.1174749 -35.3151846, 174.1175497 -35.3151799, 174.117669 -35.315156, 174.1177977 -35.3151126, 174.1179164 -35.3150701, 174.1180329 -35.3150319, 174.1181172 -35.3150084, 174.1182375 -35.3149967, 174.1183327 -35.314981, 174.1184205 -35.3149618, 174.1184735 -35.3149357, 174.1185161 -35.3149003, 174.1185447 -35.3148482, 174.1185745 -35.314765, 174.1185942 -35.3146952, 174.1186201 -35.3146305, 174.1186696 -35.3145435, 174.1187036 -35.3144876, 174.1187291 -35.3144377, 174.1187389 -35.3143999, 174.1187382 -35.3143688, 174.1187234 -35.3143403, 174.1186982 -35.3143187, 174.1186566 -35.3143019, 174.1186151 -35.3142971, 174.1185719 -35.3143029, 174.1184953 -35.3143212, 174.1184253 -35.3143349, 174.1183679 -35.3143367, 174.1183201 -35.31433, 174.1182408 -35.3143066)",Kellet Street,
