osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,junction
28697352,Auckland Street,residential,50,False,True,30.102,,,"LINESTRING (173.9592619 -41.5092833, 173.9589004 -41.5092853)",,
226296967,Sinclair Street,trunk,50,False,True,109.174,2,SH 1,"LINESTRING (173.9592619 -41.5092833, 173.9592891 -41.5096672, 173.9593307 -41.5099793, 173.9593621 -41.5101777, 173.9593708 -41.5102614)",,
435868745,Grove Road,trunk,50,False,False,97.56599999999999,2,SH 1,"LINESTRING (173.9592619 -41.5092833, 173.9592476 -41.5090842, 173.9592448 -41.5089359, 173.9592626 -41.5087443, 173.9592832 -41.5085841, 173.9593073 -41.5084083)",,
817685615,Alfred Street,secondary,50,False,True,38.877,,,"LINESTRING (173.9589102 -41.5108943, 173.9593687 -41.5108283)",,
"[24636281, 38138980, 38138981, 393297441]",Alfred Street,secondary,50,False,False,143.984,,,"LINESTRING (173.9589102 -41.5108943, 173.9587536 -41.5109205, 173.9583324 -41.5109886, 173.9581189 -41.5109991, 173.9576873 -41.5110019, 173.9573201 -41.5109847, 173.9571967 -41.5109733)",yes,
28697361,Grove Road,residential,50,False,True,179.118,,,"LINESTRING (173.9589102 -41.5108943, 173.9588972 -41.5107799, 173.9588559 -41.5099228, 173.9589004 -41.5092853)",,
24636286,Market Street,unclassified,30,False,False,83.048,,,"LINESTRING (173.9571967 -41.5109733, 173.9571755 -41.5110345, 173.9571393 -41.5110945, 173.956585 -41.5115521)",,
38138981,Alfred Street,secondary,50,False,False,63.885999999999996,,,"LINESTRING (173.9571967 -41.5109733, 173.9567196 -41.5109127, 173.9564379 -41.51089)",,
"[24636281, 393297441, 38138980, 38138981]",Alfred Street,secondary,50,False,True,143.98399999999998,,,"LINESTRING (173.9571967 -41.5109733, 173.9573201 -41.5109847, 173.9576873 -41.5110019, 173.9581189 -41.5109991, 173.9583324 -41.5109886, 173.9587536 -41.5109205, 173.9589102 -41.5108943)",yes,
24636286,Market Street,unclassified,30,False,True,83.048,,,"LINESTRING (173.956585 -41.5115521, 173.9571393 -41.5110945, 173.9571755 -41.5110345, 173.9571967 -41.5109733)",,
425865614,Market Street,unclassified,30,False,False,45.083000000000006,,,"LINESTRING (173.956585 -41.5115521, 173.956574 -41.5116047, 173.9565515 -41.5119212, 173.956549 -41.5119564)",,
24636312,High Street,tertiary,30,False,True,35.514,,,"LINESTRING (173.9561227 -41.5119462, 173.956549 -41.5119564)",,
24636287,Market Street,unclassified,30,True,False,58.328,,,"LINESTRING (173.9561227 -41.5119462, 173.9561857 -41.5118925, 173.956585 -41.5115521)",,
24636312,High Street,tertiary,30,False,False,34.611999999999995,,,"LINESTRING (173.9561227 -41.5119462, 173.9559544 -41.5119472, 173.9557072 -41.5119401)",,
24636312,High Street,tertiary,30,False,False,35.514,,,"LINESTRING (173.956549 -41.5119564, 173.9561227 -41.5119462)",,
"[24636312, 24636330]","['Symons Street', 'High Street']",tertiary,30,False,"[False, True]",230.44799999999998,,,"LINESTRING (173.956549 -41.5119564, 173.9577078 -41.5120016, 173.9580585 -41.5120127, 173.9582435 -41.5120228, 173.9583095 -41.5120256, 173.9584878 -41.512033, 173.958561 -41.512041, 173.9586227 -41.5120555, 173.9586774 -41.5120845, 173.9587136 -41.512124, 173.9587441 -41.5121778, 173.9587551 -41.5122336, 173.9587811 -41.5125348)",,
425865614,Market Street,unclassified,30,False,True,45.083000000000006,,,"LINESTRING (173.956549 -41.5119564, 173.9565515 -41.5119212, 173.956574 -41.5116047, 173.956585 -41.5115521)",,
24636332,Maxwell Road,secondary,30,False,False,20.723,,,"LINESTRING (173.9567963 -41.5139739, 173.9567527 -41.5139992, 173.9567268 -41.5140142, 173.9567004 -41.5140345, 173.9566144 -41.5141005)",,
"[34231520, 819564729]",Main Street,secondary,30,False,True,142.318,,,"LINESTRING (173.9567963 -41.5139739, 173.9569002 -41.5139177, 173.9569801 -41.5138864, 173.9570677 -41.5138697, 173.957412 -41.5138144, 173.9584381 -41.5136533)",,
"[1235142608, 1235142609, 1235142610]",Market Street,unclassified,30,True,False,43.336999999999996,,,"LINESTRING (173.9567963 -41.5139739, 173.9567313 -41.5139148, 173.9567014 -41.5138604, 173.9566903 -41.5138164, 173.9566876 -41.513782, 173.9566749 -41.5136579, 173.9566718 -41.5136073)",,
28696547,Dashwood Street,residential,50,False,True,112.95,,,"LINESTRING (173.9503189 -41.5107089, 173.9502564 -41.5117236)",,
210184740,Alfred Street,residential,50,False,True,112.398,,,"LINESTRING (173.9503189 -41.5107089, 173.9516669 -41.510762)",,
28696660,Andrew Street,residential,50,False,False,94.539,,,"LINESTRING (173.9516669 -41.510762, 173.9514114 -41.5099336)",,
210184740,Alfred Street,residential,50,False,False,112.398,,,"LINESTRING (173.9516669 -41.510762, 173.9503189 -41.5107089)",,
210184740,Alfred Street,residential,50,False,True,131.426,,,"LINESTRING (173.9516669 -41.510762, 173.9532441 -41.5108078)",,
