osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge
16873291,3,Victoria Street,secondary,30,False,False,188.094,"LINESTRING (174.7752185 -41.2913186, 174.7749666 -41.2915815, 174.774942 -41.2916038, 174.7746186 -41.291929, 174.774449 -41.2921118, 174.7744325 -41.2921293, 174.7743387 -41.2922311, 174.7741805 -41.2924179, 174.7741616 -41.2924391, 174.774054 -41.2925643, 174.7740021 -41.2926331, 174.7739433 -41.292711)",,
168083282,4,Victoria Street,secondary,30,False,True,46.979,"LINESTRING (174.7752185 -41.2913186, 174.7753869 -41.2911276, 174.7755132 -41.2909591)",yes,
1053867202,2,Dixon Street,tertiary,30,True,False,133.68200000000002,"LINESTRING (174.7752185 -41.2913186, 174.7750517 -41.2912518, 174.7749066 -41.2912, 174.77486 -41.2911834, 174.7743426 -41.2910244, 174.7737514 -41.2908406)",yes,
"[24853906, 5181942]",,"['Dixon Street', 'Percival Street']",residential,50,False,False,138.697,"LINESTRING (174.771454 -41.290103, 174.7721406 -41.2903196, 174.7721716 -41.290326, 174.7721977 -41.2903278, 174.772221 -41.2903252, 174.7722328 -41.2903186, 174.7722421 -41.2903118, 174.7722576 -41.2902898, 174.772549 -41.2897521)",,
25605835,2,The Terrace,secondary,50,False,False,153.584,"LINESTRING (174.771454 -41.290103, 174.7717093 -41.2895454, 174.7718981 -41.2891124, 174.7720198 -41.2887892)",,
"[640842147, 969136158]","['2', '3']",Willis Street,secondary,30,False,False,181.13400000000001,"LINESTRING (174.7737514 -41.2908406, 174.7733352 -41.2915826, 174.7731457 -41.2919081, 174.7730471 -41.2920939, 174.7730283 -41.2921291, 174.772987 -41.2922075, 174.7729799 -41.2922204, 174.7729702 -41.2922381, 174.7729051 -41.2923401)",yes,
"[16873488, 640842147]","['2', '3']",Willis Street,secondary,30,False,True,202.31,"LINESTRING (174.7737514 -41.2908406, 174.773933 -41.2905392, 174.7739891 -41.2904402, 174.7741024 -41.2902313, 174.7742803 -41.289906, 174.7743481 -41.2897819, 174.7743691 -41.2897448, 174.7744069 -41.2896824, 174.7746193 -41.2893187, 174.7746317 -41.2892968, 174.7746442 -41.2892748, 174.7746986 -41.2891665)",yes,
16873291,3,Victoria Street,secondary,30,False,True,188.09400000000005,"LINESTRING (174.7739433 -41.292711, 174.7740021 -41.2926331, 174.774054 -41.2925643, 174.7741616 -41.2924391, 174.7741805 -41.2924179, 174.7743387 -41.2922311, 174.7744325 -41.2921293, 174.774449 -41.2921118, 174.7746186 -41.291929, 174.774942 -41.2916038, 174.7749666 -41.2915815, 174.7752185 -41.2913186)",,
165805416,3,Ghuznee Street,secondary,30,False,True,96.145,"LINESTRING (174.7739433 -41.292711, 174.7738452 -41.2926797, 174.7734342 -41.2925486, 174.7731491 -41.2924437, 174.7729997 -41.2923803, 174.7729051 -41.2923401)",yes,
"[639409026, 467842069]",2,Ghuznee Street,secondary,30,False,False,161.08299999999997,"LINESTRING (174.7739433 -41.292711, 174.774289 -41.292814, 174.7749547 -41.2930202, 174.775016 -41.2930393, 174.7750531 -41.2930508, 174.7752639 -41.2931165, 174.7756005 -41.2932247, 174.7756354 -41.2932359, 174.7757249 -41.2932647)",yes,
