osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction
54687381,True,Thames Street,secondary,False,50.897000000000006,"LINESTRING (175.5244283 -37.6594226, 175.5245074 -37.65937, 175.5245757 -37.6593343, 175.5246566 -37.6593071, 175.5247429 -37.6592844, 175.5249498 -37.6592405)",,,
830793948,False,Thames Street,primary,True,29.701,"LINESTRING (175.5244283 -37.6594226, 175.5244987 -37.6594141, 175.5245691 -37.6594119, 175.524635 -37.6594221, 175.5246854 -37.6594378, 175.5247532 -37.6594621)",SH 26,50,
814602240,True,,secondary,False,11.272,"LINESTRING (175.528043 -37.6581729, 175.5280357 -37.6581535, 175.5280353 -37.6581332, 175.5280418 -37.6581136, 175.5280548 -37.6580961, 175.5280733 -37.6580821)",,,roundabout
814602242,False,Thames Street,secondary,True,114.648,"LINESTRING (175.528043 -37.6581729, 175.527562 -37.6583565, 175.5275159 -37.6583651, 175.5274591 -37.6583716, 175.5274022 -37.6583833, 175.5273572 -37.6583946, 175.526851 -37.6585798)",,,
509340616,False,Thames Street,secondary,True,181.508,"LINESTRING (175.5321475 -37.6560416, 175.5304324 -37.6569476)",,,
54683914,False,Park Street,residential,False,131.161,"LINESTRING (175.5321475 -37.6560416, 175.5321117 -37.6560017, 175.5315444 -37.6553824, 175.5314778 -37.6553212, 175.5314113 -37.6552708, 175.5313339 -37.6552177, 175.5312624 -37.6551722, 175.5312079 -37.6551331)",,,
509340616,False,Thames Street,secondary,False,173.71800000000002,"LINESTRING (175.5321475 -37.6560416, 175.5323471 -37.6559419, 175.5337937 -37.6551802)",,,
54683914,False,Park Street,residential,False,111.328,"LINESTRING (175.5312079 -37.6551331, 175.5311681 -37.6550994, 175.5311206 -37.6550536, 175.5308267 -37.6547333, 175.5304543 -37.6543296)",,,
54683914,False,Park Street,residential,True,131.161,"LINESTRING (175.5312079 -37.6551331, 175.5312624 -37.6551722, 175.5313339 -37.6552177, 175.5314113 -37.6552708, 175.5314778 -37.6553212, 175.5315444 -37.6553824, 175.5321117 -37.6560017, 175.5321475 -37.6560416)",,,
"[54684280, 54683967]",False,"['Lincoln Street', 'Linden Street']",residential,"[False, True]",176.33499999999998,"LINESTRING (175.5312079 -37.6551331, 175.5311239 -37.6551785, 175.5302422 -37.6556554, 175.5301295 -37.6556569, 175.5297607 -37.6552753, 175.5297191 -37.6552201, 175.5296988 -37.6551998)",,,
54683967,False,Linden Street,residential,True,46.619,"LINESTRING (175.5312079 -37.6551331, 175.5312749 -37.6550953, 175.5316389 -37.6548895)",,,
54683914,False,Park Street,residential,True,111.328,"LINESTRING (175.5304543 -37.6543296, 175.5308267 -37.6547333, 175.5311206 -37.6550536, 175.5311681 -37.6550994, 175.5312079 -37.6551331)",,,
54683956,False,Park Lane,living_street,True,88.635,"LINESTRING (175.5304543 -37.6543296, 175.53094 -37.6540485, 175.5307062 -37.6537865)",,,
54683956,False,Park Lane,living_street,False,88.635,"LINESTRING (175.5307062 -37.6537865, 175.53094 -37.6540485, 175.5304543 -37.6543296)",,,
54683967,False,Linden Street,residential,False,46.619,"LINESTRING (175.5316389 -37.6548895, 175.5312749 -37.6550953, 175.5312079 -37.6551331)",,,
509340616,False,Thames Street,secondary,True,173.71800000000002,"LINESTRING (175.5337937 -37.6551802, 175.5323471 -37.6559419, 175.5321475 -37.6560416)",,,
54684721,False,Anderson Street,residential,True,121.155,"LINESTRING (175.5269134 -37.6567692, 175.5268504 -37.6567934, 175.5257837 -37.6573903)",,,
83141229,False,Anderson Street,residential,True,119.77600000000001,"LINESTRING (175.5269134 -37.6567692, 175.5269621 -37.6567419, 175.5271798 -37.6566053, 175.5280102 -37.6561321)",,50,
"[83139632, 1232084420]",False,Studholme Street,secondary,True,259.077,"LINESTRING (175.5269134 -37.6567692, 175.5267601 -37.6566016, 175.525219 -37.6548642)",,50,
"[1232084419, 1232084421]",False,Studholme Street,secondary,False,178.195,"LINESTRING (175.5269134 -37.6567692, 175.5270454 -37.6569219, 175.5272814 -37.6571818, 175.527528 -37.6574469, 175.5276266 -37.6575719, 175.5277727 -37.6577326, 175.5280733 -37.6580821)",,50,
83141229,False,Anderson Street,residential,True,121.474,"LINESTRING (175.5280102 -37.6561321, 175.5291376 -37.6555022)",,50,
54684716,False,Moorhouse Street,residential,True,254.558,"LINESTRING (175.5280102 -37.6561321, 175.5279733 -37.6560916, 175.5263167 -37.6542765)",,50,
83141229,False,Anderson Street,residential,False,119.776,"LINESTRING (175.5280102 -37.6561321, 175.5271798 -37.6566053, 175.5269621 -37.6567419, 175.5269134 -37.6567692)",,50,
83141269,False,Moorhouse Street,residential,False,195.39999999999998,"LINESTRING (175.5280102 -37.6561321, 175.5280552 -37.6561825, 175.5286633 -37.6568635, 175.5288577 -37.6570797, 175.528888 -37.6571134, 175.5292587 -37.6575151, 175.5293007 -37.6575618)",,50,
54684777,False,Alamein Avenue,residential,False,116.657,"LINESTRING (175.525219 -37.6548642, 175.5252736 -37.654835, 175.5263167 -37.6542765)",,,
"[83139632, 1232084420]",False,Studholme Street,secondary,False,259.077,"LINESTRING (175.525219 -37.6548642, 175.5267601 -37.6566016, 175.5269134 -37.6567692)",,50,
83139632,False,Studholme Street,secondary,True,84.17999999999999,"LINESTRING (175.525219 -37.6548642, 175.5251446 -37.6548031, 175.5247147 -37.6543139, 175.5246465 -37.6542601)",,50,
54684716,False,Moorhouse Street,residential,False,254.558,"LINESTRING (175.5263167 -37.6542765, 175.5279733 -37.6560916, 175.5280102 -37.6561321)",,50,
54684777,False,Alamein Avenue,residential,True,116.657,"LINESTRING (175.5263167 -37.6542765, 175.5252736 -37.654835, 175.525219 -37.6548642)",,,
83139541,False,Lorne Street,residential,True,162.24,"LINESTRING (175.526851 -37.6585798, 175.5268126 -37.658537, 175.5265137 -37.6582039, 175.5264062 -37.6580841, 175.5258228 -37.6574338, 175.5257837 -37.6573903)",,,
"[342715333, 830793950]",False,Thames Street,secondary,True,183.493,"LINESTRING (175.526851 -37.6585798, 175.5257748 -37.6589702, 175.5257333 -37.6589774, 175.5256839 -37.6589811, 175.5256211 -37.6589856, 175.5255811 -37.6589933, 175.5255415 -37.6590078, 175.5249498 -37.6592405)",,,
509340615,False,Lorne Street,residential,True,70.03099999999999,"LINESTRING (175.526851 -37.6585798, 175.5268845 -37.6586185, 175.527126 -37.6588968, 175.5273132 -37.6590922)",,,
814602242,False,Thames Street,secondary,False,114.648,"LINESTRING (175.526851 -37.6585798, 175.5273572 -37.6583946, 175.5274022 -37.6583833, 175.5274591 -37.6583716, 175.5275159 -37.6583651, 175.527562 -37.6583565, 175.528043 -37.6581729)",,,
342715321,True,Lorne Street,residential,False,111.678,"LINESTRING (175.5280169 -37.6598836, 175.5279265 -37.6598513, 175.5278629 -37.6598221, 175.5278127 -37.659782, 175.5273275 -37.6592323, 175.5273132 -37.6590922)",,,
342715322,False,Lorne Street,residential,False,264.89,"LINESTRING (175.5280169 -37.6598836, 175.5280666 -37.6599404, 175.5284254 -37.6603508, 175.5286301 -37.6605849, 175.5286709 -37.6606327, 175.528887 -37.6608668, 175.5297113 -37.6617842, 175.5297522 -37.6618297)",,,
"[1232084416, 290639809, 1232087235, 93552806, 830793949]",False,"['Marshall Street', 'Allen Street']",primary,False,349.687,"LINESTRING (175.5280169 -37.6598836, 175.5277511 -37.6599633, 175.5261145 -37.660421, 175.526009 -37.6604378, 175.5259197 -37.6604406, 175.5258332 -37.6604359, 175.5257836 -37.660428, 175.5257307 -37.6604131, 175.5256792 -37.6603905, 175.5256165 -37.660356, 175.5255636 -37.6603183, 175.5254963 -37.6602517, 175.5248923 -37.6595642, 175.5248174 -37.6595025, 175.5247532 -37.6594621)",SH 26,50,
"[1232084400, 1232084417, 509340617]",False,Allen Street,primary,False,107.482,"LINESTRING (175.5280169 -37.6598836, 175.5282091 -37.6597923, 175.5285586 -37.6595957, 175.5290135 -37.6593263)",SH 26,50,
54684851,False,Cureton Street,residential,False,120.31,"LINESTRING (175.5297522 -37.6618297, 175.530815 -37.6612257, 175.530863 -37.6611993)",,,
54684851,False,Cureton Street,residential,True,90.69400000000002,"LINESTRING (175.5297522 -37.6618297, 175.5293287 -37.6620627, 175.5292107 -37.662122, 175.5291093 -37.6621638, 175.5288676 -37.6622407)",,,
342715322,False,Lorne Street,residential,True,264.89,"LINESTRING (175.5297522 -37.6618297, 175.5297113 -37.6617842, 175.528887 -37.6608668, 175.5286709 -37.6606327, 175.5286301 -37.6605849, 175.5284254 -37.6603508, 175.5280666 -37.6599404, 175.5280169 -37.6598836)",,,
"[1232084410, 1232084411, 1232084412]",False,Studholme Street,secondary,True,139.958,"LINESTRING (175.5320444 -37.6625226, 175.5319042 -37.6623628, 175.5312613 -37.6616345, 175.5311336 -37.6614909)",,,
54684721,False,Anderson Street,residential,False,121.155,"LINESTRING (175.5257837 -37.6573903, 175.5268504 -37.6567934, 175.5269134 -37.6567692)",,,
54684721,False,Anderson Street,residential,True,154.51999999999998,"LINESTRING (175.5257837 -37.6573903, 175.5251415 -37.6577264, 175.5250071 -37.6577981, 175.5242197 -37.6579887)",,,
83139541,False,Lorne Street,residential,False,162.23999999999998,"LINESTRING (175.5257837 -37.6573903, 175.5258228 -37.6574338, 175.5264062 -37.6580841, 175.5265137 -37.6582039, 175.5268126 -37.658537, 175.526851 -37.6585798)",,,
83139541,False,Lorne Street,residential,True,342.14500000000004,"LINESTRING (175.5257837 -37.6573903, 175.5257478 -37.6573503, 175.5235331 -37.6548817)",,,
83141229,False,Anderson Street,residential,False,59.762,"LINESTRING (175.5296988 -37.6551998, 175.5291376 -37.6555022)",,50,
"[54684280, 54683967]",False,"['Lincoln Street', 'Linden Street']",residential,"[False, True]",176.335,"LINESTRING (175.5296988 -37.6551998, 175.5297191 -37.6552201, 175.5297607 -37.6552753, 175.5301295 -37.6556569, 175.5302422 -37.6556554, 175.5311239 -37.6551785, 175.5312079 -37.6551331)",,,
54684721,False,Anderson Street,residential,False,154.51999999999998,"LINESTRING (175.5242197 -37.6579887, 175.5250071 -37.6577981, 175.5251415 -37.6577264, 175.5257837 -37.6573903)",,,
54688560,False,Lear Street,residential,True,112.276,"LINESTRING (175.5242197 -37.6579887, 175.523973 -37.6573025, 175.5238867 -37.6571652, 175.5237818 -37.6570489)",,,
83141269,False,Moorhouse Street,residential,False,38.43,"LINESTRING (175.5293007 -37.6575618, 175.52934 -37.6576054, 175.5295545 -37.657843)",,50,
83141269,False,Moorhouse Street,residential,True,195.39999999999998,"LINESTRING (175.5293007 -37.6575618, 175.5292587 -37.6575151, 175.528888 -37.6571134, 175.5288577 -37.6570797, 175.5286633 -37.6568635, 175.5280552 -37.6561825, 175.5280102 -37.6561321)",,50,
509340616,False,Thames Street,secondary,False,121.011,"LINESTRING (175.5293007 -37.6575618, 175.5298006 -37.6572979, 175.529833 -37.6572758, 175.5298653 -37.6572512, 175.5298993 -37.6572238, 175.5299365 -37.6571977, 175.5304324 -37.6569476)",,,
509340616,False,Thames Street,secondary,True,113.63300000000001,"LINESTRING (175.5293007 -37.6575618, 175.5288443 -37.6577997, 175.5287847 -37.6578256, 175.5287363 -37.6578432, 175.5286681 -37.6578698, 175.5283847 -37.6580087, 175.5282124 -37.6581089)",,,
55220361,False,Allen Street,primary,True,123.135,"LINESTRING (175.5303956 -37.6587904, 175.5308845 -37.6585171, 175.5309411 -37.6584891, 175.5309947 -37.6584682, 175.5311037 -37.65843, 175.5316267 -37.6582839)",SH 26,50,
55220362,False,Ron Ladd Place,unclassified,True,136.745,"LINESTRING (175.5303956 -37.6587904, 175.5304528 -37.6588539, 175.5311094 -37.6595839, 175.5312833 -37.6597993)",,,
342715327,True,Moorhouse Street,residential,False,132.188,"LINESTRING (175.5303956 -37.6587904, 175.5302605 -37.6587311, 175.5302103 -37.6587029, 175.5301736 -37.6586717, 175.529632 -37.6580624, 175.5295973 -37.6580134, 175.5295817 -37.6579691, 175.5295545 -37.657843)",,,
"[819588040, 1232084402]",False,Allen Street,primary,False,114.03999999999999,"LINESTRING (175.5303956 -37.6587904, 175.5302847 -37.6588519, 175.530197 -37.6588983, 175.5301132 -37.6589327, 175.5297755 -37.6590281, 175.529411 -37.6591368, 175.5292242 -37.6592164)",SH 26,50,
509340616,False,Thames Street,secondary,False,181.508,"LINESTRING (175.5304324 -37.6569476, 175.5321475 -37.6560416)",,,
54687760,False,Canada Street,residential,False,182.026,"LINESTRING (175.5304324 -37.6569476, 175.530464 -37.6569829, 175.5306996 -37.6572459, 175.5315818 -37.6582307, 175.5316267 -37.6582839)",,,
54687760,False,Canada Street,residential,True,197.037,"LINESTRING (175.5304324 -37.6569476, 175.5303954 -37.6569063, 175.5301095 -37.6565872, 175.5291376 -37.6555022)",,,
509340616,False,Thames Street,secondary,True,121.011,"LINESTRING (175.5304324 -37.6569476, 175.5299365 -37.6571977, 175.5298993 -37.6572238, 175.5298653 -37.6572512, 175.529833 -37.6572758, 175.5298006 -37.6572979, 175.5293007 -37.6575618)",,,
