osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,lanes,ref
371298259,False,High Street,tertiary,False,99.62700000000001,"LINESTRING (174.2849824 -39.5896229, 174.2850104 -39.5896335, 174.285462 -39.5897432, 174.2860947 -39.5898823)",,,,
384793741,True,,tertiary,False,8.431000000000001,"LINESTRING (174.2849824 -39.5896229, 174.2849708 -39.5896351, 174.2849552 -39.5896444, 174.2849369 -39.5896501, 174.2849174 -39.5896516, 174.284898 -39.5896489)",roundabout,,,
46978417,False,Collins Street,secondary,True,235.265,"LINESTRING (174.2873143 -39.5900941, 174.2873251 -39.5900637, 174.2880912 -39.5880648)",,,,
371298428,True,,secondary,False,13.239999999999998,"LINESTRING (174.2873143 -39.5900941, 174.2873414 -39.5901055, 174.2873622 -39.5901231, 174.2873744 -39.590145, 174.2873767 -39.5901687, 174.2873689 -39.5901918)",roundabout,,,
185060614,False,Collins Street,secondary,True,131.318,"LINESTRING (174.2860566 -39.5933509, 174.2864791 -39.5922157)",,,,
122320477,False,Grey Street,residential,True,103.98500000000001,"LINESTRING (174.2847555 -39.5867687, 174.2848267 -39.5867789, 174.2851571 -39.5868228, 174.28593 -39.5869983)",,,,
150155109,False,Grey Street,residential,False,120.88,"LINESTRING (174.2847555 -39.5867687, 174.2846661 -39.586757, 174.2833995 -39.5864708)",,,,
173041709,False,Princes Street,tertiary,False,51.42,"LINESTRING (174.2847555 -39.5867687, 174.2846987 -39.5868273, 174.2846591 -39.5868965, 174.284546 -39.5871978)",,,,
173041709,False,Princes Street,tertiary,True,248.75800000000004,"LINESTRING (174.2847555 -39.5867687, 174.2848662 -39.5867009, 174.2852721 -39.5864694, 174.2866643 -39.5856297, 174.2869069 -39.5854888, 174.2870398 -39.5853898)",,,,
122320477,False,Grey Street,residential,False,103.985,"LINESTRING (174.28593 -39.5869983, 174.2851571 -39.5868228, 174.2848267 -39.5867789, 174.2847555 -39.5867687)",,,,
122320477,False,Grey Street,residential,True,173.989,"LINESTRING (174.28593 -39.5869983, 174.2864627 -39.5871209, 174.2878771 -39.5874418)",,,,
384793675,False,Albion Street,residential,False,295.75200000000007,"LINESTRING (174.28593 -39.5869983, 174.2859138 -39.5870412, 174.2856692 -39.5876869, 174.2855344 -39.587958, 174.2851533 -39.5890094, 174.2851162 -39.5891118, 174.2850967 -39.5891633, 174.2850564 -39.58927, 174.2849947 -39.5894231, 174.2849551 -39.5895223, 174.2849457 -39.5895465)",,,,
46978417,False,Collins Street,secondary,False,233.082,"LINESTRING (174.2870398 -39.5853898, 174.2870911 -39.5854227, 174.2881101 -39.5873106)",,,,
173041709,False,Princes Street,tertiary,False,248.758,"LINESTRING (174.2870398 -39.5853898, 174.2869069 -39.5854888, 174.2866643 -39.5856297, 174.2852721 -39.5864694, 174.2848662 -39.5867009, 174.2847555 -39.5867687)",,,,
46978417,False,Collins Street,secondary,True,27.968,"LINESTRING (174.2882288 -39.5875449, 174.2881101 -39.5873106)",,,,
46978417,False,Collins Street,secondary,False,59.745999999999995,"LINESTRING (174.2882288 -39.5875449, 174.2882453 -39.5875919, 174.2882403 -39.587643, 174.288225 -39.5877039, 174.2880912 -39.5880648)",,,,
978590861,True,Grey Street,residential,False,32.598,"LINESTRING (174.2882288 -39.5875449, 174.2879349 -39.5874768, 174.2878771 -39.5874418)",,,,
173041709,False,Princes Street,tertiary,True,152.614,"LINESTRING (174.2837505 -39.5893063, 174.2837554 -39.5892848, 174.2840044 -39.5886409, 174.2840379 -39.5885465, 174.2840681 -39.5884612, 174.2842514 -39.5879894)",,,,
371298430,True,,tertiary,False,7.663,"LINESTRING (174.2837505 -39.5893063, 174.2837652 -39.5893142, 174.2837762 -39.5893251, 174.2837827 -39.5893379, 174.2837841 -39.5893517, 174.2837803 -39.5893651)",roundabout,,,
145644992,False,Caledonia Street,residential,False,238.03500000000003,"LINESTRING (174.2860947 -39.5898823, 174.2860788 -39.5899298, 174.2853225 -39.5919386)",,50,,
371298259,False,High Street,tertiary,False,98.51,"LINESTRING (174.2860947 -39.5898823, 174.2871574 -39.5901313, 174.287195 -39.5901389)",,,,
371298259,False,High Street,tertiary,True,99.62700000000001,"LINESTRING (174.2860947 -39.5898823, 174.285462 -39.5897432, 174.2850104 -39.5896335, 174.2849824 -39.5896229)",,,,
122320475,False,Albion Street,residential,True,55.866,"LINESTRING (174.2839472 -39.592138, 174.2841203 -39.5916958, 174.2841355 -39.591657)",,,,
145644986,False,Furlong Street,residential,True,105.41899999999998,"LINESTRING (174.2839472 -39.592138, 174.2838895 -39.5921234, 174.283197 -39.5919644, 174.282825 -39.5918789, 174.2827722 -39.591859)",,50,,
185060614,False,Collins Street,secondary,False,131.318,"LINESTRING (174.2864791 -39.5922157, 174.2860566 -39.5933509)",,,,
145644987,False,Erin Street,residential,False,110.755,"LINESTRING (174.2864791 -39.5922157, 174.2865632 -39.5922364, 174.2877167 -39.592503)",,50,,
145644987,False,Erin Street,residential,True,103.786,"LINESTRING (174.2864791 -39.5922157, 174.2864126 -39.5922005, 174.2853786 -39.5919514, 174.2853225 -39.5919386)",,50,,
185060614,False,Collins Street,secondary,True,230.509,"LINESTRING (174.2864791 -39.5922157, 174.287244 -39.5902645, 174.2872588 -39.5902317)",,,,
145644987,False,Erin Street,residential,False,103.786,"LINESTRING (174.2853225 -39.5919386, 174.2853786 -39.5919514, 174.2864126 -39.5922005, 174.2864791 -39.5922157)",,50,,
145644987,False,Erin Street,residential,True,106.426,"LINESTRING (174.2853225 -39.5919386, 174.2852627 -39.5919256, 174.2841823 -39.5916696, 174.2841355 -39.591657)",,50,,
145644992,False,Caledonia Street,residential,True,238.03500000000003,"LINESTRING (174.2853225 -39.5919386, 174.2860788 -39.5899298, 174.2860947 -39.5898823)",,50,,
122320475,False,Albion Street,residential,False,55.866,"LINESTRING (174.2841355 -39.591657, 174.2841203 -39.5916958, 174.2839472 -39.592138)",,,,
122320475,False,Albion Street,residential,True,232.654,"LINESTRING (174.2841355 -39.591657, 174.2848895 -39.5896705, 174.284898 -39.5896489)",,,,
145644987,False,Erin Street,residential,False,106.426,"LINESTRING (174.2841355 -39.591657, 174.2841823 -39.5916696, 174.2852627 -39.5919256, 174.2853225 -39.5919386)",,50,,
122320478,False,Princes Street,tertiary,True,285.679,"LINESTRING (174.2827722 -39.591859, 174.2829725 -39.5913003, 174.2832235 -39.5906309, 174.2835419 -39.5898333, 174.2836846 -39.5894527, 174.2836995 -39.5894143, 174.2837125 -39.5893947)",,,,
145644986,False,Furlong Street,residential,False,105.419,"LINESTRING (174.2827722 -39.591859, 174.282825 -39.5918789, 174.283197 -39.5919644, 174.2838895 -39.5921234, 174.2839472 -39.592138)",,50,,
145644986,False,Furlong Street,residential,True,105.566,"LINESTRING (174.2827722 -39.591859, 174.2827171 -39.5918398, 174.2816503 -39.5915982, 174.2815928 -39.5915861)",,50,,
839978205,False,South Road,trunk,True,20.017,"LINESTRING (174.280442 -39.5938304, 174.2802187 -39.5937775)",,50,2,SH 3
148366667,False,Surrey Street,residential,False,108.344,"LINESTRING (174.2787253 -39.58545, 174.2799356 -39.5857317)",,,,
148366667,False,Surrey Street,residential,True,108.344,"LINESTRING (174.2799356 -39.5857317, 174.2787253 -39.58545)",,,,
