osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,ref,bridge
744557501,Mutu Street,tertiary,50,False,True,231.634,,"LINESTRING (175.3245047 -38.005948, 175.3224735 -38.0072814)",,,
143202690,Churchill Street,residential,40,False,True,312.65900000000005,2,"LINESTRING (175.3245047 -38.005948, 175.3245885 -38.0059866, 175.3246374 -38.0060151, 175.3252818 -38.0064552, 175.3253603 -38.0065149, 175.3253911 -38.0065435, 175.3254079 -38.0065752, 175.3254059 -38.006628, 175.3253744 -38.0066698, 175.3253254 -38.0067083, 175.3252718 -38.0067443, 175.3241439 -38.007467, 175.3240795 -38.007522, 175.3237872 -38.0078802)",,,
143104702,George Street,tertiary,40,False,False,100.813,,"LINESTRING (175.3269092 -38.009408, 175.3276798 -38.0100813)",,,
264734102,Mahoe Street,tertiary,40,False,True,109.71600000000001,,"LINESTRING (175.3269092 -38.009408, 175.3266214 -38.0091633, 175.3265199 -38.0090704, 175.3263763 -38.0089343, 175.326092 -38.0086608)",,,
388344257,Arawata Street,secondary,40,False,False,119.91399999999999,,"LINESTRING (175.3269092 -38.009408, 175.326545 -38.0096602, 175.3258811 -38.0101199)",,,
786056642,Arawata Street,secondary,40,False,True,161.185,2,"LINESTRING (175.3269092 -38.009408, 175.327127 -38.0092632, 175.3273561 -38.0091109, 175.3276294 -38.0089291, 175.3276576 -38.0089104, 175.3283154 -38.0084733)",,,
"[141316955, 141316958]","['Gorst Avenue', 'Selwyn Avenue']",residential,40,False,False,351.26,,"LINESTRING (175.3255239 -38.008405, 175.325554 -38.0083383, 175.3255998 -38.008293, 175.3256275 -38.0082766, 175.3256909 -38.0082361, 175.3261352 -38.0079513, 175.3264477 -38.0077594, 175.3266269 -38.007642, 175.3270211 -38.0073404, 175.3271019 -38.0073464, 175.3271739 -38.0073518, 175.3279312 -38.0081033, 175.3282715 -38.0084323, 175.3283154 -38.0084733)",,,
264734102,Mahoe Street,tertiary,40,False,False,58.553000000000004,,"LINESTRING (175.3255239 -38.008405, 175.3258544 -38.008507, 175.3259137 -38.0085279, 175.3259538 -38.0085445, 175.325992 -38.0085694, 175.3260246 -38.0085935, 175.326092 -38.0086608)",,,
388344266,Mahoe Street,tertiary,40,False,True,162.974,,"LINESTRING (175.3255239 -38.008405, 175.3253232 -38.0083447, 175.3249232 -38.0082255, 175.324499 -38.0080917, 175.3243596 -38.0080477, 175.3237872 -38.0078802)",,,
"[141316955, 141316958]","['Gorst Avenue', 'Selwyn Avenue']",residential,40,False,True,351.26,,"LINESTRING (175.3283154 -38.0084733, 175.3282715 -38.0084323, 175.3279312 -38.0081033, 175.3271739 -38.0073518, 175.3271019 -38.0073464, 175.3270211 -38.0073404, 175.3266269 -38.007642, 175.3264477 -38.0077594, 175.3261352 -38.0079513, 175.3256909 -38.0082361, 175.3256275 -38.0082766, 175.3255998 -38.008293, 175.325554 -38.0083383, 175.3255239 -38.008405)",,,
786056642,Arawata Street,secondary,40,False,False,161.185,2,"LINESTRING (175.3283154 -38.0084733, 175.3276576 -38.0089104, 175.3276294 -38.0089291, 175.3273561 -38.0091109, 175.327127 -38.0092632, 175.3269092 -38.009408)",,,
"[1148722601, 1110955194]",Arawata Street,secondary,40,False,True,52.019999999999996,"['2', '3']","LINESTRING (175.3283154 -38.0084733, 175.3286389 -38.0082791, 175.3287877 -38.0081898)",,,
141316957,Market Street,residential,40,False,False,169.728,,"LINESTRING (175.326092 -38.0086608, 175.3251333 -38.0093087, 175.3250524 -38.0093951, 175.3248429 -38.0097855)",,,
264734102,Mahoe Street,tertiary,40,False,False,109.71600000000001,,"LINESTRING (175.326092 -38.0086608, 175.3263763 -38.0089343, 175.3265199 -38.0090704, 175.3266214 -38.0091633, 175.3269092 -38.009408)",,,
264734102,Mahoe Street,tertiary,40,False,True,58.553,,"LINESTRING (175.326092 -38.0086608, 175.3260246 -38.0085935, 175.325992 -38.0085694, 175.3259538 -38.0085445, 175.3259137 -38.0085279, 175.3258544 -38.008507, 175.3255239 -38.008405)",,,
141929130,Roche Street,residential,40,False,False,8.407,,"LINESTRING (175.3248429 -38.0097855, 175.3248245 -38.0098597)",,,
141316957,Market Street,residential,40,False,True,169.728,,"LINESTRING (175.3248429 -38.0097855, 175.3250524 -38.0093951, 175.3251333 -38.0093087, 175.326092 -38.0086608)",,,
143194488,Alexandra Street,secondary,40,True,False,86.195,2,"LINESTRING (175.3248429 -38.0097855, 175.3252492 -38.0099259, 175.325756 -38.0100732)",,,
141318523,Bank Street,tertiary,40,False,False,57.595,,"LINESTRING (175.3241753 -38.0096583, 175.323789 -38.0100774)",,,
141318523,Bank Street,tertiary,40,False,True,9.089,,"LINESTRING (175.3241753 -38.0096583, 175.3242319 -38.0095898)",,,
143194487,Alexandra Street,secondary,40,True,False,117.72699999999999,2,"LINESTRING (175.3241753 -38.0096583, 175.3235686 -38.0094683, 175.3230248 -38.009298, 175.3229275 -38.0092655)",,,
141318523,Bank Street,tertiary,40,False,True,57.595,,"LINESTRING (175.323789 -38.0100774, 175.3241753 -38.0096583)",,,
141318523,Bank Street,tertiary,40,False,False,149.09799999999998,,"LINESTRING (175.323789 -38.0100774, 175.3235019 -38.0103561, 175.3234712 -38.0103858, 175.3233799 -38.0104823, 175.3230852 -38.0107937, 175.3229554 -38.0109338, 175.3227557 -38.0111425)",,,
141318526,Teasdale Street,residential,40,True,False,160.337,,"LINESTRING (175.323789 -38.0100774, 175.323654 -38.0100092, 175.3235382 -38.0100075, 175.3232837 -38.0100865, 175.3224931 -38.0103496, 175.3222971 -38.0104144, 175.3222034 -38.0104882, 175.3221744 -38.0105445)",,,
141929130,Roche Street,residential,40,False,True,52.262,,"LINESTRING (175.3246008 -38.0102954, 175.3248245 -38.0098597)",,,
141929130,Roche Street,residential,40,False,False,87.62299999999999,,"LINESTRING (175.3246008 -38.0102954, 175.3241558 -38.0107542, 175.3239935 -38.0109215)",,,
141929134,Walton Street,residential,40,False,False,121.23499999999999,,"LINESTRING (175.3246008 -38.0102954, 175.3248507 -38.0105922, 175.3252727 -38.0112467)",,,
142884245,Teasdale Street,tertiary,40,False,False,106.396,,"LINESTRING (175.3221744 -38.0105445, 175.322038 -38.0105365, 175.32201 -38.0105349, 175.3218552 -38.01057, 175.3210466 -38.0108601)",,,
169959656,Vaile Street,tertiary,40,False,True,51.564,,"LINESTRING (175.3221744 -38.0105445, 175.322294 -38.0105977, 175.3224087 -38.0106838, 175.3224349 -38.0107911, 175.3224496 -38.0108784, 175.3224597 -38.0109108)",,,
141929127,Redoubt Street,residential,40,False,False,112.145,,"LINESTRING (175.3239935 -38.0109215, 175.3244751 -38.0112169, 175.3250381 -38.0112471, 175.3251435 -38.0112487)",,,
141929130,Roche Street,residential,40,False,False,95.574,,"LINESTRING (175.3239935 -38.0109215, 175.3239097 -38.0110093, 175.3237537 -38.0111728, 175.3236027 -38.0113335, 175.323342 -38.0116109)",,,
141929130,Roche Street,residential,40,False,True,87.62299999999999,,"LINESTRING (175.3239935 -38.0109215, 175.3241558 -38.0107542, 175.3246008 -38.0102954)",,,
142884251,Vaile Street,tertiary,40,True,False,30.814000000000004,,"LINESTRING (175.3224597 -38.0109108, 175.3225397 -38.0110575, 175.3225831 -38.0110949, 175.3226464 -38.0111393)",,,
169959656,Vaile Street,tertiary,40,False,False,51.564,,"LINESTRING (175.3224597 -38.0109108, 175.3224496 -38.0108784, 175.3224349 -38.0107911, 175.3224087 -38.0106838, 175.322294 -38.0105977, 175.3221744 -38.0105445)",,,
141318523,Bank Street,tertiary,40,False,True,149.098,,"LINESTRING (175.3227557 -38.0111425, 175.3229554 -38.0109338, 175.3230852 -38.0107937, 175.3233799 -38.0104823, 175.3234712 -38.0103858, 175.3235019 -38.0103561, 175.323789 -38.0100774)",,,
141929135,,tertiary,40,True,False,14.831999999999999,,"LINESTRING (175.3227557 -38.0111425, 175.3227927 -38.011176, 175.3228025 -38.0112198, 175.3227821 -38.0112613)",roundabout,,
819211565,Vaile Street,tertiary,40,False,False,62.588,,"LINESTRING (175.3227821 -38.0112613, 175.323342 -38.0116109)",,,
141929135,,tertiary,40,True,False,14.731,,"LINESTRING (175.3227821 -38.0112613, 175.3227379 -38.0112884, 175.3226822 -38.0112938, 175.322631 -38.0112759)",roundabout,,
