osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access
28014320,True,1,Dryden Avenue,residential,50,False,101.526,"LINESTRING (172.3853904 -43.5927249, 172.3855222 -43.5926522, 172.3855553 -43.592645, 172.3863922 -43.5924632, 172.386571 -43.5924243)",,
893933256,True,1,Norman Kirk Drive,residential,50,False,76.126,"LINESTRING (172.3853904 -43.5927249, 172.385221 -43.5928084, 172.3850075 -43.5928417, 172.3849339 -43.5928481, 172.3848579 -43.5928547, 172.3847118 -43.5928526, 172.384562 -43.5928405, 172.3845061 -43.5928049)",,
"[1259258752, 1259258780, 1259258751]",False,"['2', '4']",Rolleston Drive,secondary,50,True,141.55700000000002,"LINESTRING (172.3853904 -43.5927249, 172.3854214 -43.5928472, 172.3854309 -43.5928847, 172.3854967 -43.5930255, 172.3855549 -43.5931257, 172.3855818 -43.593172, 172.3856747 -43.5933581, 172.3858585 -43.5937872, 172.3859229 -43.5939359)",,
818837212,False,2,Tennyson Street,tertiary,50,False,119.793,"LINESTRING (172.3806584 -43.5926882, 172.3814109 -43.5936175)",,
27053330,False,,Othello Drive,residential,50,False,4.923,"LINESTRING (172.3790927 -43.5978479, 172.3791267 -43.5978847)",,
27053330,False,,Othello Drive,residential,50,True,4.923,"LINESTRING (172.3791267 -43.5978847, 172.3790927 -43.5978479)",,
650551944,True,,Othello Drive,residential,50,False,91.27499999999999,"LINESTRING (172.3791267 -43.5978847, 172.379213 -43.597947, 172.3794378 -43.5982138, 172.3794602 -43.5982353, 172.3794818 -43.5982529, 172.3795076 -43.5982701, 172.3795333 -43.5982834, 172.3795508 -43.5982946, 172.3795667 -43.5983096, 172.379581 -43.5983242, 172.3797334 -43.5985132, 172.379767 -43.5985554)",,
34573004,False,2,Rolleston Drive,secondary,50,False,11.687,"LINESTRING (172.379767 -43.5985554, 172.3796424 -43.5986093)",,
34573004,False,2,Rolleston Drive,secondary,50,True,37.686,"LINESTRING (172.379767 -43.5985554, 172.3801691 -43.598382)",,
27595362,False,2,Markham Way,residential,30,False,107.048,"LINESTRING (172.3829584 -43.595509, 172.3830065 -43.5954892, 172.3830546 -43.5954694, 172.3833978 -43.595323, 172.3835805 -43.5952409, 172.3836878 -43.5951852, 172.3837434 -43.5951477, 172.3837944 -43.5950982, 172.3838363 -43.5950406, 172.3838762 -43.5949641, 172.3838945 -43.5948861)",,
"[1178223360, 673541666, 1178223358]",False,2,Tennyson Street,tertiary,"['30', '50']",False,159.308,"LINESTRING (172.3829584 -43.595509, 172.3829698 -43.5955229, 172.3830139 -43.595577, 172.3834001 -43.5960512, 172.383471 -43.5961363, 172.3835774 -43.5962642, 172.3836988 -43.596416, 172.3837275 -43.5964508, 172.3838558 -43.5966052, 172.3838805 -43.5966376, 172.3839616 -43.5967437)",,
"[818837212, 1178223358]",False,2,Tennyson Street,tertiary,"['30', '50']",True,244.476,"LINESTRING (172.3829584 -43.595509, 172.3829027 -43.595442, 172.3827885 -43.5953047, 172.3825806 -43.5950502, 172.3824898 -43.5949394, 172.3821629 -43.5945386, 172.3819459 -43.5942726, 172.3818748 -43.5941855, 172.381733 -43.5940117, 172.3817245 -43.5940013, 172.3817135 -43.5939879, 172.3815384 -43.5937705, 172.3814109 -43.5936175)",,
27595362,False,2,Markham Way,residential,30,False,151.16199999999998,"LINESTRING (172.3838945 -43.5948861, 172.3838901 -43.5947855, 172.3836659 -43.5938033, 172.3836408 -43.5936932, 172.3836407 -43.5936191, 172.3836475 -43.5935417)",,
27595362,False,2,Markham Way,residential,30,True,107.048,"LINESTRING (172.3838945 -43.5948861, 172.3838762 -43.5949641, 172.3838363 -43.5950406, 172.3837944 -43.5950982, 172.3837434 -43.5951477, 172.3836878 -43.5951852, 172.3835805 -43.5952409, 172.3833978 -43.595323, 172.3830546 -43.5954694, 172.3830065 -43.5954892, 172.3829584 -43.595509)",,
