osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,junction
87341152,Chambers Street,tertiary,50,False,True,218.992,"LINESTRING (175.8669019 -38.2148341, 175.8665953 -38.2145255, 175.865601 -38.213482, 175.865514 -38.2133817, 175.8654218 -38.2132469)",,,,
93663397,Campbell Street,tertiary,50,False,True,78.347,"LINESTRING (175.8669019 -38.2148341, 175.8669847 -38.2149893, 175.8672306 -38.2154896)",,,,
154389452,Chambers Street,tertiary,50,False,False,234.111,"LINESTRING (175.8669019 -38.2148341, 175.8669673 -38.2148049, 175.8670759 -38.2147744, 175.8686658 -38.2146256, 175.8694551 -38.2145558, 175.8695482 -38.2145476)",,,,
154389452,Chambers Street,tertiary,50,False,False,5.56,"LINESTRING (175.8703765 -38.2144759, 175.8704396 -38.2144694)",,,,
87335945,Commerce Street,unclassified,50,False,False,265.60699999999997,"LINESTRING (175.8703765 -38.2144759, 175.8704237 -38.2149314, 175.870456 -38.2150498, 175.8705043 -38.2151372, 175.8706169 -38.2152486, 175.8707001 -38.2153574, 175.8707458 -38.2154633, 175.8707564 -38.215584, 175.8707654 -38.2157761, 175.8707712 -38.2158674, 175.8708018 -38.2159524, 175.8711804 -38.2167069, 175.871196 -38.2167346)",,,,
154389452,Chambers Street,tertiary,50,False,True,72.805,"LINESTRING (175.8703765 -38.2144759, 175.8697677 -38.2145267, 175.8695482 -38.2145476)",,,,
"[87235329, 435083924, 435225198]",Sloss Road,unclassified,,False,True,48.852000000000004,"LINESTRING (175.8730188 -38.2146291, 175.8729321 -38.2146682, 175.8728412 -38.2147397, 175.872755 -38.2148009, 175.872614 -38.2149278)",yes,,,
87335962,Mannering Street,unclassified,50,False,False,284.91700000000003,"LINESTRING (175.8695482 -38.2145476, 175.8695516 -38.2159355, 175.8695668 -38.2159925, 175.8698561 -38.2165449, 175.8699347 -38.216695, 175.8700904 -38.2169923, 175.8701074 -38.2170247)",,,,
154389452,Chambers Street,tertiary,50,False,False,72.805,"LINESTRING (175.8695482 -38.2145476, 175.8697677 -38.2145267, 175.8703765 -38.2144759)",,,,
154389452,Chambers Street,tertiary,50,False,True,234.111,"LINESTRING (175.8695482 -38.2145476, 175.8694551 -38.2145558, 175.8686658 -38.2146256, 175.8670759 -38.2147744, 175.8669673 -38.2148049, 175.8669019 -38.2148341)",,,,
87335945,Commerce Street,unclassified,50,False,False,11.441,"LINESTRING (175.871196 -38.2167346, 175.8712466 -38.2168295)",,,,
