osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,bridge
231161094,Montreal Street,secondary,30,True,False,8.575,"LINESTRING (172.6306131 -43.5341981, 172.6306151 -43.534121)",2,,
231161093,Cambridge Terrace,unclassified,30,False,False,218.52999999999994,"LINESTRING (172.6306131 -43.5341981, 172.6307128 -43.5341981, 172.63087 -43.5341998, 172.6311439 -43.5342029, 172.6314221 -43.5342037, 172.6314561 -43.5342013, 172.631483 -43.5341982, 172.6315141 -43.5341908, 172.6315461 -43.5341761, 172.6315712 -43.534162, 172.63161 -43.5341347, 172.6316552 -43.5340937, 172.6324495 -43.533373, 172.6324594 -43.5333639, 172.6324843 -43.5333343, 172.6324987 -43.5333125, 172.6325092 -43.5332865, 172.6325107 -43.5332036, 172.6325112 -43.5331382)",2,,
"[139484433, 41655462, 41655463]",Montreal Street,secondary,30,True,False,83.529,"LINESTRING (172.6306112 -43.5349493, 172.6306104 -43.5348613, 172.6306105 -43.5347959, 172.6306111 -43.534599, 172.6306123 -43.5342911, 172.6306131 -43.5341981)",2,,yes
32841811,Tuam Street,secondary,30,True,False,86.43299999999999,"LINESTRING (172.6306268 -43.5353209, 172.6307664 -43.535325, 172.63154 -43.5353268, 172.6316989 -43.535326)",2,,
530436763,Montreal Street,secondary,30,True,False,41.378,"LINESTRING (172.6306268 -43.5353209, 172.6306181 -43.5352632, 172.6306129 -43.5352236, 172.6306113 -43.5350162, 172.6306112 -43.5349493)",2,,
231161094,Montreal Street,secondary,30,True,False,85.888,"LINESTRING (172.6306008 -43.529865, 172.6306007 -43.5297886, 172.630601 -43.5291312, 172.6306049 -43.5290927)",2,,
"[337504027, 1056154534]",Gloucester Street,tertiary,30,False,False,232.222,"LINESTRING (172.6306008 -43.529865, 172.6307114 -43.5298646, 172.6315988 -43.5298614, 172.6317928 -43.5298599, 172.6322087 -43.5298596, 172.6325911 -43.5298591, 172.6330387 -43.5298601, 172.63326 -43.5298606, 172.6332811 -43.5298607, 172.6333123 -43.5298609, 172.6334813 -43.5298618)",3,,
139633605,Kilmore Street,secondary,50,True,False,22.682,"LINESTRING (172.6310756 -43.526592, 172.6307943 -43.526589)",2,yes,
"[41655464, 114502601, 1164963312]",Armagh Street,tertiary,30,False,False,121.962,"LINESTRING (172.6336007 -43.5287683, 172.6337175 -43.5287682, 172.6337429 -43.5287682, 172.6337635 -43.5287681, 172.6340479 -43.5287677, 172.6344304 -43.5287672, 172.6345602 -43.5287671, 172.6349346 -43.5287653, 172.6351135 -43.5287643)",2,yes,yes
235758268,Armagh Street,tertiary,30,False,True,202.35499999999996,"LINESTRING (172.6336007 -43.5287683, 172.6334985 -43.5287685, 172.6330312 -43.5287694, 172.6327258 -43.52877, 172.6317899 -43.5287718, 172.6317093 -43.528772, 172.6314471 -43.5287725, 172.6313361 -43.5287727, 172.6313147 -43.5287715, 172.6312652 -43.5287592, 172.6312323 -43.5287493, 172.6312065 -43.5287432, 172.6311936 -43.5287418, 172.6311793 -43.5287402, 172.631098 -43.5287409)",2,yes,
"[504917153, 1056154533]",Durham Street North,secondary,30,True,False,123.30400000000002,"LINESTRING (172.6336007 -43.5287683, 172.6335963 -43.528858, 172.6335872 -43.5289348, 172.6335778 -43.5291124, 172.6335825 -43.529246, 172.6335825 -43.5293083, 172.6335838 -43.5293993, 172.6335853 -43.5294687, 172.633584 -43.5295665, 172.6335783 -43.5296564, 172.633574 -43.5296905, 172.6335653 -43.5297348, 172.6335503 -43.5297633, 172.6335297 -43.5297998, 172.6334813 -43.5298618)","['2', '3']",yes,
231161094,Montreal Street,secondary,30,True,False,122.916,"LINESTRING (172.6306096 -43.5320421, 172.6306093 -43.5319674, 172.6306077 -43.5315252, 172.6306074 -43.5314367, 172.6306072 -43.5313799, 172.6306062 -43.5310306, 172.6306057 -43.5309626, 172.6306056 -43.5309367)",2,,
"[1064801546, 1154439738]",Hereford Street,tertiary,30,False,False,117.949,"LINESTRING (172.6306096 -43.5320421, 172.6307238 -43.5320418, 172.6309217 -43.5320413, 172.6320727 -43.5320383)","['2', '3']",,
4830647,Cashel Street,unclassified,30,False,False,118.208,"LINESTRING (172.6306087 -43.5331347, 172.6307221 -43.5331344, 172.6313065 -43.5331316, 172.632075 -43.5331368)",2,,
231161094,Montreal Street,secondary,30,True,False,121.49199999999999,"LINESTRING (172.6306087 -43.5331347, 172.6306088 -43.5330539, 172.6306095 -43.5321275, 172.6306096 -43.5320421)",2,,
657468209,Durham Street South,unclassified,30,True,False,127.359,"LINESTRING (172.6336312 -43.5353231, 172.633594 -43.535259, 172.6335675 -43.5352125, 172.633565 -43.5349884, 172.633561 -43.5346287, 172.6335607 -43.5346162, 172.6335588 -43.5345222, 172.6335521 -43.5344699, 172.6335305 -43.534386, 172.6335194 -43.534338, 172.6335064 -43.5342811, 172.6335068 -43.5342496, 172.6335161 -43.5342333, 172.6335597 -43.5342059)",1,,
657468210,Tuam Street,secondary,30,True,False,87.76299999999999,"LINESTRING (172.6336312 -43.5353231, 172.6337876 -43.5353246, 172.6347199 -43.5353224)",2,,
41655467,Colombo Street,tertiary,30,False,False,115.599,"LINESTRING (172.636621 -43.5277227, 172.6366231 -43.5283908, 172.6366239 -43.5286606, 172.6366241 -43.5287187, 172.6366242 -43.5287623)",2,yes,
"[114502608, 41655466, 41655467, 1255161083]",Colombo Street,tertiary,30,False,True,126.33500000000001,"LINESTRING (172.636621 -43.5277227, 172.636618 -43.5276377, 172.636617 -43.5273709, 172.6366164 -43.5272699, 172.6366164 -43.5272579, 172.6366158 -43.5270473, 172.6366145 -43.5270293, 172.6366085 -43.5268253, 172.6366092 -43.5266741, 172.6366131 -43.5265867)",2,yes,yes
194715885,Tuam Street,secondary,30,True,False,53.26,"LINESTRING (172.6413978 -43.5353121, 172.6420585 -43.5353112)",2,,
4836249,Cambridge Terrace,residential,30,False,True,193.297,"LINESTRING (172.6396589 -43.5276504, 172.6397606 -43.5276509, 172.6399002 -43.5276519, 172.6401107 -43.5276541, 172.6402272 -43.5276492, 172.6402866 -43.5276396, 172.6403755 -43.5276087, 172.6404737 -43.5275702, 172.6417972 -43.5269742)",2,yes,
"[529843972, 392044394, 124842990, 101843348, 114770271]",Manchester Street,secondary,30,False,"[False, True]",82.22500000000001,"LINESTRING (172.6396589 -43.5276504, 172.6396571 -43.5277535, 172.6396619 -43.5279325, 172.6396646 -43.5281797, 172.6396665 -43.5282723, 172.6396679 -43.5283898)",2,yes,yes
463039420,Manchester Street,secondary,30,False,False,118.842,"LINESTRING (172.6396589 -43.5276504, 172.6396562 -43.5273046, 172.6396471 -43.5271459, 172.6396351 -43.526965, 172.6396363 -43.52666, 172.6396384 -43.526582)",2,yes,
4836251,Chester Street West,residential,30,False,False,66.614,"LINESTRING (172.634421 -43.5276673, 172.6337137 -43.5276676, 172.6335967 -43.5276832)",,permit,
"[4836256, 1255161858, 1255161859]",Chester Street West,"['residential', 'living_street']",30,False,False,191.927,"LINESTRING (172.6312187 -43.527697, 172.6312997 -43.5276979, 172.6313464 -43.5276979, 172.6314056 -43.5276979, 172.6314755 -43.5276977, 172.6315347 -43.5276879, 172.6316447 -43.5276878, 172.6323547 -43.5276934, 172.6324545 -43.5276959, 172.6325821 -43.527696, 172.6326965 -43.5276962, 172.6327861 -43.5276916, 172.6328223 -43.5276909, 172.6330883 -43.5276903, 172.6334335 -43.5276906, 172.6335108 -43.5276906, 172.6335273 -43.5276906, 172.6335967 -43.5276832)",,yes,
237357953,Cranmer Square,secondary,30,True,False,125.84,"LINESTRING (172.6312187 -43.527697, 172.6312155 -43.526965, 172.6312145 -43.5268415, 172.6312107 -43.5267834, 172.6312055 -43.5267599, 172.631197 -43.5267377, 172.631187 -43.526717, 172.6311747 -43.5266982, 172.6311605 -43.5266779, 172.6310756 -43.526592)",2,,
4836251,Chester Street West,residential,30,False,True,66.614,"LINESTRING (172.6335967 -43.5276832, 172.6337137 -43.5276676, 172.634421 -43.5276673)",,permit,
"[529845536, 803907406]",Durham Street North,secondary,30,True,False,120.66,"LINESTRING (172.6335967 -43.5276832, 172.6335966 -43.527757, 172.6335963 -43.5278836, 172.6336 -43.5284425, 172.6336009 -43.5285299, 172.6336018 -43.528666, 172.6336015 -43.5287151, 172.6336007 -43.5287683)",2,yes,
"[4836256, 1255161858, 1255161859]",Chester Street West,"['residential', 'living_street']",30,False,True,191.92699999999996,"LINESTRING (172.6335967 -43.5276832, 172.6335273 -43.5276906, 172.6335108 -43.5276906, 172.6334335 -43.5276906, 172.6330883 -43.5276903, 172.6328223 -43.5276909, 172.6327861 -43.5276916, 172.6326965 -43.5276962, 172.6325821 -43.527696, 172.6324545 -43.5276959, 172.6323547 -43.5276934, 172.6316447 -43.5276878, 172.6315347 -43.5276879, 172.6314755 -43.5276977, 172.6314056 -43.5276979, 172.6313464 -43.5276979, 172.6312997 -43.5276979, 172.6312187 -43.527697)",,yes,
493360952,Durham Street North,secondary,30,True,False,121.0,"LINESTRING (172.633596 -43.5265952, 172.6335889 -43.5266971, 172.6335869 -43.5268181, 172.6335893 -43.5270742, 172.6335921 -43.527305, 172.6335957 -43.5275998, 172.6335967 -43.5276832)",2,yes,
"[1255161082, 114502604]",Kilmore Street,secondary,50,True,False,203.201,"LINESTRING (172.633596 -43.5265952, 172.6334209 -43.526595, 172.6333259 -43.5265949, 172.632312 -43.5265936, 172.6319361 -43.5265931, 172.631241 -43.5265922, 172.6310756 -43.526592)",2,yes,
"[114502608, 41655466, 1255161083, 41655467]",Colombo Street,tertiary,30,False,False,126.335,"LINESTRING (172.6366131 -43.5265867, 172.6366092 -43.5266741, 172.6366085 -43.5268253, 172.6366145 -43.5270293, 172.6366158 -43.5270473, 172.6366164 -43.5272579, 172.6366164 -43.5272699, 172.636617 -43.5273709, 172.636618 -43.5276377, 172.636621 -43.5277227)",2,yes,yes
"[337282272, 337505266, 337282271]",Kilmore Street,secondary,50,True,False,243.254,"LINESTRING (172.6366131 -43.5265867, 172.6364893 -43.5265851, 172.6360867 -43.5265898, 172.6355574 -43.5265909, 172.6354722 -43.5265911, 172.6353056 -43.5265915, 172.6347502 -43.5265927, 172.6344583 -43.5265933, 172.6337908 -43.5265948, 172.6337556 -43.5265949, 172.633596 -43.5265952)","['2', '4']",yes,
"[337265981, 147247814]",Cambridge Terrace,secondary,30,True,False,121.891,"LINESTRING (172.6328566 -43.5320362, 172.6328567 -43.5321464, 172.6328432 -43.5328884, 172.6328417 -43.5330579, 172.6328476 -43.5331322)","['2', '3']",,
"[1056154536, 1154439738]",Hereford Street,tertiary,30,False,True,63.194,"LINESTRING (172.6328566 -43.5320362, 172.6327522 -43.5320365, 172.6327159 -43.5320366, 172.6326292 -43.5320368, 172.632405 -43.5320374, 172.6320727 -43.5320383)","['2', '3']",,
"[235373640, 1056154537, 116350190, 32050447, 346180063]",Hereford Street,tertiary,30,False,"[False, True]",304.42099999999994,"LINESTRING (172.6328566 -43.5320362, 172.6329813 -43.5320361, 172.6330938 -43.532036, 172.633372 -43.5320358, 172.6334069 -43.5320358, 172.6337214 -43.5320355, 172.6337458 -43.5320355, 172.6337655 -43.5320355, 172.633853 -43.5320354, 172.6339481 -43.5320353, 172.6339974 -43.5320353, 172.6343521 -43.5320351, 172.6345597 -43.5320349, 172.6351768 -43.5320344, 172.635284 -43.5320343, 172.635311 -43.5320343, 172.6355854 -43.5320341, 172.6358453 -43.5320339, 172.6359104 -43.5320339, 172.6362105 -43.5320336, 172.6365358 -43.5320334, 172.6366328 -43.5320333)","['2', '3']",yes,yes
"[41655465, 32030577]",Armagh Street,tertiary,30,False,False,245.16500000000002,"LINESTRING (172.6366242 -43.5287623, 172.6367281 -43.5287623, 172.6384255 -43.5287622, 172.6386155 -43.5287619, 172.6387087 -43.5287618, 172.6396652 -43.5287606)",2,yes,
"[41655465, 1164963313]",Armagh Street,tertiary,30,False,True,121.793,"LINESTRING (172.6366242 -43.5287623, 172.6365142 -43.5287626, 172.6361881 -43.5287633, 172.6360998 -43.5287632, 172.6352303 -43.5287632, 172.6351135 -43.5287643)",2,yes,
"[1056154552, 41655467]",Colombo Street,tertiary,30,False,False,121.258,"LINESTRING (172.6366242 -43.5287623, 172.6366245 -43.5288495, 172.636627 -43.5296595, 172.6366273 -43.5297421, 172.6366276 -43.5298528)","['2', '3']",yes,
41655467,Colombo Street,tertiary,30,False,True,115.599,"LINESTRING (172.6366242 -43.5287623, 172.6366241 -43.5287187, 172.6366239 -43.5286606, 172.6366231 -43.5283908, 172.636621 -43.5277227)",2,yes,
337266350,Hereford Street,tertiary,50,False,False,34.157,"LINESTRING (172.6420366 -43.5320263, 172.6424603 -43.5320255)",,yes,
4891254,Latimer Square,residential,50,False,False,122.081,"LINESTRING (172.6420366 -43.5320263, 172.6420364 -43.531946, 172.6420352 -43.5315276, 172.6420335 -43.5309284)",,yes,
436531913,Hereford Street,tertiary,30,False,True,121.62299999999999,"LINESTRING (172.6420366 -43.5320263, 172.6419336 -43.5320265, 172.6416843 -43.5320269, 172.6416483 -43.5320269, 172.6411878 -43.5320278, 172.6409146 -43.5320282, 172.6406515 -43.5320292, 172.6405279 -43.5320289)",2,yes,
662322447,Gloucester Street,tertiary,30,False,False,17.252,"LINESTRING (172.6420304 -43.5298446, 172.6422444 -43.5298445)",,yes,
4891254,Latimer Square,residential,50,False,True,120.513,"LINESTRING (172.6420304 -43.5298446, 172.6420307 -43.5299361, 172.6420335 -43.5309284)",,yes,
"[436513714, 662322447]",Gloucester Street,tertiary,30,False,True,121.89699999999999,"LINESTRING (172.6420304 -43.5298446, 172.6412704 -43.5298449, 172.6409792 -43.5298468, 172.6408331 -43.5298477, 172.6405184 -43.5298483)",,yes,
392044386,Kilmore Street,secondary,50,True,False,243.91199999999998,"LINESTRING (172.6396384 -43.526582, 172.6395323 -43.5265822, 172.638643 -43.5265842, 172.6384658 -43.5265846, 172.6381628 -43.5265852, 172.6370567 -43.5265889, 172.6367281 -43.5265884, 172.6366131 -43.5265867)",2,yes,
463039420,Manchester Street,secondary,30,False,True,118.84200000000001,"LINESTRING (172.6396384 -43.526582, 172.6396363 -43.52666, 172.6396351 -43.526965, 172.6396471 -43.5271459, 172.6396562 -43.5273046, 172.6396589 -43.5276504)",2,yes,
651950549,Manchester Street,secondary,30,False,True,41.232,"LINESTRING (172.6396652 -43.5287606, 172.6396679 -43.5283898)",2,,
"[32030577, 41655465]",Armagh Street,tertiary,30,False,True,245.165,"LINESTRING (172.6396652 -43.5287606, 172.6387087 -43.5287618, 172.6386155 -43.5287619, 172.6384255 -43.5287622, 172.6367281 -43.5287623, 172.6366242 -43.5287623)",2,yes,
"[494827032, 993555376]",Manchester Street,secondary,30,False,False,120.636,"LINESTRING (172.6396652 -43.5287606, 172.6396746 -43.5290533, 172.6396772 -43.5292353, 172.6396776 -43.5294257, 172.6396793 -43.5298454)",3,,
436513714,Gloucester Street,tertiary,30,False,False,67.649,"LINESTRING (172.6396793 -43.5298454, 172.639854 -43.5298453, 172.6401658 -43.5298483, 172.6404023 -43.5298487, 172.6405184 -43.5298483)",,yes,
"[436514740, 993555374, 993555375]",Manchester Street,secondary,30,False,False,120.487,"LINESTRING (172.6396793 -43.5298454, 172.6396814 -43.5302334, 172.6396781 -43.5303899, 172.6396769 -43.5304466, 172.639681 -43.5306877, 172.6396848 -43.5309289)","['2', '4', '3']",,
"[993555376, 494827032]",Manchester Street,secondary,30,False,True,120.636,"LINESTRING (172.6396793 -43.5298454, 172.6396776 -43.5294257, 172.6396772 -43.5292353, 172.6396746 -43.5290533, 172.6396652 -43.5287606)",3,,
"[436513712, 1056154553, 1056154554]",Gloucester Street,living_street,10,False,True,246.18100000000004,"LINESTRING (172.6396793 -43.5298454, 172.6394155 -43.5298449, 172.6392708 -43.5298416, 172.6388623 -43.529844, 172.6388057 -43.5298443, 172.6387656 -43.5298465, 172.6387174 -43.5298503, 172.6385529 -43.5298633, 172.6383959 -43.5298676, 172.6383273 -43.5298672, 172.6379926 -43.5298652, 172.6378771 -43.5298597, 172.6377563 -43.5298565, 172.6376456 -43.5298544, 172.6372702 -43.5298538, 172.637043 -43.5298553, 172.6367702 -43.5298542, 172.6366276 -43.5298528)",2,yes,
"[32030592, 32030595, 328366254, 328366255, 535471224]","['Worcester Street', 'Cathedral Square']",unclassified,30,False,False,137.36399999999998,"LINESTRING (172.6396848 -43.5309289, 172.639024 -43.5309357, 172.6389187 -43.5309367, 172.6388085 -43.5309379, 172.6386195 -43.5309398, 172.6381807 -43.5309443, 172.6381199 -43.5309474, 172.6380807 -43.53095, 172.6380492 -43.5309547, 172.6380158 -43.5309617, 172.6379858 -43.5309706)","['2', '3']",yes,
"[683819894, 830501798]",Manchester Street,secondary,30,False,False,122.48200000000001,"LINESTRING (172.6396848 -43.5309289, 172.6396866 -43.531517, 172.6396871 -43.5317094, 172.6396877 -43.5318914, 172.6396878 -43.5319222, 172.6396881 -43.5320304)","['2', '3']",,
"[436514740, 993555374, 993555375]",Manchester Street,secondary,30,False,True,120.487,"LINESTRING (172.6396848 -43.5309289, 172.639681 -43.5306877, 172.6396769 -43.5304466, 172.6396781 -43.5303899, 172.6396814 -43.5302334, 172.6396793 -43.5298454)","['2', '3', '4']",,
"[1056154538, 4830778]",Worcester Street,residential,30,False,True,67.58099999999999,"LINESTRING (172.6396848 -43.5309289, 172.6398017 -43.5309291, 172.6405231 -43.5309284)",2,yes,
"[993555377, 683819893]",Manchester Street,secondary,30,False,True,118.86800000000001,"LINESTRING (172.6396881 -43.5320304, 172.6396885 -43.5321461, 172.6396886 -43.532182, 172.6396898 -43.5324908, 172.639691 -43.5328155, 172.6396908 -43.5330185, 172.6396921 -43.5330994)",4,,
"[830501798, 683819894]",Manchester Street,secondary,30,False,True,122.482,"LINESTRING (172.6396881 -43.5320304, 172.6396878 -43.5319222, 172.6396877 -43.5318914, 172.6396871 -43.5317094, 172.6396866 -43.531517, 172.6396848 -43.5309289)","['2', '3']",,
"[1015728520, 436531913]",Hereford Street,tertiary,30,False,False,67.701,"LINESTRING (172.6396881 -43.5320304, 172.6398564 -43.5320301, 172.6399241 -43.53203, 172.6399635 -43.5320299, 172.6401915 -43.5320295, 172.6404092 -43.5320291, 172.6405279 -43.5320289)","['2', '3']",yes,
