osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed,junction
737584518,residential,False,False,36.088,,,"LINESTRING (31.1730194 30.9748334, 31.1730342 30.9745091)",,,
763471810,primary,True,False,25.815,37,شارع 23 يوليو,"LINESTRING (31.1730194 30.9748334, 31.1731974 30.9748525, 31.1732856 30.974873)",,,
162113956,tertiary,False,False,126.52200000000002,,شارع محطة الدلتا,"LINESTRING (31.1679272 30.9749569, 31.1680585 30.9748744, 31.1681813 30.9747828, 31.1682002 30.9747661, 31.1682947 30.9746827, 31.168398 30.9745749, 31.1684904 30.97446, 31.1687465 30.9740786)",1,20,
763471810,primary,True,False,88.479,37,شارع 23 يوليو,"LINESTRING (31.1679272 30.9749569, 31.1680761 30.9750588, 31.1681995 30.9751048, 31.1683175 30.9751323, 31.1685107 30.9751474, 31.1687962 30.9751698)",,,
739796286,tertiary,False,False,41.948,,شارع كوبرى الدلتا,"LINESTRING (31.1666025 30.9757568, 31.1669317 30.9755065)",,,
762662872,tertiary,False,True,85.134,,شارع سعد زغلول,"LINESTRING (31.1666025 30.9757568, 31.1661438 30.9750999)",,,
739796286,tertiary,False,True,92.96199999999999,,شارع كوبرى الدلتا,"LINESTRING (31.1666025 30.9757568, 31.166457 30.9758681, 31.1663215 30.9759884, 31.1661968 30.976117, 31.1660837 30.9762532, 31.1659827 30.9763962)",,,
762662872,tertiary,False,False,32.962999999999994,,شارع سعد زغلول,"LINESTRING (31.1666025 30.9757568, 31.1666371 30.9758981, 31.1666633 30.9760485)",,,
305428117,primary,True,False,38.231,37,شارع 23 يوليو,"LINESTRING (31.1660609 30.9683353, 31.1658605 30.9680375)",,,
455431043,primary_link,True,False,22.361,,,"LINESTRING (31.1660609 30.9683353, 31.1660875 30.9682984, 31.1661199 30.9682704, 31.1661602 30.9682515, 31.1662051 30.968243, 31.166251 30.9682458)",,,
305428117,primary,True,False,72.682,37,شارع 23 يوليو,"LINESTRING (31.1674767 30.9747649, 31.1672325 30.9741457)",,,
162113956,tertiary,False,True,15.821,,شارع محطة الدلتا,"LINESTRING (31.1710694 30.970319, 31.1709979 30.9704474)",1,20,
