osmid,highway,oneway,reversed,length,bridge,geometry,name,junction,lanes,maxspeed
"[399397402, 743294862, 743294863]",unclassified,False,"[False, True]",25.034,yes,"LINESTRING (30.6390606 31.1001166, 30.6390915 31.1001522, 30.6391423 31.100199, 30.6392108 31.1003001)",,,,
800753347,residential,False,False,44.507,,"LINESTRING (30.641439 31.1073571, 30.6412393 31.107719)",,,,
800753347,residential,False,True,10.64,,"LINESTRING (30.641439 31.1073571, 30.6414812 31.1072685)",,,,
800753370,tertiary,False,True,98.005,,"LINESTRING (30.641439 31.1073571, 30.6422789 31.1078667)",شارع متولي الشعراوى,,,
208503018,residential,False,False,49.342,,"LINESTRING (30.6422789 31.1078667, 30.642442 31.1074455)",شارع بورسعيد,,,
800753370,tertiary,False,False,98.005,,"LINESTRING (30.6422789 31.1078667, 30.641439 31.1073571)",شارع متولي الشعراوى,,,
800753370,tertiary,False,True,29.379,,"LINESTRING (30.6422789 31.1078667, 30.6424785 31.1080682)",شارع متولي الشعراوى,,,
172162856,tertiary,False,False,19.744,,"LINESTRING (30.640495 31.1068842, 30.6403213 31.1067872)",شارع احمد محمود,,,
172162856,tertiary,False,True,60.92,,"LINESTRING (30.640495 31.1068842, 30.641075 31.1071156)",شارع احمد محمود,,,
800753362,residential,False,False,82.80799999999999,,"LINESTRING (30.640495 31.1068842, 30.6408678 31.1064135, 30.6409706 31.1062611)",حارة منصور,,,
208503008,residential,False,True,24.953,,"LINESTRING (30.6441011 31.1037678, 30.6439382 31.1039436)",شارع السوق,,,
208503008,residential,False,False,27.208,,"LINESTRING (30.6441011 31.1037678, 30.644118 31.103738, 30.644132 31.1037075, 30.64418 31.1035335)",شارع السوق,,,
743368048,residential,False,True,138.637,,"LINESTRING (30.6441011 31.1037678, 30.6436184 31.1035852, 30.6435788 31.1035686, 30.6435616 31.1035582, 30.6435477 31.103547, 30.6435446 31.1035443, 30.6435431 31.1035413, 30.6435424 31.1035369, 30.6435418 31.1035313, 30.6435415 31.1035211, 30.643542 31.1034916, 30.643544 31.1034704, 30.643544 31.1034451, 30.6435431 31.1034404, 30.6435406 31.1034354, 30.6435376 31.1034312, 30.6435353 31.1034291, 30.6435322 31.1034271, 30.6435165 31.1034199, 30.6434944 31.1034095, 30.6434918 31.1034082, 30.6434904 31.1034067, 30.643489 31.1034052, 30.6434885 31.1034042, 30.6434883 31.1033952, 30.6434923 31.1033602, 30.6435379 31.1031672, 30.6435594 31.1030432, 30.6435513 31.1030065, 30.6435084 31.1029858, 30.6433958 31.1029376)",,,,
235955488,residential,False,False,28.012,,"LINESTRING (30.6448522 31.1029767, 30.6451459 31.1029916)",,,,
235955488,residential,False,True,25.431,,"LINESTRING (30.6448522 31.1029767, 30.6445874 31.1029467)",,,,
398835153,living_street,False,False,69.643,,"LINESTRING (30.6448522 31.1029767, 30.6447759 31.1035996)",,,,
398100793,living_street,False,False,27.303,,"LINESTRING (30.6444794 31.1019742, 30.644748 31.1020602)",,,,
800753383,residential,False,False,13.625,,"LINESTRING (30.6444794 31.1019742, 30.6445255 31.1018582)",شارع المدافن,,,
800753383,residential,False,True,20.225,,"LINESTRING (30.6444794 31.1019742, 30.6444149 31.1021475)",شارع المدافن,,,
800753383,residential,False,False,19.031,,"LINESTRING (30.6447101 31.1014977, 30.6447992 31.1013445)",شارع المدافن,,,
800753383,residential,False,True,4.831,,"LINESTRING (30.6447101 31.1014977, 30.6446895 31.1015374)",شارع المدافن,,,
743286412,residential,False,True,19.875,,"LINESTRING (30.6447101 31.1014977, 30.644753 31.1015297, 30.6448447 31.1015932, 30.644868 31.1016143)",,,,
235955484,residential,False,False,150.134,,"LINESTRING (30.642056 31.1023693, 30.6425393 31.1010841)",,,,
235955488,residential,False,False,24.815,,"LINESTRING (30.642056 31.1023693, 30.6423085 31.1024246)",,,,
235955488,residential,False,True,76.07,,"LINESTRING (30.642056 31.1023693, 30.6414904 31.1022973, 30.6412643 31.1022786)",,,,
743330739,residential,False,False,33.751,,"LINESTRING (30.6460833 31.1036059, 30.6458734 31.1038505)",,,,
235955488,residential,False,False,37.661,,"LINESTRING (30.6460833 31.1036059, 30.646145 31.1036312, 30.6462067 31.1036369, 30.646259 31.1036358, 30.64631 31.103622, 30.6463435 31.1035921, 30.646369 31.1035543, 30.6464036 31.1035124)",,,,
235955488,residential,False,True,42.419000000000004,,"LINESTRING (30.6460833 31.1036059, 30.6460216 31.1035656, 30.6459774 31.1035082, 30.6459559 31.1034602, 30.6459291 31.1034015, 30.645905 31.1033636, 30.6458875 31.1033359, 30.6458445 31.1032921)",,,,
208503008,residential,False,False,40.892,,"LINESTRING (30.6429156 31.1053706, 30.6430624 31.105025)",شارع السوق,,,
208503008,residential,False,True,51.338,,"LINESTRING (30.6429156 31.1053706, 30.6426004 31.1057452)",شارع السوق,,,
235955500,residential,False,True,49.563,,"LINESTRING (30.6429156 31.1053706, 30.6432617 31.1055454, 30.6433176 31.1055626, 30.6433755 31.1055738)",شارع العمرى,,,
398835139,residential,False,False,25.389,,"LINESTRING (30.646711 31.1031777, 30.6468786 31.1030001)",,,,
235955488,residential,False,False,63.324,,"LINESTRING (30.646711 31.1031777, 30.6469202 31.1033395, 30.6471773 31.1035828)",,,,
235955488,residential,False,True,47.355999999999995,,"LINESTRING (30.646711 31.1031777, 30.6466037 31.1032982, 30.646491 31.1034142, 30.6464036 31.1035124)",,,,
743286412,residential,False,False,30.752000000000002,,"LINESTRING (30.646711 31.1031777, 30.6466578 31.1031473, 30.6465291 31.1030503, 30.6464675 31.102997)",,,,
235955488,residential,False,False,27.047,,"LINESTRING (30.6430733 31.1025888, 30.6433455 31.1026584)",,,,
235955488,residential,False,True,27.861,,"LINESTRING (30.6430733 31.1025888, 30.6427945 31.1025127)",,,,
398835161,residential,False,False,89.64,,"LINESTRING (30.6430733 31.1025888, 30.643366 31.1018226)",,,,
208503018,residential,False,False,49.934,,"LINESTRING (30.6463736 31.1047502, 30.6466942 31.1043948)",شارع بورسعيد,,,
235955502,residential,False,False,25.233,,"LINESTRING (30.6463736 31.1047502, 30.6465251 31.1049364)",شارع المعهد الديني,,,
