osmid,ref,name,highway,oneway,reversed,length,geometry,junction
33403214,B14,Kwanza-Kapenguria Road,trunk,False,False,47.709,"LINESTRING (35.0022575 1.0190205, 35.002505 1.01867)",
675441046,,,unclassified,False,False,31.32,"LINESTRING (35.0022575 1.0190205, 35.0020294 1.0188552)",
33403214,B14,Kwanza-Kapenguria Road,trunk,False,True,155.912,"LINESTRING (35.0022575 1.0190205, 35.001917 1.0195303, 35.0014839 1.02019)",
171792933,,,tertiary,True,False,12.173,"LINESTRING (35.0017728 1.0171804, 35.0017533 1.0171703, 35.0017319 1.0171659, 35.0017101 1.0171675, 35.0016895 1.0171749, 35.0016717 1.0171877)",roundabout
258902713,,Kenyatta Street,unclassified,False,True,171.662,"LINESTRING (35.0017728 1.0171804, 35.0022052 1.0166133, 35.0026882 1.0159374)",
199400160,,,residential,False,True,51.469,"LINESTRING (35.0039475 1.0140798, 35.0040559 1.0136298)",
258902713,,Kenyatta Street,unclassified,False,False,184.257,"LINESTRING (35.0039475 1.0140798, 35.003026 1.0154571)",
258902698,,Mak Asembo Street,unclassified,False,True,99.036,"LINESTRING (35.0039475 1.0140798, 35.0037678 1.0140138, 35.00355 1.0138818, 35.0031845 1.0136286)",
171792935,,Moi Avenue,unclassified,False,True,421.954,"LINESTRING (35.0010301 1.0167509, 35.0011499 1.0166098, 35.0016482 1.0158896, 35.0021162 1.0151663, 35.0025914 1.0144738, 35.0026349 1.0144076, 35.0030592 1.0137967, 35.0031845 1.0136286)",
258902688,D286,Mt. Elgon Road,tertiary,False,False,86.868,"LINESTRING (35.0010301 1.0167509, 35.0011672 1.0168129, 35.0013909 1.0169457, 35.0016717 1.0171877)",
258902688,D286,Mt. Elgon Road,tertiary,False,True,196.52100000000002,"LINESTRING (35.0010301 1.0167509, 35.0008323 1.0167234, 35.0005755 1.0167047, 35.0001223 1.0166542, 34.9997615 1.0166224, 34.9992708 1.0165835)",
171792925,,Mt. Elgon Road,tertiary,False,False,137.02,"LINESTRING (35.0017568 1.017319, 35.001984 1.0178735, 35.0021384 1.0182487, 35.0022312 1.0184562)",
171792933,,,tertiary,True,False,18.852000000000004,"LINESTRING (35.0017568 1.017319, 35.0017752 1.0173084, 35.0017901 1.0172934, 35.0018006 1.0172749, 35.0018058 1.0172544, 35.0018054 1.0172332, 35.0017994 1.0172129, 35.0017882 1.0171948, 35.0017728 1.0171804)",roundabout
33403214,B14,Kwanza-Kapenguria Road,trunk,False,True,47.709,"LINESTRING (35.002505 1.01867, 35.0022575 1.0190205)",
33403214,B14,Kwanza-Kapenguria Road,trunk,False,False,363.03000000000003,"LINESTRING (35.002505 1.01867, 35.0027204 1.0183825, 35.0029644 1.0180312, 35.003196 1.0177061, 35.0034539 1.0173297, 35.003614 1.0171048, 35.0038254 1.0168083, 35.0040615 1.0164556, 35.0043793 1.015997)",
171792925,,Mt. Elgon Road,tertiary,False,True,38.629,"LINESTRING (35.002505 1.01867, 35.0024025 1.0185863, 35.0022312 1.0184562)",
