osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction
40478817,Nyerere Road,tertiary,False,True,61.043,"LINESTRING (36.8136697 -1.2871636, 36.8138585 -1.2866481)",,,,
40478817,Nyerere Road,tertiary,False,False,460.93600000000004,"LINESTRING (36.8141123 -1.2823981, 36.8141019 -1.2824904, 36.8141418 -1.2828875, 36.8141489 -1.2829583, 36.8141588 -1.2830491, 36.8141703 -1.2831554, 36.8141958 -1.2834356, 36.8141844 -1.2837004, 36.8141771 -1.2839009, 36.8141718 -1.2839568, 36.8141234 -1.2844707, 36.8141159 -1.2846378, 36.8141077 -1.2847547, 36.8140778 -1.2851826, 36.8140134 -1.2860515, 36.813992 -1.2862995, 36.8139477 -1.2864604, 36.8139159 -1.286516)",,,,
680354995,Nyerere Road,tertiary,True,False,12.647,"LINESTRING (36.8141123 -1.2823981, 36.814116 -1.2823422, 36.8141244 -1.2822851)",,,,
40478817,Nyerere Road,tertiary,False,False,61.043,"LINESTRING (36.8138585 -1.2866481, 36.8136697 -1.2871636)",,,,
40478817,Nyerere Road,tertiary,False,True,16.015,"LINESTRING (36.8138585 -1.2866481, 36.8139159 -1.286516)",,,,
680342277,Mamlaka Road,residential,False,False,23.485,"LINESTRING (36.8138585 -1.2866481, 36.8138055 -1.2865737, 36.8137532 -1.2865066, 36.8137458 -1.2864726)",,,,
679406616,Mamlaka Road,residential,False,False,150.55499999999998,"LINESTRING (36.8137458 -1.2864726, 36.81365 -1.2863799, 36.8135923 -1.2863142, 36.8134113 -1.2860796, 36.8133348 -1.2859509, 36.8133006 -1.2858845, 36.8132289 -1.2857324, 36.8131881 -1.2856429, 36.8131518 -1.2855634, 36.8131236 -1.2854897, 36.8130874 -1.2854313, 36.8130458 -1.2853717, 36.8130216 -1.2853419)",,,,
680342277,Mamlaka Road,residential,False,True,23.485,"LINESTRING (36.8137458 -1.2864726, 36.8137532 -1.2865066, 36.8138055 -1.2865737, 36.8138585 -1.2866481)",,,,
680342278,Mamlaka Road,residential,False,True,19.584,"LINESTRING (36.8137458 -1.2864726, 36.8137861 -1.2864765, 36.8139159 -1.286516)",,,,
4741911,Kenyatta Avenue,secondary,True,False,16.953,"LINESTRING (36.821619 -1.2844448, 36.8214855 -1.2845185)",2,UCB7-Nairobi_R,,
700769847,Wabera Street,tertiary,True,False,15.156,"LINESTRING (36.821619 -1.2844448, 36.8216901 -1.2845611)",,,,
4741913,Utalii Lane,living_street,True,False,157.31900000000002,"LINESTRING (36.8160302 -1.2835777, 36.8160938 -1.2836102, 36.8161257 -1.2836113, 36.8166149 -1.2834068, 36.8166842 -1.2833772, 36.8167932 -1.2833218, 36.8173047 -1.2830402)",1,,50,
4741915,Uhuru Highway,trunk,True,False,214.363,"LINESTRING (36.8160302 -1.2835777, 36.8167716 -1.2850916, 36.8168727 -1.2853117)",3,A8,,
25692690,Loita Street,living_street,False,False,205.192,"LINESTRING (36.8173047 -1.2830402, 36.8175787 -1.28363, 36.81763 -1.2837436, 36.8176903 -1.283877, 36.8179105 -1.2843259, 36.8179922 -1.2844814, 36.8181077 -1.2847013)",,,,
25692690,Loita Street,living_street,False,True,138.596,"LINESTRING (36.8173047 -1.2830402, 36.8169288 -1.2822478, 36.8168728 -1.2821419, 36.8167628 -1.2819178)",,,,
44635131,Koinange Lane,living_street,False,False,101.163,"LINESTRING (36.8173047 -1.2830402, 36.8177075 -1.2828326, 36.8181069 -1.2826109)",,,,
180750385,University Way,tertiary,True,False,68.923,"LINESTRING (36.8149206 -1.281943, 36.8147633 -1.2819998, 36.8145418 -1.2820947, 36.8143469 -1.2821775)",2,,,
1153349815,University Way Round About,trunk,True,False,32.461,"LINESTRING (36.8149206 -1.281943, 36.8148675 -1.2819187, 36.8148229 -1.2818811, 36.8147899 -1.2818329, 36.8147711 -1.2817776, 36.8147678 -1.2817193)",,A8,,roundabout
1158813840,University Way Round About,trunk,True,False,36.997,"LINESTRING (36.8147838 -1.281653, 36.8148227 -1.2815915, 36.8148797 -1.2815465, 36.8149485 -1.2815229, 36.8150628 -1.2815319)",,A8,,roundabout
