osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction
656446312,False,Muliro Street,residential,60,False,9.202,,,"LINESTRING (35.2721241 0.5188743, 35.2721523 0.5189521)",
656446312,False,Muliro Street,residential,60,True,44.324,,,"LINESTRING (35.2721241 0.5188743, 35.2719958 0.5184969)",
22047922,True,Eldoret -Webuye - Malaba Road,trunk,110,False,204.72299999999998,2,A8,"LINESTRING (35.2721241 0.5188743, 35.2716955 0.5189958, 35.2703527 0.5193764)",
169498237,False,Market Street,residential,60,False,53.71,,,"LINESTRING (35.2737718 0.5164741, 35.2733074 0.516607)",
656464563,False,Oloo Street,tertiary,60,False,34.362,,,"LINESTRING (35.2737718 0.5164741, 35.2738547 0.5167718)",
169498251,False,Station Road,residential,,False,56.862,,,"LINESTRING (35.2732691 0.5230005, 35.2727755 0.5231342)",
169498251,False,Station Road,residential,,True,57.951,,,"LINESTRING (35.2732691 0.5230005, 35.2737771 0.522884)",
656446312,False,Muliro Street,residential,60,True,239.134,,,"LINESTRING (35.2732691 0.5230005, 35.2727488 0.5209138)",
656464563,False,Oloo Street,tertiary,60,False,32.919,,,"LINESTRING (35.2738547 0.5167718, 35.2739245 0.5170595)",
656464563,False,Oloo Street,tertiary,60,True,34.362,,,"LINESTRING (35.2738547 0.5167718, 35.2737718 0.5164741)",
676050798,False,Elijah Cheriyot Street,residential,,True,61.985,1,,"LINESTRING (35.2738547 0.5167718, 35.274393 0.5166269)",
169498240,True,Moi Street,residential,,False,184.204,,,"LINESTRING (35.2684771 0.5190972, 35.270073 0.5186527)",
169498241,True,,residential,,False,10.596,,,"LINESTRING (35.2684771 0.5190972, 35.2684806 0.5190758, 35.2684766 0.5190545, 35.2684655 0.5190358, 35.2684409 0.5190183)",roundabout
261193753,False,Sosian Street,residential,60,True,200.507,,,"LINESTRING (35.2716548 0.5172938, 35.2699164 0.5177731)",
656446312,False,Muliro Street,residential,60,False,43.478,,,"LINESTRING (35.2716548 0.5172938, 35.2717563 0.5176714)",
"[656446312, 169498237]",False,"['Market Street', 'Muliro Street']",residential,60,True,191.774,,,"LINESTRING (35.2716548 0.5172938, 35.2716126 0.5171172, 35.2716266 0.5170813, 35.2716587 0.5170558, 35.2716936 0.5170438, 35.2717618 0.5170214, 35.2722434 0.5168923, 35.2730705 0.5166705)",
169498234,True,Moi Street,residential,,False,185.68,,,"LINESTRING (35.2700523 0.5185801, 35.2684409 0.5190183)",
169498242,True,,residential,,False,8.756,,,"LINESTRING (35.2700523 0.5185801, 35.2700503 0.5186063, 35.2700575 0.5186315, 35.270073 0.5186527)",roundabout
169498242,True,,residential,,False,9.054,,,"LINESTRING (35.270073 0.5186527, 35.2700957 0.5186675, 35.2701223 0.5186732, 35.2701491 0.518669)",roundabout
676036910,False,Kenyatta Street,residential,60,True,165.709,1,,"LINESTRING (35.2753817 0.517953, 35.2749754 0.5165192)",
16082571,True,Malaba Road,trunk,,False,124.719,,A8,"LINESTRING (35.2753817 0.517953, 35.2748088 0.5181185, 35.2743041 0.5182643)",
169498239,False,Dharma Road,residential,,False,43.792,,,"LINESTRING (35.2699164 0.5177731, 35.2697933 0.517399)",
169498239,False,Dharma Road,residential,,True,42.592,,,"LINESTRING (35.2699164 0.5177731, 35.2700048 0.5181458)",
261193753,False,Sosian Street,residential,60,False,200.507,,,"LINESTRING (35.2699164 0.5177731, 35.2716548 0.5172938)",
261193753,False,Sosian Street,residential,60,True,156.247,,,"LINESTRING (35.2699164 0.5177731, 35.2685645 0.5181565)",
656446312,False,Muliro Street,residential,60,False,38.311,,,"LINESTRING (35.2718888 0.5181694, 35.2719958 0.5184969)",
656446312,False,Muliro Street,residential,60,True,13.612,,,"LINESTRING (35.2718888 0.5181694, 35.2718555 0.5180516)",
169498255,False,Sixty Four Street,residential,60,False,219.618,,,"LINESTRING (35.2691874 0.521876, 35.2672835 0.5224017)",
169498255,False,Sixty Four Street,residential,60,True,124.159,,,"LINESTRING (35.2691874 0.521876, 35.2702623 0.5215736)",
169498257,False,,residential,,False,126.036,,,"LINESTRING (35.2691874 0.521876, 35.269057 0.5213205, 35.2688861 0.5207842)",
169498253,False,Kago Street,residential,,False,44.384,,,"LINESTRING (35.2683982 0.5190173, 35.2682889 0.5186334)",
169498241,True,,residential,,False,11.177,,,"LINESTRING (35.2683982 0.5190173, 35.2683858 0.519023, 35.2683694 0.5190372, 35.2683589 0.5190562, 35.2683555 0.5190777, 35.2683597 0.519099)",roundabout
169498242,True,,residential,,False,11.409,,,"LINESTRING (35.2701928 0.5186281, 35.2701987 0.5186032, 35.2701957 0.5185777, 35.2701843 0.5185547, 35.2701658 0.5185369)",roundabout
169498254,True,Moi Street,residential,,False,195.358,,,"LINESTRING (35.2701928 0.5186281, 35.2715067 0.5182772, 35.2718888 0.5181694)",
169498242,True,,residential,,False,6.957,,,"LINESTRING (35.2701658 0.5185369, 35.2701312 0.5185247, 35.2701054 0.5185268)",roundabout
169498236,False,Utalii Street,residential,60,True,122.311,,,"LINESTRING (35.2746828 0.5197835, 35.2757393 0.5194772)",
676036904,False,Oloo Street,tertiary,,False,60.391,,,"LINESTRING (35.2746828 0.5197835, 35.2748256 0.5203075)",
676036904,False,Oloo Street,tertiary,,True,146.965,,,"LINESTRING (35.2746828 0.5197835, 35.2743168 0.5185135)",
169498253,False,Kago Street,residential,,True,42.719,,,"LINESTRING (35.2681837 0.5182639, 35.2682889 0.5186334)",
261193753,False,Sosian Street,residential,60,False,43.993,,,"LINESTRING (35.2681837 0.5182639, 35.2685645 0.5181565)",
169498239,False,Dharma Road,residential,,False,43.817,,,"LINESTRING (35.2701054 0.5185268, 35.2700048 0.5181458)",
169498242,True,,residential,,False,8.719000000000001,,,"LINESTRING (35.2701054 0.5185268, 35.2700818 0.5185378, 35.2700633 0.5185563, 35.2700523 0.5185801)",roundabout
169498255,False,Sixty Four Street,residential,60,False,209.719,,,"LINESTRING (35.2727488 0.5209138, 35.2709229 0.5213866)",
656446312,False,Muliro Street,residential,60,False,239.134,,,"LINESTRING (35.2727488 0.5209138, 35.2732691 0.5230005)",
656446312,False,Muliro Street,residential,60,True,125.883,,,"LINESTRING (35.2727488 0.5209138, 35.2724287 0.5198279)",
169498255,False,Sixty Four Street,residential,60,True,240.56099999999998,,,"LINESTRING (35.2727488 0.5209138, 35.2738377 0.5205959, 35.2748256 0.5203075)",
169498241,True,,residential,,False,8.236,,,"LINESTRING (35.2684207 0.5191391, 35.2684419 0.5191344, 35.2684665 0.5191162, 35.2684771 0.5190972)",roundabout
331247527,False,Kago Street,residential,60,True,84.021,,,"LINESTRING (35.2684207 0.5191391, 35.2684787 0.5193153, 35.268631 0.5198647)",
169499519,False,Sirikwa Road,residential,60,False,209.074,,,"LINESTRING (35.2706185 0.5203366, 35.2724287 0.5198279)",
169499519,False,Sirikwa Road,residential,60,True,198.952,,,"LINESTRING (35.2706185 0.5203366, 35.2688861 0.5207842)",
656446311,False,,residential,,False,121.562,,,"LINESTRING (35.2706185 0.5203366, 35.2709229 0.5213866)",
656446311,False,,residential,,True,60.003,,,"LINESTRING (35.2706185 0.5203366, 35.270488 0.519813)",
169498247,False,,residential,,True,91.476,,,"LINESTRING (35.2676445 0.5161021, 35.2677716 0.5161727, 35.2678614 0.5162371, 35.2679506 0.5163048, 35.2680083 0.5163746, 35.2680579 0.516447, 35.2681263 0.5166508, 35.2681453 0.5167093)",
169498255,False,Sixty Four Street,residential,60,False,76.339,,,"LINESTRING (35.2709229 0.5213866, 35.2702623 0.5215736)",
169498255,False,Sixty Four Street,residential,60,True,209.719,,,"LINESTRING (35.2709229 0.5213866, 35.2727488 0.5209138)",
656446311,False,,residential,,True,121.562,,,"LINESTRING (35.2709229 0.5213866, 35.2706185 0.5203366)",
656446312,False,Muliro Street,residential,60,False,13.612,,,"LINESTRING (35.2718555 0.5180516, 35.2718888 0.5181694)",
