osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes
101376028,residential,False,True,169.631,"LINESTRING (37.648163 0.0494009, 37.6481442 0.0493486, 37.6481456 0.0492963, 37.6481751 0.0492132, 37.6481992 0.0491407, 37.648214 0.049071, 37.6482072 0.0489852, 37.6480517 0.048658, 37.6481466 0.0484052, 37.6482364 0.0482622, 37.648344 0.048143, 37.648454 0.0480665)",,,,
654702449,primary,False,False,316.85999999999996,"LINESTRING (37.648163 0.0494009, 37.6487209 0.0490348, 37.6490696 0.0487706, 37.6493002 0.0486177, 37.6495001 0.0484595, 37.649779 0.0482851, 37.6500365 0.0481135, 37.6502672 0.0479767, 37.6504093 0.0479177, 37.6505542 0.0478694)",B6,Meru-Nairobi Highway,,
"[654702449, 33196969]",primary,False,True,302.788,"LINESTRING (37.648163 0.0494009, 37.6474348 0.0499186, 37.6472296 0.0500594, 37.6470177 0.0502016, 37.6464598 0.0505717, 37.6462036 0.0507514, 37.6459247 0.0509512)",B6,"['Embu-Meru Highway', 'Meru-Nairobi Highway']",,
101376990,unclassified,False,False,521.6650000000001,"LINESTRING (37.6488604 0.0505811, 37.6486136 0.0507997, 37.6484419 0.0509653, 37.64823 0.0511571, 37.6480027 0.0513844, 37.6477694 0.0516453, 37.6476145 0.0518256, 37.6474482 0.0519705, 37.6473235 0.0521073, 37.6472095 0.0522615, 37.6470204 0.0525378, 37.6469359 0.0526933, 37.6468769 0.0528221, 37.6468487 0.0529012, 37.6468353 0.052932, 37.6467441 0.053042, 37.6466127 0.0531828, 37.6464705 0.053388, 37.6463968 0.0535543, 37.6463632 0.0536428, 37.6463471 0.0537434, 37.6463149 0.0539754, 37.6463002 0.0541015, 37.6462747 0.0542383, 37.6462616 0.0542648, 37.6462388 0.0542902, 37.646209 0.0543023)",,,,
101376999,unclassified,False,False,292.056,"LINESTRING (37.6488604 0.0505811, 37.648906 0.0506522, 37.6489569 0.0507125, 37.64902 0.0507528, 37.6490991 0.0507876, 37.6493123 0.0508131, 37.6494987 0.0508493, 37.6496476 0.0508949, 37.6497442 0.0509365, 37.6498488 0.0509942, 37.6499681 0.05108, 37.6501009 0.0511859, 37.6502243 0.051249, 37.6503597 0.0512516, 37.6504818 0.0512476, 37.650703 0.0512436, 37.6509753 0.0512168, 37.6512784 0.0511564)",,,40,
"[101377013, 101376999]",unclassified,False,"[False, True]",316.31199999999995,"LINESTRING (37.6488604 0.0505811, 37.6490441 0.0503518, 37.649264 0.0500795, 37.649496 0.0498126, 37.6497482 0.0495793, 37.6501022 0.0492749, 37.6502039 0.0491834, 37.6504005 0.0489608, 37.6505151 0.0487967, 37.6505743 0.0485974, 37.6506029 0.0484046)",,,40,
101377013,unclassified,False,True,59.785000000000004,"LINESTRING (37.6505542 0.0478694, 37.6505874 0.0481578, 37.6505973 0.0482668, 37.6506029 0.0484046)",,,,
654702449,primary,False,False,180.99099999999999,"LINESTRING (37.6505542 0.0478694, 37.6508465 0.0478131, 37.6512824 0.0477809, 37.6517773 0.0477487, 37.6521742 0.0477407)",B6,Meru-Nairobi Highway,,
654702449,primary,False,True,316.86,"LINESTRING (37.6505542 0.0478694, 37.6504093 0.0479177, 37.6502672 0.0479767, 37.6500365 0.0481135, 37.649779 0.0482851, 37.6495001 0.0484595, 37.6493002 0.0486177, 37.6490696 0.0487706, 37.6487209 0.0490348, 37.648163 0.0494009)",B6,Meru-Nairobi Highway,,
"[33196969, 654702449]",primary,False,False,302.788,"LINESTRING (37.6459247 0.0509512, 37.6462036 0.0507514, 37.6464598 0.0505717, 37.6470177 0.0502016, 37.6472296 0.0500594, 37.6474348 0.0499186, 37.648163 0.0494009)",B6,"['Embu-Meru Highway', 'Meru-Nairobi Highway']",,
1180543330,unclassified,False,True,52.144,"LINESTRING (37.6459247 0.0509512, 37.6457879 0.0507273, 37.6456793 0.0505516)",,,,
1180543330,unclassified,False,False,23.848,"LINESTRING (37.6455197 0.0504094, 37.6455975 0.0504671, 37.6456793 0.0505516)",,,,
