osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge
92424093,False,Miloša Obilića,secondary,50,True,48.01,"LINESTRING (19.2128323 44.7607908, 19.2131039 44.7604045)",,,
217614286,False,Solunska,residential,,True,23.183,"LINESTRING (19.2128323 44.7607908, 19.2125591 44.7607144)",,,
33526984,True,Nušićeva,residential,,False,52.908,"LINESTRING (19.2140571 44.7542442, 19.2142976 44.7538001)",,,
211929787,False,,residential,,True,54.082,"LINESTRING (19.2140571 44.7542442, 19.2139469 44.7542115, 19.2137538 44.7541582, 19.2134034 44.7541051)",,,
33526984,True,Nušićeva,residential,,False,61.658,"LINESTRING (19.2141334 44.7547898, 19.2140922 44.7546332, 19.2140276 44.7544246, 19.2140571 44.7542442)",,,
544831701,False,Nušićeva,residential,,True,42.286,"LINESTRING (19.213704 44.7557748, 19.214224 44.7558657)",,,
33526984,True,Nušićeva,residential,,False,115.0,"LINESTRING (19.213704 44.7557748, 19.2138383 44.7554914, 19.2140261 44.7551234, 19.2141062 44.7549483, 19.2141334 44.7547898)",,,
211929783,False,Nušićeva,residential,,False,49.836,"LINESTRING (19.213704 44.7557748, 19.2136224 44.7559276, 19.2135278 44.7560771, 19.2134255 44.7561737)",,,
33526986,True,Save Kovačevića,residential,,False,70.999,"LINESTRING (19.2149679 44.7550271, 19.2148951 44.7550108, 19.2141334 44.7547898)",,,
"[92436171, 544151533]",True,Nušićeva,residential,,False,110.296,"LINESTRING (19.2149679 44.7550271, 19.2146769 44.7553562, 19.2146659 44.7553719, 19.2143615 44.7557263, 19.214287 44.7558127, 19.214224 44.7558657)",,,
211452285,False,27. marta,tertiary,,False,4.752,"LINESTRING (19.2133261 44.7534195, 19.2132777 44.7533941)",,,
211452285,False,27. marta,tertiary,,True,87.81599999999999,"LINESTRING (19.2133261 44.7534195, 19.2137697 44.7536208, 19.2141019 44.7537422, 19.2142108 44.7537726, 19.2142976 44.7538001)",,,
33640273,False,Kozaračka,residential,,False,67.133,"LINESTRING (19.2151549 44.7540614, 19.2154889 44.7535062)",,,
211452285,False,27. marta,tertiary,,False,73.669,"LINESTRING (19.2151549 44.7540614, 19.2151079 44.7540469, 19.2145357 44.7538704, 19.2142976 44.7538001)",,,
211452285,False,27. marta,tertiary,,True,122.862,"LINESTRING (19.2151549 44.7540614, 19.2153969 44.7541414, 19.2161882 44.7543867, 19.216576 44.7545112)",,,
33640273,False,Kozaračka,residential,,False,70.646,"LINESTRING (19.2154889 44.7535062, 19.2158477 44.7529242)",,,
33640273,False,Kozaračka,residential,,True,67.133,"LINESTRING (19.2154889 44.7535062, 19.2151549 44.7540614)",,,
33640277,False,Jovana Cvijića,living_street,,False,123.625,"LINESTRING (19.2154889 44.7535062, 19.2140542 44.7530612)",,,
33640273,False,Kozaračka,residential,,True,70.646,"LINESTRING (19.2158477 44.7529242, 19.2154889 44.7535062)",,,
33640275,False,Kadinjačka,residential,,False,124.968,"LINESTRING (19.2158477 44.7529242, 19.2143588 44.7525433)",,,
33640273,False,Kozaračka,residential,,False,39.121,"LINESTRING (19.2158477 44.7529242, 19.2159707 44.752691, 19.2160112 44.7525923)",,,
33640273,False,Kozaračka,residential,,False,15.48,"LINESTRING (19.2160112 44.7525923, 19.2160537 44.7524564)",,,
33640273,False,Kozaračka,residential,,True,39.121,"LINESTRING (19.2160112 44.7525923, 19.2159707 44.752691, 19.2158477 44.7529242)",,,
33640279,False,Đure Jakšića,residential,,False,125.39199999999998,"LINESTRING (19.2160112 44.7525923, 19.2162791 44.7527012, 19.2164781 44.7527773, 19.2167738 44.7528833, 19.2169015 44.7529334, 19.2170424 44.7529788, 19.2171892 44.7530159, 19.2172678 44.7530269, 19.217349 44.7530315, 19.217453 44.753031)",,,
33640273,False,Kozaračka,residential,,True,15.48,"LINESTRING (19.2160537 44.7524564, 19.2160112 44.7525923)",,,
"[33640274, 33640276]",False,Savska,residential,,False,181.074,"LINESTRING (19.2160537 44.7524564, 19.2145935 44.7520546, 19.2143588 44.7525433)",,,
33640275,False,Kadinjačka,residential,,False,17.421,"LINESTRING (19.2143588 44.7525433, 19.2141502 44.7524923)",,,
33640275,False,Kadinjačka,residential,,True,124.968,"LINESTRING (19.2143588 44.7525433, 19.2158477 44.7529242)",,,
"[33640274, 33640276]",False,Savska,residential,,True,181.074,"LINESTRING (19.2143588 44.7525433, 19.2145935 44.7520546, 19.2160537 44.7524564)",,,
33640275,False,Kadinjačka,residential,,True,17.421,"LINESTRING (19.2141502 44.7524923, 19.2143588 44.7525433)",,,
33640277,False,Jovana Cvijića,living_street,,True,123.625,"LINESTRING (19.2140542 44.7530612, 19.2154889 44.7535062)",,,
33640279,False,Đure Jakšića,residential,,True,125.39199999999998,"LINESTRING (19.217453 44.753031, 19.217349 44.7530315, 19.2172678 44.7530269, 19.2171892 44.7530159, 19.2170424 44.7529788, 19.2169015 44.7529334, 19.2167738 44.7528833, 19.2164781 44.7527773, 19.2162791 44.7527012, 19.2160112 44.7525923)",,,
191608991,False,Đure Jakšića,residential,,False,74.844,"LINESTRING (19.217453 44.753031, 19.2176107 44.7531368, 19.2177696 44.7532449, 19.2180272 44.7533413, 19.2182237 44.753411)",,,
537206663,True,Nikole Tesle,secondary,,False,16.24,"LINESTRING (19.2154201 44.756501, 19.2155299 44.7563775)",,,
100210467,True,Gavrila Principa,secondary,,False,88.014,"LINESTRING (19.2148568 44.7568895, 19.2147106 44.7568271, 19.2146071 44.7567802, 19.213915 44.7564662)",,,
167402392,True,Nikole Tesle,secondary,,False,105.30600000000001,"LINESTRING (19.217104 44.7547384, 19.2170467 44.7547768, 19.2169713 44.7548391, 19.2169012 44.7549112, 19.2166168 44.7552728, 19.2165039 44.7554102, 19.2163988 44.7555381)",,,
693601318,True,,secondary,,False,14.719,"LINESTRING (19.217104 44.7547384, 19.2170618 44.7547523, 19.2170155 44.7547563, 19.2169698 44.7547498, 19.2169292 44.7547335)",1,roundabout,
167528619,True,Karađorđeva,secondary,50,False,104.03099999999999,"LINESTRING (19.217429 44.757144, 19.2174772 44.7571286, 19.2175243 44.7571113, 19.2175696 44.7570954, 19.2176381 44.7570798, 19.2176757 44.7570733, 19.2178767 44.75707, 19.2180537 44.7570948, 19.2186828 44.7572137, 19.2187002 44.757217)",,,
842800592,True,Vuka Karadžića,secondary,,False,9.753,"LINESTRING (19.2155299 44.7563775, 19.2156341 44.7564246)",1,,
537206663,True,Nikole Tesle,secondary,,False,114.75999999999999,"LINESTRING (19.2155299 44.7563775, 19.215576 44.7563279, 19.2156034 44.7562992, 19.2158241 44.7560679, 19.2163251 44.7555137)",,,
842800593,True,Vuka Karadžića,secondary,,False,9.085,"LINESTRING (19.2155175 44.7565445, 19.2154201 44.756501)",1,,
842800590,True,Nikole Tesle,secondary,,False,51.791,"LINESTRING (19.2155175 44.7565445, 19.2153521 44.7567257, 19.2152156 44.7568795, 19.2151689 44.7569389)",,,
167402394,True,Vuka Karadžića,secondary,,False,164.072,"LINESTRING (19.2172923 44.7573102, 19.2172031 44.7572587, 19.2171297 44.7572267, 19.2169757 44.7571659, 19.2156095 44.7565837, 19.2155175 44.7565445)",1,,
