osmid,oneway,lanes,highway,reversed,length,ref,geometry
49728957,False,2,residential,False,27.181,,"LINESTRING (16.3737262 44.5514572, 16.3740518 44.5513803)"
49728957,False,2,residential,True,25.138,,"LINESTRING (16.3737262 44.5514572, 16.3734366 44.5515495)"
1023375092,True,1,primary,False,50.868,M-14.2,"LINESTRING (16.3695199 44.5556411, 16.3689135 44.5557913)"
292279673,False,,residential,False,38.769000000000005,,"LINESTRING (16.3695199 44.5556411, 16.3696487 44.5556077, 16.3697663 44.5555896, 16.3698736 44.5555759, 16.3699962 44.5555696)"
49729506,False,,residential,False,78.465,,"LINESTRING (16.3656295 44.5555357, 16.3666135 44.5554563)"
49729506,False,,residential,True,58.675,,"LINESTRING (16.3656295 44.5555357, 16.3648906 44.5555706)"
292278372,False,,residential,False,82.346,,"LINESTRING (16.3656295 44.5555357, 16.3656448 44.554934, 16.3656284 44.5548438, 16.3656006 44.5548003)"
49729506,False,,residential,True,32.433,,"LINESTRING (16.3675305 44.5554639, 16.3671215 44.5554522)"
1023375098,False,1,primary,False,41.424,M-14.2,"LINESTRING (16.3675305 44.5554639, 16.3675374 44.5550914)"
292277791,False,1,primary,False,93.50399999999999,M-14.2,"LINESTRING (16.3675305 44.5554639, 16.3675218 44.5556501, 16.367506 44.555863, 16.3675126 44.5561912, 16.3675413 44.5563025)"
43322626,False,2,primary,True,287.231,M-14.2,"LINESTRING (16.3680316 44.5535484, 16.3679967 44.5535393, 16.3679617 44.5535248, 16.3679268 44.5534981, 16.3678934 44.5534491, 16.3676268 44.5529287, 16.3672896 44.5522865, 16.3670444 44.5519147, 16.366791 44.5515537, 16.3665639 44.5512069)"
766370784,False,2,primary,True,89.276,M-14.2,"LINESTRING (16.3680316 44.5535484, 16.3680947 44.553551, 16.3681625 44.553544, 16.3683844 44.5535118, 16.3690366 44.5534214, 16.3691377 44.5534037)"
766370783,True,1,residential,False,49.592999999999996,,"LINESTRING (16.3689135 44.5557913, 16.368889 44.5556888, 16.3688555 44.5555875, 16.3687545 44.5553607)"
1023375097,True,,residential,False,119.514,,"LINESTRING (16.3689135 44.5557913, 16.368803 44.5558172, 16.3687122 44.5558197, 16.3686118 44.5558139, 16.3685104 44.5557974, 16.3683908 44.5557591, 16.3682282 44.5556915, 16.3680201 44.5555911, 16.3678661 44.5555317, 16.3677603 44.5554994, 16.367633 44.5554748, 16.3675305 44.5554639)"
1023375101,True,1,primary,False,132.434,M-14.2,"LINESTRING (16.3689135 44.5557913, 16.3689253 44.5558573, 16.3689342 44.5559398, 16.3689366 44.5562704, 16.3689434 44.5569815)"
1023375098,False,1,primary,True,41.424,M-14.2,"LINESTRING (16.3675374 44.5550914, 16.3675305 44.5554639)"
766370781,True,1,primary,False,190.665,M-14.2,"LINESTRING (16.3675374 44.5550914, 16.3675406 44.5549343, 16.3675245 44.5548032, 16.367485 44.5546014, 16.3674264 44.5544234, 16.3673915 44.5542369, 16.3673805 44.5540242, 16.3673867 44.5539843, 16.3674079 44.5539399, 16.3674525 44.5538969, 16.3675014 44.5538628, 16.3675546 44.5538394, 16.3679495 44.5537361, 16.3679819 44.5537178, 16.3680068 44.5536887, 16.3680193 44.5536484)"
292277791,False,1,primary,False,83.665,M-14.2,"LINESTRING (16.3675413 44.5563025, 16.3676337 44.55643, 16.3677809 44.5566021, 16.367837 44.5567275, 16.3678644 44.5568699, 16.3678838 44.5570012)"
292277791,False,1,primary,True,93.50399999999999,M-14.2,"LINESTRING (16.3675413 44.5563025, 16.3675126 44.5561912, 16.367506 44.555863, 16.3675218 44.5556501, 16.3675305 44.5554639)"
292278371,False,,residential,False,111.834,,"LINESTRING (16.3675413 44.5563025, 16.3673949 44.5562782, 16.3672756 44.556224, 16.3671977 44.5561308, 16.3671547 44.5560542, 16.3671239 44.5559688, 16.3670998 44.5558642, 16.3670961 44.5557508, 16.3671055 44.5555817, 16.3671215 44.5554522)"
292277791,False,1,primary,False,151.226,M-14.2,"LINESTRING (16.3678759 44.5570829, 16.3678685 44.5584429)"
292277791,False,1,primary,True,9.106,M-14.2,"LINESTRING (16.3678759 44.5570829, 16.3678838 44.5570012)"
292278125,False,,residential,False,109.972,,"LINESTRING (16.3678759 44.5570829, 16.3674747 44.5571195, 16.3665047 44.5572352)"
292278125,False,,residential,False,63.78,,"LINESTRING (16.3665047 44.5572352, 16.3657148 44.5573457)"
292278130,False,,residential,False,79.56,,"LINESTRING (16.3665047 44.5572352, 16.3666686 44.5579411)"
292278130,False,,residential,True,60.703,,"LINESTRING (16.3665047 44.5572352, 16.3663797 44.5566966)"
292278125,False,,residential,True,109.972,,"LINESTRING (16.3665047 44.5572352, 16.3674747 44.5571195, 16.3678759 44.5570829)"
292278125,False,,residential,False,60.335,,"LINESTRING (16.3657148 44.5573457, 16.3649619 44.557427)"
292278125,False,,residential,True,63.78,,"LINESTRING (16.3657148 44.5573457, 16.3665047 44.5572352)"
292278129,False,,residential,True,65.847,,"LINESTRING (16.3657148 44.5573457, 16.3655961 44.5567596)"
292278125,False,,residential,False,71.329,,"LINESTRING (16.3649619 44.557427, 16.3640743 44.5575342)"
292278125,False,,residential,True,60.335,,"LINESTRING (16.3649619 44.557427, 16.3657148 44.5573457)"
292278128,False,,residential,True,73.711,,"LINESTRING (16.3649619 44.557427, 16.364829 44.5567709)"
292278125,False,,residential,False,84.261,,"LINESTRING (16.3640743 44.5575342, 16.3630299 44.5576771)"
292278125,False,,residential,True,71.329,,"LINESTRING (16.3640743 44.5575342, 16.3649619 44.557427)"
292278127,False,,residential,False,95.769,,"LINESTRING (16.3640743 44.5575342, 16.3642833 44.5583825)"
292278125,False,,residential,False,41.882,,"LINESTRING (16.3630299 44.5576771, 16.3625344 44.5578083)"
292278125,False,,residential,True,84.261,,"LINESTRING (16.3630299 44.5576771, 16.3640743 44.5575342)"
292278126,False,,residential,True,54.546,,"LINESTRING (16.3630299 44.5576771, 16.3628439 44.5572048)"
292278126,False,,residential,False,107.507,,"LINESTRING (16.3630299 44.5576771, 16.3633395 44.5582257, 16.3635715 44.5585629)"
292278125,False,,residential,True,41.882,,"LINESTRING (16.3625344 44.5578083, 16.3630299 44.5576771)"
292278133,False,,residential,False,94.862,,"LINESTRING (16.3625344 44.5578083, 16.3626149 44.5580088, 16.3626896 44.5581595, 16.3629787 44.5585983)"
292278126,False,,residential,True,107.507,,"LINESTRING (16.3635715 44.5585629, 16.3633395 44.5582257, 16.3630299 44.5576771)"
292278126,False,,residential,False,54.546,,"LINESTRING (16.3628439 44.5572048, 16.3630299 44.5576771)"
292278127,False,,residential,True,95.769,,"LINESTRING (16.3642833 44.5583825, 16.3640743 44.5575342)"
292278128,False,,residential,False,73.711,,"LINESTRING (16.364829 44.5567709, 16.3649619 44.557427)"
292278129,False,,residential,False,65.847,,"LINESTRING (16.3655961 44.5567596, 16.3657148 44.5573457)"
292278130,False,,residential,False,60.703,,"LINESTRING (16.3663797 44.5566966, 16.3665047 44.5572352)"
292278130,False,,residential,True,79.56,,"LINESTRING (16.3666686 44.5579411, 16.3665047 44.5572352)"
292278133,False,,residential,True,94.862,,"LINESTRING (16.3629787 44.5585983, 16.3626896 44.5581595, 16.3626149 44.5580088, 16.3625344 44.5578083)"
49729506,False,,residential,False,32.433,,"LINESTRING (16.3671215 44.5554522, 16.3675305 44.5554639)"
49729506,False,,residential,True,40.254,,"LINESTRING (16.3671215 44.5554522, 16.3666135 44.5554563)"
292278371,False,,residential,False,313.70699999999994,,"LINESTRING (16.3671215 44.5554522, 16.3671122 44.5552148, 16.3670851 44.5549871, 16.367017 44.5547721, 16.3666115 44.553537, 16.3665889 44.5534989, 16.3665601 44.553475, 16.3665121 44.5534613, 16.3664338 44.5534725, 16.3657297 44.5536271, 16.3655841 44.55364, 16.3654891 44.5536215)"
292278371,False,,residential,True,111.834,,"LINESTRING (16.3671215 44.5554522, 16.3671055 44.5555817, 16.3670961 44.5557508, 16.3670998 44.5558642, 16.3671239 44.5559688, 16.3671547 44.5560542, 16.3671977 44.5561308, 16.3672756 44.556224, 16.3673949 44.5562782, 16.3675413 44.5563025)"
292288217,False,,residential,False,33.942,,"LINESTRING (16.3654891 44.5536215, 16.3652035 44.553849)"
292278371,False,,residential,False,102.342,,"LINESTRING (16.3654891 44.5536215, 16.3654248 44.5535434, 16.365357 44.5533856, 16.3652915 44.5531014, 16.365235 44.5529146, 16.3651705 44.5528494, 16.3650549 44.5527828)"
