osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,access
507195070,False,2,M-I 114,Srpske sloge,primary,True,82.087,"LINESTRING (19.0014946 43.8028302, 19.0014152 43.8035662)",,
507195070,False,2,M-I 114,Srpske sloge,primary,False,52.400999999999996,"LINESTRING (19.0014946 43.8028302, 19.0014858 43.802585, 19.0014435 43.8023611)",,
23679550,False,,,Radomira Neškovića,secondary,False,45.905,"LINESTRING (19.0081326 43.7979872, 19.0075803 43.7978799)",,
23679550,False,,,Radomira Neškovića,secondary,True,15.397,"LINESTRING (19.0081326 43.7979872, 19.008317 43.7980254)",,
105146125,False,,,Borička,residential,False,80.375,"LINESTRING (19.0081326 43.7979872, 19.0079014 43.7986905)",,
23491439,False,,,Vese Rackovića,residential,True,127.983,"LINESTRING (19.0055818 43.7973973, 19.0063788 43.7964004)",,
23679550,False,,,Radomira Neškovića,secondary,True,44.017,"LINESTRING (19.0055818 43.7973973, 19.0061019 43.7975229)",,
105146127,False,,,Preobraženjska,residential,True,104.242,"LINESTRING (19.0055818 43.7973973, 19.0049518 43.7982171)",,
"[318737585, 318737586, 23679550]",False,,,Radomira Neškovića,secondary,False,125.983,"LINESTRING (19.0055818 43.7973973, 19.0051195 43.7972551, 19.0047289 43.7971069, 19.0045966 43.7970583, 19.0041711 43.796902)",yes,
318737586,False,,,Radomira Neškovića,secondary,True,57.464,"LINESTRING (19.0035166 43.7966925, 19.0041711 43.796902)",,
507195070,False,2,M-I 114,Srpske sloge,primary,False,147.324,"LINESTRING (19.0035166 43.7966925, 19.0036279 43.7965754, 19.0037486 43.7964631, 19.0038639 43.7963605, 19.0041408 43.7961388, 19.0046173 43.7957875, 19.0047344 43.7957044)",,
507195070,False,2,M-I 114,Srpske sloge,primary,True,78.21600000000001,"LINESTRING (19.0035166 43.7966925, 19.0033999 43.7968358, 19.0032953 43.7969839, 19.0031925 43.797145, 19.0031104 43.7973293)",,
"[135159161, 135159162, 23491398]",False,,,"['Rogatičke brigade', 'Rogatičkih brigada']",residential,True,33.165,"LINESTRING (19.0042466 43.7989749, 19.0043012 43.7989766, 19.0045634 43.7989402, 19.0046546 43.7989342)",yes,no
507171418,True,,,Serdar Janka Vukotića,residential,False,45.265,"LINESTRING (19.0042466 43.7989749, 19.0042847 43.7991976, 19.0042042 43.7993708)",,
104665420,False,,,Pere Kosorića,residential,True,15.556,"LINESTRING (18.9997094 43.7981136, 18.9997521 43.7980641, 18.9998434 43.798016)",,
506910956,False,,,Dolovi,residential,True,143.574,"LINESTRING (18.9997094 43.7981136, 18.9991428 43.7979872, 18.9988953 43.7979601, 18.9986832 43.797977, 18.9984933 43.7980156, 18.9983466 43.7980535, 18.9981974 43.7980604, 18.9980663 43.7980448, 18.9979955 43.7979973)",,
507171417,False,,,Radivoja Kosorića,residential,False,114.693,"LINESTRING (18.9997094 43.7981136, 18.9996757 43.7982257, 18.9996826 43.7983458, 18.999723 43.7985333, 19.0000206 43.7991008)",,
506925684,False,,,Đenerala Draže,residential,False,102.919,"LINESTRING (19.0000206 43.7991008, 18.9996086 43.7999773)",,
507171417,False,,,Radivoja Kosorića,residential,False,69.635,"LINESTRING (19.0000206 43.7991008, 19.0004283 43.7996536)",,
507171417,False,,,Radivoja Kosorića,residential,True,114.693,"LINESTRING (19.0000206 43.7991008, 18.999723 43.7985333, 18.9996826 43.7983458, 18.9996757 43.7982257, 18.9997094 43.7981136)",,
506925684,False,,,Đenerala Draže,residential,False,8.897,"LINESTRING (18.9990871 43.8015069, 18.9990601 43.8015845)",,
506925684,False,,,Đenerala Draže,residential,True,70.064,"LINESTRING (18.9990871 43.8015069, 18.9991093 43.8014157, 18.9992076 43.8008829)",,
767977747,False,,,Đenerala Draže,living_street,False,57.732,"LINESTRING (18.9990871 43.8015069, 18.9993068 43.8015557, 18.9997839 43.8016347)",,
105139324,False,,,,living_street,False,51.756,"LINESTRING (18.9982938 43.8036818, 18.998922 43.8037871)",,
506925684,False,,,Đenerala Draže,residential,True,20.436,"LINESTRING (18.9982938 43.8036818, 18.9983238 43.8036279, 18.9983493 43.8035688, 18.9983641 43.8035059)",,
