osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,width,junction
"[41799502, 193945982, 41799503]",2,M-6,Kneza Mihajla Viševića,primary,False,False,100.698,yes,"LINESTRING (17.9572675 43.0840881, 17.9575109 43.0837279, 17.9577698 43.0834064, 17.9578251 43.0833365, 17.9578594 43.083293)",,,
1164721677,1,M-6,Kneza Mihajla Viševića,primary,True,False,17.109,,"LINESTRING (17.9572675 43.0840881, 17.9572171 43.0842004, 17.9572036 43.0842347)",30,,
41799502,2,M-6,Kneza Mihajla Viševića,primary,False,True,30.686,,"LINESTRING (17.9580483 43.083054, 17.9580085 43.0831043, 17.9578594 43.083293)",,,
829904319,,,Kraljice Katarine,residential,False,False,88.578,,"LINESTRING (17.9580483 43.083054, 17.958119 43.083078, 17.9582853 43.0831344, 17.9584904 43.083204, 17.9587045 43.0832898, 17.9588239 43.0833482, 17.958906 43.0834089, 17.9589476 43.0834741)",,,
829904321,2,M-6,Ruđera Boškovića,primary,False,True,35.557,,"LINESTRING (17.9580483 43.083054, 17.958084 43.0830041, 17.9582511 43.0827706)",,,
763508183,2,,,residential,False,False,20.062,,"LINESTRING (17.9527326 43.0816376, 17.9525338 43.0815305)",,,
38130378,2,,Hrvatskih branitelja,residential,True,False,249.05699999999996,,"LINESTRING (17.9527326 43.0816376, 17.9531333 43.0818886, 17.9533285 43.0820141, 17.9534435 43.0820582, 17.9536635 43.0821191, 17.9538278 43.0821436, 17.9540646 43.0821791, 17.9549011 43.0822592, 17.9551263 43.0822756, 17.9552241 43.0822831, 17.9554211 43.0822997, 17.9555583 43.0823067)",,,
41797745,2,,Zrinjsko-frankopanska,residential,False,False,135.052,,"LINESTRING (17.9527326 43.0816376, 17.9527528 43.0816001, 17.952834 43.0814585, 17.9528611 43.0814113, 17.9529661 43.0811788, 17.9529837 43.0811447, 17.9530638 43.080939, 17.9531084 43.0807933, 17.9531504 43.0806049, 17.953145 43.0804707)",,,
763508183,2,,,residential,False,True,20.062,,"LINESTRING (17.9525338 43.0815305, 17.9527326 43.0816376)",,,
193949240,,,,unclassified,False,False,50.757999999999996,,"LINESTRING (17.9525338 43.0815305, 17.9524571 43.0814744, 17.9523237 43.0814022, 17.9521899 43.0813564, 17.952139 43.0813395, 17.9520054 43.0812952)",,,
41802807,,,,residential,False,False,38.714,,"LINESTRING (17.9544594 43.0787574, 17.9548599 43.0785686)",,,
41797745,2,,Zrinjsko-frankopanska,residential,False,True,42.321999999999996,,"LINESTRING (17.9544594 43.0787574, 17.9542816 43.078883, 17.9542029 43.0789406, 17.9541362 43.0790011, 17.9541089 43.0790368)",,,
429546014,,,Kneza Domagoja,residential,True,False,14.158,,"LINESTRING (17.9608521 43.0816375, 17.9610242 43.0816172)",,,
754073396,,,,residential,False,True,216.656,,"LINESTRING (17.9608521 43.0816375, 17.9607466 43.0814416, 17.9607151 43.0813643, 17.9606948 43.0813131, 17.9606675 43.081274, 17.9606294 43.0812291, 17.9605987 43.0811905, 17.9605552 43.0811028, 17.9605839 43.0810554, 17.9606328 43.0810194, 17.9607716 43.0809186, 17.9610247 43.0807287, 17.9611887 43.0805953, 17.9613694 43.0804659, 17.9616079 43.0802715, 17.9616675 43.0802031, 17.9617853 43.0800771)",,,
829904319,,,Kraljice Katarine,residential,False,False,76.348,,"LINESTRING (17.9589476 43.0834741, 17.9589684 43.0835423, 17.9590228 43.083659, 17.9590706 43.0837263, 17.9591091 43.0837806, 17.9591864 43.0838719, 17.9592641 43.0839568, 17.9593916 43.0840706)",,,
829904319,,,Kraljice Katarine,residential,False,True,88.578,,"LINESTRING (17.9589476 43.0834741, 17.958906 43.0834089, 17.9588239 43.0833482, 17.9587045 43.0832898, 17.9584904 43.083204, 17.9582853 43.0831344, 17.958119 43.083078, 17.9580483 43.083054)",,,
829904320,,,,residential,True,False,147.625,,"LINESTRING (17.9589476 43.0834741, 17.9591426 43.0832686, 17.9593555 43.0829994, 17.9594438 43.0828841, 17.9594511 43.0828745, 17.9595377 43.0827874, 17.9596274 43.0826701, 17.9596543 43.0826006, 17.9596967 43.0825026, 17.959731 43.0822975)",,,
551326671,,,Humska,residential,False,False,40.84,,"LINESTRING (17.953145 43.0804707, 17.9526868 43.0803194)",,,
41797745,2,,Zrinjsko-frankopanska,residential,False,False,184.046,,"LINESTRING (17.953145 43.0804707, 17.9531467 43.080162, 17.9531587 43.0800714, 17.9532051 43.0799919, 17.9533212 43.0798778, 17.9534004 43.0797964, 17.953553 43.0796601, 17.9538684 43.0793966, 17.9539389 43.0793044, 17.9539932 43.0792122, 17.9540566 43.0791051, 17.9541089 43.0790368)",,,
41797745,2,,Zrinjsko-frankopanska,residential,False,True,135.052,,"LINESTRING (17.953145 43.0804707, 17.9531504 43.0806049, 17.9531084 43.0807933, 17.9530638 43.080939, 17.9529837 43.0811447, 17.9529661 43.0811788, 17.9528611 43.0814113, 17.952834 43.0814585, 17.9527528 43.0816001, 17.9527326 43.0816376)",,,
429875699,2,M-6,Kneza Mihajla Viševića,primary,False,False,203.04500000000002,,"LINESTRING (17.9542802 43.0838229, 17.95475 43.0837849, 17.9549429 43.0837803, 17.9552078 43.083774, 17.9554057 43.0837768, 17.9555841 43.0837886, 17.9557365 43.0838171, 17.9558642 43.0838602, 17.9560315 43.0839247, 17.9561845 43.0840096, 17.9563023 43.0840759, 17.9563622 43.0841091, 17.9564554 43.0841582, 17.9565114 43.0841853, 17.9566054 43.0842227)",,,
429875699,2,M-6,Kneza Mihajla Viševića,primary,False,True,194.26799999999997,,"LINESTRING (17.9542802 43.0838229, 17.9540305 43.0838357, 17.9538649 43.0838473, 17.9536644 43.0838536, 17.953474 43.0838453, 17.9532889 43.083814, 17.9530911 43.0837625, 17.9523059 43.0835263, 17.9521441 43.0834776, 17.9519996 43.0834277)",,,
1050258799,2,R-427,S.S. Kranjčevića,secondary,False,False,19.566,,"LINESTRING (17.9572357 43.0845645, 17.957382 43.0847043)",30,,
1164721674,1,R-427,S.S. Kranjčevića,secondary,True,False,16.543,,"LINESTRING (17.9572357 43.0845645, 17.9571108 43.0845036, 17.9570619 43.0844877)",30,,
429875699,2,M-6,Kneza Mihajla Viševića,primary,False,True,6.646,,"LINESTRING (17.9519996 43.0834277, 17.9519273 43.0833997)",,,
429875699,2,M-6,Kneza Mihajla Viševića,primary,False,False,194.268,,"LINESTRING (17.9519996 43.0834277, 17.9521441 43.0834776, 17.9523059 43.0835263, 17.9530911 43.0837625, 17.9532889 43.083814, 17.953474 43.0838453, 17.9536644 43.0838536, 17.9538649 43.0838473, 17.9540305 43.0838357, 17.9542802 43.0838229)",,,
373179443,2,,,residential,False,False,8.757,,"LINESTRING (17.9522318 43.0830476, 17.9521771 43.0830217, 17.9521488 43.0829984)",,,
429874192,2,,Stjepana Radića,residential,False,False,7.527,,"LINESTRING (17.9522318 43.0830476, 17.9522949 43.0830691, 17.9523176 43.083072)",30,,
974429978,,,,residential,True,False,8.509,,"LINESTRING (17.9522318 43.0830476, 17.9522377 43.083052, 17.9522427 43.0830579, 17.952246 43.0830648, 17.9522485 43.0830759, 17.9522452 43.0830889, 17.9522369 43.0831031, 17.9522253 43.0831169)",,,
373179443,2,,,residential,False,True,55.397,,"LINESTRING (17.9518532 43.0825503, 17.9521227 43.0829371, 17.9521488 43.0829984)",,,
373179444,1,,,residential,True,False,18.55,,"LINESTRING (17.9518532 43.0825503, 17.9518435 43.0824825, 17.9518545 43.0824201, 17.951863 43.0823849)",,,
"[970967937, 970967938, 954331978, 41799500, 41799501]",1,,Podgradska ćuprija,residential,True,False,110.97400000000002,"['viaduct', 'yes']","LINESTRING (17.9519763 43.0822932, 17.9520604 43.0822774, 17.9523474 43.0821929, 17.9523662 43.0821774, 17.9523714 43.0821626, 17.9523751 43.0821488, 17.9523771 43.082091, 17.9523843 43.0819117, 17.9523844 43.0818652, 17.9523824 43.0817645, 17.9523812 43.0817016, 17.952386 43.0816661, 17.9523954 43.0816442, 17.9524148 43.0816224, 17.9524824 43.0815668, 17.9524949 43.0815575, 17.9525338 43.0815305)",,4.80,
373179453,,,,residential,False,True,134.631,,"LINESTRING (17.959731 43.0822975, 17.9595618 43.0822986, 17.9594531 43.0823157, 17.9593325 43.082356, 17.9590276 43.0824992, 17.9587371 43.0826517, 17.9586106 43.0827031, 17.9585201 43.0827398, 17.9584802 43.082756, 17.9584166 43.082765, 17.9583373 43.0827698, 17.9582511 43.0827706)",,,
429546014,,,Kneza Domagoja,residential,True,False,118.338,,"LINESTRING (17.959731 43.0822975, 17.959888 43.0821948, 17.9600415 43.0820946, 17.9602548 43.0819357, 17.9603633 43.0818524, 17.960463 43.0817806, 17.9606593 43.0816893, 17.9607732 43.0816551, 17.9608521 43.0816375)",,,
373179453,,,,residential,False,False,134.631,,"LINESTRING (17.9582511 43.0827706, 17.9583373 43.0827698, 17.9584166 43.082765, 17.9584802 43.082756, 17.9585201 43.0827398, 17.9586106 43.0827031, 17.9587371 43.0826517, 17.9590276 43.0824992, 17.9593325 43.082356, 17.9594531 43.0823157, 17.9595618 43.0822986, 17.959731 43.0822975)",,,
