osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,bridge
259415430,True,1,M 106;M 16,Cesta sv. Ivana Pavla II.,primary,30,roundabout,False,20.246000000000002,"LINESTRING (17.2809061 43.9913033, 17.2809245 43.9912765, 17.2809505 43.9912532, 17.280996 43.9912289, 17.2810494 43.9912152, 17.281106 43.9912134)",
896646443,True,1,M 106;M 16,Cesta sv. Ivana Pavla II.,primary,30,,False,30.028,"LINESTRING (17.2809061 43.9913033, 17.2809002 43.9912342, 17.2808717 43.9911583, 17.2807986 43.991048)",
259415430,True,1,M 106;M 16,Cesta sv. Ivana Pavla II.,primary,30,roundabout,False,6.646,"LINESTRING (17.2808951 43.9913622, 17.2808962 43.9913323, 17.2809061 43.9913033)",
259415430,True,1,M 106;M 16,Cesta sv. Ivana Pavla II.,primary,30,roundabout,False,25.171999999999997,"LINESTRING (17.2812762 43.9913698, 17.2812566 43.991414, 17.2812178 43.991451, 17.2811642 43.9914767, 17.2811055 43.9914879, 17.281045 43.9914854)",
710265364,True,1,M 106;M16,Cesta sv. Ivana Pavla II.,primary,30,,False,32.224000000000004,"LINESTRING (17.2812762 43.9913698, 17.2812658 43.9914598, 17.2812838 43.9915455, 17.2813192 43.9916554)",
259415430,True,1,M 106;M 16,Cesta sv. Ivana Pavla II.,primary,30,roundabout,False,5.162,"LINESTRING (17.2812742 43.9913234, 17.2812762 43.9913698)",
91611824,False,,,Kralja Tomislava,residential,,,False,135.832,"LINESTRING (17.2777032 43.9957494, 17.2775059 43.9951627, 17.2774853 43.9951181, 17.2774543 43.9950709, 17.2774234 43.9950263, 17.2773906 43.9949934, 17.2772158 43.99487, 17.2771769 43.9948462, 17.2771361 43.9948111, 17.2770973 43.9947761, 17.2770623 43.9947354, 17.2770449 43.9947004, 17.2770274 43.9946625)",
339027153,False,,,Matice Hrvatske,residential,,,True,6.715,"LINESTRING (17.2777032 43.9957494, 17.2777497 43.9957677, 17.2777792 43.9957744)",
91584183,False,,,Blajburških žrtava,residential,,,False,5.828,"LINESTRING (17.2748421 43.9953377, 17.2748093 43.9952909)",
417900246,False,,,Ruđera Boškovića,residential,,,True,106.883,"LINESTRING (17.2735484 43.993462, 17.2731124 43.9925534)",
91584183,False,,,Blajburških žrtava,residential,,,True,116.83500000000001,"LINESTRING (17.2735484 43.993462, 17.2737445 43.9939716, 17.2738966 43.9942959, 17.2739656 43.9944686)",
417906347,False,2,R 1002;R-415,Zagrebačka,secondary,,,False,140.016,"LINESTRING (17.2735484 43.993462, 17.2732428 43.9935479, 17.2729371 43.9936611, 17.272401 43.99379, 17.2719086 43.9938939)",
417906347,False,2,R 1002;R-415,Zagrebačka,secondary,,,True,49.983999999999995,"LINESTRING (17.2735484 43.993462, 17.273844 43.993392, 17.2741409 43.9933193)",
91584183,False,,,Blajburških žrtava,residential,,,True,5.828,"LINESTRING (17.2748093 43.9952909, 17.2748421 43.9953377)",
91584183,False,,,Blajburških žrtava,residential,,,False,94.637,"LINESTRING (17.2748093 43.9952909, 17.2747433 43.9951968, 17.2746599 43.99507, 17.274644 43.9950531, 17.274582 43.9949868, 17.2744811 43.9949187, 17.2742145 43.9947579, 17.2741267 43.9947009, 17.2740635 43.9946474)",
91611862,False,,,,residential,,,False,36.257000000000005,"LINESTRING (17.2748093 43.9952909, 17.27489 43.9953165, 17.2749522 43.9953234, 17.2750289 43.9952974, 17.2752014 43.9952023)",
967348438,False,,,Kupreške bojne,residential,,,False,41.04,"LINESTRING (17.2781092 43.9966778, 17.2780286 43.9963133)",
91585014,False,,,Matice Hrvatske,residential,,,True,42.533,"LINESTRING (17.2781092 43.9966778, 17.2781067 43.9968946, 17.2781166 43.9969977, 17.2781442 43.9970568)",
91644739,False,,,Kupreške bojne,residential,,,False,73.98,"LINESTRING (17.2778925 43.9956984, 17.2780135 43.9950388)",
967348438,False,,,Kupreške bojne,residential,,,True,69.235,"LINESTRING (17.2778925 43.9956984, 17.2780286 43.9963133)",
339027153,False,,,Matice Hrvatske,residential,,,False,14.07,"LINESTRING (17.2778925 43.9956984, 17.2778654 43.9957482, 17.2778285 43.9957748, 17.2777792 43.9957744)",
91589906,False,,,,residential,,,True,67.394,"LINESTRING (17.2777792 43.9957744, 17.2778831 43.9962548, 17.2780286 43.9963133)",
339027153,False,,,Matice Hrvatske,residential,,,False,6.715,"LINESTRING (17.2777792 43.9957744, 17.2777497 43.9957677, 17.2777032 43.9957494)",
339027153,False,,,Matice Hrvatske,residential,,,True,14.07,"LINESTRING (17.2777792 43.9957744, 17.2778285 43.9957748, 17.2778654 43.9957482, 17.2778925 43.9956984)",
91586171,False,,,,residential,,,True,28.131,"LINESTRING (17.2781442 43.9970568, 17.2778118 43.9971394)",
91585014,False,,,Matice Hrvatske,residential,,,False,42.533,"LINESTRING (17.2781442 43.9970568, 17.2781166 43.9969977, 17.2781067 43.9968946, 17.2781092 43.9966778)",
91586171,False,,,,residential,,,False,28.131,"LINESTRING (17.2778118 43.9971394, 17.2781442 43.9970568)",
967348438,False,,,Kupreške bojne,residential,,,False,69.235,"LINESTRING (17.2780286 43.9963133, 17.2778925 43.9956984)",
967348438,False,,,Kupreške bojne,residential,,,True,41.04,"LINESTRING (17.2780286 43.9963133, 17.2781092 43.9966778)",
91589906,False,,,,residential,,,False,67.394,"LINESTRING (17.2780286 43.9963133, 17.2778831 43.9962548, 17.2777792 43.9957744)",
91590817,False,,,Velebitska,residential,,,False,55.96300000000001,"LINESTRING (17.2794825 43.99663, 17.2793081 43.9964712, 17.2790867 43.9962159)",
91590817,False,,,Velebitska,residential,,,False,168.774,"LINESTRING (17.2790867 43.9962159, 17.2787409 43.995692, 17.2787079 43.9956353, 17.2786844 43.9955843, 17.2786356 43.9954561, 17.2785979 43.9953473, 17.278554 43.9952474, 17.2785131 43.995193, 17.2784802 43.9951621, 17.2784377 43.9951238, 17.2783309 43.9950728, 17.2780135 43.9950388)",
91590817,False,,,Velebitska,residential,,,True,55.96300000000001,"LINESTRING (17.2790867 43.9962159, 17.2793081 43.9964712, 17.2794825 43.99663)",
91590820,False,,,,residential,,,True,39.046,"LINESTRING (17.2790867 43.9962159, 17.2787939 43.9963177, 17.2787181 43.9963519, 17.2786739 43.9963941)",
91644739,False,,,Kupreške bojne,residential,,,True,73.98,"LINESTRING (17.2780135 43.9950388, 17.2778925 43.9956984)",
91590817,False,,,Velebitska,residential,,,True,168.774,"LINESTRING (17.2780135 43.9950388, 17.2783309 43.9950728, 17.2784377 43.9951238, 17.2784802 43.9951621, 17.2785131 43.995193, 17.278554 43.9952474, 17.2785979 43.9953473, 17.2786356 43.9954561, 17.2786844 43.9955843, 17.2787079 43.9956353, 17.2787409 43.995692, 17.2790867 43.9962159)",
91644739,False,,,Kupreške bojne,residential,,,False,61.357,"LINESTRING (17.2780135 43.9950388, 17.2780252 43.994862, 17.278027 43.9948341, 17.2780206 43.9946749, 17.2780278 43.994513, 17.2780223 43.9944877)",
91590820,False,,,,residential,,,False,39.046,"LINESTRING (17.2786739 43.9963941, 17.2787181 43.9963519, 17.2787939 43.9963177, 17.2790867 43.9962159)",
710265365,True,1,M 106;M 16,Cesta sv. Ivana Pavla II.,primary,30,,False,30.967,"LINESTRING (17.2807986 43.991048, 17.2809253 43.991137, 17.2810249 43.9911846, 17.281106 43.9912134)",
"[551281910, 339027058, 710265366]",False,2,"['M 106;M 16', 'M 106;M16']",Cesta sv. Ivana Pavla II.,primary,"['60', '30']",,False,336.184,"LINESTRING (17.2807986 43.991048, 17.280609 43.9908732, 17.2802764 43.9905741, 17.2800472 43.9903909, 17.2799319 43.9903129, 17.2791433 43.9898197, 17.2785109 43.9893864, 17.2779937 43.989032, 17.2778283 43.9889187)",
