osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,junction,bridge,maxspeed
881589501,False,,V divizije NOP-a,residential,False,202.092,"LINESTRING (18.1148315 44.1313147, 18.1149214 44.1313536, 18.1150126 44.1314326, 18.1153452 44.1317483, 18.1156235 44.1320855, 18.1157582 44.1323143, 18.1158166 44.1324513, 18.1159453 44.1328151, 18.1160365 44.132869)",,,,
742034389,False,,,residential,False,58.652,"LINESTRING (18.1146147 44.1299758, 18.1146331 44.1294485)",,,,
204592715,False,,V divizije NOP-a,residential,False,102.574,"LINESTRING (18.1146147 44.1299758, 18.1148705 44.1298644, 18.1150063 44.1297958, 18.1151676 44.1296964, 18.1152441 44.1296223, 18.1154022 44.1294557, 18.1154713 44.1293909, 18.1154933 44.1293877, 18.115515 44.1293932, 18.1155404 44.1294143)",,,,
204592715,False,,V divizije NOP-a,residential,True,117.13900000000002,"LINESTRING (18.1146147 44.1299758, 18.1144801 44.1300637, 18.11438 44.1301343, 18.1143211 44.1302364, 18.1143069 44.1302663, 18.1142678 44.1302855, 18.1142021 44.130295, 18.1140495 44.1303067, 18.1135772 44.1302681, 18.1135155 44.1302719, 18.1133855 44.1303134)",,,,
204592715,False,,V divizije NOP-a,residential,False,117.13900000000001,"LINESTRING (18.1133855 44.1303134, 18.1135155 44.1302719, 18.1135772 44.1302681, 18.1140495 44.1303067, 18.1142021 44.130295, 18.1142678 44.1302855, 18.1143069 44.1302663, 18.1143211 44.1302364, 18.11438 44.1301343, 18.1144801 44.1300637, 18.1146147 44.1299758)",,,,
698356951,False,,V divizije NOP-a,residential,False,129.942,"LINESTRING (18.1133855 44.1303134, 18.1134072 44.1303526, 18.1136038 44.1306225, 18.1137265 44.1307327, 18.1139343 44.1308801, 18.1142535 44.1310514, 18.1144704 44.1311514)",,,,
698356951,False,,V divizije NOP-a,residential,True,38.924,"LINESTRING (18.1133855 44.1303134, 18.1132906 44.1302101, 18.1131047 44.1300273)",,,,
204592715,False,,V divizije NOP-a,residential,True,102.574,"LINESTRING (18.1155404 44.1294143, 18.115515 44.1293932, 18.1154933 44.1293877, 18.1154713 44.1293909, 18.1154022 44.1294557, 18.1152441 44.1296223, 18.1151676 44.1296964, 18.1150063 44.1297958, 18.1148705 44.1298644, 18.1146147 44.1299758)",,,,
204592738,False,,,residential,True,169.71100000000004,"LINESTRING (18.1165087 44.1320412, 18.1164662 44.1319622, 18.1164286 44.131839, 18.1161573 44.1314886, 18.1160531 44.1314039, 18.1158493 44.1313115, 18.1157765 44.131275, 18.1154197 44.130863, 18.1153564 44.1307975)",,,,
549040846,False,,,residential,False,9.461,"LINESTRING (18.1212497 44.1285602, 18.1212823 44.128642)",,,,
549040846,False,,,residential,True,89.888,"LINESTRING (18.1212497 44.1285602, 18.1211295 44.1284141, 18.1210901 44.1282236, 18.1210675 44.1281932, 18.1210283 44.1281698, 18.1208556 44.1281301, 18.1206537 44.1281184, 18.1205172 44.1281358)",,,,
549040847,False,,,residential,False,187.674,"LINESTRING (18.1212497 44.1285602, 18.121326 44.1285413, 18.1213742 44.128521, 18.1213948 44.1285064, 18.1214075 44.1283542, 18.1215647 44.1282044, 18.1216656 44.1280785, 18.1217053 44.1280544, 18.1217543 44.1280459, 18.1218025 44.1280392, 18.1218629 44.1280382, 18.1220582 44.1280807, 18.1225477 44.1280765, 18.1231363 44.1279784)",,,,
549040846,False,,,residential,True,9.461,"LINESTRING (18.1212823 44.128642, 18.1212497 44.1285602)",,,,
549040847,False,,,residential,True,187.67400000000004,"LINESTRING (18.1231363 44.1279784, 18.1225477 44.1280765, 18.1220582 44.1280807, 18.1218629 44.1280382, 18.1218025 44.1280392, 18.1217543 44.1280459, 18.1217053 44.1280544, 18.1216656 44.1280785, 18.1215647 44.1282044, 18.1214075 44.1283542, 18.1213948 44.1285064, 18.1213742 44.128521, 18.121326 44.1285413, 18.1212497 44.1285602)",,,,
549040848,False,,,residential,False,53.741,"LINESTRING (18.1231363 44.1279784, 18.1232839 44.1279462, 18.123435 44.1279103, 18.1237949 44.1279109)",,,,
549040848,False,,,residential,True,173.35,"LINESTRING (18.1231363 44.1279784, 18.1230702 44.1280553, 18.1230279 44.1281605, 18.1230181 44.1283498, 18.123093 44.1287706, 18.1232917 44.1295023)",,,,
549040848,False,,,residential,False,173.35,"LINESTRING (18.1232917 44.1295023, 18.123093 44.1287706, 18.1230181 44.1283498, 18.1230279 44.1281605, 18.1230702 44.1280553, 18.1231363 44.1279784)",,,,
549040848,False,,,residential,False,23.847,"LINESTRING (18.1237949 44.1279109, 18.1240934 44.1279202)",,,,
549040848,False,,,residential,True,53.741,"LINESTRING (18.1237949 44.1279109, 18.123435 44.1279103, 18.1232839 44.1279462, 18.1231363 44.1279784)",,,,
549040850,False,,,residential,True,89.168,"LINESTRING (18.1237949 44.1279109, 18.1237571 44.1280074, 18.1238225 44.1287075)",,,,
549040848,False,,,residential,True,35.675,"LINESTRING (18.1245401 44.1279315, 18.1240934 44.1279202)",,,,
549040848,False,,,residential,False,62.42,"LINESTRING (18.1245401 44.1279315, 18.1251685 44.1279078, 18.1253198 44.1278925)",,,,
549040849,False,,,residential,False,95.778,"LINESTRING (18.1245401 44.1279315, 18.1244739 44.128109, 18.124285 44.1287729)",,,,
549040848,False,,,residential,True,62.42,"LINESTRING (18.1253198 44.1278925, 18.1251685 44.1279078, 18.1245401 44.1279315)",,,,
549040849,False,,,residential,True,95.778,"LINESTRING (18.124285 44.1287729, 18.1244739 44.128109, 18.1245401 44.1279315)",,,,
549040850,False,,,residential,False,89.168,"LINESTRING (18.1238225 44.1287075, 18.1237571 44.1280074, 18.1237949 44.1279109)",,,,
549040848,False,,,residential,False,35.675,"LINESTRING (18.1240934 44.1279202, 18.1245401 44.1279315)",,,,
549040848,False,,,residential,True,23.847,"LINESTRING (18.1240934 44.1279202, 18.1237949 44.1279109)",,,,
549040851,False,,,residential,False,177.25199999999998,"LINESTRING (18.1240934 44.1279202, 18.1241431 44.127852, 18.1243119 44.1276018, 18.1244355 44.1273237, 18.1244739 44.1270314, 18.1244884 44.126814, 18.1244729 44.1263782)",,,,
549040874,False,,,residential,False,61.43899999999999,"LINESTRING (18.1150461 44.1265985, 18.1150271 44.1263688, 18.1150366 44.1262801, 18.1151696 44.126146, 18.1152527 44.1261116)",,,,
549040874,False,,,residential,True,67.506,"LINESTRING (18.1150461 44.1265985, 18.1150746 44.1267872, 18.1150905 44.1268417, 18.1151791 44.1268736, 18.11557 44.1267985)",,,,
549040874,False,,,residential,True,61.43899999999999,"LINESTRING (18.1152527 44.1261116, 18.1151696 44.126146, 18.1150366 44.1262801, 18.1150271 44.1263688, 18.1150461 44.1265985)",,,,
203035841,True,2,Ulica branilaca,secondary,False,122.37900000000002,"LINESTRING (18.1172304 44.1291259, 18.1169586 44.1289575, 18.116697 44.1287935, 18.1164862 44.1286167, 18.1162252 44.1283083)",,,,
549040876,False,,,residential,False,167.68700000000004,"LINESTRING (18.1172304 44.1291259, 18.1171257 44.129211, 18.1170924 44.1292337, 18.117024 44.1292423, 18.1169418 44.1292424, 18.1167686 44.1291598, 18.1163734 44.1289631, 18.1161358 44.1288358, 18.1159077 44.1286539, 18.1157335 44.1285379, 18.115592 44.1284565)",,,,
549040876,False,,,residential,False,449.786,"LINESTRING (18.115592 44.1284565, 18.1154875 44.128397, 18.1154424 44.1282481, 18.1153698 44.128134, 18.1152742 44.1280286, 18.1150429 44.1278376, 18.1148419 44.1276365, 18.114716 44.127505, 18.1145013 44.1273261, 18.1143049 44.1271919, 18.1141702 44.1271005, 18.1140384 44.1269343, 18.1138907 44.1267379, 18.1137809 44.1266563, 18.1136986 44.1266578, 18.113619 44.1266728, 18.1135794 44.1267587, 18.1135935 44.1268492, 18.1136739 44.1277117, 18.1137213 44.1283405)",,,,
549040876,False,,,residential,True,167.687,"LINESTRING (18.115592 44.1284565, 18.1157335 44.1285379, 18.1159077 44.1286539, 18.1161358 44.1288358, 18.1163734 44.1289631, 18.1167686 44.1291598, 18.1169418 44.1292424, 18.117024 44.1292423, 18.1170924 44.1292337, 18.1171257 44.129211, 18.1172304 44.1291259)",,,,
549040882,False,,,residential,False,334.0870000000001,"LINESTRING (18.115592 44.1284565, 18.1155904 44.1285605, 18.1158592 44.1288913, 18.1161358 44.1291406, 18.116333 44.1293587, 18.1165273 44.1297117, 18.1168142 44.1301404, 18.1169452 44.1304023, 18.1169877 44.1304474, 18.117025 44.1304674, 18.117068 44.1304818, 18.1172795 44.1305046, 18.1175655 44.1305242, 18.1176808 44.1305521, 18.1177881 44.1305916, 18.1179569 44.1306799)",,,,
549040876,False,,,residential,False,43.796,"LINESTRING (18.1137213 44.1283405, 18.1132569 44.1285503)",,,,
549040880,False,,,residential,False,65.463,"LINESTRING (18.1137213 44.1283405, 18.1143895 44.1279991)",,,,
549040876,False,,,residential,True,449.78600000000006,"LINESTRING (18.1137213 44.1283405, 18.1136739 44.1277117, 18.1135935 44.1268492, 18.1135794 44.1267587, 18.113619 44.1266728, 18.1136986 44.1266578, 18.1137809 44.1266563, 18.1138907 44.1267379, 18.1140384 44.1269343, 18.1141702 44.1271005, 18.1143049 44.1271919, 18.1145013 44.1273261, 18.114716 44.127505, 18.1148419 44.1276365, 18.1150429 44.1278376, 18.1152742 44.1280286, 18.1153698 44.128134, 18.1154424 44.1282481, 18.1154875 44.128397, 18.115592 44.1284565)",,,,
549040877,False,,,residential,False,297.45400000000006,"LINESTRING (18.1131189 44.1258839, 18.113076 44.1260334, 18.113067 44.1262768, 18.1131189 44.1265884, 18.1131833 44.127159, 18.1132266 44.1277618, 18.11326 44.1282872, 18.1132569 44.1285503)",,,,
549040876,False,,,residential,True,43.796,"LINESTRING (18.1132569 44.1285503, 18.1137213 44.1283405)",,,,
549040877,False,,,residential,False,177.779,"LINESTRING (18.1132569 44.1285503, 18.1132911 44.1286397, 18.1133618 44.1288086, 18.1135242 44.1291679, 18.1135368 44.1292418, 18.1135298 44.1293187, 18.113507 44.1293839, 18.1134676 44.12944, 18.1133007 44.1295588, 18.1131645 44.1297043, 18.1131265 44.1298362, 18.1131047 44.1300273)",,,,
549040877,False,,,residential,True,297.454,"LINESTRING (18.1132569 44.1285503, 18.11326 44.1282872, 18.1132266 44.1277618, 18.1131833 44.127159, 18.1131189 44.1265884, 18.113067 44.1262768, 18.113076 44.1260334, 18.1131189 44.1258839)",,,,
549040880,False,,,residential,True,65.463,"LINESTRING (18.1143895 44.1279991, 18.1137213 44.1283405)",,,,
549040882,False,,,residential,True,334.08700000000005,"LINESTRING (18.1179569 44.1306799, 18.1177881 44.1305916, 18.1176808 44.1305521, 18.1175655 44.1305242, 18.1172795 44.1305046, 18.117068 44.1304818, 18.117025 44.1304674, 18.1169877 44.1304474, 18.1169452 44.1304023, 18.1168142 44.1301404, 18.1165273 44.1297117, 18.116333 44.1293587, 18.1161358 44.1291406, 18.1158592 44.1288913, 18.1155904 44.1285605, 18.115592 44.1284565)",,,,
"[549040886, 549040887]",False,,,residential,True,475.209,"LINESTRING (18.1179569 44.1306799, 18.117883 44.1307855, 18.1177951 44.1309003, 18.1175825 44.1311151, 18.1174552 44.1312241, 18.1174716 44.1313886, 18.1175052 44.1314675, 18.1175584 44.1315321, 18.1176964 44.1315546, 18.1178116 44.131572, 18.1178863 44.1316117, 18.1180631 44.1317512, 18.1181615 44.1318719, 18.118284 44.1320398, 18.1183534 44.1321542, 18.1184554 44.1322571, 18.1186145 44.132346, 18.1196967 44.1328751, 18.1197465 44.1328873, 18.1199074 44.1328944, 18.1200688 44.1328513, 18.1201375 44.132835, 18.120214 44.1328298, 18.120695 44.1328943, 18.1210338 44.132951, 18.1212578 44.1330781)",,,,
549040888,False,,,residential,False,314.406,"LINESTRING (18.1179569 44.1306799, 18.1180829 44.1307679, 18.1182749 44.1309115, 18.1185233 44.1310768, 18.1189309 44.131315, 18.1190191 44.1313605, 18.1191346 44.1314201, 18.1197883 44.1317657, 18.1201781 44.1319884, 18.1204415 44.1322695, 18.1205907 44.1323659, 18.1207117 44.1324303, 18.1208484 44.1324734, 18.1209356 44.1324836)",,,,
549829057,False,,Osmana Džafića,residential,False,87.19600000000001,"LINESTRING (18.1210556 44.1341124, 18.1212611 44.1339931, 18.1214349 44.1339119, 18.1215607 44.1338522, 18.1217317 44.1337735, 18.1219788 44.133701)",,,,
549040898,False,,,residential,False,134.114,"LINESTRING (18.1251706 44.1328374, 18.1253526 44.1321114, 18.125351 44.1320862, 18.1253356 44.1320632, 18.1253159 44.1320365, 18.1252881 44.1320179, 18.1248055 44.131919)",,,,
549040898,False,,,residential,False,121.30199999999999,"LINESTRING (18.1248055 44.131919, 18.1238423 44.1317873, 18.1233245 44.1316789)",,,,
549040898,False,,,residential,True,134.114,"LINESTRING (18.1248055 44.131919, 18.1252881 44.1320179, 18.1253159 44.1320365, 18.1253356 44.1320632, 18.125351 44.1320862, 18.1253526 44.1321114, 18.1251706 44.1328374)",,,,
741952640,False,,,residential,True,116.441,"LINESTRING (18.1248055 44.131919, 18.1247729 44.1316836, 18.1246851 44.1315563, 18.1245229 44.1313817, 18.1241676 44.1310004)",,,,
549040898,False,,,residential,False,67.166,"LINESTRING (18.1233245 44.1316789, 18.1231693 44.1315342, 18.1230129 44.1313514, 18.1228737 44.1311702)",,,,
549040898,False,,,residential,True,121.30199999999999,"LINESTRING (18.1233245 44.1316789, 18.1238423 44.1317873, 18.1248055 44.131919)",,,,
741049309,False,,,residential,False,95.307,"LINESTRING (18.1233245 44.1316789, 18.1233574 44.1317929, 18.1238335 44.1320511, 18.1238639 44.1321336, 18.1238955 44.1321789, 18.1239416 44.1322148, 18.1241038 44.132267)",,,,
549040898,False,,,residential,True,67.166,"LINESTRING (18.1228737 44.1311702, 18.1230129 44.1313514, 18.1231693 44.1315342, 18.1233245 44.1316789)",,,,
549040899,False,,1. Maja,residential,False,106.887,"LINESTRING (18.1228737 44.1311702, 18.1232963 44.1311575, 18.1236715 44.1311429, 18.1238214 44.1311274, 18.1239264 44.1310945, 18.1241676 44.1310004)",,,,
549040899,False,,1. Maja,residential,True,160.014,"LINESTRING (18.1228737 44.1311702, 18.1224947 44.1312109, 18.1223145 44.1312775, 18.122212 44.1313398, 18.1221341 44.131406, 18.1220661 44.1314932, 18.1220211 44.1315973, 18.1219805 44.1317638, 18.1219568 44.1318249, 18.1218902 44.1318985, 18.1215339 44.1320671)",,,,
549040899,False,,1. Maja,residential,False,22.056,"LINESTRING (18.1212749 44.1321363, 18.1215339 44.1320671)",,,,
741094469,True,,Alije Izetbegovića,tertiary,False,106.55099999999999,"LINESTRING (18.1212749 44.1321363, 18.1212396 44.131777, 18.1212012 44.1315596, 18.1211309 44.1313752, 18.1211063 44.1313141, 18.1210682 44.1312566, 18.1210161 44.1312091)",R 456,,,
549040899,False,,1. Maja,residential,True,22.056,"LINESTRING (18.1215339 44.1320671, 18.1212749 44.1321363)",,,,
549040899,False,,1. Maja,residential,False,160.014,"LINESTRING (18.1215339 44.1320671, 18.1218902 44.1318985, 18.1219568 44.1318249, 18.1219805 44.1317638, 18.1220211 44.1315973, 18.1220661 44.1314932, 18.1221341 44.131406, 18.122212 44.1313398, 18.1223145 44.1312775, 18.1224947 44.1312109, 18.1228737 44.1311702)",,,,
"[741094467, 742017020, 549829174]",True,,,tertiary,False,73.136,"LINESTRING (18.1215339 44.1320671, 18.1215888 44.1321642, 18.1216723 44.1323149, 18.1216953 44.1323602, 18.1217107 44.1323905, 18.1217091 44.1324206, 18.1216974 44.1324498, 18.1216606 44.1324736, 18.1213663 44.1325094)",R 456,,yes,
549040899,False,,1. Maja,residential,True,92.89500000000001,"LINESTRING (18.1252742 44.1307586, 18.1249996 44.1308116, 18.124695 44.1308531, 18.1243884 44.1309142, 18.1241676 44.1310004)",,,,
203040243,False,,7. Muslimanske brigade,residential,False,85.812,"LINESTRING (18.1198345 44.1271267, 18.1198855 44.127147, 18.1199518 44.1271598, 18.1201217 44.1271358, 18.1203362 44.1270954, 18.1205146 44.1270636, 18.1206809 44.1270512, 18.1208823 44.1270383)",,,,
203040243,False,,7. Muslimanske brigade,residential,True,158.10999999999999,"LINESTRING (18.1198345 44.1271267, 18.1198129 44.1270741, 18.119642 44.1266627, 18.119567 44.1265138, 18.1194671 44.126337, 18.1193132 44.1261513, 18.1191679 44.1260307, 18.1189371 44.1258966)",,,,
549829051,False,,,residential,False,284.45899999999995,"LINESTRING (18.1198345 44.1271267, 18.1198023 44.1271992, 18.11959 44.1279116, 18.1195058 44.1280863, 18.1194795 44.1281752, 18.1195083 44.1282976, 18.1195858 44.1285137, 18.119902 44.1288611, 18.1201175 44.1291264, 18.120411 44.1294764)",,,,
