osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,width,bridge,maxspeed
146485972,M 213;R 465,Zlatnih Ljiljana,primary,False,False,320.923,"LINESTRING (18.1405293 44.4381706, 18.1411416 44.4385335, 18.1412422 44.4385892, 18.1413053 44.438624, 18.1414853 44.4387174, 18.1424425 44.4392335, 18.1428159 44.4394146, 18.1428981 44.4394505, 18.1429804 44.4394864, 18.1433845 44.4396199, 18.1434546 44.4396466, 18.1435607 44.4396869, 18.1437072 44.439745, 18.1438263 44.4398221)",,,,
194714551,,Husein Kapetana Gradaščevića,residential,False,True,80.63,"LINESTRING (18.1405293 44.4381706, 18.1407451 44.4379386, 18.1408953 44.4377721, 18.1410717 44.4375578)",2,,,
194714543,,Maršala Tita,residential,False,False,77.376,"LINESTRING (18.1440241 44.4423621, 18.144115 44.4424609, 18.1441972 44.4425482, 18.1442982 44.4426555, 18.1444093 44.442768, 18.1445671 44.4429399)",,,,
194714543,,Maršala Tita,residential,False,True,122.33,"LINESTRING (18.1440241 44.4423621, 18.1438731 44.4421904, 18.1438004 44.4421066, 18.1437846 44.44209, 18.1436589 44.4419582, 18.1434244 44.4417696, 18.1431824 44.4415945, 18.1430482 44.4415204)",,,,
310943765,,,residential,False,False,235.578,"LINESTRING (18.1440241 44.4423621, 18.1440899 44.4422932, 18.1447121 44.4416237, 18.144758 44.4416003, 18.144806 44.4415863, 18.1448531 44.4415797, 18.1449062 44.4415833, 18.1449625 44.4415907, 18.1450168 44.4416067, 18.1456411 44.441913, 18.1461507 44.4421552, 18.1461739 44.4421687)",,3.8,,
146485971,,,residential,False,False,15.78,"LINESTRING (18.1499395 44.4394714, 18.1500691 44.439579)",,,,
146485971,,,residential,False,True,173.58399999999997,"LINESTRING (18.1499395 44.4394714, 18.1495917 44.4391853, 18.1493068 44.4388859, 18.14923 44.4387913, 18.149171 44.4387086, 18.1490773 44.4385689, 18.1489845 44.4384023, 18.1489092 44.4382729, 18.1487999 44.4381521)",,,,
926002396,,,residential,False,True,94.80799999999999,"LINESTRING (18.1499395 44.4394714, 18.1495493 44.4397212, 18.1494701 44.4397787, 18.1494121 44.4398413, 18.1493692 44.4398913, 18.149337 44.4399437, 18.1492443 44.4401397)",,,,
194714553,,Gazi-Husrev begova,residential,False,False,54.37,"LINESTRING (18.1466196 44.4395979, 18.1469831 44.4391835)",,,,
146393657,,,residential,False,False,124.39500000000001,"LINESTRING (18.1466196 44.4395979, 18.1466721 44.4396226, 18.146715 44.4396494, 18.1467457 44.4396843, 18.1468749 44.4398773, 18.146994 44.4400492, 18.1470509 44.440125, 18.1471078 44.4401725, 18.1472101 44.440213, 18.1473845 44.4402417, 18.1475186 44.4402494, 18.1477009 44.4402562)",,,,
"[194714553, 916674629]",,Gazi-Husrev begova,residential,False,True,53.364999999999995,"LINESTRING (18.1466196 44.4395979, 18.146549 44.4396751, 18.1463834 44.4398655, 18.1462658 44.4400059)",2,,,
146396313,,Gazi Hugrev-begova,residential,False,False,6.456,"LINESTRING (18.1487999 44.4381521, 18.1488294 44.438098)",,,,
146485971,,,residential,False,False,173.584,"LINESTRING (18.1487999 44.4381521, 18.1489092 44.4382729, 18.1489845 44.4384023, 18.1490773 44.4385689, 18.149171 44.4387086, 18.14923 44.4387913, 18.1493068 44.4388859, 18.1495917 44.4391853, 18.1499395 44.4394714)",,,,
194714553,,Gazi-Husrev begova,residential,False,True,187.628,"LINESTRING (18.1487999 44.4381521, 18.1487274 44.4382095, 18.1481882 44.4384724, 18.1479794 44.438561, 18.1479551 44.4385704, 18.1477197 44.4386551, 18.1476568 44.4386858, 18.1476009 44.4387266, 18.1474879 44.4388153, 18.1474023 44.4388924, 18.1473351 44.4389716, 18.1472829 44.4390416, 18.1472646 44.4390578, 18.1471955 44.4391054, 18.147082 44.4391569, 18.1469831 44.4391835)",,,,
