osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access,width,junction
41068809,False,2,Banjalučka,residential,50,False,71.928,"LINESTRING (16.671055 44.7683614, 16.6708587 44.7682816, 16.6707718 44.7682471, 16.6703506 44.7680735, 16.6702746 44.7680292)",,,,,
"[1149964304, 77938270]",False,,Bulevar 7. Korpusa,secondary,40,False,195.632,"LINESTRING (16.671055 44.7683614, 16.6711103 44.7682345, 16.6712215 44.767994, 16.6713043 44.7677592, 16.6716046 44.7670024, 16.6716992 44.7666639)",R 405,,,,
1149964304,False,,Bulevar 7. Korpusa,secondary,40,True,13.21,"LINESTRING (16.671055 44.7683614, 16.6710299 44.7684181, 16.6710047 44.7684747)",R 405,,,,
41068809,False,2,Banjalučka,residential,50,False,78.389,"LINESTRING (16.6692277 44.766443, 16.6689488 44.7664178, 16.6687965 44.7664189, 16.6685981 44.7664426, 16.6683565 44.7664825, 16.6682465 44.7664773)",,,,,
41068809,False,2,Banjalučka,residential,50,True,21.4,"LINESTRING (16.6692277 44.766443, 16.6693739 44.7664745, 16.6694807 44.7665106)",,,,,
40699043,True,,,residential,,False,132.86100000000002,"LINESTRING (16.669263 44.7652492, 16.6692736 44.7656664, 16.6692655 44.7659534, 16.6692265 44.7663715, 16.6692277 44.766443)",,,,,
41068786,False,,,residential,,True,99.933,"LINESTRING (16.669263 44.7652492, 16.669238 44.7646221, 16.669228 44.7644253, 16.6692097 44.764352)",,,,,
40679387,False,,Sanska,residential,50,False,99.587,"LINESTRING (16.6694955 44.7687314, 16.6697853 44.7685068, 16.6699971 44.7683107, 16.6701525 44.7681656, 16.6702746 44.7680292)",,,,,
"[40679386, 40679387]",False,,Sanska,residential,"['50', '30']",True,174.66400000000002,"LINESTRING (16.6694955 44.7687314, 16.6689372 44.7691263, 16.6689144 44.7691351, 16.6688881 44.7691395, 16.6688452 44.7691351, 16.6687737 44.7691225, 16.6686987 44.7691024, 16.6684682 44.7690184, 16.6682083 44.7689189, 16.668072 44.7688376, 16.6679702 44.7687707, 16.6678688 44.7686831, 16.6678036 44.7685924)",,,,,
227910496,False,,,residential,30,False,83.95700000000001,"LINESTRING (16.6694955 44.7687314, 16.6696294 44.7688312, 16.6698314 44.7689709, 16.669995 44.7690878, 16.6702262 44.7692793)",,,,,
