osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,access,junction,width
"[13792137, 111252538]",False,Ive Lole Ribara,residential,"[False, True]",177.40300000000002,2,30,"LINESTRING (17.1896346 44.7688429, 17.1897117 44.7688142, 17.189863 44.76877, 17.1901504 44.7686955, 17.1906544 44.7685798, 17.1907183 44.7685511, 17.190771 44.7685213, 17.1908084 44.7684944, 17.1908624 44.7684588, 17.1909131 44.768429, 17.1909731 44.7684115, 17.1911273 44.768373, 17.1912247 44.7683457, 17.1914221 44.7682934, 17.1915067 44.7682716, 17.1915317 44.7682652, 17.1915437 44.7682621, 17.191688 44.768228)",,,
220644447,True,Kralja Petra I Karađorđevića,secondary,False,165.411,3,50,"LINESTRING (17.1894802 44.7706977, 17.1893698 44.77059, 17.1883482 44.7695752, 17.188312 44.7695353, 17.1882693 44.769484)",,,
43309910,True,Srpska,residential,False,136.626,,,"LINESTRING (17.1909992 44.7721744, 17.1911137 44.7721179, 17.1912875 44.7720313, 17.1915563 44.7718962, 17.1917723 44.7717946, 17.1918728 44.771748, 17.1919998 44.7716914, 17.1921233 44.7716328, 17.1922749 44.7715632, 17.1923147 44.7715453, 17.1924365 44.7714903)",,,
"[220644447, 1215154759]",True,Kralja Petra I Karađorđevića,secondary,False,203.343,3,50,"LINESTRING (17.1909992 44.7721744, 17.1909428 44.7721171, 17.1908634 44.7720398, 17.1904246 44.7716002, 17.1903534 44.7715288, 17.190121 44.7713067, 17.1898855 44.7710816, 17.1895875 44.7707969, 17.1895525 44.7707664, 17.1894802 44.7706977)",,,
"[930220545, 296095634, 1095024339]",True,Kralja Petra I Karađorđevića,secondary,False,233.31600000000003,3,50,"LINESTRING (17.1934803 44.7746206, 17.1934099 44.7745567, 17.1930902 44.7742261, 17.1929632 44.7740998, 17.1927956 44.7739293, 17.1918973 44.773058, 17.1918426 44.7730025, 17.1917577 44.7729158)",,,
"[1215154760, 42827456]",False,Aleja Svetog Save,secondary,False,232.04400000000004,"['2', '4']",50,"LINESTRING (17.1934803 44.7746206, 17.1936956 44.7745188, 17.1937439 44.7744961, 17.1940428 44.774337, 17.1942755 44.7742352, 17.1943872 44.7741878, 17.1944874 44.774149, 17.1945994 44.7741084, 17.1947265 44.7740671, 17.1948669 44.7740295, 17.1949788 44.7740008, 17.1950855 44.7739908, 17.1953052 44.7739726, 17.1955039 44.7739664, 17.1957632 44.7739607, 17.1961733 44.7739604)",,,
"[1225536377, 1236142164]",False,Vuka Karadžića,secondary,False,152.683,4,50,"LINESTRING (17.1934803 44.7746206, 17.1933047 44.7746943, 17.1932461 44.774721, 17.1929192 44.7748762, 17.1924668 44.7750849, 17.1922726 44.775171, 17.1920894 44.7752431, 17.1920436 44.7752584, 17.1918276 44.7753307)",,,
"[42826512, 1249940394, 1249940396, 1249940397]",False,Vuka Karadžića,secondary,False,297.076,3,50,"LINESTRING (17.1918276 44.7753307, 17.1916527 44.7753929, 17.1915766 44.7754208, 17.1911491 44.775554, 17.190865 44.7756233, 17.1906859 44.7756646, 17.1902151 44.7757527, 17.1898403 44.7758229, 17.1893898 44.7759115, 17.1891545 44.7759622, 17.1889389 44.7760184, 17.1887226 44.7760849, 17.1884683 44.7761726, 17.1884467 44.7761795, 17.1883013 44.7762379)",,,
"[1225536377, 1236142164]",False,Vuka Karadžića,secondary,True,152.68300000000002,4,50,"LINESTRING (17.1918276 44.7753307, 17.1920436 44.7752584, 17.1920894 44.7752431, 17.1922726 44.775171, 17.1924668 44.7750849, 17.1929192 44.7748762, 17.1932461 44.774721, 17.1933047 44.7746943, 17.1934803 44.7746206)",,,
967372660,False,Jovana Dučića,residential,False,54.736000000000004,2,50,"LINESTRING (17.1883013 44.7762379, 17.1882113 44.7761317, 17.1881958 44.7761137, 17.1879408 44.7758174)",,,
"[42826512, 1249940394, 1249940396, 1249940397]",False,Vuka Karadžića,secondary,True,297.076,3,50,"LINESTRING (17.1883013 44.7762379, 17.1884467 44.7761795, 17.1884683 44.7761726, 17.1887226 44.7760849, 17.1889389 44.7760184, 17.1891545 44.7759622, 17.1893898 44.7759115, 17.1898403 44.7758229, 17.1902151 44.7757527, 17.1906859 44.7756646, 17.190865 44.7756233, 17.1911491 44.775554, 17.1915766 44.7754208, 17.1916527 44.7753929, 17.1918276 44.7753307)",,,
