osmid,oneway,lanes,ref,highway,reversed,length,name,geometry
722068256,False,2,RN 3,tertiary,False,68.647,,"LINESTRING (-89.1151175 13.6409706, -89.1151611 13.6403547)"
722068256,False,2,RN 3,tertiary,True,24.799,,"LINESTRING (-89.1151175 13.6409706, -89.1151209 13.6411936)"
182933192,False,,,residential,False,149.132,4a Calle Oriente,"LINESTRING (-89.1151175 13.6409706, -89.1152813 13.6410009, -89.1155832 13.641135, -89.1157688 13.6412717, -89.1159439 13.6414229, -89.1160151 13.6415495, -89.1160832 13.6416332, -89.1162261 13.6416941)"
182527865,False,2,SAL 36,secondary,False,165.385,,"LINESTRING (-89.1205062 13.6428301, -89.1203996 13.6428866, -89.1203011 13.6429866, -89.1202345 13.6430968, -89.1201555 13.6432136, -89.1199582 13.6435458, -89.119631 13.6440306)"
182527865,False,2,SAL 36,secondary,True,114.87,,"LINESTRING (-89.1205062 13.6428301, -89.1208082 13.6427506, -89.1209449 13.642694, -89.1211474 13.6426164, -89.1212496 13.6425383, -89.1212995 13.642476, -89.1213229 13.6423858, -89.1213407 13.6423131)"
387429607,False,,,residential,True,274.848,2a Calle Poniente,"LINESTRING (-89.1205062 13.6428301, -89.1202668 13.6427765, -89.1201209 13.6427044, -89.1199841 13.6425416, -89.1198904 13.6424296, -89.1197635 13.6423267, -89.1195994 13.642247, -89.1194336 13.6422239, -89.1193018 13.6422563, -89.1192603 13.6422271, -89.1191476 13.6421386, -89.1190631 13.6421136, -89.1188587 13.6421341, -89.1187073 13.6421732, -89.118495 13.6422834, -89.1183573 13.6424623)"
722068256,False,2,RN 3,tertiary,True,238.02,,"LINESTRING (-89.1147122 13.6389381, -89.1149488 13.6388868, -89.115066 13.6388917, -89.1151953 13.6388855, -89.1152962 13.6389574, -89.1154206 13.6390519, -89.115511 13.6391973, -89.1155073 13.6394855, -89.1151611 13.6403547)"
182933152,False,,,residential,True,157.619,,"LINESTRING (-89.114291 13.6393467, -89.1143402 13.6394056, -89.1143505 13.6394657, -89.1143563 13.6395702, -89.1143528 13.6396859, -89.1144158 13.6398238, -89.114465 13.6399028, -89.1145519 13.639984, -89.1146549 13.6400629, -89.1148323 13.640173, -89.1149715 13.6402409, -89.1151611 13.6403547)"
722068256,False,2,RN 3,tertiary,True,68.647,,"LINESTRING (-89.1151611 13.6403547, -89.1151175 13.6409706)"
182933152,False,,,residential,False,157.61900000000003,,"LINESTRING (-89.1151611 13.6403547, -89.1149715 13.6402409, -89.1148323 13.640173, -89.1146549 13.6400629, -89.1145519 13.639984, -89.114465 13.6399028, -89.1144158 13.6398238, -89.1143528 13.6396859, -89.1143563 13.6395702, -89.1143505 13.6394657, -89.1143402 13.6394056, -89.114291 13.6393467)"
722068256,False,2,RN 3,tertiary,False,238.02,,"LINESTRING (-89.1151611 13.6403547, -89.1155073 13.6394855, -89.115511 13.6391973, -89.1154206 13.6390519, -89.1152962 13.6389574, -89.1151953 13.6388855, -89.115066 13.6388917, -89.1149488 13.6388868, -89.1147122 13.6389381)"
182933155,False,,,residential,True,141.58,,"LINESTRING (-89.1162431 13.6404103, -89.1162409 13.6404948, -89.116266 13.6405215, -89.1163599 13.6405771, -89.1163965 13.6406216, -89.1163942 13.6407016, -89.1164034 13.6407862, -89.1164148 13.6408796, -89.1164148 13.6409997, -89.1163896 13.6411065, -89.1163118 13.6413467, -89.1162729 13.641509, -89.1162529 13.6415881)"
722068256,False,2,RN 3,tertiary,False,24.799,,"LINESTRING (-89.1151209 13.6411936, -89.1151175 13.6409706)"
722068256,False,2,RN 3,tertiary,True,193.036,,"LINESTRING (-89.1151209 13.6411936, -89.1151386 13.6425144, -89.1151799 13.6427786, -89.1152466 13.6429115)"
742608258,False,,,tertiary,True,42.206,Calle José Mariano Calderón,"LINESTRING (-89.1151209 13.6411936, -89.1152039 13.6412456, -89.1152476 13.6412862, -89.1154156 13.6414408)"
182933147,False,,,residential,False,163.348,,"LINESTRING (-89.1154156 13.6414408, -89.1153648 13.6414735, -89.1153519 13.6415191, -89.1153729 13.641604, -89.1154635 13.6418321, -89.1155493 13.6420287, -89.115627 13.6421592, -89.1156836 13.6422331, -89.1157986 13.6423747, -89.1158584 13.6425194, -89.1158989 13.6426562, -89.1159183 13.6427499)"
742608258,False,,,tertiary,False,42.206,Calle José Mariano Calderón,"LINESTRING (-89.1154156 13.6414408, -89.1152476 13.6412862, -89.1152039 13.6412456, -89.1151209 13.6411936)"
742608258,False,,,tertiary,True,174.27399999999997,Calle José Mariano Calderón,"LINESTRING (-89.1154156 13.6414408, -89.1156011 13.6415851, -89.1157888 13.6417235, -89.1159135 13.6417912, -89.1160219 13.6418541, -89.1160947 13.6419296, -89.1162614 13.6421639, -89.1163488 13.6422835, -89.116454 13.6423873, -89.1165835 13.642458, -89.116603 13.6424667)"
182933155,False,,,residential,False,12.137,,"LINESTRING (-89.1162261 13.6416941, -89.1162529 13.6415881)"
182933192,False,,,residential,False,200.597,4a Calle Oriente,"LINESTRING (-89.1162261 13.6416941, -89.1163274 13.6418042, -89.1164533 13.6419376, -89.1165276 13.6419686, -89.1166511 13.641983, -89.1170911 13.6420191, -89.1171537 13.6420414, -89.1172302 13.6421091, -89.1173093 13.6421931, -89.1173827 13.6422201, -89.1174993 13.6422308, -89.1175922 13.6422479, -89.1176965 13.6422964, -89.1177892 13.6423428, -89.117862 13.6423555)"
182933192,False,,,residential,True,149.132,4a Calle Oriente,"LINESTRING (-89.1162261 13.6416941, -89.1160832 13.6416332, -89.1160151 13.6415495, -89.1159439 13.6414229, -89.1157688 13.6412717, -89.1155832 13.641135, -89.1152813 13.6410009, -89.1151175 13.6409706)"
387439820,False,,,residential,False,183.148,,"LINESTRING (-89.1184903 13.6419888, -89.1184069 13.6419289, -89.1183334 13.6418708, -89.1182959 13.6417978, -89.1182634 13.641748, -89.1182036 13.6416799, -89.1180807 13.6416484, -89.1179816 13.6416019, -89.1179184 13.6415554, -89.1178774 13.6414774, -89.1178398 13.6412649, -89.1177783 13.6410342, -89.1177835 13.6406591)"
742612718,False,,,residential,True,45.646,2a Calle Oriente,"LINESTRING (-89.1184903 13.6419888, -89.1183759 13.6420911, -89.1181656 13.6422509)"
742612719,False,,,residential,False,174.367,,"LINESTRING (-89.1184903 13.6419888, -89.1186071 13.6418887, -89.1186895 13.6418309, -89.1187238 13.6417352, -89.1187627 13.6414661, -89.1187879 13.6413171, -89.1188245 13.6412414, -89.1188817 13.6411414, -89.1189298 13.641068, -89.1190351 13.641019, -89.1192731 13.64089, -89.1193162 13.6408578, -89.1193624 13.6408233, -89.119376 13.6408068)"
742608260,False,,,residential,True,31.333,Avenida Central Sur,"LINESTRING (-89.1181656 13.6422509, -89.1181925 13.6422799, -89.1182886 13.6423845, -89.1183573 13.6424623)"
742612718,False,,,residential,False,45.646,2a Calle Oriente,"LINESTRING (-89.1181656 13.6422509, -89.1183759 13.6420911, -89.1184903 13.6419888)"
742612718,False,,,residential,True,35.495999999999995,2a Calle Oriente,"LINESTRING (-89.1181656 13.6422509, -89.1180912 13.6423028, -89.1180059 13.6423347, -89.1179075 13.6423503, -89.117862 13.6423555)"
742608260,False,,,residential,True,38.016,Avenida Central Sur,"LINESTRING (-89.1183573 13.6424623, -89.1184189 13.6427989)"
387429607,False,,,residential,False,274.84800000000007,2a Calle Poniente,"LINESTRING (-89.1183573 13.6424623, -89.118495 13.6422834, -89.1187073 13.6421732, -89.1188587 13.6421341, -89.1190631 13.6421136, -89.1191476 13.6421386, -89.1192603 13.6422271, -89.1193018 13.6422563, -89.1194336 13.6422239, -89.1195994 13.642247, -89.1197635 13.6423267, -89.1198904 13.6424296, -89.1199841 13.6425416, -89.1201209 13.6427044, -89.1202668 13.6427765, -89.1205062 13.6428301)"
742608260,False,,,residential,False,31.333000000000002,Avenida Central Sur,"LINESTRING (-89.1183573 13.6424623, -89.1182886 13.6423845, -89.1181925 13.6422799, -89.1181656 13.6422509)"
182933170,False,,,residential,True,55.769000000000005,Avenida Los Almendros,"LINESTRING (-89.116603 13.6424667, -89.1165475 13.6425777, -89.1164941 13.6427019, -89.1164488 13.6428152, -89.1164148 13.6428702, -89.1163615 13.6428959)"
742608258,False,,,tertiary,False,174.27399999999997,Calle José Mariano Calderón,"LINESTRING (-89.116603 13.6424667, -89.1165835 13.642458, -89.116454 13.6423873, -89.1163488 13.6422835, -89.1162614 13.6421639, -89.1160947 13.6419296, -89.1160219 13.6418541, -89.1159135 13.6417912, -89.1157888 13.6417235, -89.1156011 13.6415851, -89.1154156 13.6414408)"
742608258,False,,,tertiary,True,100.426,Calle José Mariano Calderón,"LINESTRING (-89.116603 13.6424667, -89.1171366 13.6426732, -89.117456 13.6428238)"
742608266,False,,,residential,False,143.38500000000002,2a Calle Oriente,"LINESTRING (-89.116603 13.6424667, -89.116767 13.642372, -89.1168981 13.6423233, -89.1170661 13.6422895, -89.1171432 13.642285, -89.1173558 13.6423044, -89.1175193 13.6423104, -89.1175811 13.6423164, -89.1176491 13.6423399, -89.117714 13.6423844, -89.1177686 13.6423926, -89.117862 13.6423555)"
742608260,False,,,residential,False,38.016,Avenida Central Sur,"LINESTRING (-89.1184189 13.6427989, -89.1183573 13.6424623)"
742608260,False,,,residential,True,11.175,Avenida Central Sur,"LINESTRING (-89.1184189 13.6427989, -89.1184327 13.6428985)"
275237704,False,,,residential,False,105.983,Calle José Mariano Calderón,"LINESTRING (-89.1184189 13.6427989, -89.1182415 13.6428592, -89.1181117 13.6428874, -89.1179307 13.6428848, -89.117456 13.6428238)"
182933139,False,,,residential,False,51.958,,"LINESTRING (-89.1159183 13.6427499, -89.1159747 13.6427559, -89.1161123 13.6427654, -89.1161996 13.6427905, -89.1162725 13.6428361, -89.1163275 13.6428692, -89.1163615 13.6428959)"
182933139,False,,,residential,True,75.158,,"LINESTRING (-89.1159183 13.6427499, -89.1157074 13.642769, -89.1155517 13.6428113, -89.1152466 13.6429115)"
182933147,False,,,residential,True,163.348,,"LINESTRING (-89.1159183 13.6427499, -89.1158989 13.6426562, -89.1158584 13.6425194, -89.1157986 13.6423747, -89.1156836 13.6422331, -89.115627 13.6421592, -89.1155493 13.6420287, -89.1154635 13.6418321, -89.1153729 13.641604, -89.1153519 13.6415191, -89.1153648 13.6414735, -89.1154156 13.6414408)"
182933139,False,,,residential,False,75.158,,"LINESTRING (-89.1152466 13.6429115, -89.1155517 13.6428113, -89.1157074 13.642769, -89.1159183 13.6427499)"
722068256,False,2,RN 3,tertiary,False,193.036,,"LINESTRING (-89.1152466 13.6429115, -89.1151799 13.6427786, -89.1151386 13.6425144, -89.1151209 13.6411936)"
722068256,False,2,RN 3,tertiary,True,166.826,,"LINESTRING (-89.1152466 13.6429115, -89.1153254 13.6430436, -89.1155839 13.6433799, -89.1161934 13.6440941)"
742608259,False,,,tertiary,True,31.652,Calle 25 de Julio,"LINESTRING (-89.117456 13.6428238, -89.1176425 13.6430433)"
275237704,False,,,residential,True,105.983,Calle José Mariano Calderón,"LINESTRING (-89.117456 13.6428238, -89.1179307 13.6428848, -89.1181117 13.6428874, -89.1182415 13.6428592, -89.1184189 13.6427989)"
742608258,False,,,tertiary,False,100.426,Calle José Mariano Calderón,"LINESTRING (-89.117456 13.6428238, -89.1171366 13.6426732, -89.116603 13.6424667)"
182933139,False,,,residential,True,51.958,,"LINESTRING (-89.1163615 13.6428959, -89.1163275 13.6428692, -89.1162725 13.6428361, -89.1161996 13.6427905, -89.1161123 13.6427654, -89.1159747 13.6427559, -89.1159183 13.6427499)"
182933170,False,,,residential,False,55.769,Avenida Los Almendros,"LINESTRING (-89.1163615 13.6428959, -89.1164148 13.6428702, -89.1164488 13.6428152, -89.1164941 13.6427019, -89.1165475 13.6425777, -89.116603 13.6424667)"
182933170,False,,,residential,True,162.618,Avenida Los Almendros,"LINESTRING (-89.1163615 13.6428959, -89.1161704 13.6429709, -89.1160539 13.6430259, -89.1159972 13.6430715, -89.1159762 13.6431219, -89.1159794 13.6431879, -89.1160079 13.6432591, -89.1160445 13.6433704, -89.1160399 13.6434193, -89.1160262 13.6435038, -89.1160376 13.643615, -89.1160514 13.643704, -89.1160674 13.6437618, -89.1160886 13.6438452, -89.1161934 13.6440941)"
742608259,False,,,tertiary,False,31.652,Calle 25 de Julio,"LINESTRING (-89.1176425 13.6430433, -89.117456 13.6428238)"
742608259,False,,,tertiary,True,120.31899999999999,Calle 25 de Julio,"LINESTRING (-89.1176425 13.6430433, -89.1179041 13.6433215, -89.1180482 13.6434851, -89.1180903 13.64357, -89.118121 13.6436911, -89.1181356 13.6439003, -89.1181365 13.6439615)"
182933154,False,,,residential,True,108.733,,"LINESTRING (-89.1184732 13.6435064, -89.1185645 13.643619, -89.1186284 13.6436696, -89.1187291 13.6437226, -89.1188249 13.6437642, -89.1189311 13.6437748, -89.1190512 13.6437882, -89.1191505 13.643826, -89.1192562 13.6438865, -89.1193383 13.6439418)"
742608260,False,,,residential,False,68.015,Avenida Central Sur,"LINESTRING (-89.1184732 13.6435064, -89.1184877 13.6433787, -89.1184465 13.6429984, -89.1184327 13.6428985)"
