osmid,oneway,highway,junction,reversed,length,geometry,ref,name,maxspeed
615065423,True,secondary,roundabout,False,16.042,"LINESTRING (35.5835582 8.2955277, 35.5835813 8.2955556, 35.5835964 8.2955884, 35.5836023 8.295624, 35.5835987 8.2956599)",,,
109012997,False,secondary,,True,17.977,"LINESTRING (35.5815651 8.298597, 35.5816357 8.2984512)",43,Metu - Bedele,56
109012997,False,secondary,,False,104.299,"LINESTRING (35.5815651 8.298597, 35.5815465 8.2987685, 35.581595 8.2995325)",43,Metu - Bedele,56
615065425,True,tertiary,,False,27.942999999999998,"LINESTRING (35.5815651 8.298597, 35.5814723 8.2985688, 35.5814185 8.2985108, 35.5813739 8.2984483)",,,
615065422,True,secondary,,False,29.53,"LINESTRING (35.5834245 8.2951751, 35.5835236 8.2954219)",7,Gore - Metu,56
312884073,False,secondary,,True,149.66,"LINESTRING (35.5834245 8.2951751, 35.58324 8.29418, 35.5832068 8.2938474)",7,Gore - Metu,56
648945832,False,tertiary,,True,52.336,"LINESTRING (35.5809029 8.2982674, 35.5813464 8.2984375)",,,
134703706,False,tertiary,,False,123.597,"LINESTRING (35.5809029 8.2982674, 35.5808192 8.2982693, 35.580699 8.298288, 35.5805642 8.2983294, 35.5803813 8.2984375, 35.5801443 8.2986218, 35.5799586 8.2988051)",,,
907854182,False,tertiary,,True,115.051,"LINESTRING (35.5809029 8.2982674, 35.5807827 8.2981873, 35.5806243 8.2980731, 35.5802341 8.2978135, 35.5800386 8.2976853)",,,
648945832,False,tertiary,,False,3.255,"LINESTRING (35.5813739 8.2984483, 35.5813464 8.2984375)",,,
615065424,True,tertiary,,False,29.483000000000004,"LINESTRING (35.5813739 8.2984483, 35.5814737 8.2984259, 35.5815558 8.2984272, 35.5816357 8.2984512)",,,
109012997,False,secondary,,False,17.977,"LINESTRING (35.5816357 8.2984512, 35.5815651 8.298597)",43,Metu - Bedele,56
109012997,False,secondary,,True,70.231,"LINESTRING (35.5816357 8.2984512, 35.5820045 8.2979357)",43,Metu - Bedele,56
907854182,False,tertiary,,False,5.201,"LINESTRING (35.5800025 8.2976551, 35.5800386 8.2976853)",,,
907854182,False,tertiary,,True,149.607,"LINESTRING (35.5800025 8.2976551, 35.5797073 8.2973642, 35.5790637 8.2966821)",,,
907865567,False,residential,,True,265.376,"LINESTRING (35.5800025 8.2976551, 35.5801517 8.297526, 35.5804802 8.2972752, 35.5811812 8.2967823, 35.5816093 8.2964452, 35.5817963 8.296393, 35.5819916 8.2963649)",,,
306724229,False,residential,,True,132.501,"LINESTRING (35.5790637 8.2966821, 35.5793058 8.2964566, 35.5796495 8.2962536, 35.5800705 8.2960436)",,,
907854182,False,tertiary,,False,149.607,"LINESTRING (35.5790637 8.2966821, 35.5797073 8.2973642, 35.5800025 8.2976551)",,,
306724229,False,residential,,False,79.043,"LINESTRING (35.5830633 8.2956677, 35.5823482 8.2957354)",,,
615065417,True,unclassified,,False,32.549,"LINESTRING (35.5830633 8.2956677, 35.5833397 8.2955634)",,,
306724229,False,residential,,False,10.393,"LINESTRING (35.5819687 8.2957742, 35.5818745 8.2957811)",,,
306724229,False,residential,,True,41.979,"LINESTRING (35.5819687 8.2957742, 35.5823482 8.2957354)",,,
306724986,False,residential,,False,66.021,"LINESTRING (35.5819687 8.2957742, 35.5820103 8.2961503, 35.5819916 8.2963649)",,,
306724986,False,residential,,False,72.806,"LINESTRING (35.5819916 8.2963649, 35.5819678 8.2966204, 35.5819756 8.2970185)",,,
306724986,False,residential,,True,66.021,"LINESTRING (35.5819916 8.2963649, 35.5820103 8.2961503, 35.5819687 8.2957742)",,,
907865567,False,residential,,False,265.37600000000003,"LINESTRING (35.5819916 8.2963649, 35.5817963 8.296393, 35.5816093 8.2964452, 35.5811812 8.2967823, 35.5804802 8.2972752, 35.5801517 8.297526, 35.5800025 8.2976551)",,,
109012997,False,secondary,,False,70.231,"LINESTRING (35.5820045 8.2979357, 35.5816357 8.2984512)",43,Metu - Bedele,56
109012997,False,secondary,,True,144.0,"LINESTRING (35.5820045 8.2979357, 35.5827911 8.2969007)",43,Metu - Bedele,56
306725237,False,residential,,False,209.05400000000003,"LINESTRING (35.5820045 8.2979357, 35.5825399 8.298217, 35.5832466 8.2986258, 35.5836635 8.2988514)",,,
306725237,False,residential,,True,16.618,"LINESTRING (35.5851698 8.2994495, 35.5850528 8.299544)",,,
306725238,False,residential,,False,34.41,"LINESTRING (35.5851698 8.2994495, 35.5849953 8.2991927)",,,
109012997,False,secondary,,False,28.132,"LINESTRING (35.5829365 8.2966926, 35.5827911 8.2969007)",43,Metu - Bedele,56
109012997,False,secondary,,True,93.292,"LINESTRING (35.5829365 8.2966926, 35.5832414 8.2962772, 35.583342 8.2961077, 35.5833965 8.2959905)",43,Metu - Bedele,56
306725238,False,residential,,True,290.313,"LINESTRING (35.5829365 8.2966926, 35.5833121 8.2971352, 35.5839952 8.2980505, 35.5842318 8.298316, 35.5845914 8.2987236)",,,
312885122,False,residential,,False,62.715,"LINESTRING (35.5800705 8.2960436, 35.5797257 8.2955945)",,,
306724229,False,residential,,False,132.501,"LINESTRING (35.5800705 8.2960436, 35.5796495 8.2962536, 35.5793058 8.2964566, 35.5790637 8.2966821)",,,
306724229,False,residential,,True,201.146,"LINESTRING (35.5800705 8.2960436, 35.5803548 8.2959562, 35.5806533 8.2959078, 35.5818745 8.2957811)",,,
312885122,False,residential,,False,45.478,"LINESTRING (35.5797257 8.2955945, 35.5795173 8.2952413)",,,
312885122,False,residential,,True,62.715,"LINESTRING (35.5797257 8.2955945, 35.5800705 8.2960436)",,,
908116873,False,residential,,False,85.657,"LINESTRING (35.5797257 8.2955945, 35.5797882 8.2955302, 35.5798727 8.295343, 35.5802376 8.2950327)",,,
312885122,False,residential,,False,53.978,"LINESTRING (35.5791233 8.2943032, 35.5789097 8.2938662)",,,
312885122,False,residential,,True,43.993,"LINESTRING (35.5791233 8.2943032, 35.5792739 8.2946697)",,,
312885123,False,residential,,True,141.51999999999998,"LINESTRING (35.5791233 8.2943032, 35.5796159 8.2940395, 35.580145 8.2938317, 35.5802802 8.293753)",,,
312885122,False,residential,,True,53.978,"LINESTRING (35.5789097 8.2938662, 35.5791233 8.2943032)",,,
312884073,False,secondary,,False,12.571,"LINESTRING (35.5828988 8.2921317, 35.5829177 8.2922432)",7,Gore - Metu,56
1034908752,False,tertiary,,True,61.062,"LINESTRING (35.5828988 8.2921317, 35.5826023 8.2921948, 35.5823621 8.2922691)",,,
1034908752,False,tertiary,,True,18.989,"LINESTRING (35.5823621 8.2922691, 35.5821959 8.2923151)",,,
312885124,False,residential,,False,400.54799999999994,"LINESTRING (35.5823621 8.2922691, 35.5824309 8.2926594, 35.582555 8.2930082, 35.582562 8.2933177, 35.5826602 8.2939273, 35.5826906 8.2942717, 35.5826322 8.2945579, 35.5824962 8.2948732, 35.5823015 8.2951614, 35.5822762 8.2952766, 35.5823482 8.2957354)",,,
1034908752,False,tertiary,,False,61.062,"LINESTRING (35.5823621 8.2922691, 35.5826023 8.2921948, 35.5828988 8.2921317)",,,
312885123,False,residential,,False,62.857,"LINESTRING (35.5811706 8.2928627, 35.5807209 8.2932113)",,,
312885123,False,residential,,True,76.313,"LINESTRING (35.5811706 8.2928627, 35.5817494 8.2924846)",,,
907865534,False,residential,,False,55.522,"LINESTRING (35.5811706 8.2928627, 35.5808356 8.2924893)",,,
907865534,False,residential,,True,57.384,"LINESTRING (35.5811706 8.2928627, 35.5814472 8.2933002)",,,
312885123,False,residential,,False,141.52,"LINESTRING (35.5802802 8.293753, 35.580145 8.2938317, 35.5796159 8.2940395, 35.5791233 8.2943032)",,,
312885123,False,residential,,True,78.452,"LINESTRING (35.5802802 8.293753, 35.580385 8.2935389, 35.5804818 8.293425, 35.5807209 8.2932113)",,,
908116874,False,residential,,True,62.904,"LINESTRING (35.5802802 8.293753, 35.5803127 8.2938477, 35.5803053 8.2940768, 35.5802902 8.2943128)",,,
306724229,False,residential,,False,41.979,"LINESTRING (35.5823482 8.2957354, 35.5819687 8.2957742)",,,
306724229,False,residential,,True,79.043,"LINESTRING (35.5823482 8.2957354, 35.5830633 8.2956677)",,,
312885124,False,residential,,True,400.548,"LINESTRING (35.5823482 8.2957354, 35.5822762 8.2952766, 35.5823015 8.2951614, 35.5824962 8.2948732, 35.5826322 8.2945579, 35.5826906 8.2942717, 35.5826602 8.2939273, 35.582562 8.2933177, 35.582555 8.2930082, 35.5824309 8.2926594, 35.5823621 8.2922691)",,,
615065420,True,secondary,,False,26.698,"LINESTRING (35.5833965 8.2959905, 35.583397 8.2957504)",43,Metu - Bedele,56
109012997,False,secondary,,False,93.292,"LINESTRING (35.5833965 8.2959905, 35.583342 8.2961077, 35.5832414 8.2962772, 35.5829365 8.2966926)",43,Metu - Bedele,56
615065423,True,secondary,roundabout,False,8.019,"LINESTRING (35.583397 8.2957504, 35.5833674 8.2957294, 35.5833443 8.2957015)",,,
615065419,True,secondary,,False,37.575,"LINESTRING (35.5833891 8.2955112, 35.5834245 8.2951751)",7,Gore - Metu,56
615065423,True,secondary,roundabout,False,20.041,"LINESTRING (35.5833891 8.2955112, 35.5834223 8.2954964, 35.5834582 8.2954905, 35.5834945 8.295494, 35.5835286 8.2955067, 35.5835582 8.2955277)",,,
615065423,True,secondary,roundabout,False,8.021,"LINESTRING (35.5833397 8.2955634, 35.5833609 8.2955341, 35.5833891 8.2955112)",,,
615065421,True,secondary,,False,31.267,"LINESTRING (35.5835365 8.2957458, 35.5833965 8.2959905)",43,Metu - Bedele,56
615065423,True,secondary,roundabout,False,16.037,"LINESTRING (35.5835365 8.2957458, 35.5835033 8.2957607, 35.5834674 8.2957666, 35.5834311 8.2957631, 35.583397 8.2957504)",,,
306720655,False,residential,,True,351.112,"LINESTRING (35.5835987 8.2956599, 35.5836662 8.2956947, 35.5844102 8.296557, 35.584818 8.2970165, 35.5851694 8.297426, 35.5854883 8.2977364, 35.5857363 8.2979958)",,,
