osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,tunnel
48562976,2,Melville Street,secondary,False,False,376.205,"LINESTRING (-61.7542391 12.0574199, -61.754293 12.0572996, -61.75433 12.057226, -61.7543691 12.0571577, -61.7543797 12.0571391, -61.7543876 12.0571095, -61.7543907 12.0570017, -61.7544023 12.0568777, -61.7544097 12.0568162, -61.7544205 12.0567594, -61.7544354 12.0567383, -61.7544529 12.0567261, -61.7544594 12.0567046, -61.7544375 12.0565161, -61.7544376 12.0562732, -61.7544492 12.056015, -61.7545251 12.0549739, -61.7545574 12.0547532, -61.7546224 12.0544465, -61.7546994 12.0541071)",,
383993151,1,,primary,True,False,8.85,"LINESTRING (-61.7542391 12.0574199, -61.7542487 12.0574264, -61.7542555 12.0574356, -61.7542588 12.0574465, -61.7542581 12.0574578, -61.7542537 12.0574684, -61.7542459 12.0574768, -61.7542357 12.0574822)",roundabout,
25654483,,,residential,False,True,27.955,"LINESTRING (-61.7476047 12.0571979, -61.7476054 12.0569465)",,
32196543,2,River Road,primary,False,False,51.934,"LINESTRING (-61.7476047 12.0571979, -61.7478915 12.0572145, -61.7479678 12.0572175, -61.7480041 12.0572221, -61.7480363 12.0572226, -61.7480814 12.0572238)",,
25552056,,Cemetery Hill,tertiary,False,False,288.947,"LINESTRING (-61.7540165 12.0575516, -61.7539923 12.0574786, -61.7539701 12.0573699, -61.7539676 12.057345, -61.7539542 12.0572097, -61.7539438 12.0571053, -61.7539351 12.0569321, -61.7539346 12.0568013, -61.7539361 12.0567461, -61.7539467 12.0566989, -61.7539739 12.0566546, -61.7539971 12.0566104, -61.7540124 12.0565621, -61.7540187 12.0565244, -61.7540228 12.0564808, -61.7540212 12.0564319, -61.7540148 12.0563988, -61.7539965 12.0563576, -61.7539306 12.0562718, -61.7536133 12.0558945, -61.7535759 12.0558507, -61.7535386 12.055781, -61.7535041 12.055683, -61.7534808 12.0556224, -61.7534605 12.0555727, -61.7534483 12.0555466, -61.7534197 12.0555186, -61.7532003 12.0553853, -61.7531088 12.0553372)",,
32196543,2,River Road,primary,False,False,21.694000000000003,"LINESTRING (-61.7540165 12.0575516, -61.7541633 12.0574956, -61.7541922 12.0574659)",,
32196543,2,River Road,primary,False,True,210.861,"LINESTRING (-61.7540165 12.0575516, -61.7536055 12.0576925, -61.7534363 12.0577506, -61.7533043 12.0577664, -61.7532063 12.0577559, -61.7531352 12.057726, -61.7530535 12.0576966, -61.752912 12.0576369, -61.7527965 12.0575928, -61.7527327 12.0575738, -61.7526731 12.0575646, -61.7526201 12.0575619, -61.7525718 12.057564, -61.7525235 12.0575672, -61.7524632 12.0575776, -61.7523177 12.0576118, -61.7521639 12.0576628)",,
32196543,2,River Road,primary,False,True,21.694000000000003,"LINESTRING (-61.7541922 12.0574659, -61.7541633 12.0574956, -61.7540165 12.0575516)",,
383993151,1,,primary,True,False,9.212000000000002,"LINESTRING (-61.7541922 12.0574659, -61.7541911 12.057458, -61.7541903 12.0574487, -61.7541921 12.0574394, -61.7541964 12.0574311, -61.7542029 12.0574243, -61.7542112 12.0574195, -61.7542204 12.057417, -61.75423 12.0574172, -61.7542391 12.0574199)",roundabout,
48562976,2,Melville Street,secondary,False,False,51.42100000000001,"LINESTRING (-61.7546994 12.0541071, -61.7547185 12.0540267, -61.7548117 12.0536579)",,
