osmid,oneway,highway,reversed,length,bridge,geometry,name,junction
338987006,True,trunk,False,18.472,,"LINESTRING (-10.5739487 8.2772237, -10.5740297 8.2770782)",,
679765183,False,trunk,False,19.0,,"LINESTRING (-10.5739487 8.2772237, -10.5739437 8.2773945)",,
"[176629149, 679765182, 679765183]",False,trunk,False,160.40699999999998,yes,"LINESTRING (-10.572531 8.2794391, -10.5723882 8.2794968, -10.571892 8.2798525, -10.5717786 8.2799514, -10.5716754 8.2800396, -10.5713596 8.2802878)",,
679765183,False,trunk,True,187.57799999999997,,"LINESTRING (-10.572531 8.2794391, -10.5728393 8.2793309, -10.5731241 8.2792035, -10.5732872 8.2790641, -10.5734999 8.2786793, -10.5736046 8.2785685, -10.5737346 8.2784789, -10.5738161 8.2784314)",,
"[176624484, 979746445, 979746446]",False,residential,False,221.055,yes,"LINESTRING (-10.572531 8.2794391, -10.5722144 8.2790819, -10.572118 8.2790028, -10.5720229 8.2789383, -10.5719217 8.2788766, -10.5718509 8.2788144, -10.5716474 8.2786978, -10.5714696 8.2786429, -10.5714107 8.2786094, -10.5708314 8.278526)",Tertiary Road,
979746445,False,residential,True,194.567,,"LINESTRING (-10.572531 8.2794391, -10.5726672 8.2796341, -10.5727769 8.2799478, -10.5727932 8.2801019, -10.5727936 8.2801623, -10.5727603 8.280686, -10.5727632 8.2811267)",Tertiary Road,
176624007,False,residential,False,64.544,,"LINESTRING (-10.5739437 8.2773945, -10.574523 8.2774856)",,
679765183,False,trunk,False,61.007,,"LINESTRING (-10.5739437 8.2773945, -10.5738853 8.2779401)",,
679765183,False,trunk,True,19.0,,"LINESTRING (-10.5739437 8.2773945, -10.5739487 8.2772237)",,
176624007,False,residential,True,97.582,,"LINESTRING (-10.5754014 8.2776062, -10.574523 8.2774856)",,
743719413,False,tertiary,False,250.529,,"LINESTRING (-10.5754014 8.2776062, -10.5758057 8.277322, -10.5760946 8.2771392, -10.5763835 8.2769444, -10.5767548 8.2768342, -10.5771384 8.2767682, -10.5774217 8.2766404)",,
743719413,False,tertiary,True,92.79400000000001,,"LINESTRING (-10.5754014 8.2776062, -10.5749699 8.277929, -10.5746975 8.2780589)",,
679765183,False,trunk,True,61.007,,"LINESTRING (-10.5738853 8.2779401, -10.5739437 8.2773945)",,
679765183,False,trunk,False,55.269,,"LINESTRING (-10.5738853 8.2779401, -10.5738265 8.2782473, -10.5738161 8.2784314)",,
743719413,False,tertiary,False,90.77100000000002,,"LINESTRING (-10.5738853 8.2779401, -10.5743671 8.2780481, -10.5746089 8.2780625, -10.5746975 8.2780589)",,
272907236,False,residential,False,72.296,,"LINESTRING (-10.5746975 8.2780589, -10.5746495 8.2778245, -10.5745699 8.2777829, -10.5745658 8.2776782, -10.5745205 8.2776495, -10.574523 8.2774856)",,
743719413,False,tertiary,False,92.79400000000001,,"LINESTRING (-10.5746975 8.2780589, -10.5749699 8.277929, -10.5754014 8.2776062)",,
743719413,False,tertiary,True,90.771,,"LINESTRING (-10.5746975 8.2780589, -10.5746089 8.2780625, -10.5743671 8.2780481, -10.5738853 8.2779401)",,
176624006,False,residential,True,303.843,,"LINESTRING (-10.5738161 8.2784314, -10.5743473 8.2784707, -10.5756283 8.2786465, -10.5763215 8.2788862, -10.576513 8.2789468)",,
679765183,False,trunk,False,187.578,,"LINESTRING (-10.5738161 8.2784314, -10.5737346 8.2784789, -10.5736046 8.2785685, -10.5734999 8.2786793, -10.5732872 8.2790641, -10.5731241 8.2792035, -10.5728393 8.2793309, -10.572531 8.2794391)",,
679765183,False,trunk,True,55.269,,"LINESTRING (-10.5738161 8.2784314, -10.5738265 8.2782473, -10.5738853 8.2779401)",,
743719414,False,tertiary,False,243.7,,"LINESTRING (-10.5738161 8.2784314, -10.57393 8.2789731, -10.5740155 8.2793446, -10.5741297 8.2795724, -10.5742966 8.2798193, -10.574741 8.2803716)",,
272899063,False,residential,False,111.004,,"LINESTRING (-10.574741 8.2803716, -10.5748949 8.2802938, -10.5750304 8.2802696, -10.575198 8.2802907, -10.5756901 8.2804837)",,
743719414,False,tertiary,True,243.7,,"LINESTRING (-10.574741 8.2803716, -10.5742966 8.2798193, -10.5741297 8.2795724, -10.5740155 8.2793446, -10.57393 8.2789731, -10.5738161 8.2784314)",,
176624488,False,residential,True,36.281,,"LINESTRING (-10.5723778 8.2725552, -10.5724346 8.2728766)",,
927705046,False,residential,True,38.329,,"LINESTRING (-10.5723778 8.2725552, -10.5723412 8.2725906, -10.572264 8.2726602, -10.5721309 8.2727981)",,
399691513,False,unclassified,False,201.656,,"LINESTRING (-10.5721309 8.2727981, -10.5719817 8.2728592, -10.5717906 8.2729938, -10.5716373 8.2731827, -10.5713832 8.2733332, -10.5709922 8.2737246, -10.5708422 8.273945, -10.5708506 8.2740147)",,
399691513,False,unclassified,True,35.016,,"LINESTRING (-10.5721309 8.2727981, -10.5722527 8.2728036, -10.5724346 8.2728766)",,
