osmid,oneway,ref,name,highway,reversed,length,geometry
157766325,True,535,طريق الملك سلمان,primary,False,51.483,"LINESTRING (44.9467487 26.0305272, 44.9469077 26.0300868)"
403477669,True,,,primary_link,False,101.993,"LINESTRING (44.9467487 26.0305272, 44.9467413 26.0303108, 44.946732 26.0301601, 44.9466957 26.0299898, 44.9466655 26.029825, 44.9465944 26.0296256)"
157766325,True,535,طريق الملك سلمان,primary,False,347.921,"LINESTRING (44.9471749 26.0295541, 44.947384 26.0292171, 44.9476736 26.0287385, 44.9479591 26.0283185, 44.9483048 26.0278572, 44.948782 26.0273275, 44.9491361 26.0269836)"
157766325,True,535,طريق الملك سلمان,primary,False,29.448,"LINESTRING (44.9491361 26.0269836, 44.9493421 26.0267942)"
1158436179,False,,,primary,True,16.55,"LINESTRING (44.9491361 26.0269836, 44.9492716 26.0270692)"
157766327,True,535,طريق الملك سلمان,primary,False,94.028,"LINESTRING (44.9542565 26.0244317, 44.9533766 26.0247315)"
1158436180,False,,,primary,False,19.444,"LINESTRING (44.9542565 26.0244317, 44.954136 26.0242944)"
157766327,True,535,طريق الملك سلمان,primary,False,11.536,"LINESTRING (44.9533766 26.0247315, 44.9532655 26.0247597)"
157766362,True,,,residential,False,94.39,"LINESTRING (44.9533766 26.0247315, 44.9537947 26.0254927)"
157766327,True,535,طريق الملك سلمان,primary,False,135.083,"LINESTRING (44.9532655 26.0247597, 44.952553 26.0250137, 44.9520202 26.0252316)"
157766327,True,535,طريق الملك سلمان,primary,False,42.232,"LINESTRING (44.9492716 26.0270692, 44.9489926 26.0273545)"
1158436179,False,,,primary,False,16.55,"LINESTRING (44.9492716 26.0270692, 44.9491361 26.0269836)"
157766327,True,535,طريق الملك سلمان,primary,False,11.069,"LINESTRING (44.9489926 26.0273545, 44.9489185 26.0274285)"
157766358,True,,,residential,False,66.758,"LINESTRING (44.9489926 26.0273545, 44.9494355 26.027804)"
157766327,True,535,طريق الملك سلمان,primary,False,131.703,"LINESTRING (44.9489185 26.0274285, 44.9484895 26.0279326, 44.9481432 26.0283859)"
702126759,False,,,residential,False,90.919,"LINESTRING (44.9481432 26.0283859, 44.9487748 26.0289745)"
157766327,True,535,طريق الملك سلمان,primary,False,219.238,"LINESTRING (44.9481432 26.0283859, 44.9478311 26.0288232, 44.947537 26.0293017, 44.9470971 26.0301164)"
157766327,True,535,طريق الملك سلمان,primary,False,46.375,"LINESTRING (44.9470218 26.0302571, 44.9468856 26.0306558)"
157766347,True,,,tertiary,False,22.103,"LINESTRING (44.9470218 26.0302571, 44.9469077 26.0300868)"
157766325,True,535,طريق الملك سلمان,primary,False,45.806,"LINESTRING (44.9469729 26.0299239, 44.9471749 26.0295541)"
403477648,True,,,tertiary,False,24.742,"LINESTRING (44.9469729 26.0299239, 44.9470971 26.0301164)"
157766327,True,535,طريق الملك سلمان,primary,False,17.36,"LINESTRING (44.9470971 26.0301164, 44.9470218 26.0302571)"
157766344,True,,,tertiary,False,109.844,"LINESTRING (44.9470971 26.0301164, 44.9477123 26.0309351)"
157766344,True,,,tertiary,False,111.304,"LINESTRING (44.9477123 26.0309351, 44.9483049 26.0317827)"
361769825,False,,,residential,False,61.856,"LINESTRING (44.9477123 26.0309351, 44.9479736 26.0304308)"
157766347,True,,,tertiary,False,52.987,"LINESTRING (44.947332 26.0306436, 44.9470218 26.0302571)"
403477668,True,,,primary_link,False,47.077,"LINESTRING (44.947332 26.0306436, 44.9472101 26.0306038, 44.9471261 26.0305895, 44.9470597 26.0305943, 44.9470021 26.0306016, 44.9468856 26.0306558)"
157766325,True,535,طريق الملك سلمان,primary,False,19.25,"LINESTRING (44.9469077 26.0300868, 44.9469729 26.0299239)"
157766347,True,,,tertiary,False,60.082,"LINESTRING (44.9469077 26.0300868, 44.9465944 26.0296256)"
157766347,True,,,tertiary,False,34.213,"LINESTRING (44.9465944 26.0296256, 44.9464099 26.0293664)"
157766352,True,,,residential,False,10.854,"LINESTRING (44.9526109 26.031173, 44.9526998 26.0311169)"
157766357,True,,,residential,False,62.394,"LINESTRING (44.9526109 26.031173, 44.9521968 26.030753)"
157766352,True,,,residential,False,152.962,"LINESTRING (44.9526998 26.0311169, 44.9539589 26.0303344)"
157766358,True,,,residential,False,9.597,"LINESTRING (44.9526998 26.0311169, 44.9527635 26.0311815)"
157766352,True,,,residential,False,12.201,"LINESTRING (44.9548374 26.0297654, 44.9549357 26.0297003)"
157766354,True,,,residential,False,149.122,"LINESTRING (44.9548374 26.0297654, 44.9539445 26.0286908)"
157766355,True,,,residential,False,10.523,"LINESTRING (44.9549357 26.0297003, 44.9550019 26.0297739)"
157766353,True,,,residential,False,12.414,"LINESTRING (44.9550019 26.0297739, 44.9549079 26.0298469)"
157766355,True,,,residential,False,50.052,"LINESTRING (44.9550019 26.0297739, 44.9552949 26.030139)"
157766353,True,,,residential,False,52.426,"LINESTRING (44.9549079 26.0298469, 44.9544884 26.0301301)"
157766354,True,,,residential,False,11.478,"LINESTRING (44.9549079 26.0298469, 44.9548374 26.0297654)"
157766353,True,,,residential,False,10.859,"LINESTRING (44.9527635 26.0311815, 44.952674 26.0312369)"
157766357,True,,,residential,False,9.499,"LINESTRING (44.952674 26.0312369, 44.9526109 26.031173)"
157766353,True,,,residential,False,47.644000000000005,"LINESTRING (44.952674 26.0312369, 44.9524648 26.0313857, 44.9522924 26.0314935)"
157766360,True,,,residential,False,66.44200000000001,"LINESTRING (44.9539445 26.0286908, 44.9536836 26.0288543, 44.9534608 26.029008, 44.9534068 26.0290421)"
157766355,True,,,residential,False,58.017,"LINESTRING (44.9540383 26.0286386, 44.9543895 26.0290541)"
157766360,True,,,residential,False,11.024,"LINESTRING (44.9540383 26.0286386, 44.9539445 26.0286908)"
157766357,True,,,residential,False,12.813,"LINESTRING (44.9517542 26.0303041, 44.9516691 26.0302179)"
157766357,True,,,residential,False,42.264,"LINESTRING (44.9516691 26.0302179, 44.9513886 26.0299334)"
157766359,True,,,residential,False,10.836,"LINESTRING (44.9516691 26.0302179, 44.9517504 26.0301534)"
157766358,True,,,residential,False,12.537,"LINESTRING (44.9517504 26.0301534, 44.9518336 26.0302378)"
157766359,True,,,residential,False,50.201,"LINESTRING (44.9517504 26.0301534, 44.9521166 26.0298443)"
157766358,True,,,residential,False,130.559,"LINESTRING (44.9518336 26.0302378, 44.9526998 26.0311169)"
157766360,True,,,residential,False,10.83,"LINESTRING (44.9518336 26.0302378, 44.9517542 26.0303041)"
157766359,True,,,residential,False,8.865,"LINESTRING (44.9549771 26.0280877, 44.9550593 26.0280577)"
157766361,True,,,residential,False,107.772,"LINESTRING (44.9549771 26.0280877, 44.9545246 26.0272079)"
157766362,True,,,residential,False,10.705,"LINESTRING (44.9550593 26.0280577, 44.9551079 26.0281435)"
157766360,True,,,residential,False,8.878,"LINESTRING (44.9551079 26.0281435, 44.9550252 26.0281727)"
157766361,True,,,residential,False,10.603,"LINESTRING (44.9550252 26.0281727, 44.9549771 26.0280877)"
157766360,True,,,residential,False,111.40800000000002,"LINESTRING (44.9550252 26.0281727, 44.9547497 26.0282957, 44.9543817 26.0284787, 44.9540383 26.0286386)"
157766357,True,,,residential,False,90.221,"LINESTRING (44.9494987 26.0280502, 44.9489185 26.0274285)"
361769825,False,,,residential,True,60.115,"LINESTRING (44.9494987 26.0280502, 44.9491548 26.0284938)"
361769819,False,,,residential,True,99.28,"LINESTRING (44.9491548 26.0284938, 44.9498367 26.0291432)"
361769825,False,,,residential,False,60.115,"LINESTRING (44.9491548 26.0284938, 44.9494987 26.0280502)"
361769825,False,,,residential,True,65.564,"LINESTRING (44.9491548 26.0284938, 44.9488888 26.0288303, 44.9487748 26.0289745)"
361769800,False,,,residential,False,124.247,"LINESTRING (44.9498367 26.0291432, 44.9488662 26.0298418)"
361769819,False,,,residential,False,99.28,"LINESTRING (44.9498367 26.0291432, 44.9491548 26.0284938)"
361769819,False,,,residential,True,55.685,"LINESTRING (44.9498367 26.0291432, 44.9502062 26.0295181)"
361769807,False,,,residential,False,148.541,"LINESTRING (44.953065 26.029267, 44.9539589 26.0303344)"
157766360,True,,,residential,False,163.732,"LINESTRING (44.953065 26.029267, 44.9527819 26.029479, 44.9523283 26.0298231, 44.9518336 26.0302378)"
361769821,False,,,residential,False,59.988,"LINESTRING (44.9484725 26.0294345, 44.9488662 26.0298418)"
361769825,False,,,residential,False,59.402,"LINESTRING (44.9484725 26.0294345, 44.9487748 26.0289745)"
361769825,False,,,residential,True,59.132,"LINESTRING (44.9484725 26.0294345, 44.9482194 26.0299152)"
361769808,False,,,residential,True,128.358,"LINESTRING (44.9502062 26.0295181, 44.9491912 26.0302257)"
361769819,False,,,residential,False,55.685,"LINESTRING (44.9502062 26.0295181, 44.9498367 26.0291432)"
361769819,False,,,residential,True,58.691,"LINESTRING (44.9502062 26.0295181, 44.9505957 26.0299132)"
157766357,True,,,residential,False,231.07,"LINESTRING (44.9510507 26.0295908, 44.9494987 26.0280502)"
361769823,False,,,residential,False,57.896,"LINESTRING (44.9510507 26.0295908, 44.9505957 26.0299132)"
361769800,False,,,residential,True,124.247,"LINESTRING (44.9488662 26.0298418, 44.9498367 26.0291432)"
361769821,False,,,residential,True,59.988,"LINESTRING (44.9488662 26.0298418, 44.9484725 26.0294345)"
361769821,False,,,residential,False,53.639,"LINESTRING (44.9488662 26.0298418, 44.9491341 26.0301617, 44.9491912 26.0302257)"
361769819,False,,,residential,False,58.691,"LINESTRING (44.9505957 26.0299132, 44.9502062 26.0295181)"
361769823,False,,,residential,False,66.184,"LINESTRING (44.9505957 26.0299132, 44.9500756 26.0302818)"
361769823,False,,,residential,True,57.896,"LINESTRING (44.9505957 26.0299132, 44.9510507 26.0295908)"
361769822,False,,,residential,True,138.379,"LINESTRING (44.9482194 26.0299152, 44.9490781 26.0308916)"
361769825,False,,,residential,False,59.132,"LINESTRING (44.9482194 26.0299152, 44.9484725 26.0294345)"
361769825,False,,,residential,True,62.371,"LINESTRING (44.9482194 26.0299152, 44.9479736 26.0304308)"
157766357,True,,,residential,False,50.903,"LINESTRING (44.9513886 26.0299334, 44.9510507 26.0295908)"
361769814,False,,,residential,False,61.285,"LINESTRING (44.9513886 26.0299334, 44.950903 26.0302701)"
157766353,True,,,residential,False,60.272,"LINESTRING (44.9544884 26.0301301, 44.9539892 26.0304344)"
361769802,False,,,residential,True,144.36,"LINESTRING (44.9544884 26.0301301, 44.9552784 26.0312171)"
361769808,False,,,residential,False,128.358,"LINESTRING (44.9491912 26.0302257, 44.9502062 26.0295181)"
361769821,False,,,residential,False,55.036,"LINESTRING (44.9491912 26.0302257, 44.9495357 26.0306119)"
361769821,False,,,residential,True,53.639,"LINESTRING (44.9491912 26.0302257, 44.9491341 26.0301617, 44.9488662 26.0298418)"
361769798,False,,,residential,False,119.12,"LINESTRING (44.950903 26.0302701, 44.951667 26.0310925)"
361769814,False,,,residential,False,65.802,"LINESTRING (44.950903 26.0302701, 44.9503815 26.0306315)"
361769814,False,,,residential,True,61.285,"LINESTRING (44.950903 26.0302701, 44.9513886 26.0299334)"
361769823,False,,,residential,False,65.248,"LINESTRING (44.9500756 26.0302818, 44.9495357 26.0306119)"
