osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed
181126532,secondary,roundabout,True,False,30.003,"LINESTRING (37.3455954 31.331226, 37.345549 31.3313074, 37.3454708 31.33137, 37.3453731 31.3313971)",,
306574371,tertiary,,True,False,76.006,"LINESTRING (37.3455954 31.331226, 37.3456767 31.3314036, 37.3460773 31.3317583)",,
181126532,secondary,roundabout,True,False,14.639,"LINESTRING (37.3453731 31.3313971, 37.3452608 31.3313804, 37.3452253 31.3313644)",,
181126532,secondary,roundabout,True,False,32.377,"LINESTRING (37.3452253 31.3313644, 37.3451777 31.3313429, 37.3451142 31.3312678, 37.3450873 31.331178, 37.3451055 31.3311202)",,
181126535,secondary,,True,False,48.705999999999996,"LINESTRING (37.3452253 31.3313644, 37.3451067 31.3313614, 37.3449772 31.3313832, 37.3448861 31.3314097, 37.3447462 31.3314859)",طريق الملك فيصل,
181126532,secondary,roundabout,True,False,3.189,"LINESTRING (37.3451055 31.3311202, 37.3451142 31.3310925)",,
181126532,secondary,roundabout,True,False,30.133000000000003,"LINESTRING (37.3451142 31.3310925, 37.3451777 31.3310174, 37.3452608 31.3309777, 37.3453731 31.3309631)",,
306574782,unclassified,,True,False,96.464,"LINESTRING (37.3451142 31.3310925, 37.3450856 31.3309594, 37.3446823 31.3303133)",,
181126532,secondary,roundabout,True,False,9.76,"LINESTRING (37.3453731 31.3309631, 37.3454708 31.3309903)",,
181126532,secondary,roundabout,True,False,24.804000000000002,"LINESTRING (37.3454708 31.3309903, 37.345549 31.3310508, 37.3455954 31.3311321, 37.3455954 31.3311746)",,
181126533,secondary,,True,False,43.726000000000006,"LINESTRING (37.3454708 31.3309903, 37.3456833 31.3309848, 37.3458523 31.330944, 37.3459191 31.3309207)",طريق الملك فيصل,
181126532,secondary,roundabout,True,False,5.715,"LINESTRING (37.3455954 31.3311746, 37.3455954 31.331226)",,
376013943,secondary,,True,False,92.41699999999999,"LINESTRING (37.3389008 31.3345306, 37.3393885 31.3343599, 37.3397289 31.3342374, 37.3397982 31.3342095)",طريق الملك فيصل,
376013944,secondary,,True,False,8.094,"LINESTRING (37.3389008 31.3345306, 37.3389138 31.334574, 37.3389099 31.3346018)",,
376013943,secondary,,True,False,41.97,"LINESTRING (37.3421186 31.3329587, 37.342483 31.3327452)",طريق الملك فيصل,
898354759,secondary_link,,True,False,66.753,"LINESTRING (37.3421186 31.3329587, 37.3422101 31.3328252, 37.3422503 31.3327266, 37.3422745 31.3326396, 37.3422906 31.3325227, 37.3422801 31.3323889)",,
306574780,unclassified,,True,False,10.118,"LINESTRING (37.3447337 31.3301854, 37.3447947 31.33026)",,
227602289,tertiary,,True,False,66.57,"LINESTRING (37.3447337 31.3301854, 37.3453206 31.3299074, 37.3453471 31.3298958)",طريق مكة المكرمة,
227602289,tertiary,,True,False,10.489,"LINESTRING (37.3446359 31.3302292, 37.3447337 31.3301854)",طريق مكة المكرمة,
227602288,tertiary,,True,False,12.211,"LINESTRING (37.3447947 31.33026, 37.3446823 31.3303133)",طريق مكة المكرمة,
306574780,unclassified,,True,False,49.016,"LINESTRING (37.3447947 31.33026, 37.345042 31.3306469)",,
306574782,unclassified,,True,False,10.338,"LINESTRING (37.3446823 31.3303133, 37.3446359 31.3302292)",,
227602288,tertiary,,True,False,288.18999999999994,"LINESTRING (37.3446823 31.3303133, 37.3441609 31.3305356, 37.3440268 31.3305927, 37.3439257 31.3306359, 37.343723 31.3307157, 37.3433396 31.3308674, 37.3426737 31.3311709, 37.3419888 31.3315039)",طريق مكة المكرمة,
380044560,secondary,,True,False,135.288,"LINESTRING (37.3418484 31.3315046, 37.3416596 31.3311365, 37.3412511 31.3304002)",شارع تبوك,
227602288,tertiary,,True,False,13.335,"LINESTRING (37.3419888 31.3315039, 37.3418484 31.3315046)",طريق مكة المكرمة,
376476163,secondary,,True,False,240.022,"LINESTRING (37.3419888 31.3315039, 37.341932 31.3314158, 37.3417742 31.3310913, 37.3416443 31.3308571, 37.3413667 31.3303568, 37.3412572 31.3301594, 37.3409418 31.3295401)",شارع تبوك,
306574372,tertiary,roundabout,True,False,11.884,"LINESTRING (37.3465455 31.3321729, 37.3466075 31.3321656, 37.3466687 31.3321766)",,
306574372,tertiary,roundabout,True,False,11.273,"LINESTRING (37.3466452 31.3324714, 37.3465893 31.3324757, 37.3465285 31.3324631)",,
306574372,tertiary,roundabout,True,False,11.264,"LINESTRING (37.3466687 31.3321766, 37.3467218 31.3322047, 37.3467575 31.3322417)",,
306574372,tertiary,roundabout,True,False,21.317999999999998,"LINESTRING (37.3467822 31.3323341, 37.3467688 31.3323806, 37.3467394 31.3324215, 37.3466969 31.3324527, 37.3466452 31.3324714)",,
306574372,tertiary,roundabout,True,False,10.666,"LINESTRING (37.3467575 31.3322417, 37.3467783 31.3322863, 37.3467822 31.3323341)",,
306574373,tertiary,,True,False,27.481,"LINESTRING (37.3464479 31.3322371, 37.3462489 31.3320577)",,
306574372,tertiary,roundabout,True,False,11.879,"LINESTRING (37.3464479 31.3322371, 37.3464901 31.3321977, 37.3465455 31.3321729)",,
306574372,tertiary,roundabout,True,False,22.697,"LINESTRING (37.3465285 31.3324631, 37.3464763 31.3324337, 37.3464389 31.3323909, 37.3464206 31.3323398, 37.3464232 31.332296)",,
