osmid,oneway,highway,reversed,length,bridge,geometry
"[330684560, 330684562]",False,residential,"[False, True]",261.283,,"LINESTRING (37.9582788 26.5609206, 37.9567631 26.5619739, 37.9563328 26.5614714)"
330684543,True,tertiary,False,190.355,,"LINESTRING (37.9574814 26.5599642, 37.9559724 26.5610172)"
330684561,False,residential,True,63.118,,"LINESTRING (37.9574814 26.5599642, 37.9578512 26.5604255)"
852984609,True,tertiary,False,138.752,,"LINESTRING (37.9589541 26.5605193, 37.9581004 26.5595324)"
330684562,False,residential,True,82.772,,"LINESTRING (37.9589541 26.5605193, 37.9584071 26.5609154, 37.9582788 26.5609206)"
330684560,False,residential,False,61.932,,"LINESTRING (37.9563328 26.5614714, 37.9559724 26.5610172)"
330684563,False,residential,False,190.61,,"LINESTRING (37.9563328 26.5614714, 37.9578512 26.5604255)"
"[330684560, 330684562]",False,residential,"[False, True]",261.283,,"LINESTRING (37.9563328 26.5614714, 37.9567631 26.5619739, 37.9582788 26.5609206)"
330684561,False,residential,False,63.118,,"LINESTRING (37.9578512 26.5604255, 37.9574814 26.5599642)"
330684561,False,residential,True,69.567,,"LINESTRING (37.9578512 26.5604255, 37.9582788 26.5609206)"
330684563,False,residential,True,190.61,,"LINESTRING (37.9578512 26.5604255, 37.9563328 26.5614714)"
330684542,False,residential,False,50.238,,"LINESTRING (37.956704 26.563076, 37.9563966 26.5627175)"
330684564,False,residential,False,79.398,,"LINESTRING (37.956704 26.563076, 37.9573356 26.5626393)"
330684564,False,residential,True,79.398,,"LINESTRING (37.9573356 26.5626393, 37.956704 26.563076)"
330684565,False,residential,True,52.973,,"LINESTRING (37.9573356 26.5626393, 37.9576522 26.5630224)"
"[330684565, 330684566, 330684567]",False,residential,"[False, True]",281.57800000000003,,"LINESTRING (37.9573356 26.5626393, 37.9572295 26.562511, 37.9587511 26.5614473, 37.95919 26.5619595)"
330684541,True,tertiary,False,79.803,,"LINESTRING (37.9596299 26.5624728, 37.9602637 26.5620327)"
330684567,False,residential,False,71.916,,"LINESTRING (37.9596299 26.5624728, 37.95919 26.5619595)"
330684571,False,residential,True,15.858,,"LINESTRING (37.9596299 26.5624728, 37.9597263 26.5625864)"
330684565,False,residential,False,52.973,,"LINESTRING (37.9576522 26.5630224, 37.9573356 26.5626393)"
330684568,False,residential,False,193.291,,"LINESTRING (37.9576522 26.5630224, 37.95919 26.5619595)"
330684567,False,residential,True,71.916,,"LINESTRING (37.95919 26.5619595, 37.9596299 26.5624728)"
330684568,False,residential,True,193.291,,"LINESTRING (37.95919 26.5619595, 37.9576522 26.5630224)"
"[330684565, 330684566, 330684567]",False,residential,"[False, True]",281.57800000000003,,"LINESTRING (37.95919 26.5619595, 37.9587511 26.5614473, 37.9572295 26.562511, 37.9573356 26.5626393)"
330684571,False,residential,False,74.706,,"LINESTRING (37.9601802 26.5631217, 37.9597263 26.5625864)"
852984635,True,tertiary,False,160.16,,"LINESTRING (37.9594048 26.5607481, 37.9603883 26.5618886)"
686716719,True,tertiary,False,76.897,,"LINESTRING (37.9593093 26.5606373, 37.9599212 26.5602146)"
852984635,True,tertiary,False,15.557,,"LINESTRING (37.9593093 26.5606373, 37.9593461 26.5606801, 37.9594048 26.5607481)"
686716719,True,tertiary,False,77.21,,"LINESTRING (37.9634572 26.5577833, 37.9640779 26.5573663)"
686716719,True,tertiary,False,13.534,,"LINESTRING (37.9633484 26.5578564, 37.9634572 26.5577833)"
686716722,True,tertiary,False,76.887,,"LINESTRING (37.9633484 26.5578564, 37.9628751 26.5573097)"
686716722,True,tertiary,False,11.584,,"LINESTRING (37.9611133 26.5552744, 37.9610402 26.5551933)"
330622247,True,tertiary,False,229.694,,"LINESTRING (37.9611133 26.5552744, 37.9602908 26.5558104, 37.9593423 26.5563518, 37.9591974 26.5564252)"
330633230,True,tertiary,False,16.64,,"LINESTRING (37.9610402 26.5551933, 37.9611756 26.5551054)"
330622247,True,tertiary,False,73.156,,"LINESTRING (37.9573588 26.5573008, 37.9567042 26.5576008)"
690757516,False,residential,False,110.046,,"LINESTRING (37.9573588 26.5573008, 37.958048 26.558075)"
690757516,False,residential,True,32.54,,"LINESTRING (37.9587261 26.5588369, 37.9585224 26.5586079)"
690757516,False,residential,False,32.54,,"LINESTRING (37.9585224 26.5586079, 37.9587261 26.5588369)"
690757516,False,residential,True,75.747,,"LINESTRING (37.9585224 26.5586079, 37.958048 26.558075)"
690757517,False,residential,False,202.266,,"LINESTRING (37.9585224 26.5586079, 37.9601138 26.5574754)"
690757517,False,residential,True,202.266,,"LINESTRING (37.9601138 26.5574754, 37.9585224 26.5586079)"
690757519,False,residential,False,18.424,,"LINESTRING (37.9601138 26.5574754, 37.9602278 26.557606)"
690757519,False,residential,True,74.099,,"LINESTRING (37.9601138 26.5574754, 37.9596554 26.5569501)"
690757519,False,residential,False,74.039,,"LINESTRING (37.9591974 26.5564252, 37.9596554 26.5569501)"
330622247,True,tertiary,False,207.21800000000002,,"LINESTRING (37.9591974 26.5564252, 37.9585177 26.5567696, 37.9573588 26.5573008)"
686716722,True,tertiary,False,84.208,,"LINESTRING (37.9616316 26.5558732, 37.9611133 26.5552744)"
690757520,False,residential,True,76.16,,"LINESTRING (37.9616316 26.5558732, 37.9610102 26.5562734)"
690757520,False,residential,False,76.16,,"LINESTRING (37.9610102 26.5562734, 37.9616316 26.5558732)"
690757521,False,residential,False,204.132,,"LINESTRING (37.9610102 26.5562734, 37.9622669 26.5577248)"
690757520,False,residential,True,73.759,,"LINESTRING (37.9610102 26.5562734, 37.9607079 26.5564681, 37.9603951 26.5566433)"
690757521,False,residential,True,204.132,,"LINESTRING (37.9622669 26.5577248, 37.9610102 26.5562734)"
690757523,False,residential,False,76.091,,"LINESTRING (37.9622669 26.5577248, 37.9628751 26.5573097)"
690757523,False,residential,True,159.167,,"LINESTRING (37.9622669 26.5577248, 37.9616631 26.5581492, 37.9611623 26.5575545)"
690757523,False,residential,False,76.26,,"LINESTRING (37.9603951 26.5566433, 37.9608564 26.5571911)"
690757520,False,residential,False,73.759,,"LINESTRING (37.9603951 26.5566433, 37.9607079 26.5564681, 37.9610102 26.5562734)"
690757520,False,residential,True,82.991,,"LINESTRING (37.9603951 26.5566433, 37.9600979 26.5568098, 37.9599363 26.5568091, 37.9596554 26.5569501)"
686716722,True,tertiary,False,202.019,,"LINESTRING (37.9628751 26.5573097, 37.9616316 26.5558732)"
690757523,False,residential,True,76.091,,"LINESTRING (37.9628751 26.5573097, 37.9622669 26.5577248)"
690757525,False,residential,False,75.627,,"LINESTRING (37.9615034 26.5591216, 37.9610561 26.5585716)"
686716719,True,tertiary,False,231.232,,"LINESTRING (37.9615034 26.5591216, 37.9628543 26.5581884, 37.9633484 26.5578564)"
690757525,False,residential,False,205.609,,"LINESTRING (37.9606093 26.5580224, 37.9589743 26.5591539)"
690757525,False,residential,True,75.526,,"LINESTRING (37.9606093 26.5580224, 37.9610561 26.5585716)"
1241594683,False,residential,False,15.041,,"LINESTRING (37.9606093 26.5580224, 37.9605585 26.5579656, 37.9606141 26.5579277)"
690757525,False,residential,True,23.76,,"LINESTRING (37.9587854 26.5592847, 37.9589743 26.5591539)"
690757525,False,residential,False,23.76,,"LINESTRING (37.9589743 26.5591539, 37.9587854 26.5592847)"
690757525,False,residential,True,205.609,,"LINESTRING (37.9589743 26.5591539, 37.9606093 26.5580224)"
690757526,False,residential,False,77.142,,"LINESTRING (37.9589743 26.5591539, 37.9594583 26.559696)"
686716719,True,tertiary,False,198.835,,"LINESTRING (37.9599212 26.5602146, 37.9615034 26.5591216)"
690757526,False,residential,True,73.791,,"LINESTRING (37.9599212 26.5602146, 37.9594583 26.559696)"
690757526,False,residential,False,73.791,,"LINESTRING (37.9594583 26.559696, 37.9599212 26.5602146)"
690757526,False,residential,True,77.142,,"LINESTRING (37.9594583 26.559696, 37.9589743 26.5591539)"
690757528,False,residential,False,202.206,,"LINESTRING (37.9594583 26.559696, 37.9610561 26.5585716)"
690757525,False,residential,False,75.526,,"LINESTRING (37.9610561 26.5585716, 37.9606093 26.5580224)"
690757525,False,residential,True,75.627,,"LINESTRING (37.9610561 26.5585716, 37.9615034 26.5591216)"
690757528,False,residential,True,202.206,,"LINESTRING (37.9610561 26.5585716, 37.9594583 26.559696)"
690757516,False,residential,False,75.747,,"LINESTRING (37.958048 26.558075, 37.9585224 26.5586079)"
690757516,False,residential,True,110.046,,"LINESTRING (37.958048 26.558075, 37.9573588 26.5573008)"
690878976,False,residential,False,202.993,,"LINESTRING (37.958048 26.558075, 37.9596554 26.5569501)"
690757519,False,residential,False,74.099,,"LINESTRING (37.9596554 26.5569501, 37.9601138 26.5574754)"
690757519,False,residential,True,74.039,,"LINESTRING (37.9596554 26.5569501, 37.9591974 26.5564252)"
690878976,False,residential,True,202.993,,"LINESTRING (37.9596554 26.5569501, 37.958048 26.558075)"
690757520,False,residential,False,82.991,,"LINESTRING (37.9596554 26.5569501, 37.9599363 26.5568091, 37.9600979 26.5568098, 37.9603951 26.5566433)"
330618628,True,tertiary,False,10.057,,"LINESTRING (37.9561309 26.5569569, 37.9561918 26.5570291)"
849463039,True,tertiary,False,271.153,,"LINESTRING (37.9561309 26.5569569, 37.9585506 26.5558336)"
849463039,True,tertiary,False,14.224,,"LINESTRING (37.9585506 26.5558336, 37.9586789 26.5557771)"
330618163,True,tertiary,False,155.333,,"LINESTRING (37.9585506 26.5558336, 37.958085 26.554997, 37.9578272 26.5545962)"
330618162,True,tertiary,False,10.256,,"LINESTRING (37.9586789 26.5557771, 37.9587278 26.5558583)"
849463039,True,tertiary,False,252.791,,"LINESTRING (37.9586789 26.5557771, 37.9597406 26.5551781, 37.9607586 26.5544748)"
330618164,False,residential,False,11.409,,"LINESTRING (37.9607586 26.5544748, 37.9608439 26.5545434)"
849463065,True,tertiary,False,80.017,,"LINESTRING (37.9603448 26.5621262, 37.9597263 26.5625864)"
852984609,True,tertiary,False,13.159,,"LINESTRING (37.9603448 26.5621262, 37.9602637 26.5620327)"
330684571,False,residential,False,15.858,,"LINESTRING (37.9597263 26.5625864, 37.9596299 26.5624728)"
330684571,False,residential,True,74.706,,"LINESTRING (37.9597263 26.5625864, 37.9601802 26.5631217)"
852984633,True,tertiary,False,14.938,,"LINESTRING (37.9559206 26.5570259, 37.9558279 26.5569202)"
849477841,False,residential,False,70.371,,"LINESTRING (37.9578272 26.5545962, 37.9572021 26.5548926)"
849477841,False,residential,False,78.17,,"LINESTRING (37.9558886 26.5555155, 37.9552699 26.555949)"
849477841,False,residential,True,75.722,,"LINESTRING (37.9558886 26.5555155, 37.9565612 26.5551965)"
1241594686,False,residential,True,82.961,,"LINESTRING (37.9558886 26.5555155, 37.9553068 26.5549809)"
1241594686,False,residential,False,118.76700000000001,,"LINESTRING (37.9558886 26.5555155, 37.9563367 26.5563197, 37.9561651 26.5563917)"
849477841,False,residential,False,23.077,,"LINESTRING (37.9552699 26.555949, 37.9550852 26.5560746)"
849477841,False,residential,True,78.17,,"LINESTRING (37.9552699 26.555949, 37.9558886 26.5555155)"
330618628,True,tertiary,False,141.055,,"LINESTRING (37.9552699 26.555949, 37.9554543 26.5561556, 37.9561309 26.5569569)"
849477841,False,residential,True,23.077,,"LINESTRING (37.9550852 26.5560746, 37.9552699 26.555949)"
330684542,False,residential,False,79.823,,"LINESTRING (37.9552483 26.561378, 37.9547597 26.5608085)"
330684542,False,residential,True,12.664,,"LINESTRING (37.9552483 26.561378, 37.9553256 26.5614685)"
849477845,True,tertiary,False,349.949,,"LINESTRING (37.9552483 26.561378, 37.9580181 26.5594372)"
852984609,True,tertiary,False,130.24,,"LINESTRING (37.9580181 26.5594372, 37.9572167 26.5585109)"
852984633,True,tertiary,False,119.575,,"LINESTRING (37.9558279 26.5569202, 37.9552996 26.5563176, 37.9550852 26.5560746)"
852984631,False,residential,False,77.197,,"LINESTRING (37.9640779 26.5573663, 37.9635926 26.5568245)"
852984631,False,residential,True,77.837,,"LINESTRING (37.9617709 26.5547908, 37.9622602 26.5553371)"
330622247,True,tertiary,False,68.439,,"LINESTRING (37.9617709 26.5547908, 37.961643 26.5548976, 37.9612487 26.5551913)"
852984636,False,tertiary_link,False,21.174,,"LINESTRING (37.9572167 26.5585109, 37.9573878 26.5583976)"
852984609,True,tertiary,False,112.634,,"LINESTRING (37.9572167 26.5585109, 37.9567929 26.5580209, 37.9565215 26.5577113)"
852984635,True,tertiary,False,313.922,,"LINESTRING (37.9573878 26.5583976, 37.9593093 26.5606373)"
852984636,False,tertiary_link,True,21.174,,"LINESTRING (37.9573878 26.5583976, 37.9572167 26.5585109)"
852984631,False,residential,False,211.937,,"LINESTRING (37.9635926 26.5568245, 37.9622602 26.5553371)"
852984631,False,residential,True,77.197,,"LINESTRING (37.9635926 26.5568245, 37.9640779 26.5573663)"
849477841,False,residential,False,72.15,,"LINESTRING (37.9572021 26.5548926, 37.9565612 26.5551965)"
1241594678,False,residential,True,299.81,,"LINESTRING (37.9572021 26.5548926, 37.9576939 26.5558111, 37.9570234 26.5561134, 37.9569858 26.5560558, 37.9565612 26.5551965)"
849477841,False,residential,True,70.371,,"LINESTRING (37.9572021 26.5548926, 37.9578272 26.5545962)"
849477841,False,residential,False,75.722,,"LINESTRING (37.9565612 26.5551965, 37.9558886 26.5555155)"
849477841,False,residential,True,72.15,,"LINESTRING (37.9565612 26.5551965, 37.9572021 26.5548926)"
1241594678,False,residential,False,299.81,,"LINESTRING (37.9565612 26.5551965, 37.9569858 26.5560558, 37.9570234 26.5561134, 37.9576939 26.5558111, 37.9572021 26.5548926)"
1241594686,False,residential,True,118.76700000000001,,"LINESTRING (37.9561651 26.5563917, 37.9563367 26.5563197, 37.9558886 26.5555155)"
690757523,False,residential,False,50.582,,"LINESTRING (37.9608564 26.5571911, 37.9611623 26.5575545)"
690757523,False,residential,True,76.26,,"LINESTRING (37.9608564 26.5571911, 37.9603951 26.5566433)"
1241594682,False,residential,True,77.701,,"LINESTRING (37.9608564 26.5571911, 37.9602278 26.557606)"
690757519,False,residential,True,18.424,,"LINESTRING (37.9602278 26.557606, 37.9601138 26.5574754)"
1241594682,False,residential,False,77.701,,"LINESTRING (37.9602278 26.557606, 37.9608564 26.5571911)"
690757519,False,residential,False,58.992,,"LINESTRING (37.9602278 26.557606, 37.9603074 26.5576972, 37.9603708 26.5576585, 37.9606141 26.5579277)"
1241594683,False,residential,False,68.521,,"LINESTRING (37.9606141 26.5579277, 37.9611623 26.5575545)"
690757519,False,residential,True,58.992,,"LINESTRING (37.9606141 26.5579277, 37.9603708 26.5576585, 37.9603074 26.5576972, 37.9602278 26.557606)"
1241594683,False,residential,True,15.041,,"LINESTRING (37.9606141 26.5579277, 37.9605585 26.5579656, 37.9606093 26.5580224)"
690757523,False,residential,True,50.582,,"LINESTRING (37.9611623 26.5575545, 37.9608564 26.5571911)"
1241594683,False,residential,True,68.521,,"LINESTRING (37.9611623 26.5575545, 37.9606141 26.5579277)"
690757523,False,residential,False,159.167,,"LINESTRING (37.9611623 26.5575545, 37.9616631 26.5581492, 37.9622669 26.5577248)"
1241594685,False,residential,True,71.816,,"LINESTRING (37.9558006 26.5545097, 37.9553068 26.5549809)"
1241594685,False,residential,False,71.816,,"LINESTRING (37.9553068 26.5549809, 37.9558006 26.5545097)"
1241594686,False,residential,False,82.961,,"LINESTRING (37.9553068 26.5549809, 37.9558886 26.5555155)"
330684555,False,residential,False,106.772,,"LINESTRING (37.9557624 26.5631626, 37.9551096 26.5624003)"
1241594692,False,residential,True,80.176,,"LINESTRING (37.9557624 26.5631626, 37.9563966 26.5627175)"
330684542,False,residential,False,105.914,,"LINESTRING (37.9563966 26.5627175, 37.9557485 26.5619617)"
330684542,False,residential,True,50.238,,"LINESTRING (37.9563966 26.5627175, 37.956704 26.563076)"
1241594692,False,residential,False,80.176,,"LINESTRING (37.9563966 26.5627175, 37.9557624 26.5631626)"
1241594694,False,residential,False,60.0,,"LINESTRING (37.9642117 26.5544291, 37.9646462 26.5548034)"
1241594694,False,residential,True,139.582,,"LINESTRING (37.9642117 26.5544291, 37.9633177 26.5553967)"
1241594694,False,residential,False,139.582,,"LINESTRING (37.9633177 26.5553967, 37.9642117 26.5544291)"
1241594695,False,residential,True,79.58,,"LINESTRING (37.9633177 26.5553967, 37.962809 26.5548443)"
1241594695,False,residential,False,203.63799999999998,,"LINESTRING (37.9633177 26.5553967, 37.963686 26.5557967, 37.9646462 26.5548034)"
1241594694,False,residential,True,60.0,,"LINESTRING (37.9646462 26.5548034, 37.9642117 26.5544291)"
1241594695,False,residential,True,203.63799999999998,,"LINESTRING (37.9646462 26.5548034, 37.963686 26.5557967, 37.9633177 26.5553967)"
1241594695,False,residential,False,79.58,,"LINESTRING (37.962809 26.5548443, 37.9633177 26.5553967)"
1241594696,False,residential,True,77.346,,"LINESTRING (37.962809 26.5548443, 37.9622602 26.5553371)"
852984631,False,residential,False,77.837,,"LINESTRING (37.9622602 26.5553371, 37.9617709 26.5547908)"
852984631,False,residential,True,211.937,,"LINESTRING (37.9622602 26.5553371, 37.9635926 26.5568245)"
1241594696,False,residential,False,77.346,,"LINESTRING (37.9622602 26.5553371, 37.962809 26.5548443)"
