osmid,oneway,lanes,highway,reversed,length,geometry,maxspeed,junction
875079337,True,2,secondary,False,107.311,"LINESTRING (49.7237318 25.3816501, 49.7237502 25.3810662, 49.7237614 25.3806854)",,
875079338,True,2,secondary,False,19.909999999999997,"LINESTRING (49.7237318 25.3816501, 49.7237666 25.3816182, 49.7238098 25.3815963, 49.723858 25.381586, 49.7239075 25.381588)",40,roundabout
145603255,True,2,secondary,False,10.232,"LINESTRING (49.7238238 25.3767173, 49.7239169 25.3767546)",,
145603435,True,,residential,False,189.94799999999998,"LINESTRING (49.7238238 25.3767173, 49.7244153 25.3752875, 49.7244858 25.3751172)",,
875079336,True,2,secondary,False,12.015,"LINESTRING (49.7239169 25.3767546, 49.7239133 25.3768626)",40,
145603255,True,2,secondary,False,56.252,"LINESTRING (49.7239169 25.3767546, 49.7243724 25.3769367, 49.7244294 25.3769583)",,
145603184,False,,residential,False,99.385,"LINESTRING (49.7190851 25.3761477, 49.7200266 25.376422)",,
145603164,True,,secondary,False,17.799,"LINESTRING (49.7190851 25.3761477, 49.7190537 25.3761942, 49.7189993 25.3762149, 49.7189421 25.3762071)",,roundabout
145603179,False,,residential,False,34.348,"LINESTRING (49.7189421 25.3762071, 49.7189299 25.3765158)",,
145603164,True,,secondary,False,20.402,"LINESTRING (49.7189421 25.3762071, 49.7188963 25.3761735, 49.7188792 25.3761218, 49.7188963 25.3760702, 49.7189155 25.3760561)",,roundabout
145603164,True,,secondary,False,9.258,"LINESTRING (49.7189155 25.3760561, 49.7189421 25.3760365, 49.7189993 25.3760288)",,roundabout
145603168,False,,secondary,False,174.563,"LINESTRING (49.7189155 25.3760561, 49.7181831 25.3757698, 49.7173238 25.3754266)",,
145603164,True,,secondary,False,11.987,"LINESTRING (49.7189993 25.3760288, 49.7190537 25.3760495, 49.7190851 25.376096)",,roundabout
331051085,True,,unclassified,False,176.689,"LINESTRING (49.7189993 25.3760288, 49.719182 25.3759275, 49.719381 25.3758347, 49.7195221 25.3757744, 49.7196329 25.3757104, 49.7197242 25.3756453, 49.719777 25.3755708, 49.7198954 25.3753674, 49.7200445 25.3750944, 49.7201155 25.3749394, 49.7201207 25.3749021)",,
145603164,True,,secondary,False,5.749,"LINESTRING (49.7190851 25.376096, 49.7190851 25.3761477)",,roundabout
165782374,False,,residential,False,66.627,"LINESTRING (49.7195089 25.3758534, 49.7201464 25.3760185)",,
331051092,True,,unclassified,False,51.352999999999994,"LINESTRING (49.7195089 25.3758534, 49.7193888 25.3758904, 49.7192198 25.3759745, 49.7191439 25.3760306, 49.7190851 25.376096)",,
145603461,False,,unclassified,True,65.757,"LINESTRING (49.7188353 25.3783482, 49.7193305 25.3787349)",,
145603179,False,,residential,False,28.180999999999997,"LINESTRING (49.7188353 25.3783482, 49.7187642 25.3784775, 49.7187061 25.3785731)",,
145603179,False,,residential,True,77.276,"LINESTRING (49.7188353 25.3783482, 49.718812 25.3779815, 49.7188383 25.3776547)",,
145603461,False,,unclassified,False,292.582,"LINESTRING (49.7188353 25.3783482, 49.7184789 25.3780168, 49.7175197 25.3772238, 49.7170823 25.3768881, 49.7167302 25.3766974, 49.7166238 25.3766551)",,
145603179,False,,residential,False,9.648,"LINESTRING (49.7181196 25.3796205, 49.7180787 25.379699)",,
145603179,False,,residential,True,7.428,"LINESTRING (49.7181196 25.3796205, 49.7181555 25.3795621)",,
165782351,False,,residential,True,106.5,"LINESTRING (49.7181196 25.3796205, 49.7178874 25.3797419, 49.7172598 25.3801781)",,
145603179,False,,residential,True,26.527,"LINESTRING (49.7175263 25.3806492, 49.7176554 25.3804411)",,
165782410,False,,residential,True,12.136,"LINESTRING (49.7175263 25.3806492, 49.7174848 25.3807517)",,
145603179,False,,residential,False,33.471000000000004,"LINESTRING (49.7175263 25.3806492, 49.7173421 25.3807824, 49.7172582 25.3808268)",,
145603184,False,,residential,False,54.542,"LINESTRING (49.7210326 25.3766513, 49.7215586 25.3767727)",,
145603184,False,,residential,True,52.469,"LINESTRING (49.7210326 25.3766513, 49.7205262 25.3765359)",,
165782453,False,,residential,False,42.953,"LINESTRING (49.7210326 25.3766513, 49.72114 25.3762774)",,
165782453,False,,residential,True,74.038,"LINESTRING (49.7210326 25.3766513, 49.7208536 25.3772972)",,
145603184,False,,residential,True,54.542,"LINESTRING (49.7215586 25.3767727, 49.7210326 25.3766513)",,
165782319,False,,residential,False,19.153,"LINESTRING (49.7215586 25.3767727, 49.7215247 25.3769422)",,
