osmid,oneway,highway,reversed,length,junction,geometry,maxspeed,lanes
169357721,True,primary,False,8.718,,"LINESTRING (44.2916764 24.7190385, 44.2917137 24.7189678)",,
169451566,True,primary,False,34.251,roundabout,"LINESTRING (44.2916764 24.7190385, 44.2917317 24.7190046, 44.2918033 24.7189916, 44.2918688 24.7190036, 44.2919284 24.7190401, 44.2919628 24.7190855)",,
169451566,True,primary,False,7.769,roundabout,"LINESTRING (44.2919628 24.7190855, 44.291979 24.7191538)",,
169451566,True,primary,False,9.244,roundabout,"LINESTRING (44.2916305 24.7191097, 44.2916564 24.71906, 44.2916764 24.7190385)",,
169451562,True,primary,False,121.37799999999999,,"LINESTRING (44.291979 24.7191538, 44.2920198 24.7192882, 44.2926778 24.7198547, 44.2927739 24.7199492)",120,
169451566,True,primary,False,27.639,roundabout,"LINESTRING (44.291979 24.7191538, 44.2919498 24.7192415, 44.2919274 24.7192665, 44.2918689 24.719302, 44.2918033 24.7193141)",,
169451566,True,primary,False,32.996,roundabout,"LINESTRING (44.2918033 24.7193141, 44.2917399 24.719304, 44.2916783 24.7192688, 44.2916774 24.7192681, 44.2916406 24.7192208, 44.291624 24.7191538, 44.2916305 24.7191097)",,
169451601,True,tertiary,False,210.812,,"LINESTRING (44.2907638 24.7209255, 44.2915726 24.7194564, 44.2918033 24.7193141)",,
169451623,False,residential,False,247.11,,"LINESTRING (44.2907638 24.7209255, 44.2906261 24.722304, 44.2904168 24.7231203)",,
169451601,True,tertiary,False,147.914,,"LINESTRING (44.289999 24.7220599, 44.2907638 24.7209255)",,
1163567618,False,tertiary_link,False,7.767,,"LINESTRING (44.289999 24.7220599, 44.2899333 24.7220236)",,
1163567615,False,tertiary,True,169.573,,"LINESTRING (44.289999 24.7220599, 44.2897888 24.7224617, 44.289593 24.7229415, 44.2893887 24.7234788)",,
169451623,False,residential,False,36.554,,"LINESTRING (44.2903506 24.7234316, 44.2901771 24.7237201)",,
169451623,False,residential,True,35.255,,"LINESTRING (44.2903506 24.7234316, 44.2904168 24.7231203)",,
1163567613,False,unclassified,True,174.76399999999998,,"LINESTRING (44.2903506 24.7234316, 44.2906566 24.7235639, 44.2909539 24.7237053, 44.2911309 24.7237053, 44.2914707 24.7237182, 44.2920015 24.7238018)",,
169451623,False,residential,True,36.554,,"LINESTRING (44.2901771 24.7237201, 44.2903506 24.7234316)",,
1163567617,False,unclassified,False,85.339,,"LINESTRING (44.2901771 24.7237201, 44.2893539 24.7235472)",,
169451623,False,residential,False,91.824,,"LINESTRING (44.2901771 24.7237201, 44.290045 24.7240932, 44.2899265 24.7245135)",,
1089996536,False,residential,False,17.942,,"LINESTRING (44.2931372 24.7244764, 44.2932718 24.7245817)",,
1089996536,False,residential,True,124.02100000000002,,"LINESTRING (44.2931372 24.7244764, 44.2927799 24.7243044, 44.2923798 24.7242071, 44.2919732 24.7241642)",,
1163567609,False,unclassified,True,48.625,,"LINESTRING (44.2931372 24.7244764, 44.2931907 24.7241425, 44.2932517 24.7240594)",,
169451573,False,residential,False,119.379,,"LINESTRING (44.2899265 24.7245135, 44.2910702 24.7247844)",,
169451592,False,residential,True,84.386,,"LINESTRING (44.2899265 24.7245135, 44.2891061 24.7243699)",,
169451623,False,residential,False,110.957,,"LINESTRING (44.2899265 24.7245135, 44.2896102 24.7254691)",,
169451623,False,residential,True,91.824,,"LINESTRING (44.2899265 24.7245135, 44.290045 24.7240932, 44.2901771 24.7237201)",,
