osmid,oneway,highway,reversed,length,geometry,ref,name
1147823020,True,trunk,False,37.809999999999995,"LINESTRING (45.3497371 26.5090425, 45.3497015 26.5089957, 45.349685 26.5089409, 45.3496893 26.5088844, 45.349714 26.5088322, 45.3497563 26.5087901, 45.3498117 26.5087625)",,
181087983,True,trunk,False,583.17,"LINESTRING (45.3498117 26.5087625, 45.3501347 26.5065726, 45.3503411 26.5054509, 45.3507493 26.5035875)",50,طريق المجمعة الأرطاوية
1147823020,True,trunk,False,15.542000000000002,"LINESTRING (45.3498117 26.5087625, 45.3498627 26.5087531, 45.3499146 26.5087563, 45.3499637 26.5087719)",,
1098189328,True,tertiary,False,13.029,"LINESTRING (45.3507493 26.5035875, 45.350621 26.5036109)",,
1147823020,True,trunk,False,11.99,"LINESTRING (45.3499637 26.5087719, 45.3499973 26.5087916, 45.3500255 26.5088172, 45.3500471 26.5088475)",,
1147823020,True,trunk,False,17.16,"LINESTRING (45.3500654 26.5089477, 45.3500491 26.508997, 45.3500171 26.5090398, 45.3499724 26.5090721)",,
476186469,False,residential,False,159.087,"LINESTRING (45.356145 26.5106408, 45.3577394 26.5107471)",,
769604423,False,residential,True,89.763,"LINESTRING (45.356145 26.5106408, 45.3560493 26.5098381)",,
476186469,False,residential,True,348.23,"LINESTRING (45.356145 26.5106408, 45.3528192 26.510428, 45.3526543 26.5104166)",,
476186469,False,residential,False,9.317,"LINESTRING (45.3577394 26.5107471, 45.3578322 26.5107583)",,
476186469,False,residential,True,159.087,"LINESTRING (45.3577394 26.5107471, 45.356145 26.5106408)",,
476186469,False,residential,False,12.082,"LINESTRING (45.3497886 26.5102192, 45.3499099 26.510224)",,
1147823016,True,trunk,False,51.382,"LINESTRING (45.3497886 26.5102192, 45.3497137 26.5106764)",50,طريق المجمعة الأرطاوية
655270154,False,residential,False,83.137,"LINESTRING (45.351468 26.5087852, 45.3516408 26.5080537)",,
655275479,True,secondary,False,608.43,"LINESTRING (45.351468 26.5087852, 45.3525623 26.5087101, 45.3538985 26.5086255, 45.355203 26.5085088, 45.3575628 26.5083494)",,
655275479,True,secondary,False,106.875,"LINESTRING (45.3503953 26.5088338, 45.351468 26.5087852)",,
476186469,False,residential,False,15.838,"LINESTRING (45.350835 26.5102913, 45.3509937 26.5103022)",,
476186469,False,residential,True,92.354,"LINESTRING (45.350835 26.5102913, 45.3499099 26.510224)",,
655275414,True,residential,False,156.13,"LINESTRING (45.350835 26.5102913, 45.3509776 26.508893)",,
157766370,True,secondary,False,76.328,"LINESTRING (45.3509776 26.508893, 45.3503339 26.50893, 45.3502121 26.508937)",,
476186469,False,residential,False,86.465,"LINESTRING (45.3509937 26.5103022, 45.3518601 26.5103619)",,
476186469,False,residential,True,15.838,"LINESTRING (45.3509937 26.5103022, 45.350835 26.5102913)",,
157766370,True,secondary,False,16.024,"LINESTRING (45.3511383 26.5088837, 45.3509776 26.508893)",,
655275415,True,residential,False,99.442,"LINESTRING (45.3511383 26.5088837, 45.3510475 26.5097743)",,
476186469,False,residential,False,79.259,"LINESTRING (45.3518601 26.5103619, 45.3526543 26.5104166)",,
476186469,False,residential,True,86.465,"LINESTRING (45.3518601 26.5103619, 45.3509937 26.5103022)",,
655275416,False,residential,True,64.994,"LINESTRING (45.3518601 26.5103619, 45.3519665 26.5097852)",,
157766370,True,secondary,False,100.239,"LINESTRING (45.3521436 26.5088258, 45.3511383 26.5088837)",,
655275416,False,residential,False,108.126,"LINESTRING (45.3521436 26.5088258, 45.3519665 26.5097852)",,
476186469,False,residential,True,79.259,"LINESTRING (45.3526543 26.5104166, 45.3518601 26.5103619)",,
655275417,False,residential,True,116.978,"LINESTRING (45.3526543 26.5104166, 45.3528475 26.5093789)",,
476186469,False,residential,False,348.23,"LINESTRING (45.3526543 26.5104166, 45.3528192 26.510428, 45.356145 26.5106408)",,
655275417,False,residential,False,67.83,"LINESTRING (45.3529596 26.5087772, 45.3528475 26.5093789)",,
157766370,True,secondary,False,81.376,"LINESTRING (45.3529596 26.5087772, 45.3525399 26.508803, 45.3521436 26.5088258)",,
655275437,False,residential,True,12.165,"LINESTRING (45.3575766 26.5084581, 45.3575628 26.5083494)",,
