osmid,highway,oneway,reversed,length,bridge,geometry,name,lanes,maxspeed
"[916902513, 37540826, 916904134]",tertiary,False,True,80.149,yes,"LINESTRING (63.426633 -19.6786096, 63.4265672 -19.6786374, 63.4264198 -19.6787044, 63.4263981 -19.6787149, 63.4259345 -19.6789042)",,,
37551406,tertiary,True,False,33.9,,"LINESTRING (63.4248131 -19.6794476, 63.4248593 -19.6793438, 63.4249179 -19.6793182, 63.4250512 -19.679279)",,,
916909685,secondary,False,False,78.973,,"LINESTRING (63.4248131 -19.6794476, 63.4247281 -19.6794414, 63.4246536 -19.6794489, 63.4245805 -19.6794666, 63.4244478 -19.6795298, 63.424238 -19.6796391, 63.4241289 -19.6797059)",Rue Max Lucchesi,,
925244495,secondary,False,False,11.969000000000001,,"LINESTRING (63.4248131 -19.6794476, 63.4248635 -19.6794622, 63.4248777 -19.6794678, 63.4249203 -19.6794846)",Route de l'autonomie,2,50
37540832,secondary,True,False,120.91000000000003,,"LINESTRING (63.4241289 -19.6797059, 63.4242493 -19.6799547, 63.424264 -19.6800304, 63.4242748 -19.6800986, 63.4242674 -19.6801921, 63.4242433 -19.6802963, 63.4241769 -19.6804263, 63.4239979 -19.6807023)",Rue Max Lucchesi,,
916909685,secondary,False,True,78.973,,"LINESTRING (63.4241289 -19.6797059, 63.424238 -19.6796391, 63.4244478 -19.6795298, 63.4245805 -19.6794666, 63.4246536 -19.6794489, 63.4247281 -19.6794414, 63.4248131 -19.6794476)",Rue Max Lucchesi,,
916909673,secondary,True,False,69.687,,"LINESTRING (63.4205764 -19.6822385, 63.4208547 -19.6828078)",Rue Pere Gandy,,
916909674,residential,True,False,145.976,,"LINESTRING (63.4205764 -19.6822385, 63.4197815 -19.6826117, 63.4193309 -19.6828285)",Rue François Leguat,,
298603188,residential,False,False,79.731,,"LINESTRING (63.4196842 -19.6834637, 63.4193309 -19.6828285)",Rue Gervais Mercure,,
963410458,residential,False,True,50.101,,"LINESTRING (63.4196842 -19.6834637, 63.4199071 -19.6838624)",Rue Saint Paul,,
"[216840917, 167788950, 37540831]",secondary,False,False,250.576,yes,"LINESTRING (63.4196842 -19.6834637, 63.419308 -19.6836527, 63.4189191 -19.6838378, 63.418787 -19.6839059, 63.4186865 -19.6839848, 63.4185825 -19.6841066, 63.4184235 -19.6843149, 63.4183086 -19.6844712, 63.4182224 -19.6845587, 63.4181249 -19.6846508, 63.4180425 -19.6847017, 63.417988 -19.6847259, 63.41794 -19.6847446, 63.4178857 -19.6847658, 63.417811 -19.6847721)",Rue Max Lucchesi,,
