osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,width,bridge,access
15790179,tertiary,False,False,221.76299999999998,"LINESTRING (15.0494856 46.3749808, 15.0492297 46.3750296, 15.0489736 46.3750576, 15.0487872 46.3750771, 15.0484555 46.3751359, 15.048152 46.3752041, 15.0476179 46.3753622, 15.0468726 46.3757161, 15.0468465 46.3757259)",,,,,,
621958916,secondary,True,False,57.428000000000004,"LINESTRING (15.0494856 46.3749808, 15.0494764 46.3749343, 15.0494889 46.3748882, 15.0495218 46.3748471, 15.0495718 46.3748152, 15.0496338 46.3747958, 15.0497015 46.3747909, 15.049768 46.3748009, 15.0497991 46.3748137, 15.0498265 46.3748249, 15.0498711 46.3748604, 15.0498973 46.3749037, 15.0499024 46.3749505)",,,,,,
"[11114795, 11249291]",residential,False,"[False, True]",306.06800000000004,"LINESTRING (15.0521429 46.3772223, 15.0520608 46.3771487, 15.0518569 46.377021, 15.0516236 46.3768415, 15.0515057 46.3767795, 15.0513768 46.3767601, 15.0512589 46.3768005, 15.049287 46.3776806, 15.0492455 46.377698, 15.0488856 46.3778491)",Cankarjeva cesta,,,,,
11114942,secondary,False,False,85.46100000000001,"LINESTRING (15.0471123 46.3779855, 15.0470601 46.3780042, 15.0465817 46.3781751, 15.0461231 46.378339)",Koroška cesta,425,30,,,
11114942,secondary,False,True,45.051,"LINESTRING (15.0471123 46.3779855, 15.0475878 46.3778165, 15.0476344 46.3778)",Koroška cesta,425,30,,,
372671996,unclassified,False,False,53.818,"LINESTRING (15.0471123 46.3779855, 15.0471159 46.3779049, 15.0475636 46.3777609, 15.0476344 46.3778)",,,,8,,
11114942,secondary,False,True,49.596,"LINESTRING (15.0479167 46.380905, 15.0478189 46.3808237, 15.0477934 46.380794, 15.0477022 46.3806662, 15.0476243 46.3805464, 15.0476125 46.3805299, 15.0476037 46.3805176)",Koroška cesta,425,30,,,
134306339,residential,False,True,143.104,"LINESTRING (15.0479167 46.380905, 15.0480522 46.380844, 15.0484666 46.3806923, 15.0488692 46.3805596, 15.0490934 46.3804844, 15.0495782 46.3803217)",Cesta Heroja Gašperja,,,,,
"[907649122, 907649123, 134306373]",tertiary,False,True,280.58700000000005,"LINESTRING (15.0479167 46.380905, 15.0476459 46.3810105, 15.0473152 46.3810898, 15.0472501 46.381103, 15.0460976 46.3813373, 15.045962 46.3813649, 15.0455801 46.3814477, 15.0452307 46.3815198, 15.0447811 46.3816127, 15.0446694 46.3816356, 15.0445502 46.3816559, 15.0444413 46.3816749)",,,,,yes,
134306340,residential,False,False,4.844,"LINESTRING (15.051185 46.3791689, 15.0511951 46.3792119)",Cesta Matije Gubca,,,,,
