osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,name,bridge
26493177,112,primary,roundabout,True,False,47.729,"LINESTRING (14.9621361 46.544472, 14.9622256 46.5444487, 14.9623213 46.5444469, 14.9623909 46.5444597, 14.9624537 46.5444841, 14.9625204 46.5445317, 14.9625607 46.5445918, 14.9625701 46.5446576)",,,,
"[944614856, 988582408, 944614559, 988582399]",112,primary,,False,True,119.213,"LINESTRING (14.9621361 46.544472, 14.9620825 46.5444184, 14.9618837 46.5442105, 14.9616623 46.543994, 14.9614735 46.5438316, 14.9613235 46.5437134, 14.9611925 46.5436215)","['2', '3']",50,,
26493177,112,primary,roundabout,True,False,71.86900000000001,"LINESTRING (14.9624565 46.5448022, 14.9623762 46.5448318, 14.9622864 46.5448428, 14.9621962 46.5448339, 14.9621145 46.5448062, 14.9620493 46.5447624, 14.9620072 46.5447068, 14.9619924 46.5446449, 14.9620094 46.5445767, 14.9620593 46.5445167, 14.9621361 46.544472)",,,,
"[944614849, 944614850, 944614829, 281503223, 26493178]",112,primary,,False,False,172.28199999999998,"LINESTRING (14.9624565 46.5448022, 14.9625782 46.5449267, 14.9626738 46.5450451, 14.962751 46.5451407, 14.9628481 46.5452609, 14.9630545 46.5455442, 14.9631513 46.5456791, 14.9634661 46.546118, 14.9635106 46.54617)",2,50,Koroška cesta,yes
944614871,227,secondary,,False,False,16.758,"LINESTRING (14.9667768 46.5430234, 14.966703 46.5431653)",2,50,Ob Suhi,yes
944614919,,residential,,False,False,13.295,"LINESTRING (14.9667768 46.5430234, 14.9668914 46.5431133)",,,Ob Suhi,
279304101,,residential,,False,False,35.370000000000005,"LINESTRING (14.966693 46.5432372, 14.9665268 46.5432838, 14.9662775 46.5433759)",,,Trg svobode,
"[520030017, 944614875]",227,secondary,,False,False,188.302,"LINESTRING (14.966693 46.5432372, 14.9666984 46.5433696, 14.9667431 46.543512, 14.9668246 46.5437754, 14.9668326 46.5439023, 14.9668429 46.5440262, 14.9668031 46.5441998, 14.9667053 46.5443923, 14.9665876 46.5445841, 14.9665733 46.5446068, 14.9664236 46.5448398, 14.9664061 46.5448646)",2,50,Trg svobode,
944614924,227,secondary,,False,True,8.073,"LINESTRING (14.966693 46.5432372, 14.9666914 46.5432118, 14.966703 46.5431653)",2,50,Ob Suhi,
944614834,112,primary,,False,False,15.455,"LINESTRING (14.9658983 46.5472191, 14.9660952 46.5472504)",2,50,Koroška cesta,
"[944614828, 944614831, 944614833, 944614835, 944614836]",112,primary,,False,True,228.62299999999996,"LINESTRING (14.9658983 46.5472191, 14.9656826 46.5471861, 14.9653193 46.5471647, 14.9648832 46.5470684, 14.9645693 46.5469701, 14.9643031 46.5468515, 14.9642253 46.5468089, 14.9640429 46.5467089, 14.9638296 46.5465423, 14.9635406 46.5462051, 14.9635106 46.54617)","['2', '3']",50,Koroška cesta,yes
"[944614632, 944614629]",,tertiary,,False,False,98.716,"LINESTRING (14.9611925 46.5436215, 14.9613389 46.5435185, 14.9616271 46.5433823, 14.9620675 46.5431638, 14.9622162 46.543084)","['2', '3']",50,Partizanska cesta,
"[988582408, 988582399, 944614856, 944614559]",112,primary,,False,False,119.213,"LINESTRING (14.9611925 46.5436215, 14.9613235 46.5437134, 14.9614735 46.5438316, 14.9616623 46.543994, 14.9618837 46.5442105, 14.9620825 46.5444184, 14.9621361 46.544472)","['2', '3']",50,,
"[447399283, 944614523]",,residential,,False,False,98.72900000000001,"LINESTRING (14.964168 46.5454615, 14.9642696 46.5455506, 14.9643588 46.5456927, 14.9644342 46.5458503, 14.9644379 46.5459197, 14.9644189 46.5460218, 14.9644797 46.5461711, 14.9645532 46.5462871)",,,Ob Meži,
"[944614524, 447399285]",,residential,,False,False,76.799,"LINESTRING (14.964168 46.5454615, 14.964388 46.5454733, 14.9645461 46.5454849, 14.9646858 46.5455178, 14.9647724 46.5455481, 14.9648588 46.5455565, 14.9651504 46.5455718)",,,Ob Meži,
"[944614839, 944614525, 279113103]",,residential,,False,True,81.87299999999999,"LINESTRING (14.964168 46.5454615, 14.9641468 46.5450736, 14.9641567 46.5449972, 14.9641407 46.5448445, 14.9641106 46.544728)",,,Prežihova ulica,
"[944614851, 944614852, 944614854, 375839934]",227,secondary,,False,False,118.436,"LINESTRING (14.9641106 46.544728, 14.9639615 46.5446993, 14.9637863 46.5446838, 14.9636183 46.5446788, 14.9633049 46.5446649, 14.9628536 46.5446578, 14.9627096 46.5446589, 14.9626829 46.5446588, 14.9625701 46.5446576)",2,50,Prežihova ulica,
375839934,227,secondary,,False,True,88.327,"LINESTRING (14.9641106 46.544728, 14.9642702 46.5447801, 14.9644342 46.5448528, 14.9644962 46.5448793, 14.9646424 46.5449177, 14.9647999 46.5449415, 14.9648968 46.5449402, 14.9650925 46.544926, 14.9651893 46.5449128)",2,50,Prežihova ulica,
"[279113103, 944614525, 944614839]",,residential,,False,False,81.87299999999999,"LINESTRING (14.9641106 46.544728, 14.9641407 46.5448445, 14.9641567 46.5449972, 14.9641468 46.5450736, 14.964168 46.5454615)",,,Prežihova ulica,
944614834,112,primary,,False,True,15.455,"LINESTRING (14.9660952 46.5472504, 14.9658983 46.5472191)",2,50,Koroška cesta,
"[944614906, 944614907, 279150815]",,residential,,False,False,88.237,"LINESTRING (14.9660952 46.5472504, 14.9660721 46.5470974, 14.9660604 46.5468214, 14.9660322 46.5466367, 14.966008 46.5464596)",,,Malgajeva cesta,yes
279150815,,residential,,False,False,102.744,"LINESTRING (14.966008 46.5464596, 14.9659356 46.5463305, 14.9658659 46.5461792, 14.9658283 46.5460685, 14.9658498 46.545956, 14.9659785 46.5458287, 14.9662092 46.5456424)",,,Malgajeva cesta,
