osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,junction
"[38899880, 1259761024, 508478152]","['2', '3']",4,primary,50,False,False,155.159,"LINESTRING (15.0238804 46.5869237, 15.0238567 46.5868017, 15.0238409 46.5867295, 15.0237674 46.5862887, 15.0237184 46.5860951, 15.0236897 46.5859879, 15.0235793 46.585641, 15.023533 46.5855515)",,,
"[39133497, 508478155, 699483423]",3,,residential,50,False,False,190.719,"LINESTRING (15.0238804 46.5869237, 15.0240368 46.5869257, 15.0243881 46.5869523, 15.0244798 46.5869604, 15.0246838 46.5869958, 15.0248408 46.5870364, 15.0249648 46.5870852, 15.0253808 46.5871801, 15.0255446 46.5872077, 15.0257734 46.587236, 15.0263042 46.5872684)",Meža,,
"[8892043, 508478156, 508478157, 508478158, 975024699]","['2', '3']",4,primary,50,False,True,263.788,"LINESTRING (15.0238804 46.5869237, 15.0239043 46.5870943, 15.0239754 46.5874525, 15.0241596 46.5883223, 15.024278 46.5886455, 15.0243321 46.5887668, 15.0245013 46.5890347, 15.0246243 46.589225)",,yes,
323793676,2,702,tertiary,50,False,True,8.616,"LINESTRING (15.0277722 46.5870061, 15.0278649 46.5870502)",Meža,,
180210541,,,residential,,False,False,68.18,"LINESTRING (15.0277722 46.5870061, 15.0277697 46.5869325, 15.0276528 46.5868592, 15.0280985 46.5865563)",Meža,,
323793676,2,702,tertiary,50,False,False,288.36699999999996,"LINESTRING (15.0277722 46.5870061, 15.0272822 46.5867957, 15.0255191 46.5861485, 15.0244891 46.5857296)",Meža,,
39133416,,,residential,,False,False,189.393,"LINESTRING (15.0244891 46.5857296, 15.024471 46.5856625, 15.0243418 46.5855711, 15.0243009 46.5854435, 15.0243103 46.5852561, 15.0243964 46.5851069, 15.0245654 46.5850607, 15.0247317 46.585081, 15.0252902 46.5852141, 15.0256385 46.5852945, 15.0258213 46.5853239)",Meža,,
323793676,2,702,tertiary,50,False,True,288.367,"LINESTRING (15.0244891 46.5857296, 15.0255191 46.5861485, 15.0272822 46.5867957, 15.0277722 46.5870061)",Meža,,
"[1259062475, 1259062476, 933769997]",2,702,tertiary,50,False,False,99.703,"LINESTRING (15.0244891 46.5857296, 15.024366 46.5858095, 15.0242621 46.5858773, 15.0242114 46.5858958, 15.0241368 46.5858883, 15.0241096 46.5858783, 15.0240681 46.5858452, 15.0239683 46.5857273, 15.0237876 46.5855631, 15.0237176 46.5855365, 15.0236229 46.5855377, 15.023533 46.5855515)",Meža,,
"[508478152, 1259761024, 38899880]","['2', '3']",4,primary,50,False,True,155.159,"LINESTRING (15.023533 46.5855515, 15.0235793 46.585641, 15.0236897 46.5859879, 15.0237184 46.5860951, 15.0237674 46.5862887, 15.0238409 46.5867295, 15.0238567 46.5868017, 15.0238804 46.5869237)",,,
"[1259062475, 1259062476, 933769997]",2,702,tertiary,50,False,True,99.703,"LINESTRING (15.023533 46.5855515, 15.0236229 46.5855377, 15.0237176 46.5855365, 15.0237876 46.5855631, 15.0239683 46.5857273, 15.0240681 46.5858452, 15.0241096 46.5858783, 15.0241368 46.5858883, 15.0242114 46.5858958, 15.0242621 46.5858773, 15.024366 46.5858095, 15.0244891 46.5857296)",Meža,,
39133416,,,residential,,False,True,189.39299999999997,"LINESTRING (15.0258213 46.5853239, 15.0256385 46.5852945, 15.0252902 46.5852141, 15.0247317 46.585081, 15.0245654 46.5850607, 15.0243964 46.5851069, 15.0243103 46.5852561, 15.0243009 46.5854435, 15.0243418 46.5855711, 15.024471 46.5856625, 15.0244891 46.5857296)",Meža,,
"[118290931, 323793677, 323793678]",,,residential,,False,True,294.51300000000003,"LINESTRING (15.0258213 46.5853239, 15.0258348 46.5854342, 15.0258337 46.5855605, 15.0258212 46.5856993, 15.0259361 46.5858875, 15.0263791 46.5860753, 15.0266773 46.5862187, 15.0268828 46.5860713, 15.0270486 46.5858323, 15.0268405 46.5857361, 15.0264757 46.5855297, 15.0258213 46.5853239)",Meža,,
"[118290931, 323793677, 323793678]",,,residential,,False,False,294.513,"LINESTRING (15.0258213 46.5853239, 15.0264757 46.5855297, 15.0268405 46.5857361, 15.0270486 46.5858323, 15.0268828 46.5860713, 15.0266773 46.5862187, 15.0263791 46.5860753, 15.0259361 46.5858875, 15.0258212 46.5856993, 15.0258337 46.5855605, 15.0258348 46.5854342, 15.0258213 46.5853239)",Meža,,
"[508491204, 118226660]",2,,residential,,False,True,275.62800000000004,"LINESTRING (15.026016 46.589434, 15.0260488 46.5893668, 15.02609 46.5892208, 15.0262631 46.5891707, 15.0265191 46.5891787, 15.0270172 46.589294, 15.0273142 46.5893859, 15.0280492 46.5896108, 15.0290628 46.5900359)",Mariborska cesta,yes,
"[508491209, 508491210, 508491207]","['2', '3']",1,primary,50,False,True,112.47599999999998,"LINESTRING (15.026016 46.589434, 15.0258303 46.5893966, 15.0253057 46.5892162, 15.0252145 46.5891946, 15.0251376 46.5891878, 15.0249341 46.5891898, 15.0247478 46.5892066, 15.0246243 46.589225)",,yes,
"[508491208, 933769949]","['2', '3']",1,primary,50,False,False,266.671,"LINESTRING (15.026016 46.589434, 15.0265928 46.5895362, 15.0270616 46.589624, 15.0273896 46.5897139, 15.0277695 46.5898709, 15.0281438 46.5900955, 15.0285862 46.590426, 15.0287564 46.5906036, 15.0288387 46.5906914)",,,
"[39133497, 508478155, 699483423]",3,,residential,50,False,True,190.719,"LINESTRING (15.0263042 46.5872684, 15.0257734 46.587236, 15.0255446 46.5872077, 15.0253808 46.5871801, 15.0249648 46.5870852, 15.0248408 46.5870364, 15.0246838 46.5869958, 15.0244798 46.5869604, 15.0243881 46.5869523, 15.0240368 46.5869257, 15.0238804 46.5869237)",Meža,,
115504319,,,residential,,True,False,35.80799999999999,"LINESTRING (15.0263042 46.5872684, 15.0263045 46.5872503, 15.0263138 46.5872335, 15.026331 46.5872198, 15.0263539 46.5872111, 15.0263799 46.5872084, 15.0264056 46.587212, 15.0264262 46.5872204, 15.0264418 46.5872329, 15.026451 46.5872481, 15.0264526 46.5872645, 15.0264467 46.5872805, 15.0264355 46.5872929, 15.0264196 46.5873027, 15.0264005 46.587309, 15.0263795 46.5873113, 15.0263584 46.5873095, 15.0263389 46.5873037, 15.0263225 46.5872944, 15.0263107 46.5872823, 15.0263042 46.5872684)",,,roundabout
84443864,2,1,primary,30,False,False,45.778999999999996,"LINESTRING (15.0201254 46.5897308, 15.0204691 46.589661, 15.0207019 46.589619)",Trg 4. julija,,
84443864,2,1,primary,30,False,True,101.64800000000001,"LINESTRING (15.0201254 46.5897308, 15.0196818 46.5898206, 15.019247 46.5898979, 15.0188406 46.589967)",Trg 4. julija,,
118224937,,,residential,,True,False,85.76799999999999,"LINESTRING (15.0201254 46.5897308, 15.0200574 46.5895741, 15.0200535 46.5895195, 15.0201775 46.5894265, 15.0203717 46.5893671, 15.0205735 46.5893873, 15.020638 46.5894594, 15.0206628 46.5895129)",Dravska ulica,,
118089407,,,residential,,False,True,267.168,"LINESTRING (15.0238527 46.5894798, 15.023911 46.5895078, 15.024006 46.5895327, 15.0242339 46.5895309, 15.0244836 46.5895045, 15.0246422 46.5895024, 15.0248553 46.5895346, 15.0250332 46.5895862, 15.0251408 46.5896129, 15.0251663 46.5896552, 15.0251435 46.5897271, 15.0249863 46.5897997, 15.0248245 46.5898151, 15.0246467 46.5898067, 15.0244851 46.5897709, 15.0242639 46.589772, 15.0235945 46.5897732, 15.0232016 46.5897886)",Pod gradom,,
304342659,2,1,primary,50,False,False,65.524,"LINESTRING (15.0238527 46.5894798, 15.0241066 46.589412, 15.0244402 46.5892974, 15.0246243 46.589225)",Trg 4. julija,,
933769991,2,1,primary,50,False,True,45.617000000000004,"LINESTRING (15.0238527 46.5894798, 15.0237152 46.5894976, 15.0235545 46.5894936, 15.0232609 46.5894665)",Trg 4. julija,,
118089407,,,residential,,False,False,267.168,"LINESTRING (15.0232016 46.5897886, 15.0235945 46.5897732, 15.0242639 46.589772, 15.0244851 46.5897709, 15.0246467 46.5898067, 15.0248245 46.5898151, 15.0249863 46.5897997, 15.0251435 46.5897271, 15.0251663 46.5896552, 15.0251408 46.5896129, 15.0250332 46.5895862, 15.0248553 46.5895346, 15.0246422 46.5895024, 15.0244836 46.5895045, 15.0242339 46.5895309, 15.024006 46.5895327, 15.023911 46.5895078, 15.0238527 46.5894798)",Pod gradom,,
84443864,2,1,primary,30,False,True,57.638,"LINESTRING (15.0214353 46.5894986, 15.0213268 46.5895121, 15.0209959 46.5895667, 15.0207019 46.589619)",Trg 4. julija,,
"[118127096, 933769958, 323793687]",,,residential,,False,"[False, True]",170.01999999999998,"LINESTRING (15.0214353 46.5894986, 15.0214476 46.5895357, 15.021497 46.5897004, 15.0215694 46.5897778, 15.02167 46.5898322, 15.021839 46.5899045, 15.021966 46.589957, 15.0221595 46.5900257, 15.0224948 46.5900589, 15.0227818 46.5900644, 15.0230205 46.5900626, 15.0232512 46.5900866)","['Trg 4. julija', 'Pod gradom']",,
"[746095315, 933769990]",2,1,primary,50,False,False,141.069,"LINESTRING (15.0214353 46.5894986, 15.021793 46.5894457, 15.0220925 46.5894158, 15.0221911 46.589406, 15.0224732 46.5894002, 15.0226065 46.5893975, 15.0229294 46.589426, 15.0230744 46.5894461, 15.0232609 46.5894665)",Trg 4. julija,,
933769958,,,residential,,False,True,45.555,"LINESTRING (15.0244771 46.5909577, 15.024088 46.5912681)",Pod gradom,,
933769958,,,residential,,False,False,160.745,"LINESTRING (15.0244771 46.5909577, 15.0245213 46.5908964, 15.0245748 46.5907959, 15.024587 46.5906952, 15.0245333 46.5905824, 15.0244582 46.5904958, 15.024278 46.5903532, 15.0240183 46.5902414, 15.0237662 46.5901769, 15.0234416 46.5901234, 15.0232512 46.5900866)",Pod gradom,,
946113070,,,residential,30,False,False,73.233,"LINESTRING (15.0244771 46.5909577, 15.024342 46.590911, 15.0240929 46.5908483, 15.0238326 46.5907896, 15.0235681 46.5907603)",Pod gradom,,
933769958,,,residential,,False,True,13.299,"LINESTRING (15.0233453 46.5918158, 15.023278 46.5919261)",Pod gradom,,
