osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,lanes,junction
176979242,False,5,Zdraviliška cesta,primary,False,130.286,"LINESTRING (15.2336452 46.1531447, 15.2340908 46.152289, 15.234212 46.1520408)",,,
"[25536517, 1222201695]",False,,"['Rimska cesta', 'Podšmihel']",residential,False,447.3390000000001,"LINESTRING (15.2347587 46.1508378, 15.2345916 46.1507185, 15.2345004 46.1507075, 15.23441 46.1507269, 15.2343385 46.1507633, 15.2342926 46.1507941, 15.2341802 46.1509125, 15.2340391 46.1510692, 15.2338338 46.1512414, 15.2336599 46.1513671, 15.2331867 46.1516684, 15.2330382 46.1517686, 15.232778 46.1519708, 15.2326498 46.1520899, 15.232555 46.1521955, 15.2324278 46.1523751, 15.2322991 46.1525711, 15.2322518 46.1526566, 15.2322221 46.1527102, 15.2322052 46.1527429, 15.2321209 46.1529501, 15.2320282 46.1531712, 15.2319868 46.1533848, 15.2319571 46.1535549, 15.2319478 46.1536571, 15.231929 46.1537184, 15.2318982 46.1537676, 15.2318485 46.1538067, 15.2317693 46.1538369)",,,
176979242,False,5,Zdraviliška cesta,primary,True,140.25,"LINESTRING (15.2347587 46.1508378, 15.2346762 46.1510082, 15.2345762 46.1512227, 15.2345116 46.1513792, 15.2344293 46.1515625, 15.234212 46.1520408)",,,
303249927,False,,Aškerčev trg,residential,False,42.944,"LINESTRING (15.235939 46.1550487, 15.2360751 46.1551915, 15.236166 46.1552737, 15.2363123 46.1553203)",,,
"[303249928, 56299473]",False,,Orožnov trg,residential,True,86.065,"LINESTRING (15.235939 46.1550487, 15.2359867 46.1548469, 15.2360014 46.1546695, 15.2359376 46.15447, 15.2359965 46.154287)",,,
303249931,False,,Aškerčev trg,residential,False,23.527,"LINESTRING (15.235939 46.1550487, 15.2359198 46.1550986, 15.2358141 46.1552408)",,,
"[303249929, 303249930]",False,,Valvasorjev trg,residential,True,150.15300000000002,"LINESTRING (15.2358141 46.1552408, 15.2355634 46.1550643, 15.235474 46.1549532, 15.2352051 46.1548217, 15.235213 46.1547177, 15.2355597 46.1541208)",,,
303249931,False,,Aškerčev trg,residential,False,40.84,"LINESTRING (15.2358141 46.1552408, 15.2357715 46.155328, 15.2356441 46.1555887)",,,
303249931,False,,Aškerčev trg,residential,True,23.527,"LINESTRING (15.2358141 46.1552408, 15.2359198 46.1550986, 15.235939 46.1550487)",,,
303249926,False,,Aškerčev trg,residential,True,59.638,"LINESTRING (15.2356441 46.1555887, 15.2361146 46.1553805, 15.2363123 46.1553203)",,,
303249931,False,,Aškerčev trg,residential,True,40.84,"LINESTRING (15.2356441 46.1555887, 15.2357715 46.155328, 15.2358141 46.1552408)",,,
303249932,False,,,residential,False,105.459,"LINESTRING (15.2356441 46.1555887, 15.2354265 46.1556559, 15.2345848 46.1561791)",,,
303249932,False,,,residential,True,56.129000000000005,"LINESTRING (15.2340103 46.1564881, 15.2342239 46.1563919, 15.2345848 46.1561791)",,,
460323606,False,,,residential,True,10.653,"LINESTRING (15.2381802 46.1550371, 15.2381789 46.1551329)",,,
303249936,False,,,residential,True,56.126,"LINESTRING (15.2381802 46.1550371, 15.2378491 46.1550014, 15.2374569 46.1549786)",,,
460323606,False,,,residential,False,44.580999999999996,"LINESTRING (15.2381802 46.1550371, 15.2382181 46.1548353, 15.2382293 46.1547309, 15.238222 46.1546383)",,,
45082917,False,,Trubarjeva ulica,residential,False,73.217,"LINESTRING (15.2363832 46.1536855, 15.2359965 46.154287)",,,
45082917,False,,Trubarjeva ulica,residential,True,41.472,"LINESTRING (15.2363832 46.1536855, 15.2365624 46.1533338)",,,
45083068,False,,Kidričeva ulica,residential,False,125.078,"LINESTRING (15.2363832 46.1536855, 15.2367026 46.1538097, 15.2372248 46.1540963, 15.2376769 46.1543603)",,,
45082917,False,,Trubarjeva ulica,residential,False,41.472,"LINESTRING (15.2365624 46.1533338, 15.2363832 46.1536855)",,,
45082917,False,,Trubarjeva ulica,residential,True,175.843,"LINESTRING (15.2365624 46.1533338, 15.2367314 46.1530421, 15.2369575 46.1526558, 15.2371204 46.1524494, 15.2373778 46.1521688, 15.2375817 46.1519241)",,,
303249934,False,,,residential,False,91.409,"LINESTRING (15.2365624 46.1533338, 15.2356386 46.1531088, 15.2354429 46.1530611)",,,
170868802,False,681,Trubarjevo nabrežje,tertiary,False,173.542,"LINESTRING (15.2354429 46.1530611, 15.2354685 46.1529839, 15.2356211 46.1525231, 15.2356632 46.1523934, 15.2358044 46.1519586, 15.2359188 46.1516743, 15.2359712 46.1515443)",,,
170868802,False,681,Trubarjevo nabrežje,tertiary,True,101.481,"LINESTRING (15.2354429 46.1530611, 15.235396 46.1531965, 15.2352891 46.1535049, 15.2351682 46.1536709, 15.235082 46.1537838, 15.2350256 46.1538437, 15.2349416 46.1538845)",,,
303249934,False,,,residential,True,91.409,"LINESTRING (15.2354429 46.1530611, 15.2356386 46.1531088, 15.2365624 46.1533338)",,,
170868802,False,681,Trubarjevo nabrežje,tertiary,False,101.481,"LINESTRING (15.2349416 46.1538845, 15.2350256 46.1538437, 15.235082 46.1537838, 15.2351682 46.1536709, 15.2352891 46.1535049, 15.235396 46.1531965, 15.2354429 46.1530611)",,,
"[170868793, 170868802, 1184136995, 45082038]",False,681,Trubarjevo nabrežje,tertiary,"[False, True]",107.66600000000001,"LINESTRING (15.2349416 46.1538845, 15.2347941 46.1538721, 15.23375 46.1536995, 15.233674 46.1536885, 15.233578 46.1536745)",yes,,
303248558,False,,Mestna ulica,residential,True,54.772,"LINESTRING (15.2349416 46.1538845, 15.2350899 46.1539711, 15.2355597 46.1541208)",,,
45082917,False,,Trubarjeva ulica,residential,True,73.217,"LINESTRING (15.2359965 46.154287, 15.2363832 46.1536855)",,,
303248558,False,,Mestna ulica,residential,False,38.387,"LINESTRING (15.2359965 46.154287, 15.2355597 46.1541208)",,,
"[303249928, 56299473]",False,,Orožnov trg,residential,False,86.065,"LINESTRING (15.2359965 46.154287, 15.2359376 46.15447, 15.2360014 46.1546695, 15.2359867 46.1548469, 15.235939 46.1550487)",,,
303248558,False,,Mestna ulica,residential,True,121.60399999999998,"LINESTRING (15.2359965 46.154287, 15.2361231 46.154385, 15.2363974 46.1545476, 15.2366812 46.1547102, 15.2367925 46.1549265, 15.2369747 46.1549969, 15.2370881 46.1550229)",,,
170868802,False,681,Trubarjevo nabrežje,tertiary,True,173.54199999999997,"LINESTRING (15.2359712 46.1515443, 15.2359188 46.1516743, 15.2358044 46.1519586, 15.2356632 46.1523934, 15.2356211 46.1525231, 15.2354685 46.1529839, 15.2354429 46.1530611)",,,
402337199,False,,,residential,True,131.246,"LINESTRING (15.2359712 46.1515443, 15.2365294 46.1516444, 15.2367465 46.1517068, 15.2375817 46.1519241)",,,
45082891,False,,,residential,False,61.387,"LINESTRING (15.2391791 46.1507061, 15.2396666 46.1505279, 15.2398798 46.1504433)",,,
45082917,False,,Trubarjeva ulica,residential,False,84.729,"LINESTRING (15.2391791 46.1507061, 15.2389366 46.1508811, 15.2387494 46.1509696, 15.2383654 46.1512157)",,,
"[45082912, 1060533563]",False,,,residential,"[False, True]",288.387,"LINESTRING (15.2391791 46.1507061, 15.2392669 46.1504535, 15.2392776 46.1503625, 15.2392173 46.1494241, 15.239231 46.1494129, 15.2393112 46.149347, 15.2395459 46.1493944, 15.2399026 46.1494901, 15.2399702 46.1502565)",,,
45082912,False,,,residential,True,21.907,"LINESTRING (15.2398798 46.1504433, 15.2399702 46.1502565)",,,
45082891,False,,,residential,False,142.21800000000002,"LINESTRING (15.2398798 46.1504433, 15.2401561 46.1504317, 15.2404817 46.1504689, 15.2412379 46.1504914, 15.2416957 46.150597)",,,
45082891,False,,,residential,True,61.387,"LINESTRING (15.2398798 46.1504433, 15.2396666 46.1505279, 15.2391791 46.1507061)",,,
45082891,False,,,residential,True,142.218,"LINESTRING (15.2416957 46.150597, 15.2412379 46.1504914, 15.2404817 46.1504689, 15.2401561 46.1504317, 15.2398798 46.1504433)",,,
45082912,False,,,residential,False,21.907,"LINESTRING (15.2399702 46.1502565, 15.2398798 46.1504433)",,,
"[45082912, 1060533563]",False,,,residential,"[False, True]",288.387,"LINESTRING (15.2399702 46.1502565, 15.2399026 46.1494901, 15.2395459 46.1493944, 15.2393112 46.149347, 15.239231 46.1494129, 15.2392173 46.1494241, 15.2392776 46.1503625, 15.2392669 46.1504535, 15.2391791 46.1507061)",,,
303248482,False,,Valentiničeva cesta,residential,False,280.634,"LINESTRING (15.2383098 46.1555803, 15.2404999 46.1559973, 15.241267 46.1561506, 15.2417563 46.1563581)",,,
303249937,False,,Stegenškova ulica,residential,True,74.529,"LINESTRING (15.2383098 46.1555803, 15.2381346 46.1555818, 15.2380304 46.1554744, 15.2379123 46.1554568, 15.2375841 46.155413, 15.2374419 46.1553788)",,,
460323606,False,,,residential,False,50.876999999999995,"LINESTRING (15.2383098 46.1555803, 15.2382495 46.1553794, 15.2381959 46.1552513, 15.2381789 46.1551329)",,,
460323606,False,,,residential,True,144.05499999999998,"LINESTRING (15.2383098 46.1555803, 15.2383482 46.1557811, 15.2384128 46.1559284, 15.2385078 46.1560281, 15.2386546 46.1561122, 15.2389881 46.1562711, 15.2390791 46.1563198, 15.2392281 46.1564182, 15.2393339 46.1564648, 15.2394575 46.1565127)",,,
460323606,False,,,residential,False,44.718999999999994,"LINESTRING (15.2410616 46.1570198, 15.2408432 46.1569086, 15.2405522 46.1568355)",,,
303248482,False,,Valentiničeva cesta,residential,True,280.634,"LINESTRING (15.2417563 46.1563581, 15.241267 46.1561506, 15.2404999 46.1559973, 15.2383098 46.1555803)",,,
45082917,False,,Trubarjeva ulica,residential,False,99.87899999999999,"LINESTRING (15.2383654 46.1512157, 15.2379786 46.1514832, 15.2375817 46.1519241)",,,
