osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,junction,width,ref
294767677,Prešernova ulica,residential,False,False,158.93200000000002,"LINESTRING (14.2440078 45.5650108, 14.2440919 45.5649962, 14.2441366 45.5649901, 14.244301 45.564988, 14.2444798 45.5649859, 14.2445765 45.5649797, 14.2446636 45.5649653, 14.2447571 45.5649397, 14.2450433 45.5648483, 14.2452494 45.5647925, 14.2455394 45.5646704, 14.2456789 45.5646131, 14.2458279 45.564566, 14.2459015 45.5645441)",,,,,,
"[1154809777, 855372322, 855372323, 355185373]",Bazoviška cesta,tertiary,False,False,179.51600000000002,"LINESTRING (14.2440078 45.5650108, 14.2440115 45.5649699, 14.2440192 45.5648566, 14.2440214 45.5647748, 14.2440265 45.5646864, 14.2440404 45.5646234, 14.2440605 45.5645734, 14.2440795 45.5645338, 14.2441077 45.5644953, 14.2441523 45.5644485, 14.244317 45.5643051, 14.2450874 45.5636498)",50,yes,2,,,
355185373,Bazoviška cesta,tertiary,False,True,101.955,"LINESTRING (14.2440078 45.5650108, 14.243987 45.5652108, 14.2439684 45.5653257, 14.243941 45.565452, 14.2439123 45.5655709, 14.2438879 45.5656457, 14.2438479 45.5657289, 14.2438017 45.5658056, 14.2437714 45.5658472, 14.2437272 45.5658962)",50,,,,,
542941615,,tertiary,True,False,11.064,"LINESTRING (14.2457679 45.5630162, 14.2458033 45.5630135, 14.2458378 45.5630194, 14.2458673 45.5630332, 14.2458882 45.5630533)",50,,1,roundabout,,
542941616,Bazoviška cesta,tertiary,False,False,142.108,"LINESTRING (14.2457679 45.5630162, 14.245723 45.5629471, 14.2455467 45.5626743, 14.2454716 45.5625513, 14.2454427 45.5624951, 14.2454085 45.5624288, 14.2453106 45.5622396, 14.2453066 45.5622315, 14.2452241 45.5620635, 14.2451067 45.5618261)",50,,2,,,
62326524,Rozmanova ulica,residential,False,False,26.642,"LINESTRING (14.2477875 45.5616208, 14.2477933 45.5615903, 14.2478085 45.5615511, 14.2478622 45.5615155, 14.2480035 45.5614541)",,,,,4,
62326524,Rozmanova ulica,residential,False,True,61.504000000000005,"LINESTRING (14.2477875 45.5616208, 14.2475841 45.5616233, 14.2472734 45.5616997, 14.2471251 45.5617438, 14.2470356 45.5617684)",,,,,4,
355233108,Ulica IV. armije,residential,False,True,64.179,"LINESTRING (14.2477875 45.5616208, 14.2479461 45.561641, 14.248084 45.5616817, 14.248534 45.5618549)",,,,,4,
294768080,,residential,False,False,154.38,"LINESTRING (14.248534 45.5618549, 14.248222 45.5620153, 14.2480659 45.5620743, 14.2479587 45.5620959, 14.2478486 45.5621001, 14.2476351 45.5620916, 14.2473914 45.5620677, 14.2473202 45.5620709, 14.2472385 45.5620893, 14.2471661 45.5621222, 14.2470951 45.5621747, 14.2469171 45.5624177)",,,,,,
355233108,Ulica IV. armije,residential,False,False,64.179,"LINESTRING (14.248534 45.5618549, 14.248084 45.5616817, 14.2479461 45.561641, 14.2477875 45.5616208)",,,,,4,
355233108,Ulica IV. armije,residential,False,True,133.067,"LINESTRING (14.248534 45.5618549, 14.2491665 45.5621087, 14.249574 45.5622685, 14.2498064 45.5623594, 14.2500193 45.562447)",,,,,4,
855372314,Podgrajska ulica,tertiary,False,False,128.851,"LINESTRING (14.2462984 45.5605978, 14.2459658 45.5607353, 14.2456178 45.5608691, 14.2452938 45.5609996, 14.2451698 45.5610438, 14.2450632 45.5610738, 14.2449667 45.561095, 14.2448282 45.5611194)",50,,,,,632
855372314,Podgrajska ulica,tertiary,False,True,188.764,"LINESTRING (14.2462984 45.5605978, 14.2475912 45.5600883, 14.2484038 45.559756)",50,,,,,632
62326449,Rozmanova ulica,residential,True,False,29.351000000000003,"LINESTRING (14.2470356 45.5617684, 14.2469665 45.5617138, 14.2468773 45.5615818, 14.2468529 45.5615402)",,,,,4,
62326524,Rozmanova ulica,residential,False,False,61.504,"LINESTRING (14.2470356 45.5617684, 14.2471251 45.5617438, 14.2472734 45.5616997, 14.2475841 45.5616233, 14.2477875 45.5616208)",,,,,4,
62326524,Rozmanova ulica,residential,False,False,178.89800000000002,"LINESTRING (14.2487821 45.5613464, 14.2488893 45.5613324, 14.2490026 45.5613067, 14.249108 45.561273, 14.2492029 45.5612319, 14.2492692 45.5612022, 14.2493278 45.5611708, 14.2493521 45.5611535, 14.2493833 45.561102, 14.2493986 45.5610531, 14.2494163 45.5609587, 14.2494014 45.5608201, 14.2492461 45.5604582, 14.2492274 45.5602392, 14.2492384 45.5600982, 14.2492475 45.5600183)",,,,,4,
62326524,Rozmanova ulica,residential,False,True,62.013999999999996,"LINESTRING (14.2487821 45.5613464, 14.2487047 45.5613557, 14.24857 45.5613711, 14.2484073 45.5613827, 14.24818 45.5614101, 14.2480035 45.5614541)",,,,,4,
330835287,,residential,False,True,167.49500000000003,"LINESTRING (14.2487821 45.5613464, 14.2487772 45.5613194, 14.2487337 45.5612089, 14.2486706 45.5610907, 14.2485966 45.5609914, 14.2484455 45.5610028, 14.2481884 45.560986, 14.247985 45.5609902, 14.2477996 45.5609986, 14.247717 45.5610356, 14.2477047 45.5610786, 14.2477187 45.5611203, 14.2477459 45.5611908, 14.2477665 45.5612356, 14.2477977 45.5612681, 14.2478759 45.5613147, 14.247991 45.5613755, 14.2479972 45.5614246, 14.2480035 45.5614541)",,,,,,
62326544,Trg maršala Tita,residential,True,False,13.227,"LINESTRING (14.248491 45.5646039, 14.2484938 45.5646821, 14.2484802 45.5647217)",,,,,4,
294172419,Trg maršala Tita,residential,False,False,21.735,"LINESTRING (14.248491 45.5646039, 14.2486009 45.5645076, 14.2486629 45.5644499)",,,,,,
