osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,width
"[54449921, 490280982, 5775967]",Partizanska ulica,residential,False,True,204.45999999999995,"LINESTRING (14.3092132 46.3642894, 14.30931 46.3642503, 14.3094134 46.3642027, 14.309567 46.3641373, 14.3096376 46.3641133, 14.309774 46.3640937, 14.3099124 46.3640827, 14.3100209 46.3640825, 14.3101479 46.3640915, 14.3103022 46.3640959, 14.3104521 46.3641223, 14.3105588 46.3641354, 14.3106278 46.3641416, 14.3106546 46.3641416, 14.3106815 46.3641387, 14.3107063 46.3641351, 14.310729 46.3641275, 14.3107553 46.3641111, 14.3108352 46.364047, 14.3108898 46.3640112, 14.3110617 46.36393, 14.3112557 46.3638386, 14.3114709 46.3637274, 14.3115663 46.3636806)",yes,,,
435042842,Trg svobode,residential,False,True,119.94099999999999,"LINESTRING (14.3092132 46.3642894, 14.3090668 46.3640004, 14.3089953 46.3638762, 14.3088787 46.3636854, 14.3087914 46.3635434, 14.3086343 46.3632879)",,,,
923408964,Koroška cesta,residential,False,False,46.063,"LINESTRING (14.3092132 46.3642894, 14.3092673 46.3644145, 14.3093755 46.3646882)",,,,
"[54449920, 54449892, 5766420]","['Predilniška cesta', 'Trg svobode']",residential,False,False,54.653999999999996,"LINESTRING (14.3084033 46.3621127, 14.3083634 46.3621879, 14.3083527 46.3622124, 14.3083271 46.3622874, 14.3082858 46.3625053, 14.3082705 46.3625937)",yes,,,
5776024,Cankarjeva cesta,secondary,False,False,38.969,"LINESTRING (14.3084033 46.3621127, 14.3088016 46.3622764, 14.3088403 46.3622912)",,50,,
"[435042843, 5777851]",Predilniška cesta,secondary,False,True,150.951,"LINESTRING (14.3084033 46.3621127, 14.3083017 46.3620541, 14.3082064 46.3619899, 14.3080237 46.3618623, 14.3072052 46.3612739, 14.3070272 46.3611434)",,50,2,
839955634,Cankarjeva cesta,secondary,False,False,7.859,"LINESTRING (14.312442 46.3642481, 14.3125041 46.3643043)",,50,2,
"[54449937, 54449938, 461995315]",,unclassified,False,False,185.526,"LINESTRING (14.312442 46.3642481, 14.3123558 46.364279, 14.3123223 46.3642901, 14.3122627 46.3643045, 14.3118557 46.3644074, 14.3117617 46.3644243, 14.3116682 46.3644256, 14.3115849 46.3644184, 14.3115297 46.3644123, 14.3114794 46.3644123, 14.3114264 46.3644238, 14.3111161 46.3645048, 14.3109635 46.3645395, 14.310945 46.3645492, 14.3109326 46.3645664, 14.3109275 46.3645848, 14.3109302 46.364602, 14.311166 46.3650968)",yes,,,
839955634,Cankarjeva cesta,secondary,False,True,93.409,"LINESTRING (14.312442 46.3642481, 14.3122331 46.36405, 14.3120896 46.3639358, 14.311936 46.3638387, 14.3115663 46.3636806)",,50,2,
5777766,Usnjarska ulica,residential,False,True,90.64,"LINESTRING (14.3093755 46.3646882, 14.3087359 46.3648306, 14.3086142 46.3647246, 14.3085136 46.3646381, 14.3084921 46.3646288, 14.3084666 46.3646297, 14.3083755 46.3646607)",,,,
923408964,Koroška cesta,residential,False,False,51.06,"LINESTRING (14.3093755 46.3646882, 14.3094825 46.364881, 14.3096019 46.3650439, 14.3096596 46.3651017)",,,,
923408964,Koroška cesta,residential,False,True,46.063,"LINESTRING (14.3093755 46.3646882, 14.3092673 46.3644145, 14.3092132 46.3642894)",,,,
5777779,Čevljarska ulica,residential,False,True,83.50000000000001,"LINESTRING (14.3096596 46.3651017, 14.309515 46.3651515, 14.3094118 46.3651862, 14.3093346 46.3652056, 14.3092133 46.3652218, 14.3091549 46.3652273, 14.3090886 46.3652258, 14.3089092 46.3652026, 14.3088099 46.3652007, 14.3087284 46.365206, 14.3086113 46.3652067)",,,,
923408964,Koroška cesta,residential,False,False,54.972,"LINESTRING (14.3096596 46.3651017, 14.3097306 46.3652044, 14.3097799 46.3653109, 14.309811 46.3654227, 14.3098625 46.3655735)",,,,
923408964,Koroška cesta,residential,False,True,51.06,"LINESTRING (14.3096596 46.3651017, 14.3096019 46.3650439, 14.3094825 46.364881, 14.3093755 46.3646882)",,,,
5777804,Muzejska ulica,residential,False,False,31.54,"LINESTRING (14.3089776 46.3663325, 14.3090285 46.36629, 14.3090903 46.3662301, 14.3091325 46.3661734, 14.3091795 46.3661265, 14.3092177 46.3661047)",,,,
923408964,Koroška cesta,residential,False,True,15.592,"LINESTRING (14.3098831 46.365713, 14.3098625 46.3655735)",,,,
5777804,Muzejska ulica,residential,False,True,69.321,"LINESTRING (14.3098831 46.365713, 14.309856 46.3657236, 14.3098285 46.3657435, 14.3097814 46.3657927, 14.3097339 46.3658483, 14.3096709 46.3659216, 14.3096282 46.365957, 14.3095932 46.365971, 14.3094295 46.3660281, 14.3092686 46.3660895, 14.3092177 46.3661047)",,,,
923408964,Koroška cesta,residential,False,False,116.97000000000001,"LINESTRING (14.3098831 46.365713, 14.3099138 46.3657788, 14.3099319 46.3658289, 14.3099405 46.3658791, 14.3099291 46.3659465, 14.3098983 46.3660465, 14.309852 46.3661154, 14.3097869 46.366183, 14.309677 46.3662612, 14.3094779 46.3663722, 14.3093343 46.3664658, 14.3092027 46.366561)",,,,
5826333,,residential,False,True,67.953,"LINESTRING (14.3069196 46.3636679, 14.3068511 46.3636195, 14.3067816 46.3635749, 14.3066422 46.3634711, 14.3065907 46.3634122, 14.3065556 46.3633609, 14.3065091 46.3632888, 14.3064791 46.3632627, 14.3064405 46.3632424, 14.3063553 46.3632142)",,,,
"[483402042, 483402043, 943539706]",Za Mošenikom,residential,False,False,49.201,"LINESTRING (14.3069196 46.3636679, 14.3069468 46.3636525, 14.3070793 46.3636148, 14.3074101 46.3635135, 14.3075034 46.3634872)",yes,,,
"[616072789, 616072790, 616072791]",,residential,False,False,184.61299999999994,"LINESTRING (14.3069196 46.3636679, 14.3071401 46.363867, 14.3073633 46.3641184, 14.3074135 46.3641883, 14.3075377 46.3643787, 14.3076107 46.3644829, 14.30771 46.364634, 14.3077395 46.3646738, 14.3077777 46.3647174, 14.3078162 46.3647426, 14.3078667 46.3647594, 14.3079382 46.3647723, 14.3080054 46.3647698, 14.3081006 46.3647468, 14.3081798 46.3647239, 14.3082534 46.3647001, 14.3083755 46.3646607)",yes,,,
765229691,,residential,False,False,58.342000000000006,"LINESTRING (14.3069196 46.3636679, 14.3068754 46.3637047, 14.3068554 46.3637366, 14.3068419 46.3637681, 14.3068305 46.3638083, 14.3068309 46.3638513, 14.3068374 46.3638861, 14.3068491 46.3639039, 14.3069306 46.3639646, 14.3070276 46.3640381, 14.3071044 46.364098, 14.3071126 46.3641044)",,,,
694335695,,residential,False,False,46.9,"LINESTRING (14.3075034 46.3634872, 14.3074701 46.363478, 14.3074343 46.3634683, 14.3073361 46.3634294, 14.3072285 46.3633773, 14.3071727 46.3633479, 14.3072483 46.3633088, 14.3073553 46.3632609)",,,,
"[5826368, 694335695]",Kovaška ulica,residential,False,"[False, True]",8.091999999999999,"LINESTRING (14.3075034 46.3634872, 14.3075605 46.3635033, 14.3076008 46.3635151)",,,,
"[943539706, 483402043, 483402042]",Za Mošenikom,residential,False,True,49.201,"LINESTRING (14.3075034 46.3634872, 14.3074101 46.3635135, 14.3070793 46.3636148, 14.3069468 46.3636525, 14.3069196 46.3636679)",yes,,,
5777766,Usnjarska ulica,residential,False,False,90.64,"LINESTRING (14.3083755 46.3646607, 14.3084666 46.3646297, 14.3084921 46.3646288, 14.3085136 46.3646381, 14.3086142 46.3647246, 14.3087359 46.3648306, 14.3093755 46.3646882)",,,,
5777815,Za Mošenikom,residential,False,False,63.385,"LINESTRING (14.3083755 46.3646607, 14.3085591 46.365111, 14.3086113 46.3652067)",,,,
5777815,Za Mošenikom,residential,False,True,60.168,"LINESTRING (14.3083755 46.3646607, 14.3080817 46.3643206, 14.3080494 46.3642846, 14.3079945 46.3642235, 14.30797 46.3641976)",,,,
"[616072789, 616072790, 616072791]",,residential,False,True,184.613,"LINESTRING (14.3083755 46.3646607, 14.3082534 46.3647001, 14.3081798 46.3647239, 14.3081006 46.3647468, 14.3080054 46.3647698, 14.3079382 46.3647723, 14.3078667 46.3647594, 14.3078162 46.3647426, 14.3077777 46.3647174, 14.3077395 46.3646738, 14.30771 46.364634, 14.3076107 46.3644829, 14.3075377 46.3643787, 14.3074135 46.3641883, 14.3073633 46.3641184, 14.3071401 46.363867, 14.3069196 46.3636679)",yes,,,
5777815,Za Mošenikom,residential,False,True,25.268,"LINESTRING (14.3086124 46.3654723, 14.3086396 46.3654474, 14.3086798 46.3653192, 14.3086805 46.3653025, 14.3086678 46.3652831, 14.3086517 46.3652586)",,,,
5777851,Predilniška cesta,secondary,False,False,59.8,"LINESTRING (14.3064759 46.3607633, 14.3070272 46.3611434)",,50,2,
290793342,Kranjska cesta,residential,False,False,238.35299999999998,"LINESTRING (14.3064759 46.3607633, 14.3064562 46.3607015, 14.3063911 46.3606423, 14.3060782 46.3604411, 14.3057657 46.3602816, 14.305411 46.3601322, 14.3051615 46.3600304, 14.3041792 46.3595318, 14.3040387 46.3594714)",,,,
923408964,Koroška cesta,residential,False,True,54.735,"LINESTRING (14.3088435 46.3669806, 14.3088958 46.3669341, 14.308928 46.3668906, 14.3089534 46.3668295, 14.3090125 46.3667419, 14.3090936 46.3666494, 14.3091472 46.3666018, 14.3092027 46.366561)",,,,
5826333,,residential,False,False,67.953,"LINESTRING (14.3063553 46.3632142, 14.3064405 46.3632424, 14.3064791 46.3632627, 14.3065091 46.3632888, 14.3065556 46.3633609, 14.3065907 46.3634122, 14.3066422 46.3634711, 14.3067816 46.3635749, 14.3068511 46.3636195, 14.3069196 46.3636679)",,,,
175089243,,residential,False,False,79.712,"LINESTRING (14.3063553 46.3632142, 14.3063126 46.3632906, 14.3062863 46.3633676, 14.3062934 46.3634396, 14.3063133 46.3634835, 14.3063485 46.3635617, 14.3064356 46.3639124)",,,,
175089243,,residential,False,True,43.902,"LINESTRING (14.3063553 46.3632142, 14.3064717 46.3630391, 14.3065807 46.3628893, 14.3066031 46.3628584)",,,,
"[5826368, 435042841]",Kovaška ulica,residential,False,True,89.50300000000003,"LINESTRING (14.3086343 46.3632879, 14.3083124 46.3634137, 14.3081655 46.3634803, 14.3080046 46.3635377, 14.3079807 46.3635348, 14.3079758 46.363534, 14.3079578 46.3635313, 14.307902 46.3635377, 14.3078658 46.3635419, 14.3078437 46.3635377, 14.3078095 46.3635238, 14.3077842 46.36351, 14.3077631 46.3634918, 14.3077149 46.363506, 14.3076743 46.3635172, 14.3076419 46.3635183, 14.3076008 46.3635151)",,,,
435042842,Trg svobode,residential,False,False,119.94099999999999,"LINESTRING (14.3086343 46.3632879, 14.3087914 46.3635434, 14.3088787 46.3636854, 14.3089953 46.3638762, 14.3090668 46.3640004, 14.3092132 46.3642894)",,,,
787879233,Trg svobode,residential,False,True,59.42400000000001,"LINESTRING (14.3086343 46.3632879, 14.3085283 46.3631518, 14.3084238 46.36304, 14.308312 46.3629252, 14.3082494 46.3628464, 14.3082447 46.362828)",,,,
175089243,,residential,False,True,79.712,"LINESTRING (14.3064356 46.3639124, 14.3063485 46.3635617, 14.3063133 46.3634835, 14.3062934 46.3634396, 14.3062863 46.3633676, 14.3063126 46.3632906, 14.3063553 46.3632142)",,,,
477316925,,residential,False,False,2.925,"LINESTRING (14.3066623 46.3622133, 14.306669 46.3621874)",,,,
"[5826357, 477316925, 477316926]",,residential,False,True,74.361,"LINESTRING (14.3066623 46.3622133, 14.3066511 46.3622421, 14.3066488 46.3622541, 14.3066447 46.3623017, 14.3066521 46.3623429, 14.3066595 46.3623777, 14.306687 46.3624447, 14.3067044 46.362484, 14.3067118 46.3625123, 14.3067178 46.3625456, 14.3067212 46.3625895, 14.3067214 46.3626328, 14.3067138 46.3626747, 14.3067061 46.3626996, 14.3066923 46.362733, 14.3066679 46.3627706, 14.3066437 46.3628034, 14.3066031 46.3628584)",yes,,,
"[483401960, 483401961, 943539715]",Balos,residential,False,False,147.36900000000003,"LINESTRING (14.3066623 46.3622133, 14.3064587 46.362188, 14.306305 46.362162, 14.3062887 46.3621583, 14.3062679 46.3621522, 14.3062343 46.3621374, 14.3061995 46.3621273, 14.3061512 46.3621189, 14.3059494 46.3620921, 14.3056977 46.3620323, 14.3055886 46.3620051, 14.3055497 46.3619958, 14.3055175 46.3619764, 14.3054987 46.3619366, 14.3055148 46.3618811, 14.3055443 46.3618459, 14.3055765 46.3618329, 14.3060473 46.3618885)",yes,,,
5777851,Predilniška cesta,secondary,False,True,59.8,"LINESTRING (14.3070272 46.3611434, 14.3064759 46.3607633)",,50,2,
"[435042843, 5777851]",Predilniška cesta,secondary,False,False,150.951,"LINESTRING (14.3070272 46.3611434, 14.3072052 46.3612739, 14.3080237 46.3618623, 14.3082064 46.3619899, 14.3083017 46.3620541, 14.3084033 46.3621127)",,50,2,
"[943539716, 54449917, 54449918]",,residential,False,True,128.375,"LINESTRING (14.3070272 46.3611434, 14.306937 46.3612084, 14.3068478 46.3612716, 14.3068067 46.3612999, 14.3066824 46.3613999, 14.3066591 46.3614278, 14.3066408 46.3614585, 14.3066248 46.3614864, 14.3066121 46.3615182, 14.3066084 46.3615637, 14.3066105 46.3615971, 14.3066131 46.3616146, 14.3066261 46.3616726, 14.3066874 46.3619047, 14.3066973 46.361958, 14.3066996 46.3620075, 14.306696 46.3620851, 14.306669 46.3621874)",yes,,,
"[477316925, 5826357, 477316926]",,residential,False,False,74.36100000000002,"LINESTRING (14.3066031 46.3628584, 14.3066437 46.3628034, 14.3066679 46.3627706, 14.3066923 46.362733, 14.3067061 46.3626996, 14.3067138 46.3626747, 14.3067214 46.3626328, 14.3067212 46.3625895, 14.3067178 46.3625456, 14.3067118 46.3625123, 14.3067044 46.362484, 14.306687 46.3624447, 14.3066595 46.3623777, 14.3066521 46.3623429, 14.3066447 46.3623017, 14.3066488 46.3622541, 14.3066511 46.3622421, 14.3066623 46.3622133)",yes,,,
175089243,,residential,False,False,43.902,"LINESTRING (14.3066031 46.3628584, 14.3065807 46.3628893, 14.3064717 46.3630391, 14.3063553 46.3632142)",,,,
"[5826410, 490280979, 483401956, 483401957]","['Paradiž', 'Blejska cesta']",residential,False,True,128.32899999999998,"LINESTRING (14.3066031 46.3628584, 14.3066703 46.3628668, 14.3067118 46.3628726, 14.3068128 46.3628761, 14.3068916 46.362852, 14.3070314 46.3628187, 14.3071559 46.362794, 14.3072275 46.3627799, 14.3073187 46.3627752, 14.3075754 46.3627756, 14.3077647 46.3627885, 14.3079798 46.362813, 14.3080853 46.3628235, 14.308191 46.3628265, 14.3082447 46.362828)",yes,,,2
"[5776024, 517045003]",Cankarjeva cesta,secondary,False,False,135.96300000000002,"LINESTRING (14.3101533 46.3629462, 14.3103315 46.3630636, 14.3105953 46.3632057, 14.3109347 46.3633885, 14.3115663 46.3636806)",,50,,
5776024,Cankarjeva cesta,secondary,False,True,124.789,"LINESTRING (14.3101533 46.3629462, 14.3098481 46.3627598, 14.3094485 46.3625404, 14.3093465 46.3624892, 14.3090816 46.3623833, 14.3088403 46.3622912)",,50,,
"[974110714, 974110715, 54449919, 23487655]",,residential,False,"[False, True]",143.641,"LINESTRING (14.3101533 46.3629462, 14.3099989 46.36306, 14.3099662 46.3630841, 14.3097019 46.3632675, 14.3096776 46.3632934, 14.309678 46.3633046, 14.3096852 46.3633143, 14.3097917 46.3634284, 14.309865 46.3635068, 14.3099621 46.363605, 14.3100361 46.3636726, 14.310083 46.3636996, 14.3101182 46.3637122, 14.3101561 46.3637131, 14.3101905 46.3637013, 14.3104625 46.3635575)",yes,,,
305776774,Cerkvena ulica,residential,False,False,118.259,"LINESTRING (14.3128171 46.3639961, 14.3131147 46.3641215, 14.3131904 46.364152, 14.3132262 46.3641841, 14.3132527 46.3642165, 14.3132769 46.3643661, 14.313304 46.3644451, 14.3133634 46.3645289, 14.3133819 46.3645459, 14.3134347 46.3645946, 14.3135129 46.3646483, 14.3135883 46.3646922, 14.3136483 46.3647149, 14.3137077 46.3647323, 14.3137657 46.3647439)",,,,
305776774,Cerkvena ulica,residential,False,True,110.54899999999998,"LINESTRING (14.3128171 46.3639961, 14.3126752 46.3639655, 14.3124023 46.3639407, 14.3122247 46.3638359, 14.3120856 46.3637519, 14.3119519 46.3636664, 14.3118977 46.3636413, 14.3118181 46.3636287, 14.3117451 46.3636267, 14.3117137 46.3636337, 14.3116567 46.3636465, 14.3115663 46.3636806)",,,,
305776776,Kukovniška pot,residential,False,False,20.376,"LINESTRING (14.3128171 46.3639961, 14.3127049 46.3639314, 14.3126181 46.3638749)",,,,
305776776,Kukovniška pot,residential,False,False,5.552,"LINESTRING (14.3126181 46.3638749, 14.3125958 46.3638274)",,,,
305776776,Kukovniška pot,residential,False,True,20.376,"LINESTRING (14.3126181 46.3638749, 14.3127049 46.3639314, 14.3128171 46.3639961)",,,,
483402018,Virje,residential,False,True,115.72,"LINESTRING (14.3126181 46.3638749, 14.3125543 46.3638611, 14.3124873 46.3638401, 14.3123853 46.3637683, 14.3122271 46.3636415, 14.3121124 46.3635567, 14.312044 46.3635055, 14.3119468 46.3633968, 14.3118476 46.363308, 14.3117805 46.3632136, 14.3117636 46.3632035, 14.3116611 46.3631423, 14.3116247 46.3631161)",,,,
305776776,Kukovniška pot,residential,False,True,5.552,"LINESTRING (14.3125958 46.3638274, 14.3126181 46.3638749)",,,,
305776776,Kukovniška pot,residential,False,False,372.2879999999999,"LINESTRING (14.3125958 46.3638274, 14.3125838 46.3637922, 14.3125846 46.3637481, 14.3125804 46.3636853, 14.312565 46.3636279, 14.3125255 46.3635613, 14.3124894 46.3634922, 14.3124658 46.363453, 14.3124677 46.3634301, 14.3124792 46.3633978, 14.3124986 46.3633623, 14.3125436 46.3633334, 14.3126522 46.3632568, 14.3127072 46.3631976, 14.3127602 46.363111, 14.3127796 46.3630782, 14.3128198 46.3630222, 14.3128406 46.3630009, 14.3128607 46.3629866, 14.3129077 46.3629611, 14.3130103 46.3629079, 14.3130921 46.3628538, 14.3133355 46.3627149, 14.313475 46.3626326, 14.3135442 46.3626066, 14.3135762 46.3625946, 14.313709 46.3625585, 14.3138216 46.3625317, 14.3138927 46.3625021, 14.3139598 46.3624799, 14.313996 46.3624669, 14.3140389 46.3624595, 14.3140966 46.3624438, 14.3141556 46.3624142, 14.3142039 46.3623966, 14.3142481 46.3623781, 14.3143205 46.3623346, 14.3144171 46.3622957, 14.3144841 46.3622698, 14.314515 46.3622476, 14.3145512 46.3622309, 14.3146558 46.3622022, 14.3148556 46.3621328, 14.3150206 46.3620773, 14.315144 46.3620236, 14.3151923 46.3619968, 14.3152043 46.3619718, 14.3152083 46.3619449, 14.3151453 46.3618857, 14.3151051 46.3618616, 14.3150461 46.3618422, 14.3149777 46.3618283, 14.3146746 46.3617043)",,,,
54449920,Trg svobode,residential,False,True,26.224,"LINESTRING (14.3082447 46.362828, 14.3082382 46.3627816, 14.3082705 46.3625937)",,,,
"[5826410, 490280979, 483401956, 483401957]","['Paradiž', 'Blejska cesta']",residential,False,False,128.329,"LINESTRING (14.3082447 46.362828, 14.308191 46.3628265, 14.3080853 46.3628235, 14.3079798 46.362813, 14.3077647 46.3627885, 14.3075754 46.3627756, 14.3073187 46.3627752, 14.3072275 46.3627799, 14.3071559 46.362794, 14.3070314 46.3628187, 14.3068916 46.362852, 14.3068128 46.3628761, 14.3067118 46.3628726, 14.3066703 46.3628668, 14.3066031 46.3628584)",yes,,,2
787879233,Trg svobode,residential,False,False,59.42400000000001,"LINESTRING (14.3082447 46.362828, 14.3082494 46.3628464, 14.308312 46.3629252, 14.3084238 46.36304, 14.3085283 46.3631518, 14.3086343 46.3632879)",,,,
483402018,Virje,residential,False,False,564.992,"LINESTRING (14.3053831 46.3598055, 14.3054901 46.3598173, 14.3056282 46.3598428, 14.3057878 46.3598823, 14.3059378 46.3599361, 14.3060474 46.3599798, 14.306158 46.3600387, 14.3064445 46.3602519, 14.3065275 46.3603193, 14.3066131 46.3603743, 14.3067588 46.3604682, 14.3068246 46.360517, 14.3070096 46.3606949, 14.3070559 46.3607587, 14.3071169 46.3608295, 14.3072241 46.3609263, 14.3073542 46.3610235, 14.3075852 46.3611458, 14.307922 46.3613675, 14.3080127 46.3614423, 14.3081266 46.3615391, 14.3081749 46.3616039, 14.3082131 46.3616418, 14.3082655 46.3616815, 14.3083278 46.3617168, 14.3085149 46.3618375, 14.3086698 46.3619218, 14.3087939 46.3619795, 14.309105 46.362104, 14.3092352 46.3621486, 14.3092753 46.3621624, 14.309386 46.3621942, 14.3094812 46.3622166, 14.3095958 46.3622342, 14.3096696 46.3622423, 14.3097668 46.3622494, 14.30986 46.3622508, 14.3099432 46.3622567, 14.3100169 46.3622615, 14.3100759 46.3622734, 14.3101444 46.3622854, 14.3102906 46.3623382, 14.3106274 46.362497, 14.3107143 46.362538, 14.3110134 46.3626768, 14.3111296 46.3627325)",,,,
483402018,Virje,residential,False,True,110.587,"LINESTRING (14.3053831 46.3598055, 14.3052345 46.3597936, 14.3050503 46.3597584, 14.3048918 46.359708, 14.304611 46.3596357, 14.304405 46.3595697, 14.3043146 46.3595317, 14.3042125 46.3594959, 14.3041198 46.3594754, 14.3040387 46.3594714)",,,,
616146195,Virje,unclassified,False,False,313.406,"LINESTRING (14.3053831 46.3598055, 14.3054544 46.3597551, 14.3055047 46.3597326, 14.3055992 46.3597049, 14.3057146 46.359678, 14.3057895 46.3596837, 14.3058988 46.3597067, 14.306068 46.3597495, 14.3067292 46.3599349, 14.3073748 46.360132, 14.3075822 46.3601708, 14.30771 46.3601873, 14.3078395 46.3602086, 14.3079714 46.360225, 14.3081436 46.3602283, 14.3085276 46.3602373, 14.3086322 46.3602422, 14.3087035 46.3602595, 14.3087427 46.3602783, 14.3088311 46.3603207, 14.3089019 46.3604022, 14.3089896 46.360521, 14.3090411 46.3605566)",,,,
290793342,Kranjska cesta,residential,False,True,238.353,"LINESTRING (14.3040387 46.3594714, 14.3041792 46.3595318, 14.3051615 46.3600304, 14.305411 46.3601322, 14.3057657 46.3602816, 14.3060782 46.3604411, 14.3063911 46.3606423, 14.3064562 46.3607015, 14.3064759 46.3607633)",,,,
483402018,Virje,residential,False,False,110.58699999999999,"LINESTRING (14.3040387 46.3594714, 14.3041198 46.3594754, 14.3042125 46.3594959, 14.3043146 46.3595317, 14.304405 46.3595697, 14.304611 46.3596357, 14.3048918 46.359708, 14.3050503 46.3597584, 14.3052345 46.3597936, 14.3053831 46.3598055)",,,,
"[23487655, 974110714, 974110715, 54449919]",,residential,False,"[False, True]",143.641,"LINESTRING (14.3104625 46.3635575, 14.3101905 46.3637013, 14.3101561 46.3637131, 14.3101182 46.3637122, 14.310083 46.3636996, 14.3100361 46.3636726, 14.3099621 46.363605, 14.309865 46.3635068, 14.3097917 46.3634284, 14.3096852 46.3633143, 14.309678 46.3633046, 14.3096776 46.3632934, 14.3097019 46.3632675, 14.3099662 46.3630841, 14.3099989 46.36306, 14.3101533 46.3629462)",yes,,,
"[54449937, 54449938, 461995315]",,unclassified,False,True,185.526,"LINESTRING (14.311166 46.3650968, 14.3109302 46.364602, 14.3109275 46.3645848, 14.3109326 46.3645664, 14.310945 46.3645492, 14.3109635 46.3645395, 14.3111161 46.3645048, 14.3114264 46.3644238, 14.3114794 46.3644123, 14.3115297 46.3644123, 14.3115849 46.3644184, 14.3116682 46.3644256, 14.3117617 46.3644243, 14.3118557 46.3644074, 14.3122627 46.3643045, 14.3123223 46.3642901, 14.3123558 46.364279, 14.312442 46.3642481)",yes,,,
305776774,Cerkvena ulica,residential,False,True,118.259,"LINESTRING (14.3137657 46.3647439, 14.3137077 46.3647323, 14.3136483 46.3647149, 14.3135883 46.3646922, 14.3135129 46.3646483, 14.3134347 46.3645946, 14.3133819 46.3645459, 14.3133634 46.3645289, 14.313304 46.3644451, 14.3132769 46.3643661, 14.3132527 46.3642165, 14.3132262 46.3641841, 14.3131904 46.364152, 14.3131147 46.3641215, 14.3128171 46.3639961)",,,,
