osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction,width,tunnel,access
75804025,False,Vodnikova ulica,residential,False,378.22700000000003,"LINESTRING (14.0258488 46.0013611, 14.0258926 46.001314, 14.0259573 46.0012519, 14.0260268 46.0011892, 14.0262105 46.0010639, 14.0263124 46.0010353, 14.0264306 46.0010318, 14.0268521 46.0010788, 14.0273177 46.0010762, 14.0273815 46.0010732, 14.0276045 46.0010626, 14.0276932 46.0010584, 14.0281174 46.0010024, 14.0283729 46.0009523, 14.0287817 46.0008751, 14.0289037 46.0007766, 14.0289609 46.0007251, 14.0291137 46.0005354, 14.0292369 46.0004592, 14.0293151 46.0004118, 14.0294699 46.0003532, 14.0298281 46.0002696, 14.0301253 46.0002428)",,,,,,,,
250005871,False,Lapajnetova ulica,tertiary,False,58.352000000000004,"LINESTRING (14.0258488 46.0013611, 14.0256595 46.0012741, 14.0251735 46.0011299)",2,,,,,,,
434752541,False,Lapajnetova ulica,tertiary,True,74.90899999999999,"LINESTRING (14.0258488 46.0013611, 14.0259523 46.0014511, 14.0260521 46.0015378, 14.0262273 46.0017973, 14.026292 46.0018762, 14.0263548 46.001931)",2,,,,,,,
351219916,False,,residential,True,164.08399999999997,"LINESTRING (14.0263548 46.001931, 14.0262795 46.0019833, 14.0261458 46.0021114, 14.0260441 46.0020827, 14.0256319 46.00188, 14.0249725 46.0015589, 14.0249393 46.0015948, 14.0249233 46.001612, 14.0248397 46.00169, 14.0248053 46.0017221, 14.0247567 46.0017675)",,,,,,,,
434752541,False,Lapajnetova ulica,tertiary,False,74.909,"LINESTRING (14.0263548 46.001931, 14.026292 46.0018762, 14.0262273 46.0017973, 14.0260521 46.0015378, 14.0259523 46.0014511, 14.0258488 46.0013611)",2,,,,,,,
"[26365875, 983715397]",False,Lapajnetova ulica,tertiary,True,162.016,"LINESTRING (14.0263548 46.001931, 14.026411 46.0020071, 14.0265633 46.0021108, 14.0267526 46.0022413, 14.0270958 46.0024512, 14.0273999 46.0026646, 14.0276474 46.0028504, 14.02784 46.0029505)",,,,,,,,
"[115144131, 242179964, 242179965]",False,Mestni trg,tertiary,False,40.65,"LINESTRING (14.0233293 46.0007516, 14.023252 46.0007629, 14.0231596 46.0007685, 14.0230786 46.000774, 14.0229274 46.0007868, 14.0228121 46.0008119)",,,,yes,,,,
250005871,False,Lapajnetova ulica,tertiary,True,148.539,"LINESTRING (14.0233293 46.0007516, 14.0238503 46.0008519, 14.0242418 46.0009343, 14.0250564 46.0011053, 14.0251735 46.0011299)",2,,,,,,,
434752540,False,Kosovelova ulica,tertiary,True,117.469,"LINESTRING (14.0233293 46.0007516, 14.023207 46.0006307, 14.0230807 46.0004819, 14.0228525 46.0001476, 14.0227149 45.9999857, 14.0226791 45.9999458, 14.0226066 45.9998796, 14.0225762 45.9998368)",2,,,,,,,
434752540,False,Kosovelova ulica,tertiary,False,117.469,"LINESTRING (14.0225762 45.9998368, 14.0226066 45.9998796, 14.0226791 45.9999458, 14.0227149 45.9999857, 14.0228525 46.0001476, 14.0230807 46.0004819, 14.023207 46.0006307, 14.0233293 46.0007516)",2,,,,,,,
434752540,False,Kosovelova ulica,tertiary,True,15.421,"LINESTRING (14.0225762 45.9998368, 14.022524 45.9997995, 14.022421 45.9997506)",2,,,,,,,
542334070,False,Carl Jakoba ulica,residential,False,79.224,"LINESTRING (14.0225762 45.9998368, 14.0226312 45.9998184, 14.0227394 45.9998088, 14.0228428 45.9998772, 14.0229901 46.0000488, 14.0231653 46.0002309, 14.0232714 46.0002506)",,,,,,,,
242179968,False,Trg Sv. Ahacija,residential,False,64.455,"LINESTRING (14.0221884 45.9999518, 14.022051 46.0000937, 14.0220141 46.0002053, 14.0220114 46.0002136, 14.0219752 46.0002512, 14.0219236 46.0002609, 14.0218846 46.0002598, 14.0218177 46.0002581, 14.0217077 46.0002359, 14.0216422 46.000215)",,,,,,,,
242179968,False,Trg Sv. Ahacija,residential,True,64.947,"LINESTRING (14.0221884 45.9999518, 14.0220991 45.9999321, 14.0219747 45.9999228, 14.0218517 45.9999792, 14.0217116 46.0000473, 14.0216105 46.0000954, 14.0216088 46.0001355, 14.0216088 46.0001746, 14.0216422 46.000215)",,,,,,,,
"[242179976, 242179971, 242179981]",False,,residential,True,28.892,"LINESTRING (14.0221884 45.9999518, 14.0223523 45.9998289, 14.0224014 45.9997827, 14.022421 45.9997506)",,,,yes,,,,
242179968,False,Trg Sv. Ahacija,residential,False,64.947,"LINESTRING (14.0216422 46.000215, 14.0216088 46.0001746, 14.0216088 46.0001355, 14.0216105 46.0000954, 14.0217116 46.0000473, 14.0218517 45.9999792, 14.0219747 45.9999228, 14.0220991 45.9999321, 14.0221884 45.9999518)",,,,,,,,
242179968,False,Trg Sv. Ahacija,residential,True,64.455,"LINESTRING (14.0216422 46.000215, 14.0217077 46.0002359, 14.0218177 46.0002581, 14.0218846 46.0002598, 14.0219236 46.0002609, 14.0219752 46.0002512, 14.0220114 46.0002136, 14.0220141 46.0002053, 14.022051 46.0000937, 14.0221884 45.9999518)",,,,,,,,
351228285,False,,residential,True,29.188,"LINESTRING (14.0216422 46.000215, 14.0215221 46.000309, 14.0215111 46.0004456)",,,,,,,,
242179964,False,Mestni trg,tertiary,False,40.317,"LINESTRING (14.0228121 46.0008119, 14.0226458 46.0008535, 14.0224764 46.0009555, 14.022384 46.0010098)",,,,,,,,
"[115144131, 242179964, 242179965]",False,Mestni trg,tertiary,True,40.650000000000006,"LINESTRING (14.0228121 46.0008119, 14.0229274 46.0007868, 14.0230786 46.000774, 14.0231596 46.0007685, 14.023252 46.0007629, 14.0233293 46.0007516)",,,,yes,,,,
710710554,False,Ulica Sv. Barbare,residential,True,73.761,"LINESTRING (14.0228121 46.0008119, 14.0227424 46.0006887, 14.022676 46.0006174, 14.022616 46.0005935, 14.0224746 46.0005679, 14.022221 46.0005305, 14.0220536 46.0005249)",,,,,,,,
1051991118,False,,unclassified,False,60.406,"LINESTRING (14.0209514 46.0008735, 14.0209491 46.0008942, 14.0209484 46.0009183, 14.0209404 46.0013337, 14.0209368 46.0014166)",,,,,,,,
242179964,False,Mestni trg,tertiary,True,14.621999999999998,"LINESTRING (14.0221999 46.0010361, 14.0223441 46.0010092, 14.0223577 46.0010086, 14.022384 46.0010098)",,,,,,,,
710710555,True,Mestni trg,tertiary,False,64.523,"LINESTRING (14.0221999 46.0010361, 14.0220449 46.0010095, 14.021826 46.0009531, 14.0214974 46.000908, 14.021393 46.0008909)",,,,,,,,
242179970,False,Ulica IX. korpusa,unclassified,False,195.73400000000004,"LINESTRING (14.0209368 46.0014166, 14.0209807 46.0014161, 14.0210639 46.0014209, 14.0211531 46.001426, 14.021314 46.0014845, 14.0213858 46.0015292, 14.0214939 46.0015853, 14.0215568 46.0016019, 14.0216778 46.001589, 14.02179 46.0015735, 14.0218889 46.0015592, 14.0219891 46.0015707, 14.0220217 46.0016048, 14.0220277 46.0016299, 14.0220064 46.001676, 14.0219085 46.0017038, 14.0216304 46.0016973, 14.0215304 46.0017161, 14.0214726 46.0017528, 14.0214489 46.0017974, 14.0214083 46.001895, 14.0213572 46.0019739, 14.0213134 46.0020239, 14.0212604 46.0020483, 14.0211902 46.0020663, 14.0211145 46.0020897, 14.0211048 46.0021031)",,,,,,,,
1051991118,False,,unclassified,True,60.406,"LINESTRING (14.0209368 46.0014166, 14.0209404 46.0013337, 14.0209484 46.0009183, 14.0209491 46.0008942, 14.0209514 46.0008735)",,,,,,,,
356104590,False,Pot sv. Antona,unclassified,False,322.577,"LINESTRING (14.02172 46.0024223, 14.0217832 46.00246, 14.0218678 46.0024879, 14.0220496 46.0025248, 14.0222358 46.0025571, 14.0223845 46.0025764, 14.0226483 46.0025805, 14.0227923 46.0026004, 14.0229011 46.0026473, 14.0229933 46.0027313, 14.023045 46.0028199, 14.0230713 46.0028733, 14.023071 46.0029478, 14.0230553 46.0029916, 14.02303 46.0030353, 14.0229946 46.0030868, 14.022971 46.0031401, 14.0229732 46.0031906, 14.0229885 46.0032661, 14.0230292 46.0033206, 14.0230443 46.0033758, 14.0230328 46.0034335, 14.0229911 46.0034907, 14.0229255 46.0035283, 14.0228042 46.0035848, 14.0226703 46.0036535, 14.022569 46.0037339, 14.022558 46.0037821, 14.0225841 46.0038253, 14.0226169 46.0038592, 14.0226771 46.0038874, 14.0229067 46.0039348, 14.0230009 46.0039396, 14.0231075 46.003955, 14.0231572 46.003979, 14.02319 46.0040079, 14.0232217 46.0040651, 14.023227 46.0041318, 14.0232271 46.0041773)",,,,,,,,
724678086,False,Ulica IX. korpusa,unclassified,True,114.10900000000002,"LINESTRING (14.02172 46.0024223, 14.0217119 46.0023826, 14.0217125 46.0023372, 14.0217277 46.0022999, 14.0217913 46.0022578, 14.0218884 46.0022562, 14.0219683 46.0022976, 14.0220459 46.0023647, 14.0221111 46.0024149, 14.0221727 46.0024456, 14.0222708 46.0024768, 14.0223786 46.0024873, 14.0224667 46.0024668, 14.0225031 46.0024297, 14.0225182 46.0023874, 14.0224907 46.0023382, 14.0224078 46.0023076, 14.022301 46.0022898)",,,,,,,,
356104590,False,Pot sv. Antona,unclassified,True,322.5770000000001,"LINESTRING (14.0232271 46.0041773, 14.023227 46.0041318, 14.0232217 46.0040651, 14.02319 46.0040079, 14.0231572 46.003979, 14.0231075 46.003955, 14.0230009 46.0039396, 14.0229067 46.0039348, 14.0226771 46.0038874, 14.0226169 46.0038592, 14.0225841 46.0038253, 14.022558 46.0037821, 14.022569 46.0037339, 14.0226703 46.0036535, 14.0228042 46.0035848, 14.0229255 46.0035283, 14.0229911 46.0034907, 14.0230328 46.0034335, 14.0230443 46.0033758, 14.0230292 46.0033206, 14.0229885 46.0032661, 14.0229732 46.0031906, 14.022971 46.0031401, 14.0229946 46.0030868, 14.02303 46.0030353, 14.0230553 46.0029916, 14.023071 46.0029478, 14.0230713 46.0028733, 14.023045 46.0028199, 14.0229933 46.0027313, 14.0229011 46.0026473, 14.0227923 46.0026004, 14.0226483 46.0025805, 14.0223845 46.0025764, 14.0222358 46.0025571, 14.0220496 46.0025248, 14.0218678 46.0024879, 14.0217832 46.00246, 14.02172 46.0024223)",,,,,,,,
837928361,False,Grilčeva ulica,residential,True,104.346,"LINESTRING (14.0232271 46.0041773, 14.0232765 46.0042309, 14.0232915 46.004293, 14.0233136 46.0043958, 14.0233491 46.004447, 14.0233974 46.0044805, 14.0234584 46.0045015, 14.0235376 46.004522, 14.0235912 46.0045229, 14.0236522 46.0045173, 14.0236972 46.0045057, 14.0237676 46.0044843, 14.0240108 46.0043689, 14.0240968 46.0043157, 14.024129 46.0042751)",,,,,,,,
837928362,False,Pot sv. Antona,unclassified,False,72.02700000000002,"LINESTRING (14.0232271 46.0041773, 14.0232144 46.0042789, 14.0231929 46.0043785, 14.023148 46.0045108, 14.0231238 46.0045853, 14.0231246 46.004642, 14.0231439 46.0046985, 14.0231735 46.0047255, 14.023219 46.0047456, 14.0232821 46.0047614)",,,,,,4.3,,
837928362,False,Pot sv. Antona,unclassified,False,160.07,"LINESTRING (14.0232821 46.0047614, 14.0233371 46.0047688, 14.0234048 46.0047698, 14.0234879 46.0047651, 14.0235771 46.0047651, 14.0236529 46.0047814, 14.0237145 46.0048057, 14.0237505 46.0048284, 14.0237883 46.0048597, 14.0238233 46.0049096, 14.0238287 46.004978, 14.023828 46.0050162, 14.0237928 46.0050757, 14.0237267 46.0051298, 14.0236597 46.0051645, 14.0235812 46.0051882, 14.0234779 46.0052132, 14.0233617 46.0052286, 14.0232743 46.0052348, 14.023071 46.0052335, 14.0226712 46.0052029)",,,,,,4.3,,
837928362,False,Pot sv. Antona,unclassified,True,72.027,"LINESTRING (14.0232821 46.0047614, 14.023219 46.0047456, 14.0231735 46.0047255, 14.0231439 46.0046985, 14.0231246 46.004642, 14.0231238 46.0045853, 14.023148 46.0045108, 14.0231929 46.0043785, 14.0232144 46.0042789, 14.0232271 46.0041773)",,,,,,4.3,,
1105365380,False,,residential,False,91.949,"LINESTRING (14.0232821 46.0047614, 14.0234198 46.0046972, 14.0235218 46.0046585, 14.0235832 46.0046482, 14.0236581 46.0046437, 14.0238909 46.0046719, 14.0240836 46.0046877, 14.0242883 46.0046832, 14.0244232 46.0046846)",,,,,,,,
837928362,False,Pot sv. Antona,unclassified,False,53.876999999999995,"LINESTRING (14.0220367 46.0048106, 14.0219691 46.0048103, 14.0219269 46.0048313, 14.0218766 46.0048811, 14.0218043 46.0050294, 14.0217405 46.005168, 14.0217237 46.0052048)",,,,,,4.3,,
837928362,False,Pot sv. Antona,unclassified,True,78.07300000000001,"LINESTRING (14.0220367 46.0048106, 14.0220839 46.0048318, 14.022118 46.0048764, 14.0221214 46.0049253, 14.022114 46.0049831, 14.0221153 46.0050404, 14.0221294 46.0050777, 14.0221703 46.0051135, 14.0222166 46.0051373, 14.0223064 46.005162, 14.0224298 46.0051815, 14.0226712 46.0052029)",,,,,,4.3,,
"[252203050, 252203051]",False,Ulica Ivanke Ferjančič,residential,False,87.723,"LINESTRING (14.0226712 46.0052029, 14.022677 46.0051366, 14.0227007 46.0050563, 14.0225575 46.0049346, 14.0224991 46.0048582, 14.0224797 46.0047735, 14.0224981 46.0046747, 14.0225408 46.0046035, 14.0226686 46.0045027)",,,,,,,,
837928362,False,Pot sv. Antona,unclassified,False,78.073,"LINESTRING (14.0226712 46.0052029, 14.0224298 46.0051815, 14.0223064 46.005162, 14.0222166 46.0051373, 14.0221703 46.0051135, 14.0221294 46.0050777, 14.0221153 46.0050404, 14.022114 46.0049831, 14.0221214 46.0049253, 14.022118 46.0048764, 14.0220839 46.0048318, 14.0220367 46.0048106)",,,,,,4.3,,
837928362,False,Pot sv. Antona,unclassified,True,160.07,"LINESTRING (14.0226712 46.0052029, 14.023071 46.0052335, 14.0232743 46.0052348, 14.0233617 46.0052286, 14.0234779 46.0052132, 14.0235812 46.0051882, 14.0236597 46.0051645, 14.0237267 46.0051298, 14.0237928 46.0050757, 14.023828 46.0050162, 14.0238287 46.004978, 14.0238233 46.0049096, 14.0237883 46.0048597, 14.0237505 46.0048284, 14.0237145 46.0048057, 14.0236529 46.0047814, 14.0235771 46.0047651, 14.0234879 46.0047651, 14.0234048 46.0047698, 14.0233371 46.0047688, 14.0232821 46.0047614)",,,,,,4.3,,
837928362,False,Pot sv. Antona,unclassified,True,53.876999999999995,"LINESTRING (14.0217237 46.0052048, 14.0217405 46.005168, 14.0218043 46.0050294, 14.0218766 46.0048811, 14.0219269 46.0048313, 14.0219691 46.0048103, 14.0220367 46.0048106)",,,,,,4.3,,
837928363,False,Pot sv. Antona,unclassified,False,546.621,"LINESTRING (14.0217237 46.0052048, 14.0217412 46.005256, 14.021776 46.0052933, 14.0218397 46.0053254, 14.021953 46.0053529, 14.0224446 46.0054433, 14.0228009 46.0054918, 14.0230655 46.0055108, 14.0232571 46.0055132, 14.023378 46.0055103, 14.0234625 46.0055266, 14.0235215 46.0055513, 14.0235496 46.0055797, 14.0235597 46.0056156, 14.0235335 46.005657, 14.0234846 46.005698, 14.0234309 46.0057269, 14.023325 46.0057776, 14.0232181 46.0058222, 14.023039 46.0059046, 14.0229533 46.0059403, 14.0228541 46.0059768, 14.0227871 46.0060115, 14.022714 46.0060583, 14.0226723 46.0061384, 14.0226364 46.0062706, 14.0226093 46.0063654, 14.0225638 46.0064668, 14.0225173 46.0065086, 14.0224574 46.0065342, 14.0223996 46.0065336, 14.0223514 46.0065159, 14.0223232 46.0064814, 14.0223165 46.006446, 14.0223259 46.0063929, 14.0223473 46.0063315, 14.0223782 46.0062607, 14.0223983 46.0061824, 14.0224104 46.0061032, 14.0224037 46.0060241, 14.0223715 46.0059514, 14.0223165 46.0058909, 14.0222622 46.0058601, 14.0222125 46.0058452, 14.0221582 46.0058359, 14.0221037 46.0058354, 14.0220644 46.0058517, 14.0220496 46.0058713, 14.022055 46.0059011, 14.0221006 46.0059207, 14.0221992 46.0059653, 14.0222374 46.0060157, 14.0222387 46.0060632, 14.0221854 46.0061587, 14.0221144 46.006211, 14.0219904 46.0062996, 14.0217658 46.0064442, 14.0216993 46.0065509, 14.0216143 46.0066554, 14.0215311 46.0067005, 14.0213779 46.0067537, 14.0212755 46.0067993)",,,,,,4.2,,
837928363,False,Pot sv. Antona,unclassified,True,9.106,"LINESTRING (14.021159 46.0067867, 14.0212755 46.0067993)",,,,,,4.2,,
837928363,False,Pot sv. Antona,unclassified,False,9.106,"LINESTRING (14.0212755 46.0067993, 14.021159 46.0067867)",,,,,,4.2,,
837928363,False,Pot sv. Antona,unclassified,True,546.6210000000002,"LINESTRING (14.0212755 46.0067993, 14.0213779 46.0067537, 14.0215311 46.0067005, 14.0216143 46.0066554, 14.0216993 46.0065509, 14.0217658 46.0064442, 14.0219904 46.0062996, 14.0221144 46.006211, 14.0221854 46.0061587, 14.0222387 46.0060632, 14.0222374 46.0060157, 14.0221992 46.0059653, 14.0221006 46.0059207, 14.022055 46.0059011, 14.0220496 46.0058713, 14.0220644 46.0058517, 14.0221037 46.0058354, 14.0221582 46.0058359, 14.0222125 46.0058452, 14.0222622 46.0058601, 14.0223165 46.0058909, 14.0223715 46.0059514, 14.0224037 46.0060241, 14.0224104 46.0061032, 14.0223983 46.0061824, 14.0223782 46.0062607, 14.0223473 46.0063315, 14.0223259 46.0063929, 14.0223165 46.006446, 14.0223232 46.0064814, 14.0223514 46.0065159, 14.0223996 46.0065336, 14.0224574 46.0065342, 14.0225173 46.0065086, 14.0225638 46.0064668, 14.0226093 46.0063654, 14.0226364 46.0062706, 14.0226723 46.0061384, 14.022714 46.0060583, 14.0227871 46.0060115, 14.0228541 46.0059768, 14.0229533 46.0059403, 14.023039 46.0059046, 14.0232181 46.0058222, 14.023325 46.0057776, 14.0234309 46.0057269, 14.0234846 46.005698, 14.0235335 46.005657, 14.0235597 46.0056156, 14.0235496 46.0055797, 14.0235215 46.0055513, 14.0234625 46.0055266, 14.023378 46.0055103, 14.0232571 46.0055132, 14.0230655 46.0055108, 14.0228009 46.0054918, 14.0224446 46.0054433, 14.021953 46.0053529, 14.0218397 46.0053254, 14.021776 46.0052933, 14.0217412 46.005256, 14.0217237 46.0052048)",,,,,,4.2,,
250005872,False,Vodnikova ulica,residential,True,126.565,"LINESTRING (14.0315816 45.999776, 14.0311831 45.999958, 14.0306389 46.0001808, 14.0303428 46.0002496, 14.0301253 46.0002428)",,,,,,,,
242181602,False,,unclassified,True,200.08299999999997,"LINESTRING (14.0311516 45.9998043, 14.0310058 45.9998794, 14.0308911 45.999916, 14.0305757 46.0000405, 14.0303634 46.0001031, 14.0301597 46.0001218, 14.0300182 46.0001163, 14.0297498 46.0000929, 14.0296207 46.0000992, 14.0293842 46.0001219, 14.0291708 46.000166, 14.0289313 46.0002251, 14.0287091 46.0002557)",,,,,,,,
250005880,False,,residential,False,94.558,"LINESTRING (14.0311516 45.9998043, 14.0311002 45.9998643, 14.0307107 46.0000512, 14.0304305 46.0001674, 14.0301253 46.0002428)",,,,,,,,
"[957454281, 957454282, 250005892]",False,,unclassified,False,184.29499999999996,"LINESTRING (14.0311516 45.9998043, 14.0312103 45.9997549, 14.0312506 45.999697, 14.031318 45.9995077, 14.0313428 45.9993757, 14.0313626 45.9992993, 14.0314052 45.9992428, 14.0314828 45.9991886, 14.0316389 45.9990919, 14.0317766 45.9989927, 14.0319193 45.9988613, 14.0319559 45.9988312, 14.0319863 45.9987973, 14.0319975 45.9987482, 14.0320609 45.9986759, 14.0321099 45.9986572, 14.0321424 45.9986449, 14.0322142 45.9986092, 14.0321886 45.9985428, 14.0322563 45.998513, 14.0323517 45.9984866)",,,,,,,yes,
75804025,False,Vodnikova ulica,residential,True,378.227,"LINESTRING (14.0301253 46.0002428, 14.0298281 46.0002696, 14.0294699 46.0003532, 14.0293151 46.0004118, 14.0292369 46.0004592, 14.0291137 46.0005354, 14.0289609 46.0007251, 14.0289037 46.0007766, 14.0287817 46.0008751, 14.0283729 46.0009523, 14.0281174 46.0010024, 14.0276932 46.0010584, 14.0276045 46.0010626, 14.0273815 46.0010732, 14.0273177 46.0010762, 14.0268521 46.0010788, 14.0264306 46.0010318, 14.0263124 46.0010353, 14.0262105 46.0010639, 14.0260268 46.0011892, 14.0259573 46.0012519, 14.0258926 46.001314, 14.0258488 46.0013611)",,,,,,,,
250005872,False,Vodnikova ulica,residential,False,126.565,"LINESTRING (14.0301253 46.0002428, 14.0303428 46.0002496, 14.0306389 46.0001808, 14.0311831 45.999958, 14.0315816 45.999776)",,,,,,,,
250005880,False,,residential,True,94.558,"LINESTRING (14.0301253 46.0002428, 14.0304305 46.0001674, 14.0307107 46.0000512, 14.0311002 45.9998643, 14.0311516 45.9998043)",,,,,,,,
"[1091559594, 75804029, 250022813, 75804026]",False,,primary,False,83.96499999999999,"LINESTRING (14.028295 46.0022701, 14.0281605 46.0025006, 14.0280348 46.0027311, 14.0279845 46.0028083, 14.0279435 46.0028651, 14.02784 46.0029505)","['2', '3']",102,50,yes,,,,
983715395,False,Arkova ulica,unclassified,False,108.76499999999999,"LINESTRING (14.028295 46.0022701, 14.0284291 46.0023076, 14.0284871 46.0023286, 14.0285217 46.0023602, 14.0286792 46.0025028, 14.0289494 46.0027339, 14.0290487 46.0028188, 14.0292417 46.0029749)",2,,30,,,,,
"[983715396, 1047599221]",False,Gregorčičeva ulica,primary,True,147.052,"LINESTRING (14.028295 46.0022701, 14.028363 46.002157, 14.0286468 46.0018021, 14.0291657 46.0014087, 14.0294419 46.0012327)",2,102,50,,,,,
"[252203050, 252203051]",False,Ulica Ivanke Ferjančič,residential,True,87.723,"LINESTRING (14.0226686 46.0045027, 14.0225408 46.0046035, 14.0224981 46.0046747, 14.0224797 46.0047735, 14.0224991 46.0048582, 14.0225575 46.0049346, 14.0227007 46.0050563, 14.022677 46.0051366, 14.0226712 46.0052029)",,,,,,,,
351228319,True,Tomšičeva ulica,residential,False,368.3379999999999,"LINESTRING (14.0277667 46.0032487, 14.0278532 46.0033296, 14.0278894 46.0033809, 14.0279042 46.0034344, 14.0279015 46.0035406, 14.0278727 46.003706, 14.027862 46.0038038, 14.0278599 46.0038959, 14.0279388 46.0042717, 14.0280246 46.0046784, 14.0280186 46.0047867, 14.0279528 46.0049337, 14.0277981 46.0051417, 14.0276933 46.0053351, 14.027466 46.0057885, 14.0274532 46.005822, 14.0274282 46.0058877, 14.0273164 46.0060278, 14.027214 46.0061183, 14.0268761 46.0062804)",,,,,,,,
