osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
417029720,2,209,Ljubljanska cesta,secondary,50,False,False,132.697,"LINESTRING (14.1131136 46.3681842, 14.1129399 46.3681474, 14.1126985 46.3680732, 14.1125912 46.3680428, 14.1117419 46.3677573, 14.1116147 46.3677266, 14.1115325 46.3677049)",,
458999743,2,,Prešernova cesta,residential,50,False,False,109.931,"LINESTRING (14.1131136 46.3681842, 14.1130981 46.368234, 14.1130893 46.368278, 14.1130915 46.3683373, 14.1130946 46.3684596, 14.1131052 46.3686671, 14.1130965 46.3688216, 14.1130877 46.3689677, 14.113061 46.3690572, 14.1130387 46.3691046, 14.1129899 46.3691566)",,
638526505,2,209,Ljubljanska cesta,secondary,50,False,True,25.342999999999996,"LINESTRING (14.1131136 46.3681842, 14.1133142 46.3682069, 14.1133345 46.3682094, 14.1134393 46.3682221)",,
58699940,,,,residential,,False,True,141.394,"LINESTRING (14.1084738 46.3667099, 14.1084626 46.3665718, 14.1081263 46.3658659, 14.1080242 46.3656847, 14.1079806 46.3655736, 14.1079859 46.365493)",,
417029720,2,209,Ljubljanska cesta,secondary,50,False,True,140.065,"LINESTRING (14.1084738 46.3667099, 14.1085655 46.3667581, 14.1086417 46.3667892, 14.1087712 46.366842, 14.1089557 46.3669054, 14.1090489 46.366935, 14.1101122 46.3672593)",,
458999743,2,,Prešernova cesta,residential,50,False,True,25.219,"LINESTRING (14.1117937 46.3696369, 14.1120728 46.3695171)",,
"[458980065, 458980066, 58699941]",,,,residential,,False,"[False, True]",138.322,"LINESTRING (14.1117937 46.3696369, 14.1117447 46.3695969, 14.1115799 46.3694626, 14.1114158 46.3693815, 14.1112819 46.369338, 14.1109944 46.3692637, 14.1108388 46.3692175, 14.1106129 46.3691539, 14.1104413 46.3690998, 14.1102333 46.3690682)",,
458999743,2,,Prešernova cesta,residential,50,False,False,26.947,"LINESTRING (14.1117937 46.3696369, 14.1116469 46.3697022, 14.1114985 46.3697682)",,
33720342,,,Trubarjeva cesta,living_street,,False,False,8.421,"LINESTRING (14.1129899 46.3691566, 14.1130416 46.3692234)",,
458999743,2,,Prešernova cesta,residential,50,False,False,81.19999999999999,"LINESTRING (14.1129899 46.3691566, 14.1128647 46.3692246, 14.1126724 46.369286, 14.1124058 46.3693827, 14.112248 46.3694425, 14.1120728 46.3695171)",,
458999743,2,,Prešernova cesta,residential,50,False,True,109.931,"LINESTRING (14.1129899 46.3691566, 14.1130387 46.3691046, 14.113061 46.3690572, 14.1130877 46.3689677, 14.1130965 46.3688216, 14.1131052 46.3686671, 14.1130946 46.3684596, 14.1130915 46.3683373, 14.1130893 46.368278, 14.1130981 46.368234, 14.1131136 46.3681842)",,
33720343,2,,Ribenska cesta,unclassified,,False,False,19.591,"LINESTRING (14.1146609 46.3683275, 14.1147245 46.3682545, 14.1147887 46.368175)",,
69423626,,,Grič,residential,,False,False,14.869,"LINESTRING (14.1146609 46.3683275, 14.114639 46.3684156, 14.1146563 46.3684583)",,
638526505,2,209,Ljubljanska cesta,secondary,50,False,False,94.482,"LINESTRING (14.1146609 46.3683275, 14.1144416 46.3683113, 14.1139694 46.3682723, 14.1137504 46.3682558, 14.1136932 46.3682515, 14.1135135 46.3682312, 14.1134393 46.3682221)",,
638526505,2,209,Ljubljanska cesta,secondary,50,False,True,137.01000000000002,"LINESTRING (14.1146609 46.3683275, 14.1149388 46.3683767, 14.1156202 46.3684823, 14.1162244 46.368574, 14.1164055 46.3685848)",,
1126108550,,,Cesta svobode,residential,,False,True,8.601,"LINESTRING (14.1077093 46.3692671, 14.1076271 46.3693197)",,
58699956,,,Grajska cesta,residential,,True,False,57.181,"LINESTRING (14.1068082 46.3709534, 14.1067615 46.3709711, 14.1065974 46.3710332, 14.1065438 46.3710535, 14.1065059 46.3710869, 14.106476 46.3711133, 14.1064574 46.3712391, 14.1064716 46.3713424)",,
71955557,,,Cesta svobode,residential,,False,False,145.39,"LINESTRING (14.1068082 46.3709534, 14.1067167 46.3708714, 14.106681 46.3708382, 14.106659 46.3707976, 14.1066412 46.370746, 14.1066137 46.3706592, 14.1066234 46.3705447, 14.1066466 46.3704196, 14.1066763 46.370279, 14.1067095 46.3701633, 14.1067143 46.3701466, 14.1067529 46.3700498, 14.1068195 46.3699326, 14.106908 46.3698152, 14.1069865 46.36973)",,
511769176,,,Cesta svobode,residential,,False,True,48.507000000000005,"LINESTRING (14.1068082 46.3709534, 14.1069312 46.3710067, 14.1070958 46.3710465, 14.1073959 46.3711068)",,
458999741,2,,Prešernova cesta,residential,50,False,False,32.376999999999995,"LINESTRING (14.1084387 46.3710846, 14.1082677 46.3711682, 14.1080976 46.371256)",,
458999742,,,Cesta svobode,residential,,False,False,35.233,"LINESTRING (14.1084387 46.3710846, 14.1082925 46.3711072, 14.1081451 46.3711252, 14.1079866 46.3711387)",,
458999743,2,,Prešernova cesta,residential,50,False,True,89.528,"LINESTRING (14.1084387 46.3710846, 14.1086335 46.3710065, 14.1089556 46.3708774, 14.1089987 46.3708592, 14.1094409 46.3706723)",,
58432176,,,Zagoriška cesta,residential,30,False,False,80.44500000000001,"LINESTRING (14.1111348 46.3661834, 14.1113678 46.3663557, 14.1114993 46.3664199, 14.1115206 46.3664303, 14.1117297 46.3664842, 14.1119125 46.3665268, 14.1120158 46.366532)",destination,
"[1216515577, 58432223]",,,"['Ulica narodnih herojev', 'Cankarjeva cesta']",residential,30,False,False,204.47600000000003,"LINESTRING (14.1111348 46.3661834, 14.111071 46.3662308, 14.1109687 46.3662989, 14.1109453 46.3663165, 14.1108711 46.3663872, 14.1108136 46.3665161, 14.1107526 46.3666557, 14.1107504 46.3667086, 14.1107568 46.3667509, 14.1108006 46.3667933, 14.1108317 46.3668111, 14.1109155 46.3668558, 14.1110089 46.3668945, 14.111125 46.3669326, 14.1112256 46.366974, 14.1113074 46.3670461, 14.1113562 46.3670906, 14.1113925 46.3671381, 14.111451 46.3672098, 14.1115027 46.3672903, 14.1115328 46.3673747, 14.1115473 46.3674727, 14.1115573 46.3675229, 14.1115611 46.3675706, 14.1115571 46.3675941, 14.1115501 46.3676349, 14.1115325 46.3677049)",,
1216515577,,,Cankarjeva cesta,residential,,False,True,152.612,"LINESTRING (14.1111348 46.3661834, 14.1111948 46.3661331, 14.1112899 46.3660579, 14.1114152 46.3658633, 14.1114419 46.3658193, 14.1114694 46.3657563, 14.1118717 46.3649201)",,
71953135,,,Črtomirova ulica,residential,,False,False,24.861,"LINESTRING (14.1161946 46.3697798, 14.1160752 46.369837, 14.1160161 46.3698605, 14.1159505 46.369879, 14.1159112 46.3698824)",,
417029725,2,634,Seliška cesta,tertiary,50,False,False,81.771,"LINESTRING (14.1161946 46.3697798, 14.1161711 46.3698426, 14.1161289 46.3699556, 14.1160181 46.3701638, 14.1159999 46.3701948, 14.1159155 46.3703392, 14.1159016 46.3703629, 14.1158315 46.3704698)",,
"[583677161, 1084709844]",2,634,Seliška cesta,tertiary,50,False,True,125.353,"LINESTRING (14.1161946 46.3697798, 14.116217 46.3697074, 14.1162336 46.3696541, 14.1163291 46.3693458, 14.1164841 46.3687573, 14.1165062 46.3686733)",,
1126105498,2,,Prešernova cesta,residential,50,False,True,7.91,"LINESTRING (14.1043338 46.3726969, 14.1043369 46.3726258)",,
33720342,,,Trubarjeva cesta,living_street,,False,True,8.421,"LINESTRING (14.1130416 46.3692234, 14.1129899 46.3691566)",,
33720342,,,Trubarjeva cesta,living_street,,False,False,122.913,"LINESTRING (14.1130416 46.3692234, 14.1131029 46.3694687, 14.1131081 46.3695927, 14.1131575 46.3697615, 14.1132535 46.3699817, 14.1133336 46.3700932, 14.113535 46.370245)",,
169013021,,,Grič,residential,,False,True,159.561,"LINESTRING (14.1130416 46.3692234, 14.1132987 46.3692031, 14.1135097 46.3691383, 14.1135708 46.3690762, 14.1136065 46.3690471, 14.1137205 46.3688831, 14.1138273 46.368767, 14.113984 46.3686418, 14.1141638 46.368588, 14.1142828 46.368558, 14.1144635 46.3685124, 14.1146563 46.3684583)",,
"[37932003, 1126108542]",2,,Riklijeva cesta,residential,30,False,False,120.064,"LINESTRING (14.1042245 46.371412, 14.1041768 46.3713269, 14.1041548 46.3712288, 14.10415 46.3711663, 14.1041135 46.3710485, 14.1041108 46.3709728, 14.1041154 46.3709357, 14.1041248 46.3708851, 14.1041393 46.3708103, 14.104144 46.3707254, 14.1041414 46.3706433, 14.1041364 46.3706051, 14.1041151 46.3705895, 14.1040767 46.3705579, 14.1040487 46.3705143, 14.1040614 46.3704202, 14.1040828 46.3703657)",,
58705073,,,Riklijeva cesta,residential,,True,False,74.23,"LINESTRING (14.1042245 46.371412, 14.1041458 46.3716497, 14.1040053 46.3718821, 14.1039433 46.3719628, 14.1038628 46.3720212)",,
511769174,,,Riklijeva cesta,residential,,False,True,98.50500000000001,"LINESTRING (14.1042245 46.371412, 14.1044149 46.3715091, 14.1045634 46.3715562, 14.1046807 46.3715761, 14.1048745 46.3715985, 14.1051765 46.3716224, 14.1054387 46.3716301)",,
58699953,,,Grajska cesta,residential,,False,False,85.577,"LINESTRING (14.1054387 46.3716301, 14.1058363 46.3714981, 14.1058784 46.3714878, 14.1064716 46.3713424)",,
