osmid,highway,oneway,reversed,length,geometry,name,lanes,width,junction,maxspeed,access
181346287,residential,False,False,235.14,"LINESTRING (13.6652438 45.5384916, 13.6652342 45.538509, 13.6651947 45.5385805, 13.66511 45.5386723, 13.6649625 45.5387337, 13.6648105 45.5387838, 13.6647358 45.538794, 13.6641385 45.5389181, 13.6639455 45.5389588, 13.6634426 45.539065, 13.6627659 45.5392047, 13.6626554 45.5392324, 13.6625243 45.5392639)",,,,,,
836210175,tertiary,False,False,186.241,"LINESTRING (13.6652438 45.5384916, 13.6641222 45.5380502, 13.6640191 45.5380118, 13.6639976 45.5380038, 13.6638741 45.537957, 13.6631475 45.537686)",Cankarjev drevored,,,,,
836210175,tertiary,False,False,67.963,"LINESTRING (13.6631475 45.537686, 13.6623928 45.5373792)",Cankarjev drevored,,,,,
836210175,tertiary,False,True,186.241,"LINESTRING (13.6631475 45.537686, 13.6638741 45.537957, 13.6639976 45.5380038, 13.6640191 45.5380118, 13.6641222 45.5380502, 13.6652438 45.5384916)",Cankarjev drevored,,,,,
"[1011236880, 1061955502]",residential,False,False,54.611000000000004,"LINESTRING (13.6631475 45.537686, 13.6631584 45.537673, 13.6631774 45.5376504, 13.6633735 45.537418, 13.6635016 45.5372621)",,,,,,
181346287,residential,False,False,32.062,"LINESTRING (13.6625243 45.5392639, 13.6625897 45.5394351, 13.6625931 45.5395122, 13.6625841 45.5395456)",,,,,,
181346287,residential,False,True,235.14000000000001,"LINESTRING (13.6625243 45.5392639, 13.6626554 45.5392324, 13.6627659 45.5392047, 13.6634426 45.539065, 13.6639455 45.5389588, 13.6641385 45.5389181, 13.6647358 45.538794, 13.6648105 45.5387838, 13.6649625 45.5387337, 13.66511 45.5386723, 13.6651947 45.5385805, 13.6652342 45.538509, 13.6652438 45.5384916)",,,,,,
183164903,residential,True,False,106.681,"LINESTRING (13.6625243 45.5392639, 13.6622868 45.5389456, 13.6617722 45.5384656)",Zustovičeva ulica,,,,,
1056357618,tertiary,False,False,5.824,"LINESTRING (13.6609184 45.5368273, 13.6608534 45.5368014)",Cankarjev drevored,,,,,
"[1056357618, 836210175]",tertiary,False,True,44.008,"LINESTRING (13.6609184 45.5368273, 13.660974 45.5368507, 13.6610049 45.5368638, 13.6614179 45.537012)",Cankarjev drevored,,,,,
224715472,residential,False,True,6.711,"LINESTRING (13.6603699 45.5366099, 13.6604405 45.5365753)",Pittonijeva ulica,,,,,
"[156174241, 1011543282]",tertiary,True,False,43.638999999999996,"LINESTRING (13.6603699 45.5366099, 13.6604818 45.5366396, 13.6606857 45.536721, 13.6608053 45.5367649, 13.6608534 45.5368014)",Cankarjev drevored,2,,,,
19321824,residential,True,False,18.559,"LINESTRING (13.6574034 45.5383724, 13.6573868 45.5385389)",,,,,,
"[238493147, 312442878]",residential,False,False,63.806,"LINESTRING (13.6574034 45.5383724, 13.6575197 45.5383148, 13.6575973 45.5383175, 13.6581957 45.5383379)","['Veliki trg - Piazza Grande', 'Verdijeva ulica']",,,,,
34794992,residential,True,False,23.747,"LINESTRING (13.6573258 45.5387505, 13.657219 45.5388927, 13.6571823 45.5389107, 13.6571571 45.538923)",,,,,,
180535235,residential,True,False,46.782000000000004,"LINESTRING (13.6573258 45.5387505, 13.6573368 45.5387568, 13.6574478 45.5388339, 13.6575263 45.5388883, 13.6576918 45.539, 13.6577533 45.5390459)",Veliki trg,,,,,
156174240,living_street,False,True,72.046,"LINESTRING (13.6600623 45.5374283, 13.6600608 45.5374022, 13.6600724 45.5370696, 13.6601095 45.5368341, 13.6601147 45.5368092, 13.6601205 45.5367825)",Trg Etbina Kristana,,,,,
180535228,residential,False,True,48.094,"LINESTRING (13.6600623 45.5374283, 13.660125 45.5376204, 13.66017 45.5377573, 13.6601954 45.5378506)",Muzčeva ulica,,,,,
330381780,residential,False,True,9.829,"LINESTRING (13.6600623 45.5374283, 13.6599842 45.5374431, 13.6599437 45.5374573)",Smrekarjeva ulica,,,,,
34794992,residential,True,False,4.261,"LINESTRING (13.6571571 45.538923, 13.6571122 45.5389011)",,,,,,
276658379,residential,False,False,58.436,"LINESTRING (13.6571122 45.5389011, 13.6570685 45.5389487, 13.6569897 45.5389861, 13.6568627 45.5390057, 13.6567127 45.5390226, 13.6566377 45.5390342, 13.656596 45.5390332, 13.6565233 45.5390351, 13.6564255 45.5390529)",,,,,,
617492149,residential,True,False,59.858,"LINESTRING (13.6571122 45.5389011, 13.6571481 45.538835, 13.6571797 45.5387255, 13.6571907 45.5386239, 13.6572073 45.5384824, 13.6571939 45.5384521, 13.6571507 45.538429, 13.6571015 45.5384046)",,,,,,
366790126,residential,True,False,24.676,"LINESTRING (13.6571015 45.5384046, 13.6571536 45.5383751, 13.6574034 45.5383724)",,,,,,
"[35876617, 617492150]",residential,False,False,258.32000000000005,"LINESTRING (13.6571015 45.5384046, 13.6569346 45.5383399, 13.6568777 45.5383087, 13.6568563 45.5382655, 13.6568596 45.5382344, 13.6570953 45.5378779, 13.6571364 45.5378221, 13.6571719 45.5377688, 13.657216 45.5377024, 13.6572398 45.537666, 13.6573507 45.5374959, 13.6573808 45.5374667, 13.65762 45.5373753, 13.6578035 45.5373052, 13.6579559 45.537247, 13.657985 45.5372365, 13.6589072 45.5368976)",Sončno nabrežje,,,,,
224251095,residential,False,False,9.119,"LINESTRING (13.6594736 45.5366901, 13.6595824 45.5366598)",Sončno nabrežje,,,,,
34794996,residential,True,False,85.55600000000001,"LINESTRING (13.6594736 45.5366901, 13.6594508 45.536664, 13.6593044 45.536496, 13.6592727 45.5364596, 13.6592323 45.5364133, 13.6589012 45.5360334)",Gorkijeva ulica,,,,,
"[35876617, 224251095]",residential,False,True,49.79600000000001,"LINESTRING (13.6594736 45.5366901, 13.6593956 45.5367161, 13.6593579 45.5367281, 13.6589072 45.5368976)",Sončno nabrežje,,,,,
