osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,width,junction
26383256,False,646,Adamičeva cesta,secondary,True,51.519000000000005,"LINESTRING (14.6593196 45.9566976, 14.6595885 45.9566821, 14.6599832 45.9566549)",,,,,
150811535,False,646,Adamičeva cesta,secondary,False,28.903000000000002,"LINESTRING (14.6593196 45.9566976, 14.6591039 45.9567097, 14.6590059 45.9567148, 14.658947 45.9567191)",2,50,,,
150858028,False,647,Ljubljanska cesta,secondary,False,106.41699999999999,"LINESTRING (14.6593196 45.9566976, 14.6593511 45.9569193, 14.6593449 45.9570627, 14.659302 45.957193, 14.6592278 45.9573406, 14.6591299 45.9574544, 14.6589457 45.9575634)",,30,,,
26383256,False,646,Adamičeva cesta,secondary,False,26.723,"LINESTRING (14.6608172 45.9565504, 14.6604773 45.9565942)",,,,,
"[26383257, 26552626, 235704838]",False,,Ob Grosupeljščici,residential,True,95.62100000000001,"LINESTRING (14.6608172 45.9565504, 14.6608367 45.9566276, 14.6608556 45.9566864, 14.6609339 45.9570878, 14.6609273 45.957157, 14.6609231 45.9572007, 14.6609044 45.9573237, 14.660899 45.957403)",,,yes,,
26552623,False,646,Adamičeva cesta,secondary,True,88.973,"LINESTRING (14.6608172 45.9565504, 14.6611452 45.9564935, 14.6615127 45.9564105, 14.6617289 45.9563473, 14.6619034 45.9562917)",2,,,,
13200175,False,,Ulica Ane Galetove,residential,True,67.88,"LINESTRING (14.660899 45.957403, 14.6610015 45.957478, 14.6611762 45.9576394, 14.6614259 45.9578902)",,,,,
"[26383257, 26552626, 235704838]",False,,Ob Grosupeljščici,residential,False,95.621,"LINESTRING (14.660899 45.957403, 14.6609044 45.9573237, 14.6609231 45.9572007, 14.6609273 45.957157, 14.6609339 45.9570878, 14.6608556 45.9566864, 14.6608367 45.9566276, 14.6608172 45.9565504)",,,yes,,
235704838,False,,Ob Grosupeljščici,residential,True,144.67,"LINESTRING (14.660899 45.957403, 14.6608386 45.9574925, 14.6607327 45.9576174, 14.6606227 45.9577703, 14.6602508 45.958511, 14.6602086 45.9586084)",,,,,
26552571,False,,Ulica Ane Galetove,residential,False,55.187,"LINESTRING (14.6601171 45.9606971, 14.6601887 45.960669, 14.6605807 45.9604585, 14.6606917 45.9604034)",,,,,
235704838,False,,Ob Grosupeljščici,residential,False,245.16299999999995,"LINESTRING (14.6601171 45.9606971, 14.6600615 45.9606333, 14.6599422 45.9604617, 14.6598338 45.9603026, 14.6597354 45.9601069, 14.6597067 45.9599761, 14.6596952 45.9598281, 14.6597063 45.9597143, 14.6597515 45.9595475, 14.6598136 45.9593985, 14.659988 45.9590131, 14.6602086 45.9586084)",,,,,
26552571,False,,Ulica Ane Galetove,residential,False,56.032,"LINESTRING (14.6606917 45.9604034, 14.6612494 45.9600815)",,,,,
26552571,False,,Ulica Ane Galetove,residential,True,55.187,"LINESTRING (14.6606917 45.9604034, 14.6605807 45.9604585, 14.6601887 45.960669, 14.6601171 45.9606971)",,,,,
26552571,False,,Ulica Ane Galetove,residential,False,64.86,"LINESTRING (14.6612494 45.9600815, 14.6618983 45.9597117)",,,,,
26552571,False,,Ulica Ane Galetove,residential,True,56.032,"LINESTRING (14.6612494 45.9600815, 14.6606917 45.9604034)",,,,,
26552571,False,,Ulica Ane Galetove,residential,True,64.86,"LINESTRING (14.6618983 45.9597117, 14.6612494 45.9600815)",,,,,
360471123,False,,,residential,False,35.215,"LINESTRING (14.6618983 45.9597117, 14.6616317 45.9594549)",,,,,
87413010,False,,,residential,True,40.118,"LINESTRING (14.6560009 45.957837, 14.656036 45.9578406, 14.6560895 45.9578555, 14.6564868 45.9579621)",,,,,
328329933,False,,Stranska pot I,residential,False,55.166999999999994,"LINESTRING (14.6560009 45.957837, 14.655863 45.9579786, 14.655837 45.9581046, 14.6558145 45.9582221, 14.6557994 45.9583007)",2,,,5 m,
"[503733393, 26552579]",False,,Stranska pot I,residential,True,85.87899999999999,"LINESTRING (14.6560009 45.957837, 14.6560002 45.9576779, 14.6559967 45.9575242, 14.6559714 45.9574043, 14.6559431 45.9572585, 14.6559215 45.957176, 14.6559155 45.9571525, 14.6558945 45.9570703)",2,50,,5 m,
