osmid,oneway,ref,highway,reversed,length,geometry,name,maxspeed,junction,bridge
1133261257,True,221,secondary,False,22.144000000000002,"LINESTRING (15.0480227 46.1519809, 15.0479042 46.1519649, 15.0478209 46.1519779, 15.0477503 46.1520059)",,,,
1156140173,False,221,secondary,False,375.785,"LINESTRING (15.0480227 46.1519809, 15.0481287 46.1520246, 15.0482762 46.152097, 15.0484988 46.152228, 15.048696 46.1523646, 15.0495167 46.1530047, 15.0496267 46.1530883, 15.0497621 46.1531794, 15.049907 46.1532686, 15.0500759 46.1533577, 15.0503147 46.1534711, 15.0506191 46.153603, 15.0510724 46.1537907, 15.0517878 46.1540859)",,,,
322446124,False,,residential,False,24.365,"LINESTRING (15.0517878 46.1540859, 15.0516246 46.1542736)",Ulica Sallaumines,30,,
147761098,False,221,secondary,False,290.03,"LINESTRING (15.0517878 46.1540859, 15.0526683 46.1544688, 15.053384 46.1547717, 15.0534542 46.1548014, 15.0536245 46.1548748, 15.053768 46.1549482, 15.0539021 46.1550337, 15.0540228 46.1551303, 15.0541623 46.1552631, 15.054232 46.1553458, 15.0542897 46.155435, 15.0543299 46.155514, 15.0543608 46.1555948, 15.0543876 46.155696, 15.0544061 46.1558009)",,,,
322446121,False,,residential,True,19.85,"LINESTRING (15.0517878 46.1540859, 15.0518185 46.15399, 15.0518336 46.1539104)",Dom in vrt,,,
1156140173,False,221,secondary,True,375.78499999999997,"LINESTRING (15.0517878 46.1540859, 15.0510724 46.1537907, 15.0506191 46.153603, 15.0503147 46.1534711, 15.0500759 46.1533577, 15.049907 46.1532686, 15.0497621 46.1531794, 15.0496267 46.1530883, 15.0495167 46.1530047, 15.048696 46.1523646, 15.0484988 46.152228, 15.0482762 46.152097, 15.0481287 46.1520246, 15.0480227 46.1519809)",,,,
147761098,False,221,secondary,True,30.919,"LINESTRING (15.0579166 46.1559972, 15.057535 46.1559109)",,,,
143769972,False,,residential,False,180.23000000000002,"LINESTRING (15.0579166 46.1559972, 15.058066 46.1559989, 15.0583462 46.1560471, 15.0585193 46.1560598, 15.0586672 46.1560573, 15.0588465 46.1560179, 15.0591376 46.1558895, 15.0595588 46.1556438, 15.0597512 46.1555494, 15.0598926 46.1555306, 15.0600086 46.155527)",Ulica španskih borcev,,,
147761098,False,221,secondary,False,42.622,"LINESTRING (15.0579166 46.1559972, 15.0582205 46.1560911, 15.0584095 46.1561699)",,,,
147761098,False,221,secondary,False,30.919,"LINESTRING (15.057535 46.1559109, 15.0579166 46.1559972)",,,,
147761098,False,221,secondary,True,123.412,"LINESTRING (15.057535 46.1559109, 15.0573366 46.1559098, 15.0570802 46.155909, 15.0569229 46.1559027, 15.0567025 46.1558914, 15.0565181 46.1558889, 15.0563584 46.1559033, 15.0561902 46.1559459, 15.0559551 46.1559919)",,,,
244552096,False,,unclassified,False,139.218,"LINESTRING (15.057535 46.1559109, 15.0575547 46.1558373, 15.0576141 46.1557754, 15.0577302 46.1557072, 15.0579023 46.1556434, 15.0583233 46.1554868, 15.0585223 46.1553706, 15.0589191 46.1551525)",,,,
147761098,False,221,secondary,False,123.41199999999999,"LINESTRING (15.0559551 46.1559919, 15.0561902 46.1559459, 15.0563584 46.1559033, 15.0565181 46.1558889, 15.0567025 46.1558914, 15.0569229 46.1559027, 15.0570802 46.155909, 15.0573366 46.1559098, 15.057535 46.1559109)",,,,
147761098,False,221,secondary,True,122.723,"LINESTRING (15.0559551 46.1559919, 15.0557495 46.1559979, 15.055549 46.1560033, 15.0553079 46.1559925, 15.0551088 46.1559646, 15.0548754 46.1559194, 15.0545306 46.1558378, 15.0544061 46.1558009)",,,,
"[41220184, 392681265]",False,,residential,True,121.808,"LINESTRING (15.0559551 46.1559919, 15.0559936 46.1558622, 15.0559888 46.1557682, 15.0559452 46.1556622, 15.0559119 46.1555302, 15.0559111 46.1554238, 15.0559337 46.155298, 15.0559326 46.1552018, 15.0558992 46.1551332, 15.0557503 46.1549355)",Vreskovo,,,
1085399747,False,427,secondary,False,156.00500000000002,"LINESTRING (15.0545083 46.1595512, 15.054523 46.1593933, 15.0545329 46.1592573, 15.0545861 46.1582711, 15.0545861 46.1581494)",Reška cesta,50,,
1085399747,False,427,secondary,True,80.369,"LINESTRING (15.0545083 46.1595512, 15.0544024 46.1595438, 15.0541234 46.159527, 15.0539627 46.1595161, 15.0537305 46.1595094, 15.0535682 46.159515, 15.0534701 46.1595305)",Reška cesta,50,,
40274650,False,,residential,False,143.358,"LINESTRING (15.0534701 46.1595305, 15.0534422 46.1594177, 15.0534273 46.1593572, 15.053359 46.1590792, 15.0532933 46.1587922, 15.0532749 46.158699, 15.0532601 46.1585072, 15.0532593 46.1582525)",Obrtniška cesta,30,,
1085399747,False,427,secondary,False,80.369,"LINESTRING (15.0534701 46.1595305, 15.0535682 46.159515, 15.0537305 46.1595094, 15.0539627 46.1595161, 15.0541234 46.159527, 15.0544024 46.1595438, 15.0545083 46.1595512)",Reška cesta,50,,
