osmid,highway,junction,oneway,reversed,length,geometry,maxspeed,name,bridge,ref
299441742,primary,roundabout,True,False,15.323,"LINESTRING (14.8548342 45.6464308, 14.8548445 45.6464042, 14.8548656 45.6463809, 14.8548957 45.6463631, 14.8549319 45.6463522, 14.8549711 45.6463493)",,,,
1228939530,residential,,True,False,32.888,"LINESTRING (14.8548342 45.6464308, 14.8547506 45.6463181, 14.8546234 45.6461746)",30,,,
486749021,residential,roundabout,True,False,1.658,"LINESTRING (14.8528585 45.6447793, 14.8528372 45.6447786)",,,,
74968955,residential,,False,False,38.531,"LINESTRING (14.8600219 45.6394339, 14.8600985 45.6393864, 14.860175 45.6393128, 14.8601962 45.6392888, 14.8602468 45.6392342, 14.8602977 45.6391508)",40,Trg zbora odposlancev,,
"[74968955, 25575236, 233190477]",residential,,False,True,91.267,"LINESTRING (14.8600219 45.6394339, 14.8599765 45.6394573, 14.8598818 45.6395007, 14.8597843 45.6395499, 14.8595301 45.639724, 14.8591502 45.6399806)","['40', '50']","['Trg zbora odposlancev', 'Ljubljanska cesta']",yes,
74968955,residential,,False,False,44.183,"LINESTRING (14.8602977 45.6391508, 14.8604237 45.6389517, 14.8605402 45.6387916)",40,Trg zbora odposlancev,,
74968955,residential,,False,True,38.531,"LINESTRING (14.8602977 45.6391508, 14.8602468 45.6392342, 14.8601962 45.6392888, 14.860175 45.6393128, 14.8600985 45.6393864, 14.8600219 45.6394339)",40,Trg zbora odposlancev,,
299440850,residential,,False,False,39.839,"LINESTRING (14.8602977 45.6391508, 14.8603405 45.6391673, 14.8607509 45.639318)",,Trg zbora odposlancev,,
298197570,residential,,False,True,103.329,"LINESTRING (14.8504851 45.6471578, 14.8511126 45.6463386)",,Ob Mahovniški cesti,,
228642339,residential,,False,True,103.71600000000001,"LINESTRING (14.8504851 45.6471578, 14.8507389 45.6472019, 14.8509932 45.6472472, 14.8514795 45.6473281, 14.8517824 45.6473756)",,Pri Unionu,,
303420855,residential,,False,False,65.756,"LINESTRING (14.8504851 45.6471578, 14.850137 45.6471137, 14.8498503 45.6470803, 14.8496512 45.6470587)",,Mahovnik,,
228642339,residential,,False,False,145.46900000000002,"LINESTRING (14.8530347 45.6471974, 14.8530262 45.6474121, 14.8530208 45.6475509, 14.8530112 45.6475878, 14.8529873 45.6476119, 14.8529394 45.6476281, 14.8528488 45.647625, 14.8527024 45.6476008, 14.8525934 45.6475757, 14.8523457 45.6475133, 14.852086 45.6474387, 14.8517824 45.6473756)",,Pri Unionu,,
147132015,primary,,False,False,250.543,"LINESTRING (14.8577768 45.644485, 14.8575756 45.6447694, 14.8571862 45.6453725, 14.8571037 45.6455004, 14.8570751 45.6455447, 14.8568453 45.6459007, 14.8567544 45.6459771, 14.8566799 45.6460249, 14.8565596 45.6460543, 14.8565079 45.6460622, 14.856307 45.6460856, 14.8561153 45.6461111, 14.8559463 45.6461308)",,Kolodvorska cesta,,106
228643879,residential,,False,True,119.06200000000001,"LINESTRING (14.8577768 45.644485, 14.8572398 45.6442104, 14.8568853 45.6440291, 14.8566877 45.6439401, 14.8565342 45.6438595)",,Kolodvorska cesta,,
299190243,primary,,False,True,258.263,"LINESTRING (14.8577768 45.644485, 14.8580227 45.6441307, 14.8580583 45.644085, 14.8580845 45.6440515, 14.8581794 45.6439563, 14.8582886 45.6438672, 14.8584142 45.6437886, 14.8585863 45.64372, 14.8587968 45.643655, 14.8590236 45.6435888, 14.8599516 45.6433197, 14.8603683 45.6432031)",,Tomšičeva cesta,,106
299441740,residential,,False,False,136.97899999999998,"LINESTRING (14.8577768 45.644485, 14.8581727 45.6446889, 14.8583956 45.6447918, 14.8585486 45.6448326, 14.8586925 45.6448665, 14.8588941 45.6449059, 14.8593571 45.6449898)",,Trata XIV,,
299440226,residential,,False,False,104.794,"LINESTRING (14.8593571 45.6449898, 14.8589322 45.6458842)",,Trata XV,,
299441740,residential,,False,False,76.56,"LINESTRING (14.8593571 45.6449898, 14.8594736 45.6450167, 14.8595859 45.6450465, 14.8596834 45.6450861, 14.8597434 45.6451199, 14.8598608 45.6452258, 14.860057 45.6454373)",,Trata XIV,,
299441740,residential,,False,True,136.97899999999998,"LINESTRING (14.8593571 45.6449898, 14.8588941 45.6449059, 14.8586925 45.6448665, 14.8585486 45.6448326, 14.8583956 45.6447918, 14.8581727 45.6446889, 14.8577768 45.644485)",,Trata XIV,,
"[305188936, 228643885]",residential,,False,False,103.82600000000001,"LINESTRING (14.860057 45.6454373, 14.8602159 45.6454515, 14.8603288 45.6454629, 14.8605298 45.645471, 14.8607752 45.6454848, 14.8610607 45.6454986, 14.8613879 45.6455106)",,"['Cesta na Trato', 'Trata XIV']",,
299440225,residential,,False,False,113.681,"LINESTRING (14.860057 45.6454373, 14.8601253 45.6455279, 14.860256 45.6456702, 14.8603918 45.6458063, 14.8605676 45.6459928, 14.8607239 45.6461596, 14.8607482 45.6461802, 14.8607809 45.6462034, 14.8608112 45.6462191, 14.8609125 45.646248)",,Trata XIV,,
299441740,residential,,False,False,164.61899999999997,"LINESTRING (14.860057 45.6454373, 14.8599958 45.645597, 14.8599181 45.6457667, 14.8597839 45.6460536, 14.8596869 45.6462312, 14.8595222 45.64656, 14.8595075 45.6466035, 14.8593651 45.6468349)",,Trata XIV,,
299441740,residential,,False,True,76.55999999999999,"LINESTRING (14.860057 45.6454373, 14.8598608 45.6452258, 14.8597434 45.6451199, 14.8596834 45.6450861, 14.8595859 45.6450465, 14.8594736 45.6450167, 14.8593571 45.6449898)",,Trata XIV,,
304095446,residential,,False,True,7.237,"LINESTRING (14.8613879 45.6455106, 14.8613925 45.6455756)",,Cesta na Trato,,
304095446,residential,,False,False,88.098,"LINESTRING (14.8613879 45.6455106, 14.8613919 45.6451811, 14.8613926 45.6450419, 14.8614095 45.6449102, 14.8614367 45.6447198)",,Cesta na Trato,,
"[305188936, 228643885]",residential,,False,True,103.82600000000001,"LINESTRING (14.8613879 45.6455106, 14.8610607 45.6454986, 14.8607752 45.6454848, 14.8605298 45.645471, 14.8603288 45.6454629, 14.8602159 45.6454515, 14.860057 45.6454373)",,"['Cesta na Trato', 'Trata XIV']",,
25575236,residential,,False,False,32.247,"LINESTRING (14.8549957 45.6430861, 14.8552891 45.6428811)",50,Ljubljanska cesta,,
228643879,residential,,False,False,47.324,"LINESTRING (14.8549957 45.6430861, 14.855487 45.6433374)",,Kolodvorska cesta,,
25575236,residential,,False,True,127.14699999999999,"LINESTRING (14.8549957 45.6430861, 14.8544056 45.6435106, 14.8538695 45.6439152)",50,Ljubljanska cesta,,
228643886,residential,,False,False,89.139,"LINESTRING (14.8549957 45.6430861, 14.8546434 45.6428785, 14.8540814 45.6426036)",,Turjaško naselje,,
228643886,residential,,False,True,11.851,"LINESTRING (14.853003 45.6420182, 14.8531249 45.6420822)",,Turjaško naselje,,
228643879,residential,,False,False,119.06200000000001,"LINESTRING (14.8565342 45.6438595, 14.8566877 45.6439401, 14.8568853 45.6440291, 14.8572398 45.6442104, 14.8577768 45.644485)",,Kolodvorska cesta,,
228643879,residential,,False,True,99.99,"LINESTRING (14.8565342 45.6438595, 14.8555536 45.6433721, 14.855487 45.6433374)",,Kolodvorska cesta,,
228643888,residential,,False,False,68.933,"LINESTRING (14.8565342 45.6438595, 14.8562936 45.6441069, 14.8562071 45.6441975, 14.8561736 45.6442323, 14.856087 45.6443242, 14.856042 45.6443751)",,Kajuhovo naselje,,
228643888,residential,,False,False,39.833999999999996,"LINESTRING (14.855553 45.6455499, 14.8555534 45.6455764, 14.8555635 45.6456102, 14.8555803 45.645643, 14.8556191 45.6456908, 14.8556728 45.6457555, 14.8557772 45.6458662)",,Kajuhovo naselje,,
228643888,residential,,False,True,19.432000000000002,"LINESTRING (14.855553 45.6455499, 14.8555597 45.6455126, 14.8555709 45.6454516, 14.8555906 45.6453772)",,Kajuhovo naselje,,
327386147,residential,,False,False,43.565999999999995,"LINESTRING (14.855553 45.6455499, 14.8559288 45.6454383, 14.8560414 45.6454044, 14.8560685 45.6453962)",,,,
147132015,primary,,False,False,37.607,"LINESTRING (14.8559463 45.6461308, 14.8558357 45.6461474, 14.8557114 45.6461748, 14.8556198 45.6462014, 14.8554916 45.6462427)",,Kolodvorska cesta,,106
147132015,primary,,False,True,250.543,"LINESTRING (14.8559463 45.6461308, 14.8561153 45.6461111, 14.856307 45.6460856, 14.8565079 45.6460622, 14.8565596 45.6460543, 14.8566799 45.6460249, 14.8567544 45.6459771, 14.8568453 45.6459007, 14.8570751 45.6455447, 14.8571037 45.6455004, 14.8571862 45.6453725, 14.8575756 45.6447694, 14.8577768 45.644485)",,Kolodvorska cesta,,106
228643888,residential,,False,True,32.253,"LINESTRING (14.8559463 45.6461308, 14.855882 45.6460189, 14.8558243 45.645928, 14.8557772 45.6458662)",,Kajuhovo naselje,,
228643889,residential,,False,False,36.502,"LINESTRING (14.8538695 45.6439152, 14.8542523 45.6441053)",,Kajuhovo naselje,,
25575236,residential,,False,False,127.14699999999999,"LINESTRING (14.8538695 45.6439152, 14.8544056 45.6435106, 14.8549957 45.6430861)",50,Ljubljanska cesta,,
25575236,residential,,False,True,78.363,"LINESTRING (14.8538695 45.6439152, 14.853299 45.6443548, 14.8531819 45.64443)",50,Ljubljanska cesta,,
327386148,residential,,False,True,91.263,"LINESTRING (14.8538695 45.6439152, 14.8536539 45.6437785, 14.8533523 45.6435701, 14.8530251 45.6433452)",,,,
228643888,residential,,False,True,37.758,"LINESTRING (14.8557787 45.6448663, 14.8559316 45.644544)",,Kajuhovo naselje,,
228643888,residential,,False,False,58.676,"LINESTRING (14.8557787 45.6448663, 14.855758 45.6449218, 14.8557534 45.6449399, 14.8557371 45.6449944, 14.8555906 45.6453772)",,Kajuhovo naselje,,
228643889,residential,,False,True,83.648,"LINESTRING (14.8557787 45.6448663, 14.8551569 45.6445644, 14.8548957 45.6444364)",,Kajuhovo naselje,,
298982860,residential,,False,False,46.412,"LINESTRING (14.8607188 45.6409528, 14.8603067 45.6412548)",,Kidričeva ulica,,
228643890,residential,,False,False,166.765,"LINESTRING (14.8607188 45.6409528, 14.8606195 45.6409297, 14.8602736 45.6407886, 14.8597396 45.6405951, 14.8597167 45.6405814, 14.8595305 45.6404824, 14.8593198 45.6403566, 14.8592014 45.6402787, 14.8589564 45.6401192)",,Kidričeva ulica,,
1080900478,residential,,False,False,16.51,"LINESTRING (14.8594871 45.6419501, 14.8593671 45.6420726)",,Šeškova ulica,,
298982860,residential,,False,True,100.368,"LINESTRING (14.8594871 45.6419501, 14.86006 45.6414269, 14.8602695 45.6412781, 14.8603067 45.6412548)",,Kidričeva ulica,,
"[305230088, 305230087]",residential,,False,False,198.54999999999998,"LINESTRING (14.8594871 45.6419501, 14.8594661 45.6419428, 14.8594493 45.6419325, 14.8594353 45.6419236, 14.8594225 45.64191, 14.8594098 45.6418921, 14.859301 45.6416607, 14.8591839 45.6414241, 14.8590825 45.6412067, 14.8589967 45.6410275, 14.8589784 45.6409895, 14.8587592 45.6405204, 14.8590174 45.6403348)",,Šeškova ulica,,
228643891,residential,,False,False,80.573,"LINESTRING (14.8603683 45.6432031, 14.8602945 45.6431078, 14.8600465 45.6428215, 14.8599399 45.642716, 14.8598671 45.6426582, 14.8597861 45.6426085)",,Cankarjeva ulica,,
299190243,primary,,False,False,258.263,"LINESTRING (14.8603683 45.6432031, 14.8599516 45.6433197, 14.8590236 45.6435888, 14.8587968 45.643655, 14.8585863 45.64372, 14.8584142 45.6437886, 14.8582886 45.6438672, 14.8581794 45.6439563, 14.8580845 45.6440515, 14.8580583 45.644085, 14.8580227 45.6441307, 14.8577768 45.644485)",,Tomšičeva cesta,,106
1095628567,residential,,True,False,39.08,"LINESTRING (14.8603683 45.6432031, 14.8604585 45.6433226, 14.8604981 45.6433698, 14.8605396 45.6434126, 14.860622 45.6435062)",,Cesta na Trato,,
228643891,residential,,False,False,60.831,"LINESTRING (14.8597861 45.6426085, 14.8597008 45.6425639, 14.8596156 45.6425236, 14.8594236 45.6424487, 14.8591947 45.6423636, 14.8591147 45.6423291)",,Cankarjeva ulica,,
228643891,residential,,False,True,80.573,"LINESTRING (14.8597861 45.6426085, 14.8598671 45.6426582, 14.8599399 45.642716, 14.8600465 45.6428215, 14.8602945 45.6431078, 14.8603683 45.6432031)",,Cankarjeva ulica,,
304095447,residential,,False,False,76.863,"LINESTRING (14.8597861 45.6426085, 14.8596485 45.6427843, 14.8595546 45.6429024, 14.8594299 45.6430262, 14.8592867 45.6432043)",,,,
25575236,residential,,False,True,28.947,"LINESTRING (14.8572265 45.6414481, 14.8569703 45.641637)",50,Ljubljanska cesta,,
