osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,junction
36787360,Usnjarska pot,residential,False,True,115.425,"LINESTRING (15.5926352 45.9007751, 15.5928767 45.9008407, 15.5931204 45.9009324, 15.5932591 45.9010188, 15.5934584 45.9011566, 15.5936588 45.9012838, 15.593825 45.9013809)",,,,
13993868,Dobovska cesta,residential,False,False,90.71,"LINESTRING (15.5946596 45.900752, 15.594922 45.9004837, 15.5950291 45.9004063, 15.5951175 45.9003578, 15.5952251 45.9003124, 15.5955172 45.900234)",2,50,,
645311402,Orehova aleja,residential,False,True,114.741,"LINESTRING (15.5946596 45.900752, 15.5947237 45.9007768, 15.5947832 45.9008007, 15.5961219 45.9008526)",2,50,,
645311403,Dobovska cesta,residential,False,True,95.566,"LINESTRING (15.5946596 45.900752, 15.594604 45.9008066, 15.5944291 45.9009707, 15.5942267 45.9011265, 15.5940243 45.9012633, 15.593825 45.9013809)",2,50,,
36787360,Usnjarska pot,residential,False,False,115.42500000000001,"LINESTRING (15.593825 45.9013809, 15.5936588 45.9012838, 15.5934584 45.9011566, 15.5932591 45.9010188, 15.5931204 45.9009324, 15.5928767 45.9008407, 15.5926352 45.9007751)",,,,
645311403,Dobovska cesta,residential,False,False,95.566,"LINESTRING (15.593825 45.9013809, 15.5940243 45.9012633, 15.5942267 45.9011265, 15.5944291 45.9009707, 15.594604 45.9008066, 15.5946596 45.900752)",2,50,,
645311403,Dobovska cesta,residential,False,True,75.283,"LINESTRING (15.593825 45.9013809, 15.5937861 45.9014055, 15.5932538 45.901775, 15.5931385 45.9018605)",2,50,,
5979188,Pod obzidjem,residential,False,False,70.603,"LINESTRING (15.5932194 45.9073275, 15.5934656 45.9067161)",2,30,,
5928658,Černelčeva cesta,residential,False,False,131.837,"LINESTRING (15.5932194 45.9073275, 15.5926338 45.9071001, 15.5918743 45.9067407, 15.5917755 45.9067)",,,,
5928658,Černelčeva cesta,residential,False,True,53.986999999999995,"LINESTRING (15.5932194 45.9073275, 15.5933942 45.9073964, 15.5938371 45.9075531)",,,,
5427726,Bizeljska cesta,residential,True,False,2.129,"LINESTRING (15.5933478 45.9040274, 15.5933204 45.9040257)",2,30,,
8168768,Ulica stare pravde,living_street,True,False,200.486,"LINESTRING (15.5933478 45.9040274, 15.5933794 45.9035841, 15.5933633 45.9034298, 15.593334 45.9032576, 15.593275 45.9030342, 15.5931211 45.9026143, 15.5930862 45.9025732, 15.5930378 45.9025486, 15.5926421 45.902492)",,,,
"[1095471019, 645311397, 31686151]",Bizeljska cesta,residential,False,False,158.10199999999998,"LINESTRING (15.5933478 45.9040274, 15.5938978 45.9040636, 15.5944853 45.904123, 15.5951854 45.9042112, 15.5953687 45.9042318)",2,50,yes,
5979188,Pod obzidjem,residential,False,False,69.789,"LINESTRING (15.5939396 45.9051028, 15.5940843 45.9044833)",2,30,,
5979188,Pod obzidjem,residential,False,True,183.102,"LINESTRING (15.5939396 45.9051028, 15.5936559 45.9060653, 15.5934656 45.9067161)",2,30,,
327325449,Kržičnikova ulica,residential,False,False,67.825,"LINESTRING (15.5939396 45.9051028, 15.5938113 45.9050924, 15.5930717 45.9050174)",,,,
327325449,Kržičnikova ulica,residential,False,True,137.148,"LINESTRING (15.5939396 45.9051028, 15.5940762 45.9051138, 15.5942173 45.9051379, 15.5943252 45.9051615, 15.594396 45.9052001, 15.5944669 45.9052901, 15.5945224 45.9054059, 15.5947046 45.9058211, 15.594688 45.9060573)",,,,
173609210,,residential,False,False,78.354,"LINESTRING (15.5990534 45.9012498, 15.5989177 45.9019481)",,50,,
173609210,,residential,False,True,77.312,"LINESTRING (15.5990534 45.9012498, 15.5989102 45.9011737, 15.5981105 45.9010509)",,50,,
25927744,Vodnikova ulica,residential,False,True,170.315,"LINESTRING (15.5964334 45.9044506, 15.5964212 45.9045228, 15.5963361 45.9049334, 15.5962335 45.9054558, 15.5961003 45.9059643)",,,,
645311397,Bizeljska cesta,residential,False,False,54.157,"LINESTRING (15.5964334 45.9044506, 15.5970246 45.9045791, 15.5971015 45.9045958)",2,50,,
645311397,Bizeljska cesta,residential,False,True,85.91199999999999,"LINESTRING (15.5964334 45.9044506, 15.5963502 45.9044329, 15.5955328 45.9042608, 15.5953687 45.9042318)",2,50,,
645311401,Cankarjeva ulica,residential,False,True,62.826,"LINESTRING (15.5964334 45.9044506, 15.596451 45.9043689, 15.5965695 45.9038936)",,,,
5427730,Gubčeva ulica,residential,False,True,57.805,"LINESTRING (15.5953687 45.9042318, 15.5953893 45.9041585, 15.5955028 45.9037204)",,,,
645311397,Bizeljska cesta,residential,False,False,85.91199999999999,"LINESTRING (15.5953687 45.9042318, 15.5955328 45.9042608, 15.5963502 45.9044329, 15.5964334 45.9044506)",2,50,,
"[1095471019, 645311397, 31686151]",Bizeljska cesta,residential,False,True,158.10199999999998,"LINESTRING (15.5953687 45.9042318, 15.5951854 45.9042112, 15.5944853 45.904123, 15.5938978 45.9040636, 15.5933478 45.9040274)",2,50,yes,
