osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,width,junction,access
231805026,Rozmanova ulica,residential,False,True,139.267,"LINESTRING (15.1641957 45.8058443, 15.1643413 45.8058245, 15.1644285 45.805815, 15.1647345 45.8057756, 15.1651032 45.8057252, 15.165281 45.8056989, 15.1654354 45.8056505, 15.1655773 45.8055939, 15.1656635 45.8055433, 15.1658429 45.805426)",,,,,,,
256916200,Seidlova cesta,tertiary,False,True,298.911,"LINESTRING (15.1641957 45.8058443, 15.1642797 45.8059627, 15.1643008 45.8059981, 15.1643306 45.8060765, 15.164346 45.8061171, 15.164352 45.8061698, 15.1643615 45.8062543, 15.1643871 45.8069488, 15.1644032 45.807076, 15.1644121 45.8072922, 15.1644485 45.8080255, 15.1644597 45.80851)",2,50,,,,,
"[30075977, 1231398553]",Kettejev drevored,residential,False,True,62.666999999999994,"LINESTRING (15.1641957 45.8058443, 15.1640153 45.8058769, 15.1637687 45.8059944, 15.1636257 45.806052, 15.1634754 45.8060865)",,,,,,,
167408073,Kandijska cesta,secondary,False,False,177.249,"LINESTRING (15.163593 45.8013625, 15.1637266 45.8013627, 15.164131 45.8013928, 15.16437 45.8014055, 15.1646514 45.8014122, 15.1648019 45.801415, 15.1650712 45.8014154, 15.1654249 45.8014117, 15.165876 45.8014013)",,,419,,,,
26778285,Dalmatinova ulica,residential,False,True,79.84499999999998,"LINESTRING (15.1655927 45.8044015, 15.1654525 45.8043617, 15.1653211 45.8043836, 15.165221 45.8044535, 15.1652175 45.8044559, 15.1649409 45.8047008, 15.1648651 45.8047909)",,,,,,,
1215588194,Kapiteljska ulica,residential,False,False,40.036,"LINESTRING (15.1655927 45.8044015, 15.1656901 45.8042559, 15.1657704 45.8041785, 15.1658307 45.8041383, 15.1658642 45.804099)",,,,,,,
1231398550,Dalmatinova ulica,residential,False,False,74.295,"LINESTRING (15.1655927 45.8044015, 15.1656702 45.8044571, 15.1657516 45.8045272, 15.1661242 45.8047908, 15.1661362 45.8048771, 15.1661486 45.8049199)",,,,,,,
26779559,Kapiteljska ulica,residential,True,False,42.348,"LINESTRING (15.1672828 45.8031682, 15.1668451 45.8029403)",,,,,,,
26779568,Muzejska ulica,residential,False,False,17.668,"LINESTRING (15.1672828 45.8031682, 15.1675056 45.8031347)",,,,,,,
167275241,,residential,False,True,61.25900000000001,"LINESTRING (15.1672828 45.8031682, 15.1672919 45.8032086, 15.1673069 45.8032853, 15.1673353 45.803347, 15.1673626 45.8033803, 15.1674194 45.8034116, 15.1674315 45.8034165, 15.1675085 45.8034479, 15.1675775 45.8034738, 15.1676798 45.8035122, 15.1677681 45.8035484)",,,,,,,
798810800,Novi trg,residential,False,False,14.346,"LINESTRING (15.1662923 45.8050012, 15.1661486 45.8049199)",,,,,,,
231805026,Rozmanova ulica,residential,False,False,59.0,"LINESTRING (15.1662923 45.8050012, 15.1661303 45.8051734, 15.166026 45.8052938, 15.1659232 45.805375, 15.1658429 45.805426)",,,,,,,
1231398551,Rozmanova ulica,residential,False,True,52.586999999999996,"LINESTRING (15.1662923 45.8050012, 15.1664176 45.8049275, 15.166818 45.8047023)",,,,,,,
"[26779436, 26779575]","['Glavni trg', 'Sokolska ulica']",residential,True,False,38.855000000000004,"LINESTRING (15.1700639 45.8023791, 15.1701469 45.8023978, 15.1702211 45.8024226, 15.1703577 45.8024794, 15.1704205 45.8025007, 15.1704468 45.8024314)",,30,,,,,
1087287747,,residential,False,True,39.986000000000004,"LINESTRING (15.1700639 45.8023791, 15.1699757 45.8023511, 15.1698659 45.802317, 15.1697837 45.8022922, 15.1696645 45.8022512, 15.1695999 45.802223)",,,,,,,
167275240,Prešernov trg,residential,True,False,56.948,"LINESTRING (15.166818 45.8047023, 15.1668247 45.8046862, 15.1668546 45.8046548, 15.1668779 45.8046303, 15.1668933 45.8046167, 15.1669233 45.8045901, 15.1670129 45.8045321, 15.1671643 45.8044484, 15.1673378 45.804348)",,30,,,,,
1132037505,Rozmanova ulica,residential,False,True,19.164,"LINESTRING (15.166818 45.8047023, 15.1668709 45.8046865, 15.1670459 45.8046355)",,30,,,,,
1231398551,Rozmanova ulica,residential,False,False,52.586999999999996,"LINESTRING (15.166818 45.8047023, 15.1664176 45.8049275, 15.1662923 45.8050012)",,,,,,,
26778285,Dalmatinova ulica,residential,False,False,79.845,"LINESTRING (15.1648651 45.8047909, 15.1649409 45.8047008, 15.1652175 45.8044559, 15.165221 45.8044535, 15.1653211 45.8043836, 15.1654525 45.8043617, 15.1655927 45.8044015)",,,,,,,
