osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,junction,width,tunnel
26964056,False,2,Vojkovo nabrežje / Riva Vojko,tertiary,40,True,3.497,"LINESTRING (13.7368785 45.5490152, 13.7368425 45.549034)",,,,
26964056,False,2,Vojkovo nabrežje / Riva Vojko,tertiary,40,False,237.38799999999998,"LINESTRING (13.7339784 45.5495046, 13.7341258 45.5495162, 13.734649 45.5495539, 13.7347471 45.5495601, 13.7348906 45.5495625, 13.7350196 45.5495614, 13.7351353 45.5495559, 13.7353362 45.5495382, 13.7354945 45.5495162, 13.7356607 45.5494857, 13.7357838 45.5494569, 13.7359074 45.5494187, 13.7359975 45.5493915, 13.7360554 45.5493693, 13.7366822 45.5491157, 13.7367152 45.5491032, 13.7368425 45.549034)",,,,
26964056,False,2,Vojkovo nabrežje / Riva Vojko,tertiary,40,True,362.711,"LINESTRING (13.7339784 45.5495046, 13.7333311 45.5494567, 13.7330094 45.5494558, 13.7329251 45.5494596, 13.7328579 45.5494669, 13.7327922 45.5494775, 13.7326688 45.5495003, 13.7325234 45.549538, 13.7319145 45.5497611, 13.7317608 45.5498055, 13.731596 45.549843, 13.7314336 45.5498675, 13.7312673 45.5498853, 13.7310804 45.5498941, 13.7308183 45.5499062, 13.7307342 45.5499079, 13.7304835 45.5499115, 13.7304223 45.5499123, 13.7302711 45.5499148, 13.7300004 45.5499201, 13.7299386 45.5499219, 13.7294471 45.5499323)",,,,
234302871,False,,Ribiški trg / Piazza dei Pescatori,living_street,,True,28.131,"LINESTRING (13.7339784 45.5495046, 13.7339826 45.5494681, 13.7339861 45.5494492, 13.7339956 45.5493462, 13.7340079 45.5492525)",,,,
26964056,False,2,Vojkovo nabrežje / Riva Vojko,tertiary,40,False,362.71099999999996,"LINESTRING (13.7294471 45.5499323, 13.7299386 45.5499219, 13.7300004 45.5499201, 13.7302711 45.5499148, 13.7304223 45.5499123, 13.7304835 45.5499115, 13.7307342 45.5499079, 13.7308183 45.5499062, 13.7310804 45.5498941, 13.7312673 45.5498853, 13.7314336 45.5498675, 13.731596 45.549843, 13.7317608 45.5498055, 13.7319145 45.5497611, 13.7325234 45.549538, 13.7326688 45.5495003, 13.7327922 45.5494775, 13.7328579 45.5494669, 13.7329251 45.5494596, 13.7330094 45.5494558, 13.7333311 45.5494567, 13.7339784 45.5495046)",,,,
1030441733,True,,Vojkovo nabrežje / Riva Vojko,tertiary,,False,17.374,"LINESTRING (13.7294471 45.5499323, 13.7294419 45.5499483, 13.7294295 45.5499622, 13.7294113 45.5499725, 13.7293894 45.5499781, 13.729366 45.5499785, 13.7293437 45.5499734, 13.7293249 45.5499636, 13.7293118 45.5499501, 13.7293057 45.5499343, 13.7293065 45.5499255)",,,,
"[1117589121, 1010905447]",False,1,Kopališko nabrežje / Riva dei Bagni,tertiary,30,False,67.668,"LINESTRING (13.7284535 45.5498177, 13.7287922 45.5498451, 13.7289846 45.5498635, 13.7293065 45.5499255)",,,,
27001183,True,1,Kopališko nabrežje / Riva dei Bagni,tertiary,30,False,280.76900000000006,"LINESTRING (13.7250528 45.5491139, 13.7251275 45.5491992, 13.7251863 45.5492455, 13.7252799 45.549281, 13.7253921 45.5493055, 13.7255937 45.5493389, 13.7259638 45.5494015, 13.7267273 45.5495246, 13.7270283 45.5495737, 13.7272286 45.5496126, 13.7274391 45.5496565, 13.7277481 45.5497207, 13.727945 45.5497585, 13.7280512 45.5497751, 13.728082 45.5497798, 13.7283463 45.54981, 13.7284535 45.5498177)",,,,
177461166,False,,Belveder / Belvedere,residential,,False,37.073,"LINESTRING (13.7250528 45.5491139, 13.7251428 45.5491029, 13.725181 45.5490903, 13.7252431 45.5490856, 13.7252948 45.5490919, 13.7253289 45.5491124, 13.725353 45.5491547, 13.7253721 45.5491788, 13.7253993 45.5492007, 13.7254301 45.5492148)",yes,,,
1031629218,False,,Ukmarjev trg / Piazza Anton Ukmar,tertiary,30,True,33.900000000000006,"LINESTRING (13.7250528 45.5491139, 13.7249736 45.5490944, 13.7249247 45.5490749, 13.7248763 45.5490523, 13.7248451 45.5490307, 13.7248136 45.5490055, 13.724775 45.5489688, 13.7247549 45.5489452, 13.7247404 45.5489184)",,,,
