osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction
22328709,2,Goring Avenue,tertiary,False,False,165.373,"LINESTRING (-81.3831117 19.2912565, -81.3830518 19.2915408, -81.3829215 19.2918271, -81.382878 19.2918992, -81.3827453 19.2921188, -81.3826066 19.2923151, -81.3825275 19.2924272, -81.3824795 19.2924936, -81.3824203 19.2925753)",,
23958309,2,Walkers Road,tertiary,False,False,27.354,"LINESTRING (-81.3831117 19.2912565, -81.3832485 19.2911798, -81.3833375 19.2911337)",30 mph,
583340157,2,Walkers Road,tertiary,False,True,60.074,"LINESTRING (-81.3831117 19.2912565, -81.3830186 19.2912826, -81.3829319 19.2912945, -81.3828185 19.2912907, -81.3827211 19.2912799, -81.3826192 19.2912521, -81.3825525 19.2912319)",25 mph,
22167852,2,Mary Street,tertiary,False,True,45.471,"LINESTRING (-81.3820397 19.2983119, -81.3819739 19.2983087, -81.3816259 19.2982771, -81.3816082 19.2982755)",25 mph,
22472316,2,North Church Street,secondary,False,False,197.224,"LINESTRING (-81.3820397 19.2983119, -81.3820884 19.298148, -81.3821229 19.2980219, -81.3821672 19.2978942, -81.3821913 19.2978437, -81.3822287 19.2977655, -81.382296 19.2976733, -81.3825359 19.2973802, -81.3826662 19.2972065, -81.3827346 19.2970896, -81.3828279 19.2967313)",25 mph,
22472316,2,North Church Street,secondary,False,True,170.369,"LINESTRING (-81.3820397 19.2983119, -81.3820186 19.2984823, -81.3820091 19.2987775, -81.3820228 19.2989121, -81.3820507 19.2991871, -81.3820897 19.2993481, -81.3821663 19.2996737, -81.3821968 19.2998261)",25 mph,
22471703,2,South Church Street,secondary,False,False,93.854,"LINESTRING (-81.3830239 19.2941336, -81.3831863 19.2940593, -81.3832428 19.2940327, -81.3835545 19.2939008, -81.3838347 19.2937777)",25 mph,
438666383,2,Goring Avenue,unclassified,False,True,118.31899999999999,"LINESTRING (-81.3830239 19.2941336, -81.3828353 19.2939647, -81.3826447 19.2938307, -81.382533 19.2937955, -81.382487 19.2937855, -81.3823667 19.2937593, -81.3822003 19.2937471, -81.3821194 19.2937522, -81.3820282 19.2937709)",,
481123084,2,Seafarers Way,secondary,False,True,27.551000000000002,"LINESTRING (-81.3830239 19.2941336, -81.382899 19.2942157, -81.3828297 19.2942967)",25 mph,
22328709,2,Goring Avenue,tertiary,False,True,110.19999999999999,"LINESTRING (-81.3820282 19.2937709, -81.3820215 19.2936683, -81.3820162 19.2935126, -81.3820349 19.293362, -81.3820457 19.2933083, -81.3820671 19.2932013, -81.382078 19.2931708, -81.3821315 19.2930215, -81.382243 19.2928198)",,
44666693,2,Louise Llewellyn Way,tertiary,False,False,52.842,"LINESTRING (-81.3820282 19.2937709, -81.3820076 19.2937771, -81.3817977 19.2938405, -81.381695 19.2938878, -81.3816283 19.2939296, -81.3815784 19.293972)",25 mph,
438666383,2,Goring Avenue,unclassified,False,False,118.319,"LINESTRING (-81.3820282 19.2937709, -81.3821194 19.2937522, -81.3822003 19.2937471, -81.3823667 19.2937593, -81.382487 19.2937855, -81.382533 19.2937955, -81.3826447 19.2938307, -81.3828353 19.2939647, -81.3830239 19.2941336)",,
388850178,2,Louise Llewellyn Way,tertiary,True,False,11.859,"LINESTRING (-81.3815784 19.293972, -81.3815326 19.2940695)",25 mph,
44666693,2,Louise Llewellyn Way,tertiary,False,True,52.84199999999999,"LINESTRING (-81.3815784 19.293972, -81.3816283 19.2939296, -81.381695 19.2938878, -81.3817977 19.2938405, -81.3820076 19.2937771, -81.3820282 19.2937709)",25 mph,
388850172,,Elgin Avenue,secondary,False,True,20.883,"LINESTRING (-81.3801749 19.2930011, -81.3803141 19.2931353)",,
388849480,,Elgin Avenue,secondary,True,False,43.555,"LINESTRING (-81.3801749 19.2930011, -81.380025 19.2928895, -81.3798551 19.2927516)",,
388849478,,Elgin Avenue,secondary,False,False,13.41,"LINESTRING (-81.3773841 19.2922707, -81.3772616 19.2922364)",30 mph,
368824461,,,residential,True,False,38.99,"LINESTRING (-81.3773841 19.2922707, -81.3773079 19.2924211, -81.3772815 19.2924732, -81.3772031 19.2925754)",,
388849478,,Elgin Avenue,secondary,False,True,118.40299999999999,"LINESTRING (-81.3773841 19.2922707, -81.3776348 19.2923433, -81.3777807 19.2923885, -81.3779428 19.2924336, -81.37812 19.2924746, -81.3783061 19.2925004, -81.3784787 19.292509)",30 mph,
