osmid,oneway,highway,reversed,length,ref,geometry,name,lanes
61888365,True,secondary,False,15.41,,"LINESTRING (35.3858726 -23.8656951, 35.3857304 -23.8656472)",,
61889269,True,tertiary,False,182.699,,"LINESTRING (35.3858726 -23.8656951, 35.3854983 -23.8673021)",,
76616211,False,secondary,False,98.666,N242,"LINESTRING (35.3859247 -23.8648229, 35.3862201 -23.8656681)",,
474464014,False,residential,True,289.556,,"LINESTRING (35.3859247 -23.8648229, 35.3859051 -23.8647584, 35.3853482 -23.8632255, 35.3850793 -23.8623371)",,
604677937,False,residential,False,46.091,,"LINESTRING (35.3859247 -23.8648229, 35.3862079 -23.864738, 35.3863523 -23.8646859)",,
61888366,False,residential,False,68.233,,"LINESTRING (35.3817759 -23.8620491, 35.3815907 -23.8626389)",Rua Ahmed Sekou Touré,
61888368,False,tertiary,False,133.072,,"LINESTRING (35.3817759 -23.8620491, 35.3830806 -23.8619568)",,
76616211,False,secondary,False,154.746,N242,"LINESTRING (35.3862201 -23.8656681, 35.3867028 -23.8669879)",,
76616211,False,secondary,True,98.666,N242,"LINESTRING (35.3862201 -23.8656681, 35.3859247 -23.8648229)",,
61888365,True,secondary,False,35.97,,"LINESTRING (35.3862201 -23.8656681, 35.3860818 -23.8657024, 35.3859799 -23.8657086, 35.3858726 -23.8656951)",,
61888367,False,residential,True,22.892,,"LINESTRING (35.3842433 -23.8635463, 35.3840183 -23.863553)",,
61888368,False,tertiary,False,110.311,,"LINESTRING (35.3842433 -23.8635463, 35.3843541 -23.8637501, 35.3848608 -23.8643581)",,
61888368,False,tertiary,True,129.371,,"LINESTRING (35.3842433 -23.8635463, 35.3840626 -23.8630169, 35.3840306 -23.8628332, 35.3839809 -23.8624128)",,
605309557,False,unclassified,False,7.58,,"LINESTRING (35.3848994 -23.8698804, 35.3848357 -23.869845)",,
61888367,False,residential,False,109.107,,"LINESTRING (35.3829463 -23.8635941, 35.3840183 -23.863553)",,
61888367,False,residential,True,167.203,,"LINESTRING (35.3829463 -23.8635941, 35.3813021 -23.8636064)",,
61888369,False,unclassified,False,77.686,,"LINESTRING (35.3829463 -23.8635941, 35.3828739 -23.8642896)",,
61888369,False,unclassified,True,96.619,,"LINESTRING (35.3829463 -23.8635941, 35.3830267 -23.8627283)",,
427829877,False,secondary,True,8.193,N242,"LINESTRING (35.3877802 -23.8700475, 35.3878323 -23.8701037)",,
61889278,False,secondary_link,False,36.253,,"LINESTRING (35.3877802 -23.8700475, 35.3876721 -23.8699975, 35.387614 -23.8699783, 35.387539 -23.8699641, 35.387443 -23.8699513)",,
76616211,False,secondary,True,48.992,N242,"LINESTRING (35.3877802 -23.8700475, 35.3877099 -23.8698802, 35.3876701 -23.8697854, 35.3876125 -23.8696345)",,
61888366,False,residential,False,66.558,,"LINESTRING (35.3813021 -23.8636064, 35.381121 -23.8641816)",Rua Ahmed Sekou Touré,
61888366,False,residential,True,65.141,,"LINESTRING (35.3813021 -23.8636064, 35.3814818 -23.8630441)",Rua Ahmed Sekou Touré,
61888367,False,residential,False,167.203,,"LINESTRING (35.3813021 -23.8636064, 35.3829463 -23.8635941)",,
61888367,False,residential,True,30.455,,"LINESTRING (35.3813021 -23.8636064, 35.3811591 -23.8636241, 35.3810058 -23.8636462)",,
61888365,True,secondary,False,29.36,,"LINESTRING (35.3857304 -23.8656472, 35.385662 -23.8655908, 35.3855614 -23.8654363)",,
225210607,False,tertiary,False,39.217,,"LINESTRING (35.387443 -23.8699513, 35.3876125 -23.8696345)",,
61889278,False,secondary_link,True,36.253,,"LINESTRING (35.387443 -23.8699513, 35.387539 -23.8699641, 35.387614 -23.8699783, 35.3876721 -23.8699975, 35.3877802 -23.8700475)",,
61888368,False,tertiary,True,133.072,,"LINESTRING (35.3830806 -23.8619568, 35.3817759 -23.8620491)",,
61888368,False,tertiary,False,132.151,,"LINESTRING (35.3830806 -23.8619568, 35.3836647 -23.8619312, 35.3837849 -23.8619312, 35.3838793 -23.8619826, 35.3839171 -23.862052, 35.383943 -23.862159, 35.3839809 -23.8624128)",,
61888369,False,unclassified,False,64.122,,"LINESTRING (35.3830806 -23.8619568, 35.3830777 -23.8621249, 35.3830415 -23.8625321)",,
61888365,True,secondary,False,21.714,,"LINESTRING (35.3855614 -23.8654363, 35.3855185 -23.865245)",,
