osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref
"[252728298, 252728299, 547752068]",2,Boundary Avenue North,residential,40,False,"[False, True]",250.02500000000003,yes,"LINESTRING (-103.7946173 50.7752148, -103.7946158 50.7751037, -103.794598 50.7737577, -103.7946023 50.7735847, -103.7946094 50.7733172, -103.7946042 50.7729664)",
252728330,2,Hudson Avenue,residential,40,False,False,182.755,,"LINESTRING (-103.7996105 50.7679761, -103.7996001 50.7690442, -103.799602 50.7694296, -103.7996596 50.7696161)",
543970903,2,4th Street West,residential,40,False,False,116.62899999999999,,"LINESTRING (-103.7996105 50.7679761, -103.7987614 50.7679754, -103.7979521 50.7679747)",
543970903,2,4th Street West,residential,40,False,True,121.708,,"LINESTRING (-103.7996105 50.7679761, -103.8004572 50.7679768, -103.8013411 50.7679775)",
543970903,2,4th Street West,residential,40,False,False,115.723,,"LINESTRING (-103.7979521 50.7679747, -103.7971015 50.767974, -103.7963066 50.7679733)",
543970903,2,4th Street West,residential,40,False,True,116.62899999999999,,"LINESTRING (-103.7979521 50.7679747, -103.7987614 50.7679754, -103.7996105 50.7679761)",
666969666,2,Bay Avenue South,residential,40,False,True,183.10999999999999,,"LINESTRING (-103.7979521 50.7679747, -103.7979377 50.7690707, -103.797934 50.7696214)",
252728307,2,Central Avenue,residential,40,False,False,181.62900000000002,,"LINESTRING (-103.8013411 50.7679775, -103.8013339 50.7685711, -103.8013285 50.7690157, -103.8013268 50.7696109)",
543970903,2,4th Street West,residential,40,False,False,121.708,,"LINESTRING (-103.8013411 50.7679775, -103.8004572 50.7679768, -103.7996105 50.7679761)",
543970903,2,4th Street West,residential,40,False,True,121.50999999999999,,"LINESTRING (-103.7945788 50.7679719, -103.7954276 50.7679726, -103.7963066 50.7679733)",
543970904,2,4th Street East,residential,40,False,False,95.428,,"LINESTRING (-103.7945788 50.7679719, -103.793896 50.7679678, -103.7932219 50.7679665)",
547752069,2,Boundary Avenue South,residential,40,False,False,184.588,,"LINESTRING (-103.7945788 50.7679719, -103.7945913 50.7690542, -103.7945865 50.7696319)",
