osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,ref
320129062,3,Wellington Street,tertiary,False,True,93.775,"LINESTRING (-81.2462146 42.9867633, -81.2466107 42.9875553)",,,
474344011,3,Wellington Street,tertiary,True,False,66.354,"LINESTRING (-81.2462146 42.9867633, -81.2461683 42.9864884, -81.2460652 42.9862735, -81.2460235 42.9861867)",,,
466530614,2,Dundas Street,secondary,False,False,12.712,"LINESTRING (-81.245369 42.9849074, -81.2452227 42.9849476)",50,,
466530615,4,Wellington Street,secondary,True,False,145.804,"LINESTRING (-81.245369 42.9849074, -81.2447279 42.9836829)",50,,
466431888,2,Dundas Street,secondary,False,True,189.117,"LINESTRING (-81.245369 42.9849074, -81.245445 42.9848864, -81.2474467 42.9843338, -81.2475442 42.9843069)",30,,
466530616,4,York Street,secondary,False,False,20.81,"LINESTRING (-81.2441432 42.9825292, -81.2443817 42.9824615)",50,,
493696607,4,York Street,secondary,False,True,11.164,"LINESTRING (-81.2441432 42.9825292, -81.2440168 42.9825683)",50,,
"[147702353, 466530617, 51189618]",2,Wellington Street,secondary,True,False,240.32600000000002,"LINESTRING (-81.2441432 42.9825292, -81.2440753 42.9824016, -81.243859 42.9819952, -81.2435102 42.9812961, -81.2431559 42.9806135, -81.2431026 42.9805065)",50,yes,
"[147702329, 25840020, 200628207]",4,Richmond Street,secondary,False,False,275.38899999999995,"LINESTRING (-81.248461 42.98131, -81.2484241 42.9812282, -81.2481795 42.9807521, -81.2478372 42.9800624, -81.2477779 42.9799428, -81.2473863 42.9791452, -81.2473062 42.978982)",,yes,
102843056,5,York Street,secondary,False,True,184.608,"LINESTRING (-81.248461 42.98131, -81.2480002 42.9814469, -81.2479562 42.98146, -81.2479178 42.9814706, -81.2478749 42.9814824, -81.2477817 42.9815081, -81.2474333 42.9816042, -81.2463426 42.9819052)",50,,
466559027,4,Richmond Street,secondary,False,True,145.801,"LINESTRING (-81.248461 42.98131, -81.2487705 42.9819069, -81.2488385 42.9820381, -81.2490504 42.9824468, -81.249094 42.9825367)",50,,
466527665,2,Dundas Street,secondary,False,False,111.715,"LINESTRING (-81.2397337 42.9865281, -81.2396555 42.9865504, -81.2396058 42.9865646, -81.2392087 42.9866776, -81.2388746 42.9867727, -81.2384538 42.9868925)",50,,
505185524,3,Colborne Street,residential,False,False,149.752,"LINESTRING (-81.2397337 42.9865281, -81.2396704 42.9863966, -81.2395977 42.9862456, -81.2395151 42.986074, -81.2394233 42.9858834, -81.23937 42.9857728, -81.2391698 42.9853567, -81.2391222 42.9852578)",,,
1249287199,2,Dundas Street,secondary,False,True,241.468,"LINESTRING (-81.2397337 42.9865281, -81.23988 42.9864842, -81.2401956 42.9863895, -81.2409765 42.9861552, -81.2413166 42.9860529, -81.2416908 42.9859409, -81.2423273 42.9857499, -81.2424802 42.985704)",50,,
31294043,5,Colborne Street,residential,False,False,146.75,"LINESTRING (-81.2385106 42.984048, -81.2384687 42.9839699, -81.2383623 42.9837714, -81.2382037 42.9834758, -81.2381853 42.9834439, -81.2381667 42.9834099, -81.2381435 42.983367, -81.2378666 42.9828153)",,,
31294043,5,Colborne Street,residential,False,True,143.429,"LINESTRING (-81.2385106 42.984048, -81.2385735 42.9841674, -81.2387393 42.9844969, -81.238893 42.9848024, -81.238924 42.9848641, -81.239085 42.9851839, -81.2391222 42.9852578)",,,
142286136,4,York Street,secondary,False,False,241.587,"LINESTRING (-81.2385106 42.984048, -81.2386361 42.9840145, -81.2394078 42.9838082, -81.2398071 42.9837033, -81.2402769 42.9835759, -81.2405144 42.9835124, -81.2411618 42.9833393, -81.2413001 42.9833023)",50,,
142286136,4,York Street,secondary,False,True,111.806,"LINESTRING (-81.2385106 42.984048, -81.238366 42.9840891, -81.2375672 42.9843161, -81.2372294 42.9844121)",50,,
466559026,3,King Street,secondary,True,False,186.841,"LINESTRING (-81.249094 42.9825367, -81.248994 42.9825616, -81.2486114 42.9826604, -81.2483538 42.9827269, -81.2480032 42.9828174, -81.247949 42.9828314, -81.2479296 42.9828364, -81.2477116 42.9828925, -81.2470379 42.9830658, -81.2469273 42.9830943)",50,,
466559027,4,Richmond Street,secondary,False,False,145.801,"LINESTRING (-81.249094 42.9825367, -81.2490504 42.9824468, -81.2488385 42.9820381, -81.2487705 42.9819069, -81.248461 42.98131)",50,,
466559025,2,Wellington Street,secondary,True,False,113.752,"LINESTRING (-81.2447279 42.9836829, -81.2442418 42.9827237)",50,,
939153017,2,King Street,secondary,True,False,12.599,"LINESTRING (-81.2447279 42.9836829, -81.2445832 42.9837233)",50,,
320129062,3,Wellington Street,tertiary,False,False,93.775,"LINESTRING (-81.2466107 42.9875553, -81.2462146 42.9867633)",,,
320129063,2,Dufferin Avenue,unclassified,False,False,199.275,"LINESTRING (-81.2466107 42.9875553, -81.2488668 42.9869437, -81.2489079 42.9869325)",,,
142286136,4,York Street,secondary,False,False,235.582,"LINESTRING (-81.2413001 42.9833023, -81.2414133 42.983272, -81.2424548 42.9829908, -81.2424879 42.9829819, -81.243143 42.9828049, -81.2440168 42.9825683)",50,,
